stage,seed,scenario,scenarioLabel,family,arm,pointIndex,parameterValue,method,methodLabel,feedbackMode,N,topology,plant,macType,pAccess,configuredPAccess,backgroundLoad,carrierSenseDensity,interferenceDensity,stationaryMeanDataLoss,stationaryMeanAckLoss,meanBadDurationDataSec,meanBadDurationAckSec,RMSE,MINSEP,SAFEFAIL,DIVERGED,ROLL_PEAK_DEG,PITCH_PEAK_DEG,SATURATION,CONTROL_EFFORT,MEAN_TRUE_AOI,P95_TRUE_AOI,P99_TRUE_AOI,MAX_TRUE_AOI,MEAN_EST_AOI,MEAN_AOI_GAP,DATA_GENERATED,DATA_ATTEMPTED,DATA_DELIVERED,ACK_ATTEMPTED,ACK_ENTRIES_DELIVERED,DATA_RECIPIENT_ATTEMPTS,DATA_RECIPIENT_SUCCESS,DATA_RECIPIENT_LOSS,ACK_RECIPIENT_ATTEMPTS,ACK_RECIPIENT_SUCCESS,ACK_RECIPIENT_LOSS,TERMINAL_ACTIVE_FRAMES,TERMINAL_DATA_INFLIGHT,TERMINAL_ACK_INFLIGHT,COLLISION_FRAMES,COLLISION_RATE,QUEUE_DROPS,SUPERSEDED,RETRIES,OBSOLETE_RETRY_DROPS,MAX_QUEUE,MAX_HISTORY,historySize,STALE_DATA_DISCARDED,STALE_ACK_DISCARDED,EXPIRED_HISTORY_ACK,ACK_BEFORE_ACCEPT,ACK_STANDALONE,ACK_ENTRIES_PIGGYBACKED,ACK_ENTRIES_TRANSFERRED,CHANNEL_UTIL,ADAPTIVE_ACK_PERMITTED,ADAPTIVE_ACK_DEFERRED,ADAPTIVE_ACK_FORCED,MEAN_LOCAL_BUSY,MAX_LOCAL_BUSY,LOAD_GUARD_BLOCKED,LOAD_GUARD_BLOCKED_BUSY,LOAD_GUARD_BLOCKED_QUEUE,LOAD_GUARD_BRANCH3,LOAD_GUARD_BRANCH4,OFFERED_UTIL,DATA_AIRTIME,ACK_AIRTIME,PIGGYBACK_AIRTIME,BACKGROUND_BUSY_TIME,BACKGROUND_COLLISION_FRAMES,ENERGY_PROXY_J,DATA_GOODPUT_HZ,RECIPIENT_GOODPUT_HZ,ACK_GOODPUT_HZ,MEAN_ACCESS_DELAY,P95_ACCESS_DELAY,MEAN_CONFIRM_DELAY,P95_CONFIRM_DELAY,JAIN_FRAME_GOODPUT,DATA_CHANNEL_ATTEMPTS,ACK_CHANNEL_ATTEMPTS,DATA_BAD_ATTEMPT_FRACTION,ACK_BAD_ATTEMPT_FRACTION,TRACE_DATA_BAD_FRACTION,TRACE_ACK_BAD_FRACTION,NETWORK_RUNTIME_SEC,INVARIANT_VIOLATIONS,TRACE_HASH_EXACT,CHANNEL_STATE_HASH,CHANNEL_MODEL_SIGNATURE,ESTIMATOR_HASH_EXACT,CONFIG_HASH,route,accessDesign,ackDesign,coreFlag,channelRegime,contextModifier,basePAccess,dataFrameSlots,calibratedAckSuccessMean,calibrationSource,CONTEXT_ACK_EVALUATED,CONTEXT_ACK_PERMITTED,CONTEXT_ACK_BLOCKED_FEASIBILITY,CONTEXT_ACK_BLOCKED_VALUE,serviceCertificateEnabled,serviceCertificateFeasible,serviceModel,successfulUpdateRateHz,requiredUpdateRateHz,serviceRatio,backgroundSurvival,dataSuccessEstimate,freshnessHeadroomEnabled
development-amendment-3,16024012,n5-moderate-reverse,N5 Moderate reverse-asymmetric,EXP18A3 freshness headroom,context-aware-v3,1,0,context-aware-broadcast,Context-aware service and freshness headroom,adaptive,5,ring2,6dof,csma,0.2,0.2,0,1,1,0.097,0.363333333333333,0.0277777777777778,0.0454545454545455,0.0549275398031884,0.528178364313384,0,0,9.51179733700122,12.4839798614831,0,1.03669048885247,0.0720619126589274,0.159999999999998,0.22,0.359999999999999,0.142763957987838,0.0707020453289111,717,824,680,51,736,1515,1175,340,946,736,210,0,0,0,118,0.134857142857143,0,1,108,0,2,32,32,0,0,0,0,51,835,1,0.263499999999979,51,14,0,0.236181454101114,0.297315333496385,0,0,0,0,0,0.282833333333334,3.296,0.0980000000000001,0.213760000000002,0,0,0.678800000000001,56.6666666666667,97.9166666666667,61.3333333333333,0.00698400000000009,0.02,0.0438057065217392,0.095,0.988097527619292,1817,111,0.0996147495872317,0.279279279279279,0.101529745042493,0.271541409765039,2.2319518,0,667185410586,21459722050,109459431,0,190619140,context-aware-v3,frame-aware,service-certificate-freshness-value,0,moderate,reverse-asymmetric,0.2,4,0.903,nominal-moderate-mismatch,65,51,0,14,1,1,symmetric p-persistent CSMA renewal approximation,24.5193042002546,8.33333333333333,2.94231650403055,1,0.903,1
development-amendment-3,16024012,n5-moderate-reverse,N5 Moderate reverse-asymmetric,EXP18A3 freshness headroom,context-aware-v3,1,0,context-aware-broadcast,Context-aware service and freshness headroom,adaptive,5,ring2,6dof,aloha,0.0285714285714286,0.0285714285714286,0,1,1,0.097,0.363333333333333,0.0277777777777778,0.0454545454545455,0.0888912960258163,0.480950840624736,0,0,9.73384089701193,12.5348516400027,0,1.03642833212414,0.128402432283029,0.32,0.540000000000001,0.640000000000001,0.224599226091763,0.0961967938087342,936,888,546,122,540,1649,948,701,929,540,389,0,0,0,351,0.347524752475248,0,335,291,18,2,32,32,0,0,0,0,122,759,411,0.272583333333309,128,156,0,0.255223556094535,0.31514130867292,0,0,0,0,0,0.309833333333334,3.552,0.166,0.194304000000002,0,0,0.743600000000001,45.5,79,45,0.0257396039603962,0.0631000000000001,0.0700648148148149,0.154,0.987891440501044,1914,170,0.0971786833855799,0.229411764705882,0.101529745042493,0.271541409765039,2.4096388,0,667185410586,21459722050,109459431,0,190646011,context-aware-v3,frame-aware,service-certificate-freshness-value,0,moderate,reverse-asymmetric,0.2,4,0.903,nominal-moderate-mismatch,284,128,0,156,1,1,independent-start vulnerable-period ALOHA,9.62918160444884,8.33333333333333,1.15550179253386,1,0.903,1
development-amendment-3,16024012,n5-moderate-hidden,N5 Moderate hidden-terminal,EXP18A3 freshness headroom,context-aware-v3,1,0,context-aware-broadcast,Context-aware service and freshness headroom,adaptive,5,ring2,6dof,csma,0.2,0.2,0,0.6,1,0.097,0.097,0.0277777777777778,0.0277777777777778,0.0589100310362493,0.523277959161564,0,0,9.54647551562232,12.4890798363275,0,1.03656554566803,0.0768711995577665,0.18,0.24,0.399999999999999,0.152371475953565,0.0755002763957988,838,1443,588,33,585,2649,1015,1634,1245,585,660,0,0,0,838,0.567750677506775,0,44,650,9,2,32,32,0,0,0,0,33,1176,21,0.37591666666665,33,21,0,0.178306696564923,0.329349929813444,0,0,0,0,0,0.486249999999984,5.77199999999981,0.063,0.301056000000002,0,0,1.16699999999996,49,84.5833333333333,48.75,0.00994105691056919,0.0289999999999999,0.0467880341880343,0.106599999999999,0.991153283834533,3061,69,0.0980071871937275,0.0579710144927536,0.101529745042493,0.10694550908182,2.4340075,0,667185410586,21206332555,105363559,0,189943822,context-aware-v3,frame-aware,service-certificate-freshness-value,0,moderate,hidden-terminal,0.2,4,0.903,declared-stationary-profile,54,33,0,21,1,1,symmetric p-persistent CSMA renewal approximation,24.5193042002546,8.33333333333333,2.94231650403055,1,0.903,1
development-amendment-3,16024012,n5-moderate-hidden,N5 Moderate hidden-terminal,EXP18A3 freshness headroom,context-aware-v3,1,0,context-aware-broadcast,Context-aware service and freshness headroom,adaptive,5,ring2,6dof,aloha,0.0285714285714286,0.0285714285714286,0,0.6,1,0.097,0.097,0.0277777777777778,0.0277777777777778,0.0935419914446835,0.471354206896994,0,0,9.73384089701193,12.5348516400027,0,1.03651374672522,0.13592039800995,0.34,0.6,0.7,0.228302929795467,0.092382531785517,927,859,534,136,570,1585,923,662,926,570,356,0,0,0,340,0.341708542713568,0,349,283,17,2,32,32,0,0,0,0,136,748,387,0.266333333333309,140,105,0,0.171558266273076,0.253682468626905,0,0,0,0,0,0.300916666666667,3.436,0.175,0.191488000000002,0,0,0.722200000000001,44.5,76.9166666666667,47.5,0.0266663316582915,0.0660000000000001,0.0689245614035088,0.1381,0.990262536463398,1854,178,0.0922330097087379,0.0786516853932584,0.101529745042493,0.10694550908182,2.3922821,0,667185410586,21206332555,105363559,0,189970693,context-aware-v3,frame-aware,service-certificate-freshness-value,0,moderate,hidden-terminal,0.2,4,0.903,declared-stationary-profile,245,140,0,105,1,1,independent-start vulnerable-period ALOHA,9.62918160444884,8.33333333333333,1.15550179253386,1,0.903,1
development-amendment-3,16024013,n5-moderate-bg0,N5 Moderate bg0,EXP18A3 freshness headroom,context-aware-v3,1,0,context-aware-broadcast,Context-aware service and freshness headroom,adaptive,5,ring2,6dof,csma,0.2,0.2,0,1,1,0.097,0.097,0.0277777777777778,0.0277777777777778,0.0547142718754109,0.530937177328703,0,0,9.60838831457318,12.3463655537845,0,1.03666095795522,0.0739745715865117,0.16,0.220000000000001,0.34,0.139425096738529,0.0654505251520177,698,797,665,51,733,1463,1149,314,917,733,184,0,0,0,103,0.121462264150943,0,2,101,0,2,32,32,0,0,0,0,51,804,1,0.256083333333313,51,10,0,0.234639394440991,0.28906459988469,0,0,0,0,0,0.273916666666667,3.188,0.0990000000000001,0.205824000000002,0,0,0.657400000000001,55.4166666666667,95.75,61.0833333333333,0.00735377358490572,0.0220000000000002,0.0447489768076399,0.0994,0.992637568601924,1767,113,0.0871533672891907,0.0973451327433628,0.0950308281953008,0.0981336443926012,2.258881,0,667291000579,21186390418,105363559,0,189937032,context-aware-v3,frame-aware,service-certificate-freshness-value,1,moderate,nominal,0.2,4,0.903,declared-stationary-profile,61,51,0,10,1,1,symmetric p-persistent CSMA renewal approximation,24.5193042002546,8.33333333333333,2.94231650403055,1,0.903,1
development-amendment-3,16024013,n5-moderate-bg0,N5 Moderate bg0,EXP18A3 freshness headroom,context-aware-v3,1,0,context-aware-broadcast,Context-aware service and freshness headroom,adaptive,5,ring2,6dof,aloha,0.0285714285714286,0.0285714285714286,0,1,1,0.097,0.097,0.0277777777777778,0.0277777777777778,0.0784025101321169,0.496563351113511,0,0,9.64600633729401,12.3483593751745,0,1.03657453439124,0.112305140961857,0.24,0.34,0.479999999999999,0.18759535655058,0.0752902155887231,915,892,542,130,582,1647,949,696,955,582,371,1,2,2,362,0.354207436399217,0,320,299,17,2,32,32,0,0,0,0,130,762,360,0.274583333333307,140,170,0,0.263636439839593,0.341313858007487,0,0,0,0,0,0.31275,3.568,0.185,0.195072000000002,0,0,0.750600000000001,45.1666666666667,79.0833333333333,48.5,0.0264637964774952,0.0699500000000003,0.0688470790378008,0.14395,0.989037775233991,1943,193,0.0910962429233145,0.0932642487046632,0.0950308281953008,0.0981336443926012,2.5217351,0,667291000579,21186390418,105363559,0,189963903,context-aware-v3,frame-aware,service-certificate-freshness-value,1,moderate,nominal,0.2,4,0.903,declared-stationary-profile,310,140,0,170,1,1,independent-start vulnerable-period ALOHA,9.62918160444884,8.33333333333333,1.15550179253386,1,0.903,1
development-amendment-3,16024013,n5-moderate-bg30,N5 Moderate bg0.30,EXP18A3 freshness headroom,context-aware-v3,1,0.3,context-aware-broadcast,Context-aware service and freshness headroom,adaptive,5,ring2,6dof,csma,0.2,0.2,0.3,1,1,0.097,0.097,0.0277777777777778,0.0277777777777778,0.0852061900460024,0.494174036347971,0,0,9.93741989103736,12.7812990518079,0,1.03661303992916,0.125317855168601,0.300000000000001,0.418400000000001,0.640000000000001,0.336683250414594,0.211365395245992,1079,2188,450,0,307,4075,770,3305,1528,307,1221,0,0,0,1730,0.790676416819013,0,235,1344,36,1,32,32,0,0,0,0,0,1528,214,0.760583333333348,0,18,0,0.740088314319379,0.820370694105704,0,0,0,0,0,0.72933333333329,8.75199999999948,0,0.391167999999999,3.67399999999963,1493,1.7503999999999,37.5,64.1666666666667,25.5833333333333,0.0182728519195614,0.0460000000000008,0.0596482084690555,0.1221,0.98698640152069,4596,0,0.0898607484769365,0,0.0950308281953008,0.0981336443926012,2.6727915,0,667291000579,21186390418,105363559,0,190154259,context-aware-v3,frame-aware,service-certificate-freshness-value,1,moderate,nominal,0.2,4,0.903,declared-stationary-profile,18,0,18,0,1,0,symmetric p-persistent CSMA renewal approximation,5.88708493848112,8.33333333333333,0.706450192617734,0.2401,0.903,1
development-amendment-3,16024013,n5-moderate-bg30,N5 Moderate bg0.30,EXP18A3 freshness headroom,context-aware-v3,1,0.3,context-aware-broadcast,Context-aware service and freshness headroom,adaptive,5,ring2,6dof,aloha,0.0285714285714286,0.0285714285714286,0.3,1,1,0.097,0.097,0.0277777777777778,0.0277777777777778,0.299248139858992,0.266945573859751,1,0,9.73818711681977,13.2424607452543,0,1.03667129682695,0.370359314538419,1.04,1.2984,1.44,0.870812603648425,0.500453289110005,1179,1434,147,0,99,2582,251,2329,927,99,826,1,2,2,1282,0.894002789400279,0,833,1090,64,1,32,32,0,0,0,0,0,927,654,0.577916666666705,0,21,0,0.580077940695807,0.640660645369365,0,0,0,0,0,0.477999999999984,5.73599999999981,0,0.237312000000003,3.67399999999963,1094,1.14719999999996,12.25,20.9166666666667,8.25,0.0258075313807533,0.0560000000000009,0.176727272727273,0.493499999999999,0.985587229190422,2871,0,0.0912574016022292,0,0.0950308281953008,0.0981336443926012,2.3353157,0,667291000579,21186390418,105363559,0,190181130,context-aware-v3,frame-aware,service-certificate-freshness-value,1,moderate,nominal,0.2,4,0.903,declared-stationary-profile,21,0,21,0,1,0,independent-start vulnerable-period ALOHA,2.31196650322817,8.33333333333333,0.27743598038738,0.2401,0.903,1
development-amendment-3,16024013,n5-stressed-bg0,N5 Stressed bg0,EXP18A3 freshness headroom,context-aware-v3,1,0,context-aware-broadcast,Context-aware service and freshness headroom,adaptive,5,ring2,6dof,csma,0.2,0.2,0,1,1,0.29,0.29,0.0476190476190476,0.0476190476190476,0.0657116894185376,0.513465451343141,0,0,9.51431183539194,12.6726122070097,0,1.03664409935427,0.0894748479823105,0.239999999999998,0.338400000000001,0.44,0.191144278606965,0.101669430624655,890,1033,713,17,577,1913,1112,801,1013,577,436,0,0,0,164,0.156190476190476,0,16,159,0,2,32,32,0,0,0,0,17,975,14,0.319333333333306,17,25,0,0.27269800424553,0.344031300522494,0,0,0,0,0,0.347166666666666,4.13199999999999,0.034,0.249600000000003,0,0,0.833199999999998,59.4166666666667,92.6666666666667,48.0833333333333,0.00781333333333343,0.0220000000000012,0.0445528596187176,0.1016,0.940387905918479,2272,38,0.313380281690141,0.289473684210526,0.304445925679053,0.301426428928512,2.3322383,0,667291000579,21797672612,110997405,0,192647456,context-aware-v3,frame-aware,service-certificate-freshness-value,1,stressed,nominal,0.2,4,0.71,declared-stationary-profile,42,17,0,25,1,1,symmetric p-persistent CSMA renewal approximation,19.2787441663131,8.33333333333333,2.31344929995757,1,0.71,1
development-amendment-3,16024013,n5-stressed-bg0,N5 Stressed bg0,EXP18A3 freshness headroom,context-aware-v3,1,0,context-aware-broadcast,Context-aware service and freshness headroom,adaptive,5,ring2,6dof,aloha,0.0285714285714286,0.0285714285714286,0,1,1,0.29,0.29,0.0476190476190476,0.0476190476190476,0.0903611491629758,0.477171662531773,0,0,9.64631996418263,13.0721603088598,0,1.03651075352836,0.124035378662244,0.319999999999999,0.459999999999999,0.56,0.264444444444444,0.1404090657822,1082,1030,540,0,405,1888,831,1055,901,405,495,1,2,1,393,0.381553398058252,0,413,363,10,1,32,32,0,0,0,0,0,901,428,0.296916666666638,0,304,0,0.282463457197131,0.361200167387714,0,0,0,0,0,0.343333333333332,4.11999999999999,0,0.230656000000002,0,0,0.823999999999998,45,69.25,33.75,0.0229213592233011,0.0555500000000007,0.0724246913580248,0.1568,0.958832039984217,2212,0,0.296564195298373,0,0.304445925679053,0.301426428928512,2.4156994,0,667291000579,21797672612,110997405,0,192674327,context-aware-v3,frame-aware,service-certificate-freshness-value,1,stressed,nominal,0.2,4,0.71,declared-stationary-profile,304,0,304,0,1,0,independent-start vulnerable-period ALOHA,7.5711173191126,8.33333333333333,0.908534078293511,1,0.71,1
development-amendment-3,16024013,n5-stressed-bg30,N5 Stressed bg0.30,EXP18A3 freshness headroom,context-aware-v3,1,0.3,context-aware-broadcast,Context-aware service and freshness headroom,adaptive,5,ring2,6dof,csma,0.2,0.2,0.3,1,1,0.29,0.29,0.0476190476190476,0.0476190476190476,0.11595254127646,0.456047331388769,0,0,9.93746103512829,13.8326127267243,0,1.03673171115281,0.158507462686567,0.440000000000001,0.620000000000001,0.800000000000001,0.496296296296296,0.337788833609729,1137,2308,397,0,200,4198,593,3605,1238,200,1038,0,0,0,1832,0.793760831889081,0,261,1433,34,1,32,32,0,0,0,0,0,1238,158,0.783083333333335,0,8,0,0.758826878754908,0.829265337721735,0,0,0,0,0,0.769333333333286,9.23199999999943,0,0.316928000000001,3.67399999999963,1540,1.84639999999989,33.0833333333333,49.4166666666667,16.6666666666667,0.0186941074523398,0.0466499999999994,0.0585750000000001,0.13305,0.977753652408573,4606,0,0.308727746417716,0,0.304445925679053,0.301426428928512,2.7067191,0,667291000579,21797672612,110997405,0,192864683,context-aware-v3,frame-aware,service-certificate-freshness-value,1,stressed,nominal,0.2,4,0.71,declared-stationary-profile,8,0,8,0,1,0,symmetric p-persistent CSMA renewal approximation,4.62882647433178,8.33333333333333,0.555459176919813,0.2401,0.71,1
development-amendment-3,16024013,n5-stressed-bg30,N5 Stressed bg0.30,EXP18A3 freshness headroom,context-aware-v3,1,0.3,context-aware-broadcast,Context-aware service and freshness headroom,adaptive,5,ring2,6dof,aloha,0.0285714285714286,0.0285714285714286,0.3,1,1,0.29,0.29,0.0476190476190476,0.0476190476190476,0.407318211449504,0.122766940660156,1,0,9.73818711681977,13.6860706654683,0,1.03674258805387,0.552338308457711,1.56,1.9984,2.36,1.72312880044223,1.17079049198452,1183,1420,121,0,62,2554,189,2363,797,62,734,1,2,1,1271,0.895070422535211,0,842,1081,65,1,32,32,0,0,0,0,0,797,593,0.577166666666705,0,9,0,0.574548791385296,0.622367701225417,0,0,0,0,0,0.473333333333318,5.67999999999982,0,0.204032000000002,3.67399999999963,1083,1.13599999999996,10.0833333333333,15.75,5.16666666666667,0.0256225352112677,0.0570000000000004,0.19241935483871,0.4317,0.932844855049379,2798,0,0.302358827734096,0,0.304445925679053,0.301426428928512,2.3197917,0,667291000579,21797672612,110997405,0,192891554,context-aware-v3,frame-aware,service-certificate-freshness-value,1,stressed,nominal,0.2,4,0.71,declared-stationary-profile,9,0,9,0,1,0,independent-start vulnerable-period ALOHA,1.81782526831893,8.33333333333333,0.218139032198272,0.2401,0.71,1
development-amendment-3,16024013,n10-moderate-bg0,N10 Moderate bg0,EXP18A3 freshness headroom,context-aware-v3,1,0,context-aware-broadcast,Context-aware service and freshness headroom,adaptive,10,ring2,di,csma,0.1,0.1,0,1,1,0.097,0.097,0.0277777777777778,0.0277777777777778,0.0902191591771591,0.506597672320815,0,0,NaN,NaN,NaN,NaN,0.0814925373134327,0.18,0.24,0.34,0.155972518360578,0.0744799810471454,1558,1896,1360,18,1640,4124,2703,1421,2499,1640,859,0,0,0,503,0.262800417972832,0,129,470,6,2,32,32,0,0,0,0,18,2451,204,0.547833333333367,18,91,0,0.512463165522484,0.639304442174824,0,0,0,0,0,0.634916666666634,7.58399999999961,0.035,0.627455999999997,0,0,1.52379999999992,113.333333333333,225.25,136.666666666667,0.0177518286311391,0.0500000000000001,0.057014024390244,0.114999999999999,0.988932256857189,4812,48,0.109933499584372,0.125,0.10495500749875,0.0964497583736044,3.1991231,0,2585928096316,84934359868,410907084,0,278028976,context-aware-v3,frame-aware,service-certificate-freshness-value,1,moderate,nominal,0.1,4,0.903,declared-stationary-profile,109,18,0,91,1,1,symmetric p-persistent CSMA renewal approximation,11.8430902025047,8.33333333333333,1.42117082430056,1,0.903,1
development-amendment-3,16024013,n10-moderate-bg0,N10 Moderate bg0,EXP18A3 freshness headroom,context-aware-v3,1,0,context-aware-broadcast,Context-aware service and freshness headroom,adaptive,10,ring2,di,aloha,0.0142857142857143,0.0142857142857143,0,1,1,0.097,0.097,0.0277777777777778,0.0277777777777778,0.224619855588486,0.361084842613648,1,0,NaN,NaN,NaN,NaN,0.2390618336887,0.640000000000001,1,1.2,0.474896943852168,0.235835110163468,2070,1337,631,0,652,2830,1240,1588,1515,652,861,1,2,2,692,0.517576664173523,0,1377,651,26,1,32,32,0,0,0,0,0,1515,1709,0.366416666666643,0,181,0,0.363614739855258,0.428239335654309,0,0,0,0,0,0.445666666666654,5.34799999999985,0,0.387840000000001,0,0,1.06959999999997,52.5833333333333,103.333333333333,54.3333333333333,0.0278773373223636,0.0590000000000002,0.117682515337423,0.283,0.992647902071751,3194,0,0.105823418910457,0,0.10495500749875,0.0964497583736044,2.7487978,0,2585928096316,84934359868,410907084,0,277518445,context-aware-v3,frame-aware,service-certificate-freshness-value,1,moderate,nominal,0.1,4,0.903,declared-stationary-profile,181,0,181,0,1,0,independent-start vulnerable-period ALOHA,4.77982735271767,8.33333333333333,0.57357928232612,1,0.903,1
development-amendment-3,16024013,n10-moderate-bg30,N10 Moderate bg0.30,EXP18A3 freshness headroom,context-aware-v3,1,0.3,context-aware-broadcast,Context-aware service and freshness headroom,adaptive,10,ring2,di,csma,0.1,0.1,0.3,1,1,0.097,0.097,0.0277777777777778,0.0277777777777778,0.280773161641108,0.339314240895261,1,0,NaN,NaN,NaN,NaN,0.248585643212509,0.68,1.076,1.92,0.634584221748401,0.385998578535892,2129,3033,487,0,368,6479,960,5517,2491,368,2123,1,2,0,2529,0.833827893175074,0,1213,2121,83,1,32,32,0,0,0,0,0,2491,1204,0.852916666666629,0,6,0,0.86078291574679,0.888135050468538,0,0,0,0,0,1.01099999999993,12.1319999999991,0,0.637695999999996,3.58999999999965,2016,2.42639999999982,40.5833333333333,80,30.6666666666667,0.0258921859545006,0.0569999999999997,0.108858695652174,0.2733,0.983654763386006,7098,0,0.107495069033531,0,0.10495500749875,0.0964497583736044,3.1778758,0,2585928096316,84934359868,410907084,0,278246261,context-aware-v3,frame-aware,service-certificate-freshness-value,1,moderate,nominal,0.1,4,0.903,declared-stationary-profile,6,0,6,0,1,0,symmetric p-persistent CSMA renewal approximation,2.84352595762138,8.33333333333333,0.341223114914565,0.2401,0.903,1
development-amendment-3,16024013,n10-moderate-bg30,N10 Moderate bg0.30,EXP18A3 freshness headroom,context-aware-v3,1,0.3,context-aware-broadcast,Context-aware service and freshness headroom,adaptive,10,ring2,di,aloha,0.0142857142857143,0.0142857142857143,0.3,1,1,0.097,0.097,0.0277777777777778,0.0277777777777778,0.646230596113323,0.102561934134677,1,0,NaN,NaN,NaN,NaN,0.817607202084814,2.38,3.036,3.64,1.94753375977257,1.12992655768775,1881,1502,166,0,125,3186,309,2875,1130,125,1003,1,2,2,1329,0.884820239680426,0,1562,1190,57,1,32,32,0,0,0,0,0,1130,1389,0.583666666666707,0,14,0,0.578646210129527,0.634455735419343,0,0,0,0,0,0.500666666666648,6.00799999999978,0,0.289280000000002,3.58999999999965,1118,1.20159999999996,13.8333333333333,25.75,10.4166666666667,0.0351564580559256,0.0889499999999996,0.339064,0.9722,0.956141568355309,3390,0,0.107669616519174,0,0.10495500749875,0.0964497583736044,2.5332011,0,2585928096316,84934359868,410907084,0,277735730,context-aware-v3,frame-aware,service-certificate-freshness-value,1,moderate,nominal,0.1,4,0.903,declared-stationary-profile,14,0,14,0,1,0,independent-start vulnerable-period ALOHA,1.14763654738751,8.33333333333333,0.137716385686501,0.2401,0.903,1
development-amendment-3,16024013,n10-stressed-bg0,N10 Stressed bg0,EXP18A3 freshness headroom,context-aware-v3,1,0,context-aware-broadcast,Context-aware service and freshness headroom,adaptive,10,ring2,di,csma,0.1,0.1,0,1,1,0.29,0.29,0.0476190476190476,0.0476190476190476,0.110359269359874,0.488018711808526,0,0,NaN,NaN,NaN,NaN,0.0984269130537787,0.24,0.340000000000001,0.58,0.217896233120114,0.119469320066335,1902,2332,1377,0,1169,5035,2376,2659,2489,1169,1320,0,0,0,769,0.329759862778731,0,291,721,18,1,32,32,0,0,0,0,0,2489,373,0.641333333333394,0,47,0,0.600418963725502,0.661864025820388,0,0,0,0,0,0.777333333333285,9.32799999999942,0,0.637183999999997,0,0,1.86559999999988,114.75,198,97.4166666666667,0.0180205831903946,0.0499999999999998,0.0586390076988881,0.1186,0.968277288395251,5737,0,0.316193132299111,0,0.313449425095817,0.305082486252291,3.23195559999999,0,2585928096316,87433476080,419797754,0,284064676,context-aware-v3,frame-aware,service-certificate-freshness-value,1,stressed,nominal,0.1,4,0.71,declared-stationary-profile,47,0,0,47,1,1,symmetric p-persistent CSMA renewal approximation,9.31184279488188,8.33333333333333,1.11742113538583,1,0.71,1
development-amendment-3,16024013,n10-stressed-bg0,N10 Stressed bg0,EXP18A3 freshness headroom,context-aware-v3,1,0,context-aware-broadcast,Context-aware service and freshness headroom,adaptive,10,ring2,di,aloha,0.0142857142857143,0.0142857142857143,0,1,1,0.29,0.29,0.0476190476190476,0.0476190476190476,0.278612874860815,0.354359503515505,1,0,NaN,NaN,NaN,NaN,0.291120587538498,0.76,1.04,1.34,0.590068704098555,0.298948116560057,2120,1328,561,0,440,2814,974,1838,1302,440,860,1,2,2,687,0.517319277108434,0,1425,639,32,1,32,32,0,0,0,0,0,1302,1521,0.363249999999975,0,137,0,0.36209957461743,0.429671195901319,0,0,0,0,0,0.442666666666655,5.31199999999986,0,0.333312000000001,0,0,1.06239999999997,46.75,81.1666666666667,36.6666666666667,0.0271378012048194,0.0579999999999998,0.124927272727273,0.3091,0.971931070689602,3139,0,0.318891366677286,0,0.313449425095817,0.305082486252291,2.6477453,0,2585928096316,87433476080,419797754,0,283554145,context-aware-v3,frame-aware,service-certificate-freshness-value,1,stressed,nominal,0.1,4,0.71,declared-stationary-profile,137,0,137,0,1,0,independent-start vulnerable-period ALOHA,3.75822527179351,8.33333333333333,0.450987032615222,1,0.71,1
development-amendment-3,16024013,n10-stressed-bg30,N10 Stressed bg0.30,EXP18A3 freshness headroom,context-aware-v3,1,0.3,context-aware-broadcast,Context-aware service and freshness headroom,adaptive,10,ring2,di,csma,0.1,0.1,0.3,1,1,0.29,0.29,0.0476190476190476,0.0476190476190476,0.363448801322331,0.288314041676036,1,0,NaN,NaN,NaN,NaN,0.31937929400616,0.92,1.396,1.76,0.926240227434257,0.606860933428099,2084,3025,426,0,230,6465,744,5714,2087,230,1857,2,7,0,2529,0.83603305785124,0,1199,2146,73,1,32,32,0,0,0,0,0,2087,1058,0.850249999999964,0,2,0,0.85617032559396,0.891387805014422,0,0,0,0,0,1.00833333333326,12.0999999999991,0,0.534271999999994,3.58999999999965,1989,2.41999999999982,35.5,62,19.1666666666667,0.0270872727272729,0.0580000000000014,0.116352173913044,0.29875,0.957353872124921,7020,0,0.31994301994302,0,0.313449425095817,0.305082486252291,3.1234302,0,2585928096316,87433476080,419797754,0,284281961,context-aware-v3,frame-aware,service-certificate-freshness-value,1,stressed,nominal,0.1,4,0.71,declared-stationary-profile,2,0,2,0,1,0,symmetric p-persistent CSMA renewal approximation,2.23577345505114,8.33333333333333,0.268292814606137,0.2401,0.71,1
