seed,method,scenario,RMSE,MAXERR,MINEVAL,AOI,TXRATE,TXCOUNT,ACKRATE,ACKCOUNT,PDR,VIOLATIONS,POSTRIG,VELTRIG,AOITRIG,TIMEOUTTRIG,MEANSCALE,MINSCALE,ESTAOI,SUPPRINFLIGHT,MEANOUTST,MAXOUTST,ACKCUMGAIN,DUPACK,HARDRATIO,ADAPTRATIO,REFRESHRATIO,CDBLOCKED,INFLBLOCKED,STALEACKDISC,FORMFAIL,SAFEFAIL
1,A1 State-event,Stressed,0.268738123342137,0.416592556323047,0.277882268563777,0.434187102633969,4.21666666666667,1518,0,0,0.593544137022398,0,0.964426877470356,0.0355731225296443,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,1,0
2,A1 State-event,Stressed,0.241895090416124,0.389164852333773,0.310403109511977,0.41197093551317,4.20555555555556,1514,0,0,0.633421400264201,0,0.964332892998679,0.035667107001321,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,1,0
3,A1 State-event,Stressed,0.257957152166013,0.358274975404694,0.30291449455843,0.428088101725704,4.2,1512,0,0,0.599867724867725,0,0.961640211640212,0.0383597883597884,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,1,0
1,Ideal-AoI,Stressed,0.129744322781264,0.169351505272097,0.434938686951098,0.210732667272176,15.6388888888889,5630,0,0,0.614742451154529,0,0.605150976909414,0.0271758436944938,0.367673179396092,0,0.332665722851415,0.2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,1,0
2,Ideal-AoI,Stressed,0.129897659191214,0.170583704343898,0.432721651790983,0.211624280956706,15.7277777777778,5662,0,0,0.600671140939597,0,0.612151183327446,0.0268456375838926,0.361003179088661,0,0.331158394403713,0.2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,1,0
3,Ideal-AoI,Stressed,0.130846843033136,0.171958569329913,0.434674419812981,0.212344838026037,15.8944444444444,5722,0,0,0.593149248514505,0,0.62233484795526,0.0253407899335897,0.35232436211115,0,0.330086886520077,0.2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,1,0
1,A2c Fixed-OL,Stressed,0.175304896850416,0.236007327434362,0.381764938501506,0.286141386618226,7.48333333333333,2694,4.50833333333333,1623,0.603563474387528,0,0.0653303637713437,0.00965107646622123,0.925018559762435,0,0.5,0.5,0.0683578564940967,0.770541860981568,2.31362425049967,11,1.65491651205937,0,0,0,0,0,0,0,1,0
2,A2c Fixed-OL,Stressed,0.171375819016449,0.234434480280655,0.377855004297518,0.283359067514381,7.46666666666667,2688,4.46111111111111,1606,0.599702380952381,0,0.0632440476190476,0.00967261904761905,0.927083333333333,0,0.5,0.5,0.0685649409627616,0.768432156340218,2.29907839218299,12,1.66604244694132,0,0,0,0,0,0,0,1,0
3,A2c Fixed-OL,Stressed,0.175875316865959,0.246699042767565,0.366111608417139,0.281080835603996,7.5,2700,4.49722222222222,1619,0.600740740740741,0,0.062962962962963,0.00962962962962963,0.927407407407407,0,0.5,0.5,0.0682234332425073,0.767266266933156,2.3167332889185,12,1.65841584158416,0,0,0,0,0,0,0,1,0
1,A3c Adapt-OL,Stressed,0.164416038105728,0.227963108754109,0.403848304752658,0.262272176808961,8.15555555555556,2936,4.96111111111111,1786,0.611376021798365,0,0.0599455040871935,0.00885558583106267,0.931198910081744,0,0.49381801021544,0.375,0.0626503178928253,0.800410837219631,2.4231623362203,9,1.63799887577291,0,0,0,0,0,0,0,1,0
2,A3c Adapt-OL,Stressed,0.160813283396772,0.226605534161776,0.393220641616229,0.26274144716924,8.17222222222222,2942,4.93611111111111,1777,0.60707002039429,0,0.0543847722637661,0.008837525492862,0.936777702243372,0,0.494062291805492,0.375000000000001,0.0625631244323348,0.80540750610704,2.42699311570064,8,1.65254237288136,0,0,0,0,0,0,0,1,0
3,A3c Adapt-OL,Stressed,0.165350050000971,0.237766294557024,0.377803855147511,0.264019073569482,8.15,2934,4.84444444444444,1744,0.596796182685753,0,0.0579413769597819,0.00886162235855487,0.933197000681663,0,0.493837441705559,0.375,0.0625958219800188,0.801743282256274,2.46513435487453,11,1.67548906789413,0,0,0,0,0,0,0,1,0
1,A4c Dual-mem,Stressed,0.153849500389153,0.209712088860539,0.407823539004441,0.244710868907054,9.07222222222222,3266,5.56388888888889,2003,0.616044090630741,0,0.0361298224127373,0.00857317819963258,0.95529699938763,0,0.201798800799405,0.2,0.363522252497726,0.742727070841661,2.589551410171,9,1.6265664160401,0,0,0,0,0,0,0,1,0
2,A4c Dual-mem,Stressed,0.150881139742209,0.201849528486145,0.408302291096399,0.245581289736603,9.06666666666667,3264,5.44722222222222,1961,0.603553921568627,0,0.0361519607843137,0.0079656862745098,0.955882352941177,0,0.201798800799405,0.2,0.36702452316076,0.740783921829891,2.60909393737508,10,1.65848670756646,0,0,0,0,0,0,0,1,0
3,A4c Dual-mem,Stressed,0.159056978269086,0.216366239331343,0.383743724482584,0.253012412957917,9.07222222222222,3266,5.43333333333333,1956,0.601041028781384,0,0.033680342927128,0.00796080832823025,0.958358848744642,0,0.201798800799405,0.2,0.368839237057217,0.744559182767044,2.65039973351099,11,1.66307692307692,0,0,0,0,0,0,0,1,0
1,A5c Innov-pri,Stressed,0.116604358301606,0.152103466116724,0.455774103605808,0.188996366939146,18.2777777777778,6580,10.9777777777778,3952,0.603495440729483,0,0,0.00273556231003039,0.99726443768997,0,0.201798800799405,0.2,0.310463215258852,0.623417721518987,4.65162114146125,15,1.66268732537465,0,0.00273556231003039,0.99726443768997,0,7460,7460,0,1,0
2,A5c Innov-pri,Stressed,0.115656427389706,0.151359006588793,0.456341907515736,0.189196185286104,18.2333333333333,6564,10.9972222222222,3959,0.60588056063376,0,0,0.00274223034734918,0.997257769652651,0,0.201798800799405,0.2,0.310256130790187,0.622140795025539,4.63357761492338,16,1.65694726166329,0,0.00274223034734918,0.997257769652651,0,7452,7452,0,1,0
3,A5c Innov-pri,Stressed,0.116519821519209,0.155283837460911,0.446688199679092,0.189109900090826,18.2055555555556,6554,10.8638888888889,3911,0.599023497101007,0,0,0.00274641440341776,0.997253585596582,0,0.201798800799405,0.2,0.309046321525882,0.624861203642016,4.63157894736842,17,1.67308185783936,0,0.00274641440341776,0.997253585596582,0,7470,7470,0,1,0
