seed,method,N,scenario,RMSE,MAXERR,MINEVAL,AOI,TXRATECHANNEL,TXRATEAGENT,TXRATETOTAL,TXCOUNT,PDR,ACKUPDATE,ACKMISS,FORMFAIL,SAFEFAIL
15,Periodic20,5,Stressed,0.109930932491922,0.143007559038711,0.462164894400155,0.17888132001211,20,48,240,7200,0.598472222222222,0,0,1,0
16,Periodic20,5,Stressed,0.109193165884596,0.142363894668077,0.463382231769912,0.177683923705722,20,48,240,7200,0.595694444444445,0,0,1,0
17,Periodic20,5,Stressed,0.110751475508532,0.146936615984868,0.455201057590523,0.180261883136542,20,48,240,7200,0.593055555555556,0,0,1,0
18,Periodic20,5,Stressed,0.111087170683851,0.147021498756605,0.466324448945328,0.180628216772631,20,48,240,7200,0.599861111111111,0,0,1,0
19,Periodic20,5,Stressed,0.112694580422619,0.152399358634112,0.457567478535996,0.181811989100817,20,48,240,7200,0.597083333333333,0,0,1,0
20,Periodic20,5,Stressed,0.110605706498954,0.144665641359038,0.462744957588631,0.179339993944899,20,48,240,7200,0.595277777777778,0,0,1,0
1,State-event,5,Stressed,0.262395311074358,0.444351601933823,0.22589129987124,0.438852558280351,4.21111111111111,10.1066666666667,50.5333333333333,1516,0.602242744063325,0,0,1,1
2,State-event,5,Stressed,0.267872589340177,0.430242951792157,0.263974088591259,0.445328489252195,4.20555555555556,10.0933333333333,50.4666666666667,1514,0.583883751651255,0,0,1,0
3,State-event,5,Stressed,0.256091448177091,0.401900180424912,0.266928723823261,0.410201332122313,4.21666666666667,10.12,50.6,1518,0.632411067193676,0,0,1,0
4,State-event,5,Stressed,0.292888024555894,0.535630931845671,0.212658749437341,0.466663639115955,4.18888888888889,10.0533333333333,50.2666666666667,1508,0.569628647214854,0,0,1,1
5,State-event,5,Stressed,0.252521041791887,0.359397664551148,0.278678901805855,0.422735392067817,4.21111111111111,10.1066666666667,50.5333333333333,1516,0.592348284960422,0,0,1,0
6,State-event,5,Stressed,0.240460736733705,0.342185708022608,0.273501612713383,0.413027550711474,4.22222222222222,10.1333333333333,50.6666666666667,1520,0.598026315789474,0,0,1,0
7,State-event,5,Stressed,0.280920022691422,0.387345878592784,0.230541456902157,0.464075083257645,4.21111111111111,10.1066666666667,50.5333333333333,1516,0.58377308707124,0,0,1,1
8,State-event,5,Stressed,0.265680164219719,0.387223919705685,0.276936755123083,0.439305177111716,4.21111111111111,10.1066666666667,50.5333333333333,1516,0.597625329815303,0,0,1,0
9,State-event,5,Stressed,0.245270722008365,0.35008920258669,0.302438578457352,0.413551316984559,4.22222222222222,10.1333333333333,50.6666666666667,1520,0.614473684210526,0,0,1,0
10,State-event,5,Stressed,0.254309225329167,0.360541613136552,0.252940250182417,0.42673630033303,4.18888888888889,10.0533333333333,50.2666666666667,1508,0.608090185676393,0,0,1,0
11,State-event,5,Stressed,0.278594482043545,0.449920330058347,0.269309988065706,0.444709355131698,4.21111111111111,10.1066666666667,50.5333333333333,1516,0.589050131926121,0,0,1,0
12,State-event,5,Stressed,0.248764743769305,0.347900650051779,0.268291467462808,0.406827126854375,4.23888888888889,10.1733333333333,50.8666666666667,1526,0.615989515072084,0,0,1,0
13,State-event,5,Stressed,0.25235170970834,0.335875538794279,0.299798289091041,0.414974265818953,4.21111111111111,10.1066666666667,50.5333333333333,1516,0.604881266490765,0,0,1,0
14,State-event,5,Stressed,0.248841206863884,0.360879909060575,0.258585829690397,0.410349682107175,4.21111111111111,10.1066666666667,50.5333333333333,1516,0.602242744063325,0,0,1,0
15,State-event,5,Stressed,0.256289061181313,0.448436074824514,0.270153491650818,0.413763245534363,4.23333333333333,10.16,50.8,1524,0.603674540682415,0,0,1,0
16,State-event,5,Stressed,0.260488529314996,0.381635853245757,0.271848748721239,0.440563124432334,4.21111111111111,10.1066666666667,50.5333333333333,1516,0.58179419525066,0,0,1,0
17,State-event,5,Stressed,0.254237132986908,0.369604792236578,0.28651965515766,0.422029972752044,4.21666666666667,10.12,50.6,1518,0.612648221343874,0,0,1,0
18,State-event,5,Stressed,0.248322435493714,0.346332769790035,0.301640140016846,0.423001816530427,4.21111111111111,10.1066666666667,50.5333333333333,1516,0.603562005277045,0,0,1,0
19,State-event,5,Stressed,0.25645478356868,0.404400457784635,0.306144996278381,0.43226914925825,4.2,10.08,50.4,1512,0.615079365079365,0,0,1,0
20,State-event,5,Stressed,0.259105299667839,0.389619574272764,0.264530506362569,0.423056312443233,4.20555555555556,10.0933333333333,50.4666666666667,1514,0.597093791281374,0,0,1,0
1,Full-AoI,5,Stressed,0.1309188189823,0.167919806290524,0.435196410424939,0.212337269149258,15.8111111111111,37.9466666666667,189.733333333333,5692,0.593640196767393,3372,0,1,0
2,Full-AoI,5,Stressed,0.131378171972439,0.170847347312704,0.438121692859775,0.213396911898274,15.9055555555556,38.1733333333333,190.866666666667,5726,0.596053091163116,3403,0,1,0
3,Full-AoI,5,Stressed,0.129931080918065,0.173527995677403,0.434723537316856,0.210661519830457,15.7083333333333,37.7,188.5,5655,0.61237842617153,3450,0,1,0
4,Full-AoI,5,Stressed,0.130457782626571,0.169311854415732,0.434685192298958,0.211877081441114,15.7888888888889,37.8933333333333,189.466666666667,5684,0.594651653764954,3369,0,1,0
5,Full-AoI,5,Stressed,0.131400200781728,0.171832099381707,0.430127632013572,0.211811989100817,15.7861111111111,37.8866666666667,189.433333333333,5683,0.600915009677987,3404,0,1,0
6,Full-AoI,5,Stressed,0.131418965037205,0.171931158312703,0.435394020323512,0.213492279745685,15.8833333333333,38.12,190.6,5718,0.587443161944736,3346,0,1,0
7,Full-AoI,5,Stressed,0.131044171873211,0.167832735494189,0.43801356552013,0.213032092037541,15.7972222222222,37.9133333333333,189.566666666667,5687,0.593986284508528,3372,0,1,0
8,Full-AoI,5,Stressed,0.130686408814044,0.170466828940166,0.43151659663534,0.211769603390857,15.7055555555556,37.6933333333333,188.466666666667,5654,0.600990449239476,3386,0,1,0
9,Full-AoI,5,Stressed,0.130434817930639,0.172823241637324,0.437391487953672,0.210811383590675,15.7472222222222,37.7933333333333,188.966666666667,5669,0.606985358969836,3427,0,1,0
10,Full-AoI,5,Stressed,0.13150209701653,0.17341987883572,0.429608018627211,0.21332727823191,15.8805555555556,38.1133333333333,190.566666666667,5717,0.603113521077488,3433,0,1,0
11,Full-AoI,5,Stressed,0.130731751294485,0.171092942212356,0.434380675109139,0.212334241598546,15.75,37.8,189,5670,0.596296296296296,3371,0,1,0
12,Full-AoI,5,Stressed,0.130207937159668,0.167055940322087,0.434931800269163,0.211124735089312,15.7194444444444,37.7266666666667,188.633333333333,5659,0.605407315780173,3419,0,1,0
13,Full-AoI,5,Stressed,0.130656118437584,0.171775819867677,0.435518027270162,0.211934604904632,15.8277777777778,37.9866666666667,189.933333333333,5698,0.601263601263601,3413,0,1,0
14,Full-AoI,5,Stressed,0.131581956528281,0.171867988673777,0.437700344860905,0.213841961852861,15.9555555555556,38.2933333333333,191.466666666667,5744,0.593488857938719,3399,0,1,0
15,Full-AoI,5,Stressed,0.131226746634675,0.173811542086128,0.429484564254467,0.211886164093248,15.775,37.86,189.3,5679,0.599929565064272,3396,0,1,0
16,Full-AoI,5,Stressed,0.1311066389288,0.172644579143446,0.428268021527499,0.212299424765364,15.8472222222222,38.0333333333333,190.166666666667,5705,0.595968448729185,3384,0,1,0
17,Full-AoI,5,Stressed,0.13129116919809,0.173846881447753,0.428061984148967,0.212597638510445,15.7694444444444,37.8466666666667,189.233333333333,5677,0.601197815747754,3399,0,1,0
18,Full-AoI,5,Stressed,0.131087547694607,0.171319307175912,0.434167146665844,0.211510747805025,15.8222222222222,37.9733333333333,189.866666666667,5696,0.60375702247191,3431,0,1,0
19,Full-AoI,5,Stressed,0.131314546657192,0.168863003694059,0.434487875087007,0.212951861943687,15.8916666666667,38.14,190.7,5721,0.598321971683272,3411,0,1,0
20,Full-AoI,5,Stressed,0.131799601895361,0.171559609377818,0.429860968284912,0.212202543142597,15.8694444444444,38.0866666666667,190.433333333333,5713,0.594958865744793,3387,0,1,0
1,Periodic10,10,Stressed,0.230873507938638,0.326585713642319,0.309912994521571,0.239798365122616,10,25,250,7500,0.596666666666667,0,0,1,0
2,Periodic10,10,Stressed,0.227409559719778,0.316883085909454,0.290613783676007,0.235823796548592,10,25,250,7500,0.6016,0,0,1,0
3,Periodic10,10,Stressed,0.231842937349798,0.315783843959176,0.299880199921275,0.240027247956403,10,25,250,7500,0.5984,0,0,1,0
4,Periodic10,10,Stressed,0.226800757030617,0.312840574043174,0.321207874327473,0.234759309718438,10,25,250,7500,0.601733333333333,0,0,1,0
5,Periodic10,10,Stressed,0.22969778753814,0.318825461525175,0.304190173669546,0.239867393278837,10,25,250,7500,0.598933333333333,0,0,1,0
6,Periodic10,10,Stressed,0.229652144614384,0.311585656499804,0.304520352974313,0.238879200726612,10,25,250,7500,0.599466666666667,0,0,1,0
7,Periodic10,10,Stressed,0.224981135389018,0.313618601252145,0.314084499182379,0.233418710263397,10,25,250,7500,0.6,0,0,1,0
8,Periodic10,10,Stressed,0.22714931827472,0.325837248539991,0.305083964778403,0.236019981834696,10,25,250,7500,0.606533333333333,0,0,1,0
9,Periodic10,10,Stressed,0.230673713574833,0.319773979435574,0.304581167057038,0.236608537693006,10,25,250,7500,0.597066666666667,0,0,1,0
10,Periodic10,10,Stressed,0.225975049424434,0.306004881160516,0.309890825255868,0.23724795640327,10,25,250,7500,0.5988,0,0,1,0
11,Periodic10,10,Stressed,0.227092054947789,0.320944834293932,0.294500214542372,0.234748410535876,10,25,250,7500,0.599333333333333,0,0,1,0
12,Periodic10,10,Stressed,0.225810992003972,0.32342740493831,0.315655886238219,0.233974568574023,10,25,250,7500,0.600666666666667,0,0,1,0
13,Periodic10,10,Stressed,0.226889933214754,0.301979175022692,0.30822886618522,0.236346957311535,10,25,250,7500,0.600533333333333,0,0,1,0
14,Periodic10,10,Stressed,0.225454831665574,0.321132581833894,0.321350552762524,0.234032697547684,10,25,250,7500,0.598533333333333,0,0,1,0
15,Periodic10,10,Stressed,0.228646478443517,0.324763510778035,0.299029643634263,0.23625613079019,10,25,250,7500,0.597866666666667,0,0,1,0
16,Periodic10,10,Stressed,0.226837159711103,0.320732711313679,0.327571362846808,0.234570390554042,10,25,250,7500,0.604,0,0,1,0
17,Periodic10,10,Stressed,0.228497702857688,0.314737963465451,0.304368930649866,0.238603088101726,10,25,250,7500,0.599466666666667,0,0,1,0
18,Periodic10,10,Stressed,0.225048892146313,0.318167275652672,0.318202940926112,0.23525340599455,10,25,250,7500,0.595866666666667,0,0,1,0
19,Periodic10,10,Stressed,0.228745020528705,0.322396232280403,0.318593430212879,0.237945504087193,10,25,250,7500,0.5932,0,0,1,0
20,Periodic10,10,Stressed,0.227802675041858,0.322741382429332,0.323925120873264,0.235246139872843,10,25,250,7500,0.602133333333333,0,0,1,0
1,Periodic20,10,Stressed,0.173383017480337,0.255535382981891,0.380411239212773,0.179187284287012,20,50,500,15000,0.5936,0,0,1,0
2,Periodic20,10,Stressed,0.173578650367055,0.241761084267065,0.375883738444842,0.178799273387829,20,50,500,15000,0.5992,0,0,1,0
3,Periodic20,10,Stressed,0.174164380933061,0.246408741653148,0.373664798641827,0.179736603088102,20,50,500,15000,0.5988,0,0,1,0
4,Periodic20,10,Stressed,0.17233670901385,0.244249844419122,0.380196152517242,0.177842325158946,20,50,500,15000,0.600866666666667,0,0,1,0
5,Periodic20,10,Stressed,0.172503229749834,0.244941425838778,0.386719412469623,0.178888646684832,20,50,500,15000,0.601466666666667,0,0,1,0
6,Periodic20,10,Stressed,0.172994713891121,0.247853367924722,0.381985757875542,0.178468664850136,20,50,500,15000,0.6018,0,0,1,0
7,Periodic20,10,Stressed,0.172495326428656,0.243078897248955,0.374273026665834,0.177493551316985,20,50,500,15000,0.600333333333333,0,0,1,0
8,Periodic20,10,Stressed,0.173386868775845,0.242938087767244,0.383434553572685,0.178568210717529,20,50,500,15000,0.602466666666667,0,0,1,0
9,Periodic20,10,Stressed,0.173257810684099,0.246310580552031,0.384517591992708,0.178117711171662,20,50,500,15000,0.6004,0,0,1,0
10,Periodic20,10,Stressed,0.172934284705131,0.245419406312386,0.379757518022367,0.179420526793824,20,50,500,15000,0.598,0,0,1,0
11,Periodic20,10,Stressed,0.173840643243353,0.246200474670328,0.381814046803716,0.179597093551317,20,50,500,15000,0.5984,0,0,1,0
12,Periodic20,10,Stressed,0.172454487231109,0.243445337287643,0.379583477796307,0.178244868301544,20,50,500,15000,0.5988,0,0,1,0
13,Periodic20,10,Stressed,0.173906553764417,0.242470351795487,0.380639830374192,0.17963851044505,20,50,500,15000,0.598733333333333,0,0,1,0
14,Periodic20,10,Stressed,0.172988021070747,0.244412754221817,0.38140516899239,0.178708446866485,20,50,500,15000,0.594866666666667,0,0,1,0
15,Periodic20,10,Stressed,0.172739210940384,0.240188799934008,0.382546565500999,0.178474477747502,20,50,500,15000,0.603866666666667,0,0,1,0
16,Periodic20,10,Stressed,0.172668580420475,0.248454599239919,0.38090565837155,0.178372025431426,20,50,500,15000,0.601333333333333,0,0,1,0
17,Periodic20,10,Stressed,0.172497221828101,0.246712298415943,0.379579825260513,0.178718619436875,20,50,500,15000,0.601866666666667,0,0,1,0
18,Periodic20,10,Stressed,0.172817513722213,0.23938627956065,0.381933770116117,0.178567484105359,20,50,500,15000,0.599,0,0,1,0
19,Periodic20,10,Stressed,0.173583789048879,0.247169398618189,0.376078223292309,0.179058673932788,20,50,500,15000,0.594933333333333,0,0,1,0
20,Periodic20,10,Stressed,0.173140502584933,0.246232723141584,0.378946772834127,0.177839418710263,20,50,500,15000,0.6024,0,0,1,0
1,State-event,10,Stressed,0.393665688501498,0.596087080874416,0.147890470173237,0.441417983651226,3.94133333333333,9.85333333333333,98.5333333333333,2956,0.585926928281461,0,0,1,1
2,State-event,10,Stressed,0.38790129031042,0.586911919450514,0.0716310388885242,0.42892025431426,3.952,9.88,98.8,2964,0.59919028340081,0,0,1,1
3,State-event,10,Stressed,0.39907451717136,0.598895921454296,0.0612452713196042,0.449796548592189,3.93333333333333,9.83333333333333,98.3333333333333,2950,0.590508474576271,0,0,1,1
4,State-event,10,Stressed,0.398011012503403,0.621378104457419,0.101513577614041,0.435262125340599,3.96,9.9,99,2970,0.597979797979798,0,0,1,1
5,State-event,10,Stressed,0.401720246907194,0.595212324694386,0.155092844071645,0.44867974568574,3.94666666666667,9.86666666666667,98.6666666666667,2960,0.598986486486486,0,0,1,1
6,State-event,10,Stressed,0.384616347141825,0.635168171416091,0.178738385455356,0.429312624886467,3.96533333333333,9.91333333333333,99.1333333333333,2974,0.601546738399462,0,0,1,1
7,State-event,10,Stressed,0.391927601402267,0.60644869090153,0.102823596774416,0.447288283378746,3.952,9.88,98.8,2964,0.596153846153846,0,0,1,1
8,State-event,10,Stressed,0.380785729984898,0.549409573390315,0.125957791527878,0.421904813805631,3.94933333333333,9.87333333333333,98.7333333333333,2962,0.609723160027009,0,0,1,1
9,State-event,10,Stressed,0.401046921854541,0.568812116566308,0.135735256416504,0.443434332425068,3.93866666666667,9.84666666666667,98.4666666666667,2954,0.587339201083277,0,0,1,1
10,State-event,10,Stressed,0.393000552338146,0.595213963643884,0.148644132976292,0.43441416893733,3.96266666666667,9.90666666666667,99.0666666666667,2972,0.611709286675639,0,0,1,1
11,State-event,10,Stressed,0.396719478346053,0.614335268287833,0.120382422958685,0.434669209809264,3.93866666666667,9.84666666666667,98.4666666666667,2954,0.594109681787407,0,0,1,1
12,State-event,10,Stressed,0.40179396314588,0.590009710726863,0.0795024082390727,0.440413079019074,3.952,9.88,98.8,2964,0.58974358974359,0,0,1,1
13,State-event,10,Stressed,0.373624094991567,0.548662682658442,0.084048514021025,0.417340236148955,3.95733333333333,9.89333333333333,98.9333333333333,2968,0.615902964959569,0,0,1,1
14,State-event,10,Stressed,0.39870918401488,0.584351054252732,0.132403680514621,0.43844323342416,3.952,9.88,98.8,2964,0.593792172739541,0,0,1,1
15,State-event,10,Stressed,0.404908797047249,0.664925141409071,0.126232057053589,0.437111353315168,3.93333333333333,9.83333333333333,98.3333333333333,2950,0.597966101694915,0,0,1,1
16,State-event,10,Stressed,0.39309476924112,0.55661538235155,0.0978719467322492,0.449312624886467,3.92,9.8,98,2940,0.600340136054422,0,0,1,1
17,State-event,10,Stressed,0.382800658655945,0.555570391676116,0.13334946468821,0.426587102633969,3.96533333333333,9.91333333333333,99.1333333333333,2974,0.607599193006052,0,0,1,1
18,State-event,10,Stressed,0.395082975864679,0.564511246847762,0.155951642398571,0.435853587647593,3.95733333333333,9.89333333333333,98.9333333333333,2968,0.592318059299191,0,0,1,1
19,State-event,10,Stressed,0.406965753922181,0.636209247009295,0.126767310799329,0.466343687556766,3.93066666666667,9.82666666666667,98.2666666666667,2948,0.584124830393487,0,0,1,1
20,State-event,10,Stressed,0.411144047864079,0.581087878909128,0.146113859477379,0.455502633969119,3.91733333333333,9.79333333333333,97.9333333333333,2938,0.591218515997277,0,0,1,1
1,Full-AoI,10,Stressed,0.205111596365232,0.296986338715971,0.343214614341529,0.212052679382379,15.196,37.99,379.9,11397,0.593840484337984,6747,0,1,0
2,Full-AoI,10,Stressed,0.205631443981452,0.289465875077035,0.343765375320223,0.212386194368755,15.1533333333333,37.8833333333333,378.833333333333,11365,0.599648042234932,6788,0,1,0
3,Full-AoI,10,Stressed,0.204460937004222,0.285996601763249,0.345904915042369,0.211432152588555,15.1226666666667,37.8066666666667,378.066666666667,11342,0.602186563216364,6804,0,1,0
4,Full-AoI,10,Stressed,0.205408447601914,0.297309053148321,0.342136051359125,0.212184196185286,15.0853333333333,37.7133333333333,377.133333333333,11314,0.602262683401096,6784,0,1,0
5,Full-AoI,10,Stressed,0.206378524703186,0.290933707296269,0.341281027483995,0.213066303360581,15.1506666666667,37.8766666666667,378.766666666667,11363,0.599049546774619,6781,0,1,0
6,Full-AoI,10,Stressed,0.205627876728154,0.295112785689347,0.345768388046139,0.211844868301544,15.2026666666667,38.0066666666667,380.066666666667,11402,0.600420978775653,6826,0,1,0
7,Full-AoI,10,Stressed,0.203967565399803,0.291294511465633,0.347734008327315,0.211047048138056,15.0733333333333,37.6833333333333,376.833333333333,11305,0.603626713843432,6797,0,1,0
8,Full-AoI,10,Stressed,0.205171045533888,0.290056843207105,0.345210429790042,0.211898637602179,15.0573333333333,37.6433333333333,376.433333333333,11293,0.604799433277251,6805,0,1,0
9,Full-AoI,10,Stressed,0.204699684791356,0.292265033791106,0.345404293749111,0.212056312443233,15.156,37.89,378.9,11367,0.597695082255652,6762,0,1,0
10,Full-AoI,10,Stressed,0.205031507419415,0.290525553752967,0.345490735900374,0.211647229791099,15.1186666666667,37.7966666666667,377.966666666667,11339,0.599171002733927,6774,0,1,0
11,Full-AoI,10,Stressed,0.204298636845829,0.29160061448377,0.34005199378246,0.210680108991825,15.08,37.7,377,11310,0.599823165340407,6754,0,1,0
12,Full-AoI,10,Stressed,0.20495523552585,0.287756080533918,0.342301215373637,0.212485740236148,15.1573333333333,37.8933333333333,378.933333333333,11368,0.600017593244194,6798,0,1,0
13,Full-AoI,10,Stressed,0.205534090696818,0.289884807935992,0.345970747394767,0.212577293369663,15.1973333333333,37.9933333333333,379.933333333333,11398,0.602386383576066,6828,0,1,0
14,Full-AoI,10,Stressed,0.20514793261787,0.291638569803068,0.341416913236078,0.212913714804722,15.1786666666667,37.9466666666667,379.466666666667,11384,0.593640196767393,6735,0,1,0
15,Full-AoI,10,Stressed,0.20504303907118,0.289633016846773,0.346720545229558,0.211490281562216,15.0066666666667,37.5166666666667,375.166666666667,11255,0.605597512216792,6791,0,1,0
16,Full-AoI,10,Stressed,0.205226203159646,0.288432150788176,0.345293469522874,0.21197638510445,15.0946666666667,37.7366666666667,377.366666666667,11321,0.601183641021111,6775,0,1,0
17,Full-AoI,10,Stressed,0.206076142678247,0.293905282682218,0.344066505936457,0.213813987284286,15.1813333333333,37.9533333333333,379.533333333333,11386,0.599683822237836,6810,0,1,0
18,Full-AoI,10,Stressed,0.204841869260221,0.288601638948285,0.345502572406762,0.212349863760217,15.164,37.91,379.1,11373,0.597731469269322,6770,0,1,0
19,Full-AoI,10,Stressed,0.205374409354259,0.290634254456214,0.339557567490698,0.212155858310626,15.0946666666667,37.7366666666667,377.366666666667,11321,0.595442098754527,6718,0,1,0
20,Full-AoI,10,Stressed,0.204285967256544,0.299102545916256,0.347308630071396,0.210941689373296,15.1026666666667,37.7566666666667,377.566666666667,11327,0.601483181778052,6792,0,1,0
1,Periodic10,20,Stressed,0.268350424095332,0.347873380552491,0.317041243534841,0.237244323342416,10,25,500,15000,0.5972,0,0,1,0
2,Periodic10,20,Stressed,0.268555949402923,0.350055334299366,0.304647506685782,0.237545867393279,10,25,500,15000,0.5994,0,0,1,0
3,Periodic10,20,Stressed,0.266408664208728,0.341777232652249,0.305745443896637,0.234931880108992,10,25,500,15000,0.602266666666667,0,0,1,0
4,Periodic10,20,Stressed,0.268424774017598,0.346618747516052,0.311156661051058,0.237298819255223,10,25,500,15000,0.5982,0,0,1,0
5,Periodic10,20,Stressed,0.269201593083883,0.356852055537371,0.300441835941669,0.237709355131698,10,25,500,15000,0.599066666666667,0,0,1,0
6,Periodic10,20,Stressed,0.272420252943561,0.37681651913108,0.294018431087863,0.240094459582198,10,25,500,15000,0.596933333333333,0,0,1,0
7,Periodic10,20,Stressed,0.268142937539206,0.349754965515494,0.308193766492094,0.237048138056312,10,25,500,15000,0.606133333333333,0,0,1,0
8,Periodic10,20,Stressed,0.271344900319802,0.344842048754095,0.302148300071607,0.239502270663034,10,25,500,15000,0.597,0,0,1,0
9,Periodic10,20,Stressed,0.268498899989286,0.363954728924781,0.307939846218656,0.236341507720254,10,25,500,15000,0.596333333333333,0,0,1,0
10,Periodic10,20,Stressed,0.26854426991386,0.347268337569457,0.293845571090855,0.237945504087193,10,25,500,15000,0.6,0,0,1,0
11,Periodic10,20,Stressed,0.268253448816566,0.374713806361049,0.31319041984654,0.236782924613987,10,25,500,15000,0.600733333333333,0,0,1,0
12,Periodic10,20,Stressed,0.266667488759667,0.349119685054985,0.322927490974944,0.235960036330608,10,25,500,15000,0.602066666666667,0,0,1,0
13,Periodic10,20,Stressed,0.268197403168973,0.355314998717793,0.305936894478311,0.236370572207085,10,25,500,15000,0.601133333333333,0,0,1,0
14,Periodic10,20,Stressed,0.270038689005402,0.350920141382653,0.281912805026299,0.239255222524977,10,25,500,15000,0.597066666666667,0,0,1,0
15,Periodic10,20,Stressed,0.26830773732537,0.355062969185616,0.286535669022542,0.23625068119891,10,25,500,15000,0.601533333333333,0,0,1,0
16,Periodic10,20,Stressed,0.267238678931782,0.342214791522277,0.31205423654096,0.236550408719346,10,25,500,15000,0.5996,0,0,1,0
17,Periodic10,20,Stressed,0.264949364840176,0.355892784157757,0.310972544414915,0.234728428701181,10,25,500,15000,0.6026,0,0,1,0
18,Periodic10,20,Stressed,0.26761578410367,0.3454955032541,0.308970274256683,0.236975476839237,10,25,500,15000,0.5998,0,0,1,0
19,Periodic10,20,Stressed,0.267129903507281,0.358040678775244,0.292955496589591,0.235128065395095,10,25,500,15000,0.6038,0,0,1,0
20,Periodic10,20,Stressed,0.266384325124835,0.357262423047146,0.314248985711379,0.234839237057221,10,25,500,15000,0.600333333333333,0,0,1,0
1,Periodic20,20,Stressed,0.204659566312099,0.276889866978814,0.378050528084809,0.17905068119891,20,50,1000,30000,0.597633333333333,0,0,1,0
2,Periodic20,20,Stressed,0.205483492537028,0.281988885669804,0.372826979711791,0.178870481380563,20,50,1000,30000,0.5985,0,0,1,0
3,Periodic20,20,Stressed,0.204116258704149,0.280312925288632,0.37278242007435,0.177869936421435,20,50,1000,30000,0.603766666666667,0,0,1,0
4,Periodic20,20,Stressed,0.204226176112181,0.280094346337589,0.378298170392526,0.178015985467757,20,50,1000,30000,0.6025,0,0,1,0
5,Periodic20,20,Stressed,0.205293702954084,0.278171535864816,0.373967124774381,0.179128428701181,20,50,1000,30000,0.5976,0,0,1,0
6,Periodic20,20,Stressed,0.204658557476331,0.285573258396538,0.376742970799528,0.178508265213442,20,50,1000,30000,0.601633333333333,0,0,1,0
7,Periodic20,20,Stressed,0.205739464300722,0.284282987787222,0.374375673425964,0.179718437783833,20,50,1000,30000,0.600566666666667,0,0,1,0
8,Periodic20,20,Stressed,0.20629085602969,0.284354053397556,0.382566522763749,0.179448138056313,20,50,1000,30000,0.595133333333333,0,0,1,0
9,Periodic20,20,Stressed,0.204763720857258,0.279160876006545,0.373525732296128,0.178240871934605,20,50,1000,30000,0.5989,0,0,1,0
10,Periodic20,20,Stressed,0.204834851471051,0.279555322305471,0.377235474225314,0.178657947320618,20,50,1000,30000,0.602333333333333,0,0,1,0
11,Periodic20,20,Stressed,0.205861485954912,0.278470821638584,0.370592599981903,0.179453950953679,20,50,1000,30000,0.599333333333333,0,0,1,0
12,Periodic20,20,Stressed,0.205305835933036,0.273911881539396,0.37694659622269,0.179377656675749,20,50,1000,30000,0.5973,0,0,1,0
13,Periodic20,20,Stressed,0.204973791229473,0.281970606648957,0.375266448077753,0.1787851044505,20,50,1000,30000,0.599566666666667,0,0,1,0
14,Periodic20,20,Stressed,0.205639980160494,0.284689098436738,0.374639448460176,0.178915894641235,20,50,1000,30000,0.597133333333333,0,0,1,0
15,Periodic20,20,Stressed,0.205230501237682,0.277675586344072,0.374579026514982,0.178730971843778,20,50,1000,30000,0.602233333333333,0,0,1,0
16,Periodic20,20,Stressed,0.204005287994474,0.278505399907134,0.377454910764888,0.178129336966394,20,50,1000,30000,0.603366666666667,0,0,1,0
17,Periodic20,20,Stressed,0.205415012812974,0.273575896256805,0.378873945226291,0.178832334241599,20,50,1000,30000,0.600833333333333,0,0,1,0
18,Periodic20,20,Stressed,0.204635405596848,0.276895721454007,0.373816315456541,0.178821798365123,20,50,1000,30000,0.5986,0,0,1,0
19,Periodic20,20,Stressed,0.204125484847306,0.276007413051424,0.379958710807451,0.178118074477748,20,50,1000,30000,0.603366666666667,0,0,1,0
20,Periodic20,20,Stressed,0.20507167378328,0.279279665806041,0.373576354763678,0.179044868301544,20,50,1000,30000,0.5976,0,0,1,0
1,State-event,20,Stressed,0.47254476880109,0.753972034513173,0.133694755747335,0.447479019073569,3.76133333333333,9.40333333333333,188.066666666667,5642,0.595710740872031,0,0,1,1
2,State-event,20,Stressed,0.455715096521343,0.682254650849059,0.0880159368971235,0.439254495912806,3.79066666666667,9.47666666666667,189.533333333333,5686,0.600773830460781,0,0,1,1
3,State-event,20,Stressed,0.458965220886457,0.652170913026319,0.0501948625040968,0.438882107175295,3.784,9.46,189.2,5676,0.599365750528541,0,0,1,1
4,State-event,20,Stressed,0.461728130542868,0.641949150786388,0.0744178221197785,0.445364577656676,3.78133333333333,9.45333333333333,189.066666666667,5672,0.600669957686883,0,0,1,1
5,State-event,20,Stressed,0.454622908979512,0.648483074144238,0.115279056507746,0.438928247048138,3.78933333333333,9.47333333333333,189.466666666667,5684,0.607670654468684,0,0,1,1
6,State-event,20,Stressed,0.472312266568031,0.749707224944074,0.0978287027181449,0.449074296094459,3.76933333333333,9.42333333333333,188.466666666667,5654,0.600106119561372,0,0,1,1
7,State-event,20,Stressed,0.455548895251306,0.66860218158495,0.151800793504322,0.44037638510445,3.78533333333333,9.46333333333333,189.266666666667,5678,0.616238112011272,0,0,1,1
8,State-event,20,Stressed,0.468552314670946,0.658952885247439,0.0860467478255321,0.453054677565849,3.77466666666667,9.43666666666667,188.733333333333,5662,0.599081596608972,0,0,1,1
9,State-event,20,Stressed,0.461437994100478,0.690522758245641,0.0787827924574364,0.453958946412352,3.77333333333333,9.43333333333333,188.666666666667,5660,0.593639575971731,0,0,1,1
