stage,seed,scenario,scenarioLabel,family,arm,pointIndex,parameterValue,method,methodLabel,feedbackMode,N,topology,plant,macType,pAccess,configuredPAccess,backgroundLoad,carrierSenseDensity,interferenceDensity,stationaryMeanDataLoss,stationaryMeanAckLoss,meanBadDurationDataSec,meanBadDurationAckSec,RMSE,MINSEP,SAFEFAIL,DIVERGED,ROLL_PEAK_DEG,PITCH_PEAK_DEG,SATURATION,CONTROL_EFFORT,MEAN_TRUE_AOI,P95_TRUE_AOI,P99_TRUE_AOI,MAX_TRUE_AOI,MEAN_EST_AOI,MEAN_AOI_GAP,DATA_GENERATED,DATA_ATTEMPTED,DATA_DELIVERED,ACK_ATTEMPTED,ACK_ENTRIES_DELIVERED,DATA_RECIPIENT_ATTEMPTS,DATA_RECIPIENT_SUCCESS,DATA_RECIPIENT_LOSS,ACK_RECIPIENT_ATTEMPTS,ACK_RECIPIENT_SUCCESS,ACK_RECIPIENT_LOSS,TERMINAL_ACTIVE_FRAMES,TERMINAL_DATA_INFLIGHT,TERMINAL_ACK_INFLIGHT,COLLISION_FRAMES,COLLISION_RATE,QUEUE_DROPS,SUPERSEDED,RETRIES,OBSOLETE_RETRY_DROPS,MAX_QUEUE,MAX_HISTORY,historySize,STALE_DATA_DISCARDED,STALE_ACK_DISCARDED,EXPIRED_HISTORY_ACK,ACK_BEFORE_ACCEPT,ACK_STANDALONE,ACK_ENTRIES_PIGGYBACKED,ACK_ENTRIES_TRANSFERRED,CHANNEL_UTIL,ADAPTIVE_ACK_PERMITTED,ADAPTIVE_ACK_DEFERRED,ADAPTIVE_ACK_FORCED,MEAN_LOCAL_BUSY,MAX_LOCAL_BUSY,LOAD_GUARD_BLOCKED,LOAD_GUARD_BLOCKED_BUSY,LOAD_GUARD_BLOCKED_QUEUE,LOAD_GUARD_BRANCH3,LOAD_GUARD_BRANCH4,OFFERED_UTIL,DATA_AIRTIME,ACK_AIRTIME,PIGGYBACK_AIRTIME,BACKGROUND_BUSY_TIME,BACKGROUND_COLLISION_FRAMES,ENERGY_PROXY_J,DATA_GOODPUT_HZ,RECIPIENT_GOODPUT_HZ,ACK_GOODPUT_HZ,MEAN_ACCESS_DELAY,P95_ACCESS_DELAY,MEAN_CONFIRM_DELAY,P95_CONFIRM_DELAY,JAIN_FRAME_GOODPUT,DATA_CHANNEL_ATTEMPTS,ACK_CHANNEL_ATTEMPTS,DATA_BAD_ATTEMPT_FRACTION,ACK_BAD_ATTEMPT_FRACTION,TRACE_DATA_BAD_FRACTION,TRACE_ACK_BAD_FRACTION,NETWORK_RUNTIME_SEC,INVARIANT_VIOLATIONS,TRACE_HASH_EXACT,CHANNEL_STATE_HASH,CHANNEL_MODEL_SIGNATURE,ESTIMATOR_HASH_EXACT,CONFIG_HASH,originalMacType,armKind,route,accessDesign,ackDesign,schedulerMode,oracleFlag,PERIODIC_RATE_HZ,TARGET_RATE_HZ,MEAN_NODE_GOODPUT_HZ,MIN_NODE_GOODPUT_HZ,MEAN_GOODPUT_MARGIN_HZ,MIN_GOODPUT_MARGIN_HZ,SERVICE_ADMISSIONS,SERVICE_COMPLETIONS,SERVICE_REPLACEMENTS,VIRTUAL_DEFICIT_MAX,VIRTUAL_DEFICIT_TERMINAL,MAX_STARVATION_SEC,SERVICE_DECISIONS,FIFO_COMPARABLE_DECISIONS,PRIORITY_DIFFERS_FIFO,PRIORITY_DIFFERS_FIFO_FRACTION,RECEIVER_TRUTH_READS,FUTURE_RANDOM_READS,SERVICE_DECISION_LOG_VALID,ENDOGENOUS_COLLISION_FRAMES,PROJECTION_FLAG,DTSA_DECISIONS,DTSA_DISAGREEMENTS,DTSA_DISAGREEMENT_FRACTION,AGE_GAIN_ELIGIBLE,ZMAC_OWNER_ATTEMPTS,ZMAC_CONTENTION_ATTEMPTS,DELTA_FINAL_PHASE,PUBLIC_FEEDBACK_COUNT,PUBLIC_FEEDBACK_AIRTIME,CHARGED_OFFERED_UTIL,MECHANISM_ACTIVATIONS,cellRole,controlReach,DISTRIBUTED_FLAG,IDEAL_FLAG,EXP21_TRACE_HASH_EXACT,RESERVATION_EPOCHS,CONTROL_FRAMES,CONTROL_REQUEST_FRAMES,CONTROL_RESPONSE_FRAMES,CONTROL_COMMIT_FRAMES,CONTROL_RECIPIENT_ATTEMPTS,CONTROL_RECIPIENT_SUCCESS,CONTROL_RECIPIENT_LOSS,CONTROL_ACCOUNTING_CLOSE,CONTROL_AIRTIME,CONTROL_OVERHEAD_FRACTION,RESERVATION_NACKS,RESERVATION_MIGRATIONS,RESERVATION_SCHEDULE_CHANGES,SCHEDULE_CONFLICT_FRACTION,FIRST_CONVERGENCE_SEC,CONVERGED_BY_2SEC,CHURN_APPLIED,CHURN_RECOVERY_SEC,RECOVERED_BY_2SEC,FINAL_ASSIGNED_NODES,FINAL_FULL_UNIQUE,MAX_ABS_CLOCK_OFFSET_SEC,MAX_ABS_CLOCK_DRIFT_PPM,LOCAL_SCHEDULE_ONLY
development-falsification,16030029,n10-moderate-hidden,N10 Moderate hidden control,EXP21A distributed scheduling reality check,local-static-p8p333,4,8.33333333333333,periodic,Local static TDMA 8.333 Hz,none,10,ring2,di,tdma,1,1,0,1,1,0.097,0.097,0.0277777777777778,0.0277777777777778,0.104951833251707,0.494987804292591,0,0,NaN,NaN,NaN,NaN,0.0929921819474059,0.200000000000001,0.260000000000002,0.380000000000001,NaN,NaN,1000,1000,967,0,0,2100,1898,202,0,0,0,0,0,0,0,0,0,0,0,0,1,32,32,0,0,0,0,0,0,0,0.3333333333333,0,0,0,0.332931116951937,0.384653863841615,0,0,0,0,0,0.333333333333334,4,0,0,0,0,0.800000000000001,80.5833333333333,158.166666666667,0,0.0185000000000001,0.0369999999999999,NaN,NaN,0.996291166348807,2100,0,0.102857142857143,0,0.100119146808865,0.10124395934011,2.4182908,0,1673424,84928181494,410907084,0,236074314,aloha,clock-isolation,none,fixed-map-local-clock,none,local-static-tdma,NaN,8.33333333333333,NaN,8.05833333333333,7,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1000,NaN,NaN,NaN,0,0,1,0,NaN,NaN,NaN,NaN,NaN,0,0,NaN,0,0,0.333333333333334,1000,single-fault,two-hop-ring,0,0,1951433054222,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,NaN,NaN,10,1,0,0,1
development-falsification,16030029,n10-moderate-hidden,N10 Moderate hidden control,EXP21A distributed scheduling reality check,distributed-reservation-p8p333,5,8.33333333333333,periodic,Distributed reservation 8.333 Hz,none,10,ring2,di,tdma,1,1,0,1,1,0.097,0.097,0.0277777777777778,0.0277777777777778,1.62530421171374,0.381425782646843,1,0,NaN,NaN,NaN,NaN,5.28170575692965,11.62,11.94,12,NaN,NaN,1000,1792,564,0,0,4284,885,3399,0,0,0,0,0,0,1200,0.669642857142857,0,8,800,0,1,32,32,0,0,0,0,0,0,0,0.39733333333332,0,0,0,0.398766207790591,0.445712516807578,0,0,0,0,0,0.597333333333305,7.16799999999965,0,0,0,0,1.43359999999993,47,73.75,0,0.0324129464285716,0.0660000000000003,NaN,NaN,0.598870396867234,4284,0,0.101774042950514,0,0.100119146808865,0.10124395934011,2.9515657,0,1673424,84928181494,410907084,0,236151659,aloha,distributed-projection,none,aydin-inspired-two-hop-reservation-projection,none,distributed-reservation,NaN,8.33333333333333,NaN,4.7,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1192,NaN,NaN,NaN,0,0,1,1200,NaN,NaN,NaN,NaN,NaN,0,0,NaN,0,0,0.657166666666638,1192,single-fault,two-hop-ring,1,0,1951433054222,24,718,240,240,238,2826,2677,149,1,0.718,0.0598333333333334,2,0,10,1,NaN,0,0,NaN,NaN,10,0,0,0,1
development-falsification,16030029,n10-moderate-hidden,N10 Moderate hidden control,EXP21A distributed scheduling reality check,distributed-reservation-p10,6,10,periodic,Distributed reservation 10 Hz,none,10,ring2,di,tdma,1,1,0,1,1,0.097,0.097,0.0277777777777778,0.0277777777777778,1.6253042765595,0.381427823759331,1,0,NaN,NaN,NaN,NaN,5.27938877043356,11.62,11.94,12,NaN,NaN,1200,2150,678,0,0,5140,1051,4089,0,0,0,0,0,0,1440,0.669767441860465,0,10,960,0,1,32,32,0,0,0,0,0,0,0,0.476666666666679,0,0,0,0.478859348627365,0.523946044022443,0,0,0,0,0,0.716666666666625,8.5999999999995,0,0,0,0,1.7199999999999,56.5,87.5833333333333,0,0.0354976744186047,0.071,NaN,NaN,0.598702787184163,5140,0,0.0943579766536965,0,0.100119146808865,0.10124395934011,3.0304067,0,1673424,84928181494,410907084,0,235993742,aloha,distributed-sensitivity,none,aydin-inspired-two-hop-reservation-projection,none,distributed-reservation,NaN,10,NaN,5.65,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1430,NaN,NaN,NaN,0,0,1,1440,NaN,NaN,NaN,NaN,NaN,0,0,NaN,0,0,0.776499999999958,1430,single-fault,two-hop-ring,1,0,1951433054222,24,718,240,240,238,2829,2675,154,1,0.718,0.0598333333333334,2,0,10,1,NaN,0,0,NaN,NaN,10,0,0,0,1
development-falsification,16030029,n10-moderate-hidden,N10 Moderate hidden control,EXP21A distributed scheduling reality check,zmac-like-hybrid,7,NaN,state-event,Z-MAC-like hybrid,none,10,ring2,di,aloha,0.1,0.1,0,1,1,0.097,0.097,0.0277777777777778,0.0277777777777778,0.175311377590769,0.425727321349726,0,0,NaN,NaN,NaN,NaN,0.170689410092395,0.42,0.52,0.779999999999999,NaN,NaN,563,623,551,0,0,1317,1067,250,0,0,0,0,0,0,60,0.0963081861958267,0,0,60,0,1,32,32,0,0,0,0,0,0,0,0.197666666666653,0,0,0,0.160864347894347,0.204923220858047,0,0,0,0,0,0.207666666666667,2.492,0,0,0,0,0.4984,45.9166666666667,88.9166666666667,0,0.00564365971107555,0.0169999999999999,NaN,NaN,0.996033594698337,1317,0,0.107061503416856,0,0.100119146808865,0.10124395934011,1.8774114,0,1673424,84928181494,410907084,0,238656991,aloha,prior-art-projection,none,zmac-like,none,zmac-like,NaN,NaN,NaN,4.59166666666667,4.08333333333333,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,593,NaN,NaN,NaN,0,0,1,60,NaN,NaN,NaN,NaN,NaN,397,226,NaN,0,0,0.207666666666667,593,single-fault,two-hop-ring,0,0,1951433054222,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,NaN,0,0,NaN,NaN,0,0,0,0,1
development-falsification,16030029,n10-moderate-compound,N10 Moderate compound,EXP21A distributed scheduling reality check,frame-piggyback,1,NaN,causal-broadcast,Frame-aware piggyback,piggyback,10,ring2,di,aloha,0.0142857142857143,0.0142857142857143,0,1,1,0.097,0.097,0.0277777777777778,0.0277777777777778,0.213294882666852,0.37909538535382,1,0,NaN,NaN,NaN,NaN,0.205918028903104,0.520000000000001,0.816000000000004,1.02,0.422914001421464,0.216995972518361,2079,1401,626,0,594,2933,1225,1708,1454,594,860,0,0,0,759,0.541755888650964,0,1388,717,28,1,32,32,0,0,0,0,0,1454,1735,0.376999999999979,0,0,0,0.368989128598728,0.441700106130733,0,0,0,0,0,0.466999999999985,5.60399999999983,0,0.372224000000001,0,0,1.12079999999997,52.1666666666667,102.083333333333,49.5,0.027539614561028,0.0579999999999998,0.11302861952862,0.253,0.994962677093383,3280,0,0.0935975609756098,0,0.100119146808865,0.10124395934011,2.4550199,0,1673424,84928181494,410907084,0,270925955,aloha,current,piggyback,frame-aware,piggyback,native,NaN,NaN,NaN,5.21666666666667,4.66666666666667,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,0,0,1,759,NaN,NaN,NaN,NaN,NaN,0,0,NaN,0,0,0.466999999999985,0,compound,two-hop-ring,0,0,1951433054222,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,NaN,0,0,NaN,0,0,0,0,0,1
development-falsification,16030029,n10-moderate-compound,N10 Moderate compound,EXP21A distributed scheduling reality check,ideal-tdma-p8p333,2,8.33333333333333,periodic,Ideal TDMA 8.333 Hz,none,10,ring2,di,tdma,1,1,0,1,1,0.097,0.097,0.0277777777777778,0.0277777777777778,0.102143037555102,0.503414335182344,0,0,NaN,NaN,NaN,NaN,0.0927931769722817,0.200000000000001,0.279999999999999,0.48,NaN,NaN,1000,1000,975,0,0,2100,1888,212,0,0,0,0,0,0,0,0,0,0,0,0,1,32,32,0,0,0,0,0,0,0,0.3333333333333,0,0,0,0.332921606271421,0.387853540102323,0,0,0,0,0,0.333333333333334,4,0,0,0,0,0.800000000000001,81.25,157.333333333333,0,0.0180000000000001,0.036,NaN,NaN,0.998671064933974,2100,0,0.107619047619048,0,0.100119146808865,0.10124395934011,2.0189645,0,1673424,84928181494,410907084,0,237660678,aloha,ideal-reference,none,ideal-centralized-tdma,none,round-robin,NaN,8.33333333333333,NaN,8.125,7.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1000,NaN,NaN,NaN,0,0,1,0,NaN,NaN,NaN,NaN,NaN,0,0,NaN,0,0,0.333333333333334,1000,compound,two-hop-ring,0,1,1951433054222,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,NaN,0,0,NaN,0,0,0,0,0,1
development-falsification,16030029,n10-moderate-compound,N10 Moderate compound,EXP21A distributed scheduling reality check,ideal-tdma-p10,3,10,periodic,Ideal TDMA 10 Hz,none,10,ring2,di,tdma,1,1,0,1,1,0.097,0.097,0.0277777777777778,0.0277777777777778,0.0884943800953812,0.514911932825591,0,0,NaN,NaN,NaN,NaN,0.0790097133380717,0.16,0.220000000000001,0.4,NaN,NaN,1200,1200,1169,0,0,2520,2282,238,0,0,0,0,0,0,0,0,0,0,0,0,1,32,32,0,0,0,0,0,0,0,0.399999999999987,0,0,0,0.399765124741369,0.448484080563091,0,0,0,0,0,0.399999999999993,4.79999999999991,0,0,0,0,0.959999999999983,97.4166666666667,190.166666666667,0,0.0180000000000001,0.036,NaN,NaN,0.998386142302944,2520,0,0.100793650793651,0,0.100119146808865,0.10124395934011,2.1341125,0,1673424,84928181494,410907084,0,237502436,aloha,ideal-reference,none,ideal-centralized-tdma,none,round-robin,NaN,10,NaN,9.74166666666667,8.66666666666667,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1200,NaN,NaN,NaN,0,0,1,0,NaN,NaN,NaN,NaN,NaN,0,0,NaN,0,0,0.399999999999993,1200,compound,two-hop-ring,0,1,1951433054222,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,NaN,0,0,NaN,0,0,0,0,0,1
development-falsification,16030029,n10-moderate-compound,N10 Moderate compound,EXP21A distributed scheduling reality check,local-static-p8p333,4,8.33333333333333,periodic,Local static TDMA 8.333 Hz,none,10,ring2,di,tdma,1,1,0,1,1,0.097,0.097,0.0277777777777778,0.0277777777777778,1.61686335961442,0.56434890899331,0,0,NaN,NaN,NaN,NaN,6.10473347547976,11.58,11.92,12,NaN,NaN,1000,2112,368,0,0,4774,641,4133,0,0,0,0,0,0,1740,0.823863636363636,0,49,1162,0,1,32,32,0,0,0,0,0,0,0,0.413999999999993,0,0,0,0.389853945585155,0.442922754026291,0,0,0,0,0,0.703999999999959,8.44799999999951,0,0,0,0,1.6895999999999,30.6666666666667,53.4166666666667,0,0.029065340909091,0.0680000000000001,NaN,NaN,0.429100126742712,4774,0,0.101173020527859,0,0.100119146808865,0.10124395934011,2.8296356,0,1673424,84928181494,410907084,0,238062659,aloha,clock-isolation,none,fixed-map-local-clock,none,local-static-tdma,NaN,8.33333333333333,NaN,3.06666666666667,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1242,NaN,NaN,NaN,0,0,1,1740,NaN,NaN,NaN,NaN,NaN,0,0,NaN,0,0,0.703999999999959,1242,compound,two-hop-ring,0,0,1951433054222,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.5,0,1,1,NaN,0,9,0,0.000235868711808715,39.8370696900066,1
development-falsification,16030029,n10-moderate-compound,N10 Moderate compound,EXP21A distributed scheduling reality check,distributed-reservation-p8p333,5,8.33333333333333,periodic,Distributed reservation 8.333 Hz,none,10,ring2,di,tdma,1,1,0,1,1,0.097,0.097,0.0277777777777778,0.0277777777777778,1.62199343936796,0.502773002159549,0,0,NaN,NaN,NaN,NaN,6.24321250888414,11.58,11.92,12,NaN,NaN,1000,2411,263,0,0,5326,409,4917,0,0,0,0,0,0,2139,0.88718374118623,0,17,1428,0,1,32,32,0,0,0,0,0,0,0,0.432666666666663,0,0,0,0.403382736982971,0.49385414957475,0,0,0,0,0,0.803666666666615,9.64399999999938,0,0,0,0,1.92879999999988,21.9166666666667,34.0833333333333,0,0.0363060970551639,0.0809999999999995,NaN,NaN,0.404662727432282,5326,0,0.103642508449118,0,0.100119146808865,0.10124395934011,3.1104641,0,1673424,84928181494,410907084,0,238140004,aloha,distributed-projection,none,aydin-inspired-two-hop-reservation-projection,none,distributed-reservation,NaN,8.33333333333333,NaN,2.19166666666667,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1298,NaN,NaN,NaN,0,0,1,2139,NaN,NaN,NaN,NaN,NaN,0,0,NaN,0,0,0.862333333333282,1298,compound,two-hop-ring,1,0,1951433054222,24,704,240,240,224,2579,1933,646,1,0.704,0.0586666666666667,4,2,15,1,NaN,0,1,NaN,0,10,0,0.000235868711808715,39.8370696900066,1
development-falsification,16030029,n10-moderate-compound,N10 Moderate compound,EXP21A distributed scheduling reality check,distributed-reservation-p10,6,10,periodic,Distributed reservation 10 Hz,none,10,ring2,di,tdma,1,1,0,1,1,0.097,0.097,0.0277777777777778,0.0277777777777778,1.61487853012348,0.538656631716202,0,0,NaN,NaN,NaN,NaN,5.19286898839141,11.54,11.92,12,NaN,NaN,1200,2196,544,0,0,5055,859,4196,0,0,0,0,0,0,1634,0.74408014571949,0,120,1116,0,1,32,32,0,0,0,0,0,0,0,0.459666666666675,0,0,0,0.478860295772809,0.531945701583107,0,0,0,0,0,0.731999999999956,8.78399999999948,0,0,0,0,1.7567999999999,45.3333333333333,71.5833333333333,0,0.0375997267759564,0.0809999999999995,NaN,NaN,0.61397510373444,5055,0,0.103461918892186,0,0.100119146808865,0.10124395934011,3.0822851,0,1673424,84928181494,410907084,0,237982087,aloha,distributed-sensitivity,none,aydin-inspired-two-hop-reservation-projection,none,distributed-reservation,NaN,10,NaN,4.53333333333333,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1379,NaN,NaN,NaN,0,0,1,1634,NaN,NaN,NaN,NaN,NaN,0,0,NaN,0,0,0.790249999999956,1379,compound,two-hop-ring,1,0,1951433054222,24,699,240,240,219,2564,1923,641,1,0.699,0.05825,15,7,25,1,NaN,0,1,NaN,0,10,0,0.000235868711808715,39.8370696900066,1
development-falsification,16030029,n10-moderate-compound,N10 Moderate compound,EXP21A distributed scheduling reality check,zmac-like-hybrid,7,NaN,state-event,Z-MAC-like hybrid,none,10,ring2,di,aloha,0.1,0.1,0,1,1,0.097,0.097,0.0277777777777778,0.0277777777777778,0.175311377590769,0.425727321349726,0,0,NaN,NaN,NaN,NaN,0.170689410092395,0.42,0.52,0.779999999999999,NaN,NaN,563,623,551,0,0,1317,1067,250,0,0,0,0,0,0,60,0.0963081861958267,0,0,60,0,1,32,32,0,0,0,0,0,0,0,0.197666666666653,0,0,0,0.160864347894347,0.204923220858047,0,0,0,0,0,0.207666666666667,2.492,0,0,0,0,0.4984,45.9166666666667,88.9166666666667,0,0.00564365971107555,0.0169999999999999,NaN,NaN,0.996033594698337,1317,0,0.107061503416856,0,0.100119146808865,0.10124395934011,1.8818596,0,1673424,84928181494,410907084,0,239651567,aloha,prior-art-projection,none,zmac-like,none,zmac-like,NaN,NaN,NaN,4.59166666666667,4.08333333333333,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,593,NaN,NaN,NaN,0,0,1,60,NaN,NaN,NaN,NaN,NaN,397,226,NaN,0,0,0.207666666666667,593,compound,two-hop-ring,0,0,1951433054222,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,NaN,0,0,NaN,0,0,0,0,0,1
development-falsification,16030030,n5-stressed-nominal,N5 Stressed nominal,EXP21A distributed scheduling reality check,frame-piggyback,1,NaN,causal-broadcast,Frame-aware piggyback,piggyback,5,ring2,6dof,aloha,0.0285714285714286,0.0285714285714286,0,1,1,0.29,0.29,0.0476190476190476,0.0476190476190476,0.0884228080069018,0.485486458009108,0,0,9.96034316981787,13.0503835964493,0,1.03650563206623,0.136053067993366,0.360000000000001,0.558400000000002,0.779999999999999,0.292205638474295,0.156152570480929,1058,1001,530,0,390,1835,839,996,896,390,506,0,0,0,385,0.384615384615385,0,412,357,18,1,32,32,0,0,0,0,0,896,432,0.292833333333306,0,0,0,0.279727036184178,0.348377012249223,0,0,0,0,0,0.333666666666667,4.004,0,0.229376000000002,0,0,0.800800000000001,44.1666666666667,69.9166666666667,32.5,0.0226333666333668,0.0570000000000004,0.0723076923076924,0.15055,0.962151053262545,2163,0,0.319463707813222,0,0.308421929678387,0.288965172471255,2.1026346,0,1025025,21788029972,110997405,0,259863967,aloha,current,piggyback,frame-aware,piggyback,native,NaN,NaN,NaN,8.83333333333333,6.41666666666667,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,0,0,1,385,NaN,NaN,NaN,NaN,NaN,0,0,NaN,0,0,0.333666666666667,0,nominal,full,0,0,503904341408,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,NaN,0,0,NaN,NaN,0,0,0,0,1
development-falsification,16030030,n5-stressed-nominal,N5 Stressed nominal,EXP21A distributed scheduling reality check,ideal-tdma-p8p333,2,8.33333333333333,periodic,Ideal TDMA 8.333 Hz,none,5,ring2,6dof,tdma,1,1,0,1,1,0.29,0.29,0.0476190476190476,0.0476190476190476,0.0848303427372699,0.487183940383472,0,0,9.9388415807316,12.452700880589,0,1.03660359010085,0.130746268656716,0.359999999999999,0.52,0.720000000000001,NaN,NaN,500,500,415,0,0,900,628,272,0,0,0,0,0,0,0,0,0,0,0,0,1,32,32,0,0,0,0,0,0,0,0.166666666666654,0,0,0,0.166369583834491,0.201679706394814,0,0,0,0,0,0.166666666666667,2,0,0,0,0,0.4,34.5833333333333,52.3333333333333,0,0.00800000000000013,0.016,NaN,NaN,0.968345000140564,900,0,0.321111111111111,0,0.308421929678387,0.288965172471255,1.6637503,0,1025025,21788029972,110997405,0,226338731,aloha,ideal-reference,none,ideal-centralized-tdma,none,round-robin,NaN,8.33333333333333,NaN,6.91666666666667,4.83333333333333,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,500,NaN,NaN,NaN,0,0,1,0,NaN,NaN,NaN,NaN,NaN,0,0,NaN,0,0,0.166666666666667,500,nominal,full,0,1,503904341408,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,NaN,0,0,NaN,NaN,0,0,0,0,1
development-falsification,16030030,n5-stressed-nominal,N5 Stressed nominal,EXP21A distributed scheduling reality check,ideal-tdma-p10,3,10,periodic,Ideal TDMA 10 Hz,none,5,ring2,6dof,tdma,1,1,0,1,1,0.29,0.29,0.0476190476190476,0.0476190476190476,0.0725981461409798,0.503691721390245,0,0,9.86658734656823,12.6805692617414,0,1.03653477845722,0.107407407407407,0.299999999999999,0.4,0.5,NaN,NaN,600,600,508,0,0,1080,777,303,0,0,0,0,0,0,0,0,0,0,0,0,1,32,32,0,0,0,0,0,0,0,0.199999999999984,0,0,0,0.19984747759072,0.233206941122285,0,0,0,0,0,0.2,2.4,0,0,0,0,0.48,42.3333333333333,64.75,0,0.00800000000000012,0.016,NaN,NaN,0.978441706161137,1080,0,0.293518518518519,0,0.308421929678387,0.288965172471255,1.7149912,0,1025025,21788029972,110997405,0,226180489,aloha,ideal-reference,none,ideal-centralized-tdma,none,round-robin,NaN,10,NaN,8.46666666666667,6.75,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,600,NaN,NaN,NaN,0,0,1,0,NaN,NaN,NaN,NaN,NaN,0,0,NaN,0,0,0.2,600,nominal,full,0,1,503904341408,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,NaN,0,0,NaN,NaN,0,0,0,0,1
development-falsification,16030030,n5-stressed-nominal,N5 Stressed nominal,EXP21A distributed scheduling reality check,local-static-p8p333,4,8.33333333333333,periodic,Local static TDMA 8.333 Hz,none,5,ring2,6dof,tdma,1,1,0,1,1,0.29,0.29,0.0476190476190476,0.0476190476190476,0.0857038957466204,0.484354935757377,0,0,9.9388415807316,12.5245271769148,0,1.036679468336,0.116616915422885,0.300000000000001,0.440000000000001,0.599999999999998,NaN,NaN,500,500,412,0,0,900,631,269,0,0,0,0,0,0,0,0,0,0,0,0,1,32,32,0,0,0,0,0,0,0,0.166666666666654,0,0,0,0.166369583834491,0.201679706394814,0,0,0,0,0,0.166666666666667,2,0,0,0,0,0.4,34.3333333333333,52.5833333333333,0,0.00800000000000013,0.016,NaN,NaN,0.970631290027447,900,0,0.316666666666667,0,0.308421929678387,0.288965172471255,2.1406148,0,1025025,21788029972,110997405,0,225749518,aloha,clock-isolation,none,fixed-map-local-clock,none,local-static-tdma,NaN,8.33333333333333,NaN,6.86666666666667,4.91666666666667,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,500,NaN,NaN,NaN,0,0,1,0,NaN,NaN,NaN,NaN,NaN,0,0,NaN,0,0,0.166666666666667,500,nominal,full,0,0,503904341408,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,NaN,NaN,5,1,0,0,1
development-falsification,16030030,n5-stressed-nominal,N5 Stressed nominal,EXP21A distributed scheduling reality check,distributed-reservation-p8p333,5,8.33333333333333,periodic,Distributed reservation 8.333 Hz,none,5,ring2,6dof,tdma,1,1,0,1,1,0.29,0.29,0.0476190476190476,0.0476190476190476,0.0871663133521194,0.481473828284962,0,0,9.95836863739159,13.4046224348149,0,1.03672363760547,0.130746268656716,0.359999999999999,0.58,0.84,NaN,NaN,500,484,399,0,0,876,604,272,0,0,0,0,0,0,0,0,0,16,0,0,1,32,32,0,0,0,0,0,0,0,0.161333333333321,0,0,0,0.166369693743663,0.204621556615263,0,0,0,0,0,0.161333333333333,1.936,0,0,0,0,0.3872,33.25,50.3333333333333,0,0.0087334710743803,0.0160000000000008,NaN,NaN,0.964883784357102,876,0,0.307077625570776,0,0.308421929678387,0.288965172471255,2.1662827,0,1025025,21788029972,110997405,0,225826863,aloha,distributed-projection,none,aydin-inspired-two-hop-reservation-projection,none,distributed-reservation,NaN,8.33333333333333,NaN,6.65,4.75,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,484,NaN,NaN,NaN,0,0,1,0,NaN,NaN,NaN,NaN,NaN,0,0,NaN,0,0,0.191,484,nominal,full,1,0,503904341408,24,356,120,120,116,1401,1332,69,1,0.356,0.0296666666666667,4,0,5,0.0836475831333562,1,1,0,NaN,NaN,5,1,0,0,1
