seed,scenario,scenarioLabel,condition,conditionLabel,conditionKind,N,BASE_TRACE_HASH_EXACT,CONDITION_TRACE_HASH_EXACT,CONFIG_HASH,SCHEDULE_STATE_HASH,WITNESS_HASH_EXACT,CONFLICT_EDGES,HIDDEN_CONFLICT_EDGES,MAX_WITNESS_LOAD,FINAL_ALL_CERTIFIED,FIRST_ALL_CERTIFIED_FRAME,CERTIFIED_NODE_FRAME_FRACTION,FALSE_VALID_EDGE_FRAMES,SCHEDULED_COLLISION_FRAMES,FALLBACK_COLLISION_FRAMES,CLAIM_ATTEMPTS,CERTIFICATE_ATTEMPTS,CONTROL_ATTEMPTS,CONTROL_ATTEMPT_BOUND,CONTROL_ATTEMPT_BOUND_RATIO,CLAIM_BYTES,CERTIFICATE_BYTES,CONTROL_BYTES,CONTROL_BYTE_BOUND,CONTROL_BYTE_BOUND_RATIO,CERTIFICATE_ENTRIES_ATTEMPTED,LOCAL_CERTIFICATE_ENTRIES,CERTIFICATE_WITHOUT_FRESH_CLAIMS,MANAGEMENT_RECIPIENT_ATTEMPTS,MANAGEMENT_RECIPIENT_SUCCESS,MANAGEMENT_RECIPIENT_ERASURE,MANAGEMENT_RECIPIENT_COLLISION,SCHEDULED_ATTEMPTS,FALLBACK_ATTEMPTS,SCHEDULED_RECIPIENT_ATTEMPTS,SCHEDULED_RECIPIENT_SUCCESS,SCHEDULED_RECIPIENT_ERASURE,SCHEDULED_RECIPIENT_COLLISION,FALLBACK_RECIPIENT_ATTEMPTS,FALLBACK_RECIPIENT_SUCCESS,FALLBACK_RECIPIENT_ERASURE,FALLBACK_RECIPIENT_COLLISION,MAX_FALLBACK_ATTEMPTS_PER_NODE_FRAME,BLACKOUT_OWNER,BLACKOUT_CLIENT,BLACKOUT_WITNESS,BLACKOUT_CLIENT_FINAL_ACTIVE,ACCOUNTING_CLOSES,FUTURE_RANDOM_READS,RECEIVER_TRUTH_READS
16057023,n10-ring2,N10 ring2 graph,zero,Zero loss,nominal,10,113284289110,113284289110,17581776,71538525,681878,30,17,8,1,1,1,0,0,0,310,310,620,620,1,7440,10168,17608,17608,1,651,279,0,1612,1612,0,0,4000,0,10400,10400,0,0,0,0,0,0,0,NaN,NaN,NaN,NaN,1,0,0
16057023,n10-ring2,N10 ring2 graph,claim-erasure-5,CLAIM erasure 5%,claim-loss,10,113284289110,113284289110,17967341,70706598,681878,30,17,8,0,14,0.9135,0,0,3,310,306,616,620,0.993548387096774,7440,10064,17504,17608,0.99409359382099,646,278,0,1604,1567,37,0,3654,60,9557,9557,0,0,144,138,0,6,1,NaN,NaN,NaN,NaN,1,0,0
16057023,n10-ring2,N10 ring2 graph,certificate-erasure-5,CERT erasure 5%,certificate-loss,10,113284289110,113284289110,17967341,71086433,681878,30,17,8,0,1,0.959,0,0,0,310,310,620,620,1,7440,10168,17608,17608,1,651,279,0,1612,1568,44,0,3836,29,10009,10009,0,0,68,68,0,0,1,NaN,NaN,NaN,NaN,1,0,0
16057023,n10-ring2,N10 ring2 graph,data-erasure-5,DATA erasure 5%,data-separation,10,113284289110,113284289110,17967341,71538525,681878,30,17,8,1,1,1,0,0,0,310,310,620,620,1,7440,10168,17608,17608,1,651,279,0,1612,1612,0,0,4000,0,10400,9862,538,0,0,0,0,0,0,NaN,NaN,NaN,NaN,1,0,0
16057023,n10-ring2,N10 ring2 graph,directed-certificate-blackout,Directed transmitted-CERT blackout,fail-silent-boundary,10,113284289110,93899886689,18291707,71171243,681878,30,17,8,0,NaN,0.9,0,0,0,310,310,620,620,1,7440,10168,17608,17608,1,651,279,0,1612,1581,31,0,3600,68,9600,9600,0,0,136,136,0,0,1,1,2,1,0,1,0,0
16057024,n5-6dof,N5 6-DOF graph,zero,Zero loss,nominal,5,30510162042,30510162042,17164123,17231828,44314,10,4,3,1,1,1,0,0,0,155,124,279,279,1,3720,3472,7192,7192,1,186,124,0,682,682,0,0,2000,0,4800,4800,0,0,0,0,0,0,0,NaN,NaN,NaN,NaN,1,0,0
16057024,n5-6dof,N5 6-DOF graph,claim-erasure-5,CLAIM erasure 5%,claim-loss,5,30510162042,30510162042,17549688,17070220,44314,10,4,3,1,14,0.9445,0,0,2,155,123,278,279,0.996415770609319,3720,3448,7168,7192,0.996662958843159,185,124,0,680,663,17,0,1889,41,4551,4551,0,0,90,86,0,4,1,NaN,NaN,NaN,NaN,1,0,0
16057024,n5-6dof,N5 6-DOF graph,certificate-erasure-5,CERT erasure 5%,certificate-loss,5,30510162042,30510162042,17549688,17127588,44314,10,4,3,1,1,0.9655,0,0,3,155,124,279,279,1,3720,3472,7192,7192,1,186,124,0,682,665,17,0,1931,34,4642,4642,0,0,76,70,0,6,1,NaN,NaN,NaN,NaN,1,0,0
16057024,n5-6dof,N5 6-DOF graph,data-erasure-5,DATA erasure 5%,data-separation,5,30510162042,30510162042,17549688,17231828,44314,10,4,3,1,1,1,0,0,0,155,124,279,279,1,3720,3472,7192,7192,1,186,124,0,682,682,0,0,2000,0,4800,4568,232,0,0,0,0,0,0,NaN,NaN,NaN,NaN,1,0,0
16057024,n5-6dof,N5 6-DOF graph,directed-certificate-blackout,Directed transmitted-CERT blackout,fail-silent-boundary,5,30510162042,25607462471,17874054,16945726,44314,10,4,3,0,NaN,0.8,0,0,0,155,124,279,279,1,3720,3472,7192,7192,1,186,124,0,682,651,31,0,1600,147,4000,4000,0,0,294,294,0,0,1,1,2,1,0,1,0,0
16057024,n10-ring2,N10 ring2 graph,zero,Zero loss,nominal,10,113421931582,113421931582,17581776,71538525,681878,30,17,8,1,1,1,0,0,0,310,310,620,620,1,7440,10168,17608,17608,1,651,279,0,1612,1612,0,0,4000,0,10400,10400,0,0,0,0,0,0,0,NaN,NaN,NaN,NaN,1,0,0
16057024,n10-ring2,N10 ring2 graph,claim-erasure-5,CLAIM erasure 5%,claim-loss,10,113421931582,113421931582,17967341,69861869,681878,30,17,8,1,14,0.8445,0,0,10,310,307,617,620,0.995161290322581,7440,10072,17512,17608,0.994547932757837,645,276,0,1606,1547,59,0,3378,135,8922,8922,0,0,313,285,0,28,1,NaN,NaN,NaN,NaN,1,0,0
16057024,n10-ring2,N10 ring2 graph,certificate-erasure-5,CERT erasure 5%,certificate-loss,10,113421931582,113421931582,17967341,71139615,681878,30,17,8,1,27,0.96425,0,0,0,310,310,620,620,1,7440,10168,17608,17608,1,651,279,0,1612,1580,32,0,3857,29,10080,10080,0,0,62,62,0,0,1,NaN,NaN,NaN,NaN,1,0,0
16057024,n10-ring2,N10 ring2 graph,data-erasure-5,DATA erasure 5%,data-separation,10,113421931582,113421931582,17967341,71538525,681878,30,17,8,1,1,1,0,0,0,310,310,620,620,1,7440,10168,17608,17608,1,651,279,0,1612,1612,0,0,4000,0,10400,9866,534,0,0,0,0,0,0,NaN,NaN,NaN,NaN,1,0,0
16057024,n10-ring2,N10 ring2 graph,directed-certificate-blackout,Directed transmitted-CERT blackout,fail-silent-boundary,10,113421931582,93982431499,18291707,71171243,681878,30,17,8,0,NaN,0.9,0,0,0,310,310,620,620,1,7440,10168,17608,17608,1,651,279,0,1612,1581,31,0,3600,70,9600,9600,0,0,140,140,0,0,1,1,2,1,0,1,0,0
16057025,n5-6dof,N5 6-DOF graph,zero,Zero loss,nominal,5,30435563881,30435563881,17164123,17231828,44314,10,4,3,1,1,1,0,0,0,155,124,279,279,1,3720,3472,7192,7192,1,186,124,0,682,682,0,0,2000,0,4800,4800,0,0,0,0,0,0,0,NaN,NaN,NaN,NaN,1,0,0
16057025,n5-6dof,N5 6-DOF graph,claim-erasure-5,CLAIM erasure 5%,claim-loss,5,30435563881,30435563881,17549688,17079186,44314,10,4,3,1,1,0.9545,0,0,0,155,124,279,279,1,3720,3472,7192,7192,1,186,124,0,682,666,16,0,1909,38,4604,4604,0,0,82,82,0,0,1,NaN,NaN,NaN,NaN,1,0,0
16057025,n5-6dof,N5 6-DOF graph,certificate-erasure-5,CERT erasure 5%,certificate-loss,5,30435563881,30435563881,17549688,17148773,44314,10,4,3,1,1,0.9755,0,0,0,155,124,279,279,1,3720,3472,7192,7192,1,186,124,0,682,664,18,0,1951,17,4688,4688,0,0,40,40,0,0,1,NaN,NaN,NaN,NaN,1,0,0
16057025,n5-6dof,N5 6-DOF graph,data-erasure-5,DATA erasure 5%,data-separation,5,30435563881,30435563881,17549688,17231828,44314,10,4,3,1,1,1,0,0,0,155,124,279,279,1,3720,3472,7192,7192,1,186,124,0,682,682,0,0,2000,0,4800,4577,223,0,0,0,0,0,0,NaN,NaN,NaN,NaN,1,0,0
16057025,n5-6dof,N5 6-DOF graph,directed-certificate-blackout,Directed transmitted-CERT blackout,fail-silent-boundary,5,30435563881,25550118962,17874054,16945726,44314,10,4,3,0,NaN,0.8,0,0,0,155,124,279,279,1,3720,3472,7192,7192,1,186,124,0,682,651,31,0,1600,145,4000,4000,0,0,290,290,0,0,1,1,2,1,0,1,0,0
16057025,n10-ring2,N10 ring2 graph,zero,Zero loss,nominal,10,113135197592,113135197592,17581776,71538525,681878,30,17,8,1,1,1,0,0,0,310,310,620,620,1,7440,10168,17608,17608,1,651,279,0,1612,1612,0,0,4000,0,10400,10400,0,0,0,0,0,0,0,NaN,NaN,NaN,NaN,1,0,0
16057025,n10-ring2,N10 ring2 graph,claim-erasure-5,CLAIM erasure 5%,claim-loss,10,113135197592,113135197592,17967341,70377166,681878,30,17,8,1,1,0.89375,0,0,3,310,310,620,620,1,7440,10160,17600,17608,0.999545661063153,650,278,0,1612,1572,40,0,3575,87,9404,9404,0,0,190,182,0,8,1,NaN,NaN,NaN,NaN,1,0,0
16057025,n10-ring2,N10 ring2 graph,certificate-erasure-5,CERT erasure 5%,certificate-loss,10,113135197592,113135197592,17967341,71139402,681878,30,17,8,0,1,0.9625,0,0,0,310,310,620,620,1,7440,10168,17608,17608,1,651,279,0,1612,1579,33,0,3850,20,10048,10048,0,0,48,48,0,0,1,NaN,NaN,NaN,NaN,1,0,0
16057025,n10-ring2,N10 ring2 graph,data-erasure-5,DATA erasure 5%,data-separation,10,113135197592,113135197592,17967341,71538525,681878,30,17,8,1,1,1,0,0,0,310,310,620,620,1,7440,10168,17608,17608,1,651,279,0,1612,1612,0,0,4000,0,10400,9894,506,0,0,0,0,0,0,NaN,NaN,NaN,NaN,1,0,0
16057025,n10-ring2,N10 ring2 graph,directed-certificate-blackout,Directed transmitted-CERT blackout,fail-silent-boundary,10,113135197592,93785415457,18291707,71171243,681878,30,17,8,0,NaN,0.9,0,0,0,310,310,620,620,1,7440,10168,17608,17608,1,651,279,0,1612,1581,31,0,3600,85,9600,9600,0,0,170,170,0,0,1,1,2,1,0,1,0,0
16057026,n5-6dof,N5 6-DOF graph,zero,Zero loss,nominal,5,30569358280,30569358280,17164123,17231828,44314,10,4,3,1,1,1,0,0,0,155,124,279,279,1,3720,3472,7192,7192,1,186,124,0,682,682,0,0,2000,0,4800,4800,0,0,0,0,0,0,0,NaN,NaN,NaN,NaN,1,0,0
16057026,n5-6dof,N5 6-DOF graph,claim-erasure-5,CLAIM erasure 5%,claim-loss,5,30569358280,30569358280,17549688,17054804,44314,10,4,3,0,1,0.946,0,0,0,155,124,279,279,1,3720,3472,7192,7192,1,186,123,0,682,665,17,0,1892,37,4563,4563,0,0,77,77,0,0,1,NaN,NaN,NaN,NaN,1,0,0
16057026,n5-6dof,N5 6-DOF graph,certificate-erasure-5,CERT erasure 5%,certificate-loss,5,30569358280,30569358280,17549688,17155434,44314,10,4,3,0,1,0.975,0,0,0,155,124,279,279,1,3720,3472,7192,7192,1,186,124,0,682,668,14,0,1950,17,4675,4675,0,0,46,46,0,0,1,NaN,NaN,NaN,NaN,1,0,0
16057026,n5-6dof,N5 6-DOF graph,data-erasure-5,DATA erasure 5%,data-separation,5,30569358280,30569358280,17549688,17231828,44314,10,4,3,1,1,1,0,0,0,155,124,279,279,1,3720,3472,7192,7192,1,186,124,0,682,682,0,0,2000,0,4800,4556,244,0,0,0,0,0,0,NaN,NaN,NaN,NaN,1,0,0
16057026,n5-6dof,N5 6-DOF graph,directed-certificate-blackout,Directed transmitted-CERT blackout,fail-silent-boundary,5,30569358280,25658954211,17874054,16945726,44314,10,4,3,0,NaN,0.8,0,0,0,155,124,279,279,1,3720,3472,7192,7192,1,186,124,0,682,651,31,0,1600,149,4000,4000,0,0,298,298,0,0,1,1,2,1,0,1,0,0
16057026,n10-ring2,N10 ring2 graph,zero,Zero loss,nominal,10,113276467614,113276467614,17581776,71538525,681878,30,17,8,1,1,1,0,0,0,310,310,620,620,1,7440,10168,17608,17608,1,651,279,0,1612,1612,0,0,4000,0,10400,10400,0,0,0,0,0,0,0,NaN,NaN,NaN,NaN,1,0,0
16057026,n10-ring2,N10 ring2 graph,claim-erasure-5,CLAIM erasure 5%,claim-loss,10,113276467614,113276467614,17967341,69969866,681878,30,17,8,0,14,0.85725,0,0,6,310,309,619,620,0.998387096774194,7440,10120,17560,17608,0.997273966378919,647,278,0,1609,1555,54,0,3429,108,9062,9062,0,0,244,225,0,19,1,NaN,NaN,NaN,NaN,1,0,0
16057026,n10-ring2,N10 ring2 graph,certificate-erasure-5,CERT erasure 5%,certificate-loss,10,113276467614,113276467614,17967341,71168779,681878,30,17,8,0,14,0.96425,0,0,0,310,310,620,620,1,7440,10168,17608,17608,1,651,279,0,1612,1575,37,0,3857,22,10051,10051,0,0,51,51,0,0,1,NaN,NaN,NaN,NaN,1,0,0
16057026,n10-ring2,N10 ring2 graph,data-erasure-5,DATA erasure 5%,data-separation,10,113276467614,113276467614,17967341,71538525,681878,30,17,8,1,1,1,0,0,0,310,310,620,620,1,7440,10168,17608,17608,1,651,279,0,1612,1612,0,0,4000,0,10400,9876,524,0,0,0,0,0,0,NaN,NaN,NaN,NaN,1,0,0
16057026,n10-ring2,N10 ring2 graph,directed-certificate-blackout,Directed transmitted-CERT blackout,fail-silent-boundary,10,113276467614,93929369327,18291707,71171243,681878,30,17,8,0,NaN,0.9,0,0,0,310,310,620,620,1,7440,10168,17608,17608,1,651,279,0,1612,1581,31,0,3600,67,9600,9600,0,0,134,134,0,0,1,1,2,1,0,1,0,0
16057027,n5-6dof,N5 6-DOF graph,zero,Zero loss,nominal,5,30380974849,30380974849,17164123,17231828,44314,10,4,3,1,1,1,0,0,0,155,124,279,279,1,3720,3472,7192,7192,1,186,124,0,682,682,0,0,2000,0,4800,4800,0,0,0,0,0,0,0,NaN,NaN,NaN,NaN,1,0,0
16057027,n5-6dof,N5 6-DOF graph,claim-erasure-5,CLAIM erasure 5%,claim-loss,5,30380974849,30380974849,17549688,16965794,44314,10,4,3,0,14,0.9155,0,0,2,155,122,277,279,0.992831541218638,3720,3424,7144,7192,0.993325917686318,184,123,0,677,656,21,0,1831,62,4427,4427,0,0,135,129,0,6,1,NaN,NaN,NaN,NaN,1,0,0
16057027,n5-6dof,N5 6-DOF graph,certificate-erasure-5,CERT erasure 5%,certificate-loss,5,30380974849,30380974849,17549688,17132995,44314,10,4,3,0,1,0.96,0,0,0,155,124,279,279,1,3720,3472,7192,7192,1,186,124,0,682,664,18,0,1920,34,4622,4622,0,0,75,75,0,0,1,NaN,NaN,NaN,NaN,1,0,0
16057027,n5-6dof,N5 6-DOF graph,data-erasure-5,DATA erasure 5%,data-separation,5,30380974849,30380974849,17549688,17231828,44314,10,4,3,1,1,1,0,0,0,155,124,279,279,1,3720,3472,7192,7192,1,186,124,0,682,682,0,0,2000,0,4800,4571,229,0,0,0,0,0,0,NaN,NaN,NaN,NaN,1,0,0
16057027,n5-6dof,N5 6-DOF graph,directed-certificate-blackout,Directed transmitted-CERT blackout,fail-silent-boundary,5,30380974849,25549853492,17874054,16945726,44314,10,4,3,0,NaN,0.8,0,0,0,155,124,279,279,1,3720,3472,7192,7192,1,186,124,0,682,651,31,0,1600,145,4000,4000,0,0,290,290,0,0,1,1,2,1,0,1,0,0
16057027,n10-ring2,N10 ring2 graph,zero,Zero loss,nominal,10,113125853705,113125853705,17581776,71538525,681878,30,17,8,1,1,1,0,0,0,310,310,620,620,1,7440,10168,17608,17608,1,651,279,0,1612,1612,0,0,4000,0,10400,10400,0,0,0,0,0,0,0,NaN,NaN,NaN,NaN,1,0,0
16057027,n10-ring2,N10 ring2 graph,claim-erasure-5,CLAIM erasure 5%,claim-loss,10,113125853705,113125853705,17967341,70311957,681878,30,17,8,0,14,0.8955,0,0,1,310,309,619,620,0.998387096774194,7440,10128,17568,17608,0.997728305315766,648,276,0,1609,1572,37,0,3582,81,9415,9415,0,0,179,177,0,2,1,NaN,NaN,NaN,NaN,1,0,0
16057027,n10-ring2,N10 ring2 graph,certificate-erasure-5,CERT erasure 5%,certificate-loss,10,113125853705,113125853705,17967341,71039708,681878,30,17,8,0,14,0.9555,0,0,0,310,310,620,620,1,7440,10168,17608,17608,1,651,279,0,1612,1576,36,0,3822,30,9999,9999,0,0,69,69,0,0,1,NaN,NaN,NaN,NaN,1,0,0
16057027,n10-ring2,N10 ring2 graph,data-erasure-5,DATA erasure 5%,data-separation,10,113125853705,113125853705,17967341,71538525,681878,30,17,8,1,1,1,0,0,0,310,310,620,620,1,7440,10168,17608,17608,1,651,279,0,1612,1612,0,0,4000,0,10400,9892,508,0,0,0,0,0,0,NaN,NaN,NaN,NaN,1,0,0
16057027,n10-ring2,N10 ring2 graph,directed-certificate-blackout,Directed transmitted-CERT blackout,fail-silent-boundary,10,113125853705,93765262595,18291707,71171243,681878,30,17,8,0,NaN,0.9,0,0,0,310,310,620,620,1,7440,10168,17608,17608,1,651,279,0,1612,1581,31,0,3600,76,9600,9600,0,0,152,152,0,0,1,1,2,1,0,1,0,0
16057028,n5-6dof,N5 6-DOF graph,zero,Zero loss,nominal,5,30260367185,30260367185,17164123,17231828,44314,10,4,3,1,1,1,0,0,0,155,124,279,279,1,3720,3472,7192,7192,1,186,124,0,682,682,0,0,2000,0,4800,4800,0,0,0,0,0,0,0,NaN,NaN,NaN,NaN,1,0,0
16057028,n5-6dof,N5 6-DOF graph,claim-erasure-5,CLAIM erasure 5%,claim-loss,5,30260367185,30260367185,17549688,17007392,44314,10,4,3,0,1,0.9225,0,0,6,155,124,279,279,1,3720,3472,7192,7192,1,186,124,0,682,665,17,0,1845,59,4462,4462,0,0,122,104,0,18,1,NaN,NaN,NaN,NaN,1,0,0
16057028,n5-6dof,N5 6-DOF graph,certificate-erasure-5,CERT erasure 5%,certificate-loss,5,30260367185,30260367185,17549688,17105226,44314,10,4,3,1,1,0.958,0,0,1,155,124,279,279,1,3720,3472,7192,7192,1,186,124,0,682,663,19,0,1916,36,4576,4576,0,0,95,93,0,2,1,NaN,NaN,NaN,NaN,1,0,0
16057028,n5-6dof,N5 6-DOF graph,data-erasure-5,DATA erasure 5%,data-separation,5,30260367185,30260367185,17549688,17231828,44314,10,4,3,1,1,1,0,0,0,155,124,279,279,1,3720,3472,7192,7192,1,186,124,0,682,682,0,0,2000,0,4800,4554,246,0,0,0,0,0,0,NaN,NaN,NaN,NaN,1,0,0
16057028,n5-6dof,N5 6-DOF graph,directed-certificate-blackout,Directed transmitted-CERT blackout,fail-silent-boundary,5,30260367185,25477374468,17874054,16945726,44314,10,4,3,0,NaN,0.8,0,0,0,155,124,279,279,1,3720,3472,7192,7192,1,186,124,0,682,651,31,0,1600,148,4000,4000,0,0,296,296,0,0,1,1,2,1,0,1,0,0
16057028,n10-ring2,N10 ring2 graph,zero,Zero loss,nominal,10,113582942117,113582942117,17581776,71538525,681878,30,17,8,1,1,1,0,0,0,310,310,620,620,1,7440,10168,17608,17608,1,651,279,0,1612,1612,0,0,4000,0,10400,10400,0,0,0,0,0,0,0,NaN,NaN,NaN,NaN,1,0,0
16057028,n10-ring2,N10 ring2 graph,claim-erasure-5,CLAIM erasure 5%,claim-loss,10,113582942117,113582942117,17967341,70167953,681878,30,17,8,0,14,0.87575,0,0,2,310,305,615,620,0.991935483870968,7440,10024,17464,17608,0.991821899136756,643,277,0,1600,1555,45,0,3503,88,9230,9230,0,0,200,194,0,6,1,NaN,NaN,NaN,NaN,1,0,0
16057028,n10-ring2,N10 ring2 graph,certificate-erasure-5,CERT erasure 5%,certificate-loss,10,113582942117,113582942117,17967341,71014625,681878,30,17,8,0,14,0.949,0,0,1,310,310,620,620,1,7440,10168,17608,17608,1,651,279,0,1612,1567,45,0,3796,39,9930,9930,0,0,87,85,0,2,1,NaN,NaN,NaN,NaN,1,0,0
16057028,n10-ring2,N10 ring2 graph,data-erasure-5,DATA erasure 5%,data-separation,10,113582942117,113582942117,17967341,71538525,681878,30,17,8,1,1,1,0,0,0,310,310,620,620,1,7440,10168,17608,17608,1,651,279,0,1612,1612,0,0,4000,0,10400,9855,545,0,0,0,0,0,0,NaN,NaN,NaN,NaN,1,0,0
16057028,n10-ring2,N10 ring2 graph,directed-certificate-blackout,Directed transmitted-CERT blackout,fail-silent-boundary,10,113582942117,94144401817,18291707,71171243,681878,30,17,8,0,NaN,0.9,0,0,0,310,310,620,620,1,7440,10168,17608,17608,1,651,279,0,1612,1581,31,0,3600,62,9600,9600,0,0,124,124,0,0,1,1,2,1,0,1,0,0
16057029,n5-6dof,N5 6-DOF graph,zero,Zero loss,nominal,5,30381889192,30381889192,17164123,17231828,44314,10,4,3,1,1,1,0,0,0,155,124,279,279,1,3720,3472,7192,7192,1,186,124,0,682,682,0,0,2000,0,4800,4800,0,0,0,0,0,0,0,NaN,NaN,NaN,NaN,1,0,0
16057029,n5-6dof,N5 6-DOF graph,claim-erasure-5,CLAIM erasure 5%,claim-loss,5,30381889192,30381889192,17549688,17036157,44314,10,4,3,1,1,0.9405,0,0,3,155,124,279,279,1,3720,3472,7192,7192,1,186,124,0,682,662,20,0,1881,46,4527,4527,0,0,104,98,0,6,1,NaN,NaN,NaN,NaN,1,0,0
16057029,n5-6dof,N5 6-DOF graph,certificate-erasure-5,CERT erasure 5%,certificate-loss,5,30381889192,30381889192,17549688,17158464,44314,10,4,3,0,14,0.974,0,0,0,155,124,279,279,1,3720,3472,7192,7192,1,186,124,0,682,662,20,0,1948,16,4683,4683,0,0,35,35,0,0,1,NaN,NaN,NaN,NaN,1,0,0
16057029,n5-6dof,N5 6-DOF graph,data-erasure-5,DATA erasure 5%,data-separation,5,30381889192,30381889192,17549688,17231828,44314,10,4,3,1,1,1,0,0,0,155,124,279,279,1,3720,3472,7192,7192,1,186,124,0,682,682,0,0,2000,0,4800,4546,254,0,0,0,0,0,0,NaN,NaN,NaN,NaN,1,0,0
16057029,n5-6dof,N5 6-DOF graph,directed-certificate-blackout,Directed transmitted-CERT blackout,fail-silent-boundary,5,30381889192,25476492042,17874054,16945726,44314,10,4,3,0,NaN,0.8,0,0,0,155,124,279,279,1,3720,3472,7192,7192,1,186,124,0,682,651,31,0,1600,159,4000,4000,0,0,318,318,0,0,1,1,2,1,0,1,0,0
16057029,n10-ring2,N10 ring2 graph,zero,Zero loss,nominal,10,113262100929,113262100929,17581776,71538525,681878,30,17,8,1,1,1,0,0,0,310,310,620,620,1,7440,10168,17608,17608,1,651,279,0,1612,1612,0,0,4000,0,10400,10400,0,0,0,0,0,0,0,NaN,NaN,NaN,NaN,1,0,0
16057029,n10-ring2,N10 ring2 graph,claim-erasure-5,CLAIM erasure 5%,claim-loss,10,113262100929,113262100929,17967341,70640235,681878,30,17,8,0,14,0.91525,0,0,3,310,310,620,620,1,7440,10152,17592,17608,0.999091322126306,649,279,0,1612,1579,33,0,3661,57,9583,9583,0,0,140,134,0,6,1,NaN,NaN,NaN,NaN,1,0,0
16057029,n10-ring2,N10 ring2 graph,certificate-erasure-5,CERT erasure 5%,certificate-loss,10,113262100929,113262100929,17967341,71102782,681878,30,17,8,1,1,0.9615,0,0,0,310,310,620,620,1,7440,10168,17608,17608,1,651,279,0,1612,1568,44,0,3846,30,10050,10050,0,0,69,69,0,0,1,NaN,NaN,NaN,NaN,1,0,0
16057029,n10-ring2,N10 ring2 graph,data-erasure-5,DATA erasure 5%,data-separation,10,113262100929,113262100929,17967341,71538525,681878,30,17,8,1,1,1,0,0,0,310,310,620,620,1,7440,10168,17608,17608,1,651,279,0,1612,1612,0,0,4000,0,10400,9863,537,0,0,0,0,0,0,NaN,NaN,NaN,NaN,1,0,0
16057029,n10-ring2,N10 ring2 graph,directed-certificate-blackout,Directed transmitted-CERT blackout,fail-silent-boundary,10,113262100929,93926067741,18291707,71171243,681878,30,17,8,0,NaN,0.9,0,0,0,310,310,620,620,1,7440,10168,17608,17608,1,651,279,0,1612,1581,31,0,3600,74,9600,9600,0,0,148,148,0,0,1,1,2,1,0,1,0,0
16057030,n5-6dof,N5 6-DOF graph,zero,Zero loss,nominal,5,30318229938,30318229938,17164123,17231828,44314,10,4,3,1,1,1,0,0,0,155,124,279,279,1,3720,3472,7192,7192,1,186,124,0,682,682,0,0,2000,0,4800,4800,0,0,0,0,0,0,0,NaN,NaN,NaN,NaN,1,0,0
16057030,n5-6dof,N5 6-DOF graph,claim-erasure-5,CLAIM erasure 5%,claim-loss,5,30318229938,30318229938,17549688,16995141,44314,10,4,3,0,14,0.92,0,0,0,155,124,279,279,1,3720,3456,7176,7192,0.997775305895439,184,124,0,682,661,21,0,1840,59,4407,4407,0,0,145,145,0,0,1,NaN,NaN,NaN,NaN,1,0,0
16057030,n5-6dof,N5 6-DOF graph,certificate-erasure-5,CERT erasure 5%,certificate-loss,5,30318229938,30318229938,17549688,17169934,44314,10,4,3,1,1,0.9825,0,0,0,155,124,279,279,1,3720,3472,7192,7192,1,186,124,0,682,672,10,0,1965,12,4730,4730,0,0,24,24,0,0,1,NaN,NaN,NaN,NaN,1,0,0
16057030,n5-6dof,N5 6-DOF graph,data-erasure-5,DATA erasure 5%,data-separation,5,30318229938,30318229938,17549688,17231828,44314,10,4,3,1,1,1,0,0,0,155,124,279,279,1,3720,3472,7192,7192,1,186,124,0,682,682,0,0,2000,0,4800,4543,257,0,0,0,0,0,0,NaN,NaN,NaN,NaN,1,0,0
16057030,n5-6dof,N5 6-DOF graph,directed-certificate-blackout,Directed transmitted-CERT blackout,fail-silent-boundary,5,30318229938,25480366932,17874054,16945726,44314,10,4,3,0,NaN,0.8,0,0,0,155,124,279,279,1,3720,3472,7192,7192,1,186,124,0,682,651,31,0,1600,137,4000,4000,0,0,274,274,0,0,1,1,2,1,0,1,0,0
16057030,n10-ring2,N10 ring2 graph,zero,Zero loss,nominal,10,113063952229,113063952229,17581776,71538525,681878,30,17,8,1,1,1,0,0,0,310,310,620,620,1,7440,10168,17608,17608,1,651,279,0,1612,1612,0,0,4000,0,10400,10400,0,0,0,0,0,0,0,NaN,NaN,NaN,NaN,1,0,0
16057030,n10-ring2,N10 ring2 graph,claim-erasure-5,CLAIM erasure 5%,claim-loss,10,113063952229,113063952229,17967341,70107952,681878,30,17,8,0,14,0.868,0,0,2,310,309,619,620,0.998387096774194,7440,10120,17560,17608,0.997273966378919,647,277,0,1610,1557,53,0,3472,98,9155,9155,0,0,223,219,0,4,1,NaN,NaN,NaN,NaN,1,0,0
16057030,n10-ring2,N10 ring2 graph,certificate-erasure-5,CERT erasure 5%,certificate-loss,10,113063952229,113063952229,17967341,71134034,681878,30,17,8,0,1,0.96325,0,0,0,310,310,620,620,1,7440,10168,17608,17608,1,651,279,0,1612,1569,43,0,3853,30,10060,10060,0,0,65,65,0,0,1,NaN,NaN,NaN,NaN,1,0,0
16057030,n10-ring2,N10 ring2 graph,data-erasure-5,DATA erasure 5%,data-separation,10,113063952229,113063952229,17967341,71538525,681878,30,17,8,1,1,1,0,0,0,310,310,620,620,1,7440,10168,17608,17608,1,651,279,0,1612,1612,0,0,4000,0,10400,9890,510,0,0,0,0,0,0,NaN,NaN,NaN,NaN,1,0,0
