0.99796,0.00072,0,0,0.876,0.044,0,0
0.00072,0.99856,0.00072,0,0.044,0.912,0.044,0
0,0.00072,0.99796,0.00072,0,0.044,0.876,0.044
0,0,0.00072,0.99856,0,0,0.044,0.912
-0.00204,0.00072,-0,-0,0.876,0.044,0,0
0.00072,-0.00144,0.00072,-0,0.044,0.912,0.044,0
-0,0.00072,-0.00204,0.00072,0,0.044,0.876,0.044
-0,-0,0.00072,-0.00144,0,0,0.044,0.912
