time_s,sampleTime_s,maxControllerResidual,maxStateResidual,maxLegacyLeaderApproxResidual,maxFollowerAcceleration_mps2,saturationMargin_mps2
1,0.02,2.77555756156289e-16,4.5102810375397e-17,2.13333333336967e-06,0.268591840365844,1.73140815963416
4.2,0.02,1.99493199737333e-16,9.2374025095765e-17,3.10726317965734e-08,0.0478470695225117,1.95215293047749
