seed,commRateHz,packetLoss,delay,RMSE,MAXERR,MINFULL,MINEVAL,PDR,AOI,ARRIVAL,TXRATE,SAFETYFAIL,FORMATIONFAIL
2,20,0,0,0.0211627771768365,0.0306498291748195,0.271401549942449,0.572446386252435,1,0.0259854677565848,1,240,0,0
3,20,0,0,0.0211627771768365,0.0306498291748195,0.271401549942449,0.572446386252435,1,0.0259854677565848,1,240,0,0
4,20,0,0,0.0211627771768365,0.0306498291748195,0.271401549942449,0.572446386252435,1,0.0259854677565848,1,240,0,0
5,20,0,0,0.0211627771768365,0.0306498291748195,0.271401549942449,0.572446386252435,1,0.0259854677565848,1,240,0,0
6,20,0,0,0.0211627771768365,0.0306498291748195,0.271401549942449,0.572446386252435,1,0.0259854677565848,1,240,0,0
7,20,0,0,0.0211627771768365,0.0306498291748195,0.271401549942449,0.572446386252435,1,0.0259854677565848,1,240,0,0
8,20,0,0,0.0211627771768365,0.0306498291748195,0.271401549942449,0.572446386252435,1,0.0259854677565848,1,240,0,0
9,20,0,0,0.0211627771768365,0.0306498291748195,0.271401549942449,0.572446386252435,1,0.0259854677565848,1,240,0,0
10,20,0,0,0.0211627771768365,0.0306498291748195,0.271401549942449,0.572446386252435,1,0.0259854677565848,1,240,0,0
11,20,0,0,0.0211627771768365,0.0306498291748195,0.271401549942449,0.572446386252435,1,0.0259854677565848,1,240,0,0
12,20,0,0,0.0211627771768365,0.0306498291748195,0.271401549942449,0.572446386252435,1,0.0259854677565848,1,240,0,0
13,20,0,0,0.0211627771768365,0.0306498291748195,0.271401549942449,0.572446386252435,1,0.0259854677565848,1,240,0,0
14,20,0,0,0.0211627771768365,0.0306498291748195,0.271401549942449,0.572446386252435,1,0.0259854677565848,1,240,0,0
15,20,0,0,0.0211627771768365,0.0306498291748195,0.271401549942449,0.572446386252435,1,0.0259854677565848,1,240,0,0
16,20,0,0,0.0211627771768365,0.0306498291748195,0.271401549942449,0.572446386252435,1,0.0259854677565848,1,240,0,0
17,20,0,0,0.0211627771768365,0.0306498291748195,0.271401549942449,0.572446386252435,1,0.0259854677565848,1,240,0,0
18,20,0,0,0.0211627771768365,0.0306498291748195,0.271401549942449,0.572446386252435,1,0.0259854677565848,1,240,0,0
19,20,0,0,0.0211627771768365,0.0306498291748195,0.271401549942449,0.572446386252435,1,0.0259854677565848,1,240,0,0
20,20,0,0,0.0211627771768365,0.0306498291748195,0.271401549942449,0.572446386252435,1,0.0259854677565848,1,240,0,0
1,5,0.2,0,0.100452709057863,0.143973876897323,0.262626268630207,0.47978923803574,0.783333333333333,0.15262791401756,0.783333333333333,60,0,1
2,5,0.2,0,0.109117540726834,0.192775051488096,0.266123873437079,0.456081665802368,0.79,0.157471995155919,0.79,60,0,1
3,5,0.2,0,0.108398685373051,0.165321993646575,0.259664377131202,0.439949613069474,0.783888888888889,0.159742658189525,0.783888888888889,60,0,1
4,5,0.2,0,0.0990220799305236,0.137643682984535,0.258539752351002,0.472497487732462,0.808333333333333,0.144937935210415,0.808333333333333,60,0,0
