seed,commRateHz,packetLoss,delay,RMSE,MAXERR,MINFULL,MINEVAL,PDR,AOI,ARRIVAL,TXRATE,SAFETYFAIL,FORMATIONFAIL
5,5,0.2,0,0.101431420292009,0.157859374109454,0.258447079278653,0.476809273862772,0.801111111111111,0.147783832879201,0.801111111111111,60,0,1
6,5,0.2,0,0.103101986648411,0.151477624752819,0.259298613617838,0.461502690426976,0.796666666666667,0.153097184377838,0.796666666666667,60,0,1
7,5,0.2,0,0.0994297448062174,0.14540805194532,0.265914506937156,0.462914158404753,0.810555555555556,0.144287011807448,0.810555555555556,60,0,0
8,5,0.2,0,0.101466153899192,0.137800307847102,0.259062364357453,0.464269448160573,0.788888888888889,0.151356342718741,0.788888888888889,60,0,1
9,5,0.2,0,0.103227991195809,0.145180657017885,0.259723405556829,0.469858680924298,0.800555555555556,0.152643051771117,0.800555555555556,60,0,1
10,5,0.2,0,0.106818049705003,0.157722806704996,0.23724682261241,0.444386134346401,0.792222222222222,0.156245837117772,0.792222222222222,60,0,1
11,5,0.2,0,0.101018242240288,0.14121580604177,0.26071678955981,0.463465935841033,0.791666666666667,0.150054495912807,0.791666666666667,60,0,1
12,5,0.2,0,0.0963497691919323,0.137812967907021,0.25972416681398,0.475913681741307,0.803333333333333,0.146042991220103,0.803333333333333,60,0,0
13,5,0.2,0,0.102493150381482,0.155769121927082,0.235823135818122,0.457748192694712,0.799444444444444,0.149494399031184,0.799444444444444,60,0,1
14,5,0.2,0,0.101488537162236,0.141889610497235,0.215045563092678,0.470349535903254,0.791111111111111,0.14899485316379,0.791111111111111,60,0,1
15,5,0.2,0,0.102238772154239,0.140690457678082,0.261511410993034,0.467865009253348,0.792222222222222,0.152900393581593,0.792222222222222,60,0,1
16,5,0.2,0,0.0977305830053625,0.13814816501957,0.25983093723992,0.472007412609814,0.82,0.144877384196185,0.82,60,0,0
17,5,0.2,0,0.098745791844344,0.150864961649926,0.266888386901276,0.474140698275119,0.808333333333333,0.149206781713594,0.808333333333333,60,0,0
18,5,0.2,0,0.0987615378288592,0.153758751950688,0.260489666477666,0.446521861158706,0.801666666666667,0.145709960641841,0.801666666666667,60,0,0
19,5,0.2,0,0.097240111634044,0.141135381139175,0.264549995456448,0.468632936027915,0.813888888888889,0.144287011807448,0.813888888888889,60,0,0
20,5,0.2,0,0.0969265170271469,0.146521967200751,0.219351570726654,0.458748824265596,0.801666666666667,0.144302149561005,0.801666666666667,60,0,0
1,10,0.2,0,0.0486509773252519,0.0696643421679097,0.264377609033572,0.53570781381069,0.803333333333333,0.0739721465334545,0.803333333333333,120,0,0
2,10,0.2,0,0.0483976885288053,0.0720715788188537,0.267612982528402,0.531721589435903,0.806111111111111,0.0740175597941266,0.806111111111111,120,0,0
3,10,0.2,0,0.050591583313255,0.0672117959686228,0.265525997006502,0.53592069027634,0.793055555555556,0.0767196488041176,0.793055555555556,120,0,0
4,10,0.2,0,0.0495113016981231,0.075483567970877,0.268184440871566,0.53722721823276,0.793888888888889,0.0767120799273389,0.793888888888889,120,0,0
5,10,0.2,0,0.0496580674039137,0.0696256440554586,0.267292194623516,0.530737035507514,0.796666666666667,0.0760006055101423,0.796666666666667,120,0,0
6,10,0.2,0,0.0496378529310146,0.0696447338245952,0.25911808801652,0.536292337059302,0.798333333333333,0.0752210112019377,0.798333333333333,120,0,0
7,10,0.2,0,0.0483519409081583,0.0693959412275537,0.266726925831976,0.534494022973192,0.808888888888889,0.0748879806236755,0.808888888888889,120,0,0
