scenario,scenarioLabel,arm,methodLabel,armKind,schedulerMode,n,meanRMSE,meanOfferedUtil,meanChannelUtil,meanTrueAoI,meanDataGoodputHz,meanManagementAttempts,meanFirstConvergenceSec,safeFailures
n10-ring2-zero-loss,N10 ring2 zero-loss,dstr-native,D-STR native acquisition,prior-art-native,continuous-dstr-replay,30,0.254330411822173,0.996454400000035,0.589112546773857,0.406632489725279,219.016666666667,1263.13333333333,1.99989895993554,7
n10-ring2-zero-loss,N10 ring2 zero-loss,dstr-oracle-warm,D-STR oracle-warm,oracle-cost-decomposition,continuous-dstr-replay,30,0.908052342238768,0.944639999999997,0.377855999999991,1.32991563919531,307.5,0,0,0
n10-ring2-zero-loss,N10 ring2 zero-loss,periodic-static-tdma-p8p333,Periodic static TDMA 8.333 Hz,ideal-service-reference,continuous-local-static-tdma,30,0.0903078327135447,0.255999999999998,0.255999999999968,0.080908500973394,83.3333333333333,NaN,NaN,0
n5-6dof-zero-loss,N5 6-DOF zero-loss,dstr-native,D-STR native acquisition,prior-art-native,continuous-dstr-replay,30,0.120865497833793,0.505395200000008,0.469937344757775,0.272190260817125,137.061111111111,328.466666666667,0.898189371414857,0
n5-6dof-zero-loss,N5 6-DOF zero-loss,dstr-oracle-warm,D-STR oracle-warm,oracle-cost-decomposition,continuous-dstr-replay,30,0.0321966647079137,0.424960000000009,0.424959999999989,0.0305744007236545,138.333333333333,0,0,0
n5-6dof-zero-loss,N5 6-DOF zero-loss,periodic-static-tdma-p8p333,Periodic static TDMA 8.333 Hz,ideal-service-reference,continuous-local-static-tdma,30,0.0536874705234332,0.127999999999999,0.127999999999983,0.0717503392130257,41.6666666666667,NaN,NaN,0
