seed,scenario,scenarioLabel,condition,conditionLabel,conditionKind,N,BASE_TRACE_HASH_EXACT,CONDITION_TRACE_HASH_EXACT,CONFIG_HASH,REALIZATION_HASH,SCHEDULE_STATE_HASH,BLACKOUT_OWNER,BLACKOUT_CLIENT,BLACKOUT_OWNER_LOCK_EXPIRY,BLACKOUT_CLIENT_GRANT_EXPIRY,BLACKOUT_CLIENT_FINAL_ACTIVE,RECONFIGURATION_TARGET_CLIENT,RECONFIGURATION_TARGET_SLOT,FINAL_ALL_CERTIFIED,FINAL_SCHEDULED_COLLISION_FREE,FIRST_ALL_CERTIFIED_FRAME,CERTIFIED_NODE_FRAME_FRACTION,FALSE_VALID_EDGE_FRAMES,OWNER_LOCK_VIOLATIONS,STALE_GRANT_ACCEPTS,FUTURE_GRANT_ACCEPTS,RECONFIGURATION_APPLIED_FRAME,RECONFIGURATION_RELEASE_FENCE,RECOVERY_FRAME,AUTOMATIC_RECOLOR_COUNT,STATUS_ATTEMPTS,GRANT_ATTEMPTS,GRANT_ENTRIES_ATTEMPTED,CONTROL_ATTEMPTS,MANAGEMENT_RECIPIENT_ATTEMPTS,MANAGEMENT_RECIPIENT_SUCCESS,MANAGEMENT_RECIPIENT_ERASURE,MANAGEMENT_RECIPIENT_COLLISION,SCHEDULED_ATTEMPTS,FALLBACK_ATTEMPTS,SCHEDULED_RECIPIENT_ATTEMPTS,SCHEDULED_RECIPIENT_SUCCESS,SCHEDULED_RECIPIENT_ERASURE,SCHEDULED_RECIPIENT_COLLISION,FALLBACK_RECIPIENT_ATTEMPTS,FALLBACK_RECIPIENT_SUCCESS,FALLBACK_RECIPIENT_ERASURE,FALLBACK_RECIPIENT_COLLISION,SCHEDULED_COLLISION_FRAMES,FALLBACK_COLLISION_FRAMES,MAX_FALLBACK_ATTEMPTS_PER_NODE_FRAME,OFFERED_UTILIZATION,CHANNEL_UTILIZATION,ACCOUNTING_CLOSES,FUTURE_RANDOM_READS,RECEIVER_TRUTH_READS
16045028,n5-6dof,N5 6-DOF graph,owner-reconfiguration,Owner tuple reconfiguration,lease-fence-boundary,5,30251236847,30251236847,1062269,556277,177307126,NaN,NaN,NaN,NaN,NaN,3,3,1,1,5,0.972,0,0,0,0,222,221,NaN,1,1006,813,1970,1819,7276,7276,0,0,1944,23,4677,4677,0,0,47,41,0,6,0,4,1,0.482920112028185,0.482169459004307,1,0,0
16045028,n10-ring2,N10 ring2 graph,zero,Zero loss,native,10,113418864333,113418864333,1756965,4137559,504292279,NaN,NaN,NaN,NaN,NaN,3,3,1,1,10,0.98875,0,0,0,0,NaN,NaN,NaN,0,1980,1794,5921,3774,33966,33966,0,0,3955,8,10295,10295,0,0,17,17,0,0,0,0,1,0.537319208165026,0.375022255229526,1,0,0
16045028,n10-ring2,N10 ring2 graph,data-erasure-5,DATA erasure 5%,data-separation,10,113418864333,113418864333,2412835,4137559,504292279,NaN,NaN,NaN,NaN,NaN,3,3,1,1,10,0.98875,0,0,0,0,NaN,NaN,NaN,0,1980,1794,5921,3774,33966,33966,0,0,3955,8,10295,9801,494,0,17,17,0,0,0,0,1,0.537319208165026,0.375022255229526,1,0,0
16045028,n10-ring2,N10 ring2 graph,management-erasure-5,Management erasure 5%,control-loss,10,113418864333,113418864333,2081331,4126217,504164513,NaN,NaN,NaN,NaN,NaN,3,3,1,1,12,0.9865,0,0,0,0,NaN,NaN,NaN,0,1978,1777,5645,3755,33795,32172,1623,0,3946,12,10274,10274,0,0,25,25,0,0,0,0,1,0.536152838179863,0.374370460237817,1,0,0
16045028,n10-ring2,N10 ring2 graph,local-management,Local management reach,visibility-boundary,10,113418864333,113418864333,1746049,734058,382875129,NaN,NaN,NaN,NaN,NaN,3,3,0,1,NaN,0.19975,0,0,0,0,NaN,NaN,NaN,0,400,200,200,600,2400,2400,0,0,799,640,2798,2798,0,0,1385,1254,0,131,0,102,1,0.168677682854334,0.150255898088669,1,0,0
16045028,n10-ring2,N10 ring2 graph,directed-grant-blackout,Directed GRANT blackout,grant-loss-witness,10,113418864333,74636015753,1854906,4496558,501607650,1,2,421,0,0,3,3,0,1,NaN,0.889,0,0,0,0,NaN,NaN,NaN,0,2179,1989,6120,4168,37512,37113,399,0,3556,77,9497,9497,0,0,155,155,0,0,0,0,1,0.516873428425107,0.3952278999725,1,0,0
16045028,n10-ring2,N10 ring2 graph,state-loss,Local client state loss,rejoin-boundary,10,113418864333,113418864333,1757384,4137557,504265273,NaN,NaN,NaN,NaN,NaN,3,3,1,1,10,0.98825,0,0,0,0,NaN,NaN,2,0,1980,1795,5921,3775,33975,33975,0,0,3953,9,10291,10291,0,0,19,19,0,0,0,0,1,0.537250598165899,0.375159475227781,1,0,0
16045028,n10-ring2,N10 ring2 graph,owner-reconfiguration,Owner tuple reconfiguration,lease-fence-boundary,10,113418864333,113418864333,1757387,4135182,504082988,NaN,NaN,NaN,NaN,NaN,3,3,1,1,10,0.94075,0,0,0,0,222,221,NaN,5,2015,1902,5876,3917,35253,35253,0,0,3763,40,9825,9825,0,0,94,90,0,4,0,4,1,0.525758423312085,0.377354995199852,1,0,0
16045029,n5-6dof,N5 6-DOF graph,zero,Zero loss,native,5,30460665561,30460665561,1062147,556655,177409333,NaN,NaN,NaN,NaN,NaN,3,3,1,1,5,0.995,0,0,0,0,NaN,NaN,NaN,0,996,798,1987,1794,7176,7176,0,0,1990,5,4777,4777,0,0,10,10,0,0,0,0,1,0.486610822728919,0.486610822728919,1,0,0
16045029,n5-6dof,N5 6-DOF graph,data-erasure-5,DATA erasure 5%,data-separation,5,30460665561,30460665561,1718017,556655,177409333,NaN,NaN,NaN,NaN,NaN,3,3,1,1,5,0.995,0,0,0,0,NaN,NaN,NaN,0,996,798,1987,1794,7176,7176,0,0,1990,5,4777,4558,219,0,10,9,1,0,0,0,1,0.486610822728919,0.486610822728919,1,0,0
16045029,n5-6dof,N5 6-DOF graph,management-erasure-5,Management erasure 5%,control-loss,5,30460665561,30460665561,1386513,554825,177267561,NaN,NaN,NaN,NaN,NaN,3,3,1,1,8,0.991,0,0,0,0,NaN,NaN,NaN,0,997,795,1906,1792,7168,6820,348,0,1982,7,4757,4757,0,0,15,13,0,2,0,2,1,0.485359734355789,0.485172071099819,1,0,0
16045029,n5-6dof,N5 6-DOF graph,local-management,Local management reach,visibility-boundary,5,30460665561,30460665561,1061693,589027,137695735,NaN,NaN,NaN,NaN,NaN,3,3,0,1,NaN,0.3995,0,0,0,0,NaN,NaN,NaN,0,400,200,200,600,1600,1600,0,0,799,428,1998,1998,0,0,892,802,0,90,0,90,1,0.267795466268479,0.254096048582706,1,0,0
16045029,n5-6dof,N5 6-DOF graph,directed-grant-blackout,Directed GRANT blackout,grant-loss-witness,5,30460665561,20757546588,1160088,1042598,175959056,1,2,421,0,0,3,3,0,1,NaN,0.7955,0,0,0,0,NaN,NaN,NaN,0,1195,996,2186,2191,8764,8365,399,0,1591,154,3979,3979,0,0,308,306,0,2,0,2,1,0.464529112943174,0.464341449687204,1,0,0
16045029,n5-6dof,N5 6-DOF graph,state-loss,Local client state loss,rejoin-boundary,5,30460665561,30460665561,1062266,556631,177394327,NaN,NaN,NaN,NaN,NaN,3,3,1,1,5,0.994,0,0,0,0,NaN,NaN,2,0,996,799,1987,1795,7180,7180,0,0,1988,5,4773,4773,0,0,10,10,0,0,0,0,1,0.486298050635636,0.486298050635636,1,0,0
16045029,n5-6dof,N5 6-DOF graph,owner-reconfiguration,Owner tuple reconfiguration,lease-fence-boundary,5,30460665561,30460665561,1062269,556141,177307126,NaN,NaN,NaN,NaN,NaN,3,3,1,1,5,0.972,0,0,0,0,222,221,NaN,1,1006,813,1970,1819,7276,7276,0,0,1944,19,4677,4677,0,0,39,37,0,2,0,2,1,0.482169459004307,0.481981795748338,1,0,0
16045029,n10-ring2,N10 ring2 graph,zero,Zero loss,native,10,113182772222,113182772222,1756965,4137522,504292279,NaN,NaN,NaN,NaN,NaN,3,3,1,1,10,0.98875,0,0,0,0,NaN,NaN,NaN,0,1980,1794,5921,3774,33966,33966,0,0,3955,7,10295,10295,0,0,16,16,0,0,0,0,1,0.537216293166335,0.374816425232144,1,0,0
16045029,n10-ring2,N10 ring2 graph,data-erasure-5,DATA erasure 5%,data-separation,10,113182772222,113182772222,2412835,4137522,504292279,NaN,NaN,NaN,NaN,NaN,3,3,1,1,10,0.98875,0,0,0,0,NaN,NaN,NaN,0,1980,1794,5921,3774,33966,33966,0,0,3955,7,10295,9753,542,0,16,16,0,0,0,0,1,0.537216293166335,0.374816425232144,1,0,0
16045029,n10-ring2,N10 ring2 graph,management-erasure-5,Management erasure 5%,control-loss,10,113182772222,113182772222,2081331,4122766,504130873,NaN,NaN,NaN,NaN,NaN,3,3,1,1,12,0.9865,0,0,0,0,NaN,NaN,NaN,0,1978,1779,5623,3757,33813,32131,1682,0,3946,9,10275,10275,0,0,20,20,0,0,0,0,1,0.535912703182918,0.374027410242181,1,0,0
16045029,n10-ring2,N10 ring2 graph,local-management,Local management reach,visibility-boundary,10,113182772222,113182772222,1746049,731780,382875129,NaN,NaN,NaN,NaN,NaN,3,3,0,1,NaN,0.19975,0,0,0,0,NaN,NaN,NaN,0,400,200,200,600,2400,2400,0,0,799,570,2798,2798,0,0,1265,1127,0,138,0,110,1,0.161473632945973,0.147271363126633,1,0,0
16045029,n10-ring2,N10 ring2 graph,directed-grant-blackout,Directed GRANT blackout,grant-loss-witness,10,113182772222,74374249556,1854906,4497265,501607650,1,2,421,0,0,3,3,0,1,NaN,0.889,0,0,0,0,NaN,NaN,NaN,0,2179,1989,6120,4168,37512,37113,399,0,3556,94,9497,9497,0,0,190,188,0,2,0,2,1,0.518622983402852,0.396771624952863,1,0,0
16045029,n10-ring2,N10 ring2 graph,state-loss,Local client state loss,rejoin-boundary,10,113182772222,113182772222,1757384,4137520,504265273,NaN,NaN,NaN,NaN,NaN,3,3,1,1,10,0.98825,0,0,0,0,NaN,NaN,2,0,1980,1795,5921,3775,33975,33975,0,0,3953,8,10291,10291,0,0,18,18,0,0,0,0,1,0.537147683167208,0.374953645230399,1,0,0
16045029,n10-ring2,N10 ring2 graph,owner-reconfiguration,Owner tuple reconfiguration,lease-fence-boundary,10,113182772222,113182772222,1757387,4134956,504082988,NaN,NaN,NaN,NaN,NaN,3,3,1,1,10,0.94075,0,0,0,0,222,221,NaN,5,2015,1902,5876,3917,35253,35253,0,0,3763,36,9825,9825,0,0,83,79,0,4,0,2,1,0.525346763317322,0.376840420206398,1,0,0
16045030,n5-6dof,N5 6-DOF graph,zero,Zero loss,native,5,30512986087,30512986087,1062147,556589,177409333,NaN,NaN,NaN,NaN,NaN,3,3,1,1,5,0.995,0,0,0,0,NaN,NaN,NaN,0,996,798,1987,1794,7176,7176,0,0,1990,2,4777,4777,0,0,5,5,0,0,0,0,1,0.48604783296101,0.48604783296101,1,0,0
16045030,n5-6dof,N5 6-DOF graph,data-erasure-5,DATA erasure 5%,data-separation,5,30512986087,30512986087,1718017,556589,177409333,NaN,NaN,NaN,NaN,NaN,3,3,1,1,5,0.995,0,0,0,0,NaN,NaN,NaN,0,996,798,1987,1794,7176,7176,0,0,1990,2,4777,4538,239,0,5,5,0,0,0,0,1,0.48604783296101,0.48604783296101,1,0,0
16045030,n5-6dof,N5 6-DOF graph,management-erasure-5,Management erasure 5%,control-loss,5,30512986087,30512986087,1386513,553628,177265085,NaN,NaN,NaN,NaN,NaN,3,3,1,1,7,0.9925,0,0,0,0,NaN,NaN,NaN,0,994,778,1880,1772,7088,6727,361,0,1985,2,4764,4764,0,0,5,5,0,0,0,0,1,0.48373331947072,0.48373331947072,1,0,0
16045030,n5-6dof,N5 6-DOF graph,local-management,Local management reach,visibility-boundary,5,30512986087,30512986087,1061693,589541,137695735,NaN,NaN,NaN,NaN,NaN,3,3,0,1,NaN,0.3995,0,0,0,0,NaN,NaN,NaN,0,400,200,200,600,1600,1600,0,0,799,447,1998,1998,0,0,925,831,0,94,0,94,1,0.2713610681319,0.256723334166279,1,0,0
16045030,n5-6dof,N5 6-DOF graph,directed-grant-blackout,Directed GRANT blackout,grant-loss-witness,5,30512986087,20809866010,1160088,1042484,175959056,1,2,421,0,0,3,3,0,1,NaN,0.7955,0,0,0,0,NaN,NaN,NaN,0,1195,996,2186,2191,8764,8365,399,0,1591,151,3979,3979,0,0,303,303,0,0,0,0,1,0.463966123175265,0.463966123175265,1,0,0
16045030,n5-6dof,N5 6-DOF graph,state-loss,Local client state loss,rejoin-boundary,5,30512986087,30512986087,1062266,556565,177394327,NaN,NaN,NaN,NaN,NaN,3,3,1,1,5,0.994,0,0,0,0,NaN,NaN,2,0,996,799,1987,1795,7180,7180,0,0,1988,2,4773,4773,0,0,5,5,0,0,0,0,1,0.485735060867728,0.485735060867728,1,0,0
16045030,n5-6dof,N5 6-DOF graph,owner-reconfiguration,Owner tuple reconfiguration,lease-fence-boundary,5,30512986087,30512986087,1062269,556237,177307126,NaN,NaN,NaN,NaN,NaN,3,3,1,1,5,0.972,0,0,0,0,222,221,NaN,1,1006,813,1970,1819,7276,7276,0,0,1944,19,4677,4677,0,0,35,29,0,6,0,6,1,0.482169459004307,0.481418805980429,1,0,0
16045030,n10-ring2,N10 ring2 graph,zero,Zero loss,native,10,113073561375,113073561375,1756965,4137448,504292279,NaN,NaN,NaN,NaN,NaN,3,3,1,1,10,0.98875,0,0,0,0,NaN,NaN,NaN,0,1980,1794,5921,3774,33966,33966,0,0,3955,5,10295,10295,0,0,10,10,0,0,0,0,1,0.537010463168954,0.374610595234763,1,0,0
16045030,n10-ring2,N10 ring2 graph,data-erasure-5,DATA erasure 5%,data-separation,10,113073561375,113073561375,2412835,4137448,504292279,NaN,NaN,NaN,NaN,NaN,3,3,1,1,10,0.98875,0,0,0,0,NaN,NaN,NaN,0,1980,1794,5921,3774,33966,33966,0,0,3955,5,10295,9791,504,0,10,10,0,0,0,0,1,0.537010463168954,0.374610595234763,1,0,0
16045030,n10-ring2,N10 ring2 graph,management-erasure-5,Management erasure 5%,control-loss,10,113073561375,113073561375,2081331,4124597,504085079,NaN,NaN,NaN,NaN,NaN,3,3,1,1,13,0.985,0,0,0,0,NaN,NaN,NaN,0,1976,1771,5635,3747,33723,32064,1659,0,3940,10,10261,10261,0,0,18,18,0,0,0,0,1,0.535055078193827,0.373478530249163,1,0,0
16045030,n10-ring2,N10 ring2 graph,local-management,Local management reach,visibility-boundary,10,113073561375,113073561375,1746049,733044,382875129,NaN,NaN,NaN,NaN,NaN,3,3,0,1,NaN,0.19975,0,0,0,0,NaN,NaN,NaN,0,400,200,200,600,2400,2400,0,0,799,601,2798,2798,0,0,1361,1190,0,171,0,113,1,0.16466399790539,0.149020918104378,1,0,0
16045030,n10-ring2,N10 ring2 graph,directed-grant-blackout,Directed GRANT blackout,grant-loss-witness,10,113073561375,74387871506,1854906,4496891,501607650,1,2,421,0,0,3,3,0,1,NaN,0.889,0,0,0,0,NaN,NaN,NaN,0,2179,1989,6120,4168,37512,37113,399,0,3556,86,9497,9497,0,0,172,172,0,0,0,0,1,0.517799663413325,0.396154134960718,1,0,0
16045030,n10-ring2,N10 ring2 graph,state-loss,Local client state loss,rejoin-boundary,10,113073561375,113073561375,1757384,4137446,504265273,NaN,NaN,NaN,NaN,NaN,3,3,1,1,10,0.98825,0,0,0,0,NaN,NaN,2,0,1980,1795,5921,3775,33975,33975,0,0,3953,6,10291,10291,0,0,12,12,0,0,0,0,1,0.536941853169826,0.374747815233017,1,0,0
16045030,n10-ring2,N10 ring2 graph,owner-reconfiguration,Owner tuple reconfiguration,lease-fence-boundary,10,113073561375,113073561375,1757387,4134841,504082988,NaN,NaN,NaN,NaN,NaN,3,3,1,1,10,0.94075,0,0,0,0,222,221,NaN,5,2015,1902,5876,3917,35253,35253,0,0,3763,35,9825,9825,0,0,83,83,0,0,0,0,1,0.525243848318631,0.376943335205089,1,0,0
16045031,n5-6dof,N5 6-DOF graph,zero,Zero loss,native,5,30481101972,30481101972,1062147,556843,177409333,NaN,NaN,NaN,NaN,NaN,3,3,1,1,5,0.995,0,0,0,0,NaN,NaN,NaN,0,996,798,1987,1794,7176,7176,0,0,1990,7,4777,4777,0,0,13,5,0,8,0,6,1,0.486986149240858,0.486423159472949,1,0,0
16045031,n5-6dof,N5 6-DOF graph,data-erasure-5,DATA erasure 5%,data-separation,5,30481101972,30481101972,1718017,556843,177409333,NaN,NaN,NaN,NaN,NaN,3,3,1,1,5,0.995,0,0,0,0,NaN,NaN,NaN,0,996,798,1987,1794,7176,7176,0,0,1990,7,4777,4542,235,0,13,5,0,8,0,6,1,0.486986149240858,0.486423159472949,1,0,0
16045031,n5-6dof,N5 6-DOF graph,management-erasure-5,Management erasure 5%,control-loss,5,30481101972,30481101972,1386513,554436,177409333,NaN,NaN,NaN,NaN,NaN,3,3,1,1,5,0.995,0,0,0,0,NaN,NaN,NaN,0,996,790,1880,1786,7144,6788,356,0,1990,7,4777,4777,0,0,13,5,0,8,0,6,1,0.486485713891606,0.485922724123697,1,0,0
16045031,n5-6dof,N5 6-DOF graph,local-management,Local management reach,visibility-boundary,5,30481101972,30481101972,1061693,589629,137695735,NaN,NaN,NaN,NaN,NaN,3,3,0,1,NaN,0.3995,0,0,0,0,NaN,NaN,NaN,0,400,200,200,600,1600,1600,0,0,799,451,1998,1998,0,0,952,856,0,96,0,94,1,0.272111721155778,0.258224640214035,1,0,0
16045031,n5-6dof,N5 6-DOF graph,directed-grant-blackout,Directed GRANT blackout,grant-loss-witness,5,30481101972,20751734073,1160088,1042520,175959056,1,2,421,0,0,3,3,0,1,NaN,0.7955,0,0,0,0,NaN,NaN,NaN,0,1195,996,2186,2191,8764,8365,399,0,1591,145,3979,3979,0,0,289,278,0,11,0,7,1,0.462840143639448,0.46208949061557,1,0,0
16045031,n5-6dof,N5 6-DOF graph,state-loss,Local client state loss,rejoin-boundary,5,30481101972,30481101972,1062266,556841,177394327,NaN,NaN,NaN,NaN,NaN,3,3,1,1,5,0.994,0,0,0,0,NaN,NaN,2,0,996,799,1987,1795,7180,7180,0,0,1988,8,4773,4773,0,0,15,7,0,8,0,6,1,0.486861040403545,0.486298050635636,1,0,0
16045031,n5-6dof,N5 6-DOF graph,owner-reconfiguration,Owner tuple reconfiguration,lease-fence-boundary,5,30481101972,30481101972,1062269,556307,177307126,NaN,NaN,NaN,NaN,NaN,3,3,1,1,5,0.972,0,0,0,0,222,221,NaN,1,1006,813,1970,1819,7276,7276,0,0,1944,20,4677,4677,0,0,40,30,0,10,0,8,1,0.482357122260277,0.481606469236399,1,0,0
16045031,n10-ring2,N10 ring2 graph,zero,Zero loss,native,10,113533733611,113533733611,1756965,4137748,504292279,NaN,NaN,NaN,NaN,NaN,3,3,1,1,10,0.98875,0,0,0,0,NaN,NaN,NaN,0,1980,1794,5921,3774,33966,33966,0,0,3955,11,10295,10295,0,0,22,20,0,2,0,2,1,0.537627953161099,0.374919340230835,1,0,0
16045031,n10-ring2,N10 ring2 graph,data-erasure-5,DATA erasure 5%,data-separation,10,113533733611,113533733611,2412835,4137748,504292279,NaN,NaN,NaN,NaN,NaN,3,3,1,1,10,0.98875,0,0,0,0,NaN,NaN,NaN,0,1980,1794,5921,3774,33966,33966,0,0,3955,11,10295,9757,538,0,22,19,1,2,0,2,1,0.537627953161099,0.374919340230835,1,0,0
16045031,n10-ring2,N10 ring2 graph,management-erasure-5,Management erasure 5%,control-loss,10,113533733611,113533733611,2081331,4124988,503982478,NaN,NaN,NaN,NaN,NaN,3,3,1,1,13,0.98425,0,0,0,0,NaN,NaN,NaN,0,1974,1777,5616,3751,33759,32074,1685,0,3937,12,10252,10252,0,0,25,21,0,4,0,4,1,0.535089383193391,0.373204090252654,1,0,0
16045031,n10-ring2,N10 ring2 graph,local-management,Local management reach,visibility-boundary,10,113533733611,113533733611,1746049,733737,382875129,NaN,NaN,NaN,NaN,NaN,3,3,0,1,NaN,0.19975,0,0,0,0,NaN,NaN,NaN,0,400,200,200,600,2400,2400,0,0,799,625,2798,2798,0,0,1371,1225,0,146,0,108,1,0.167133957873971,0.149947153092596,1,0,0
16045031,n10-ring2,N10 ring2 graph,directed-grant-blackout,Directed GRANT blackout,grant-loss-witness,10,113533733611,74746178983,1854906,4497080,501607650,1,2,421,0,0,3,3,0,1,NaN,0.889,0,0,0,0,NaN,NaN,NaN,0,2179,1989,6120,4168,37512,37113,399,0,3556,89,9497,9497,0,0,178,176,0,2,0,2,1,0.518108408409397,0.396154134960718,1,0,0
16045031,n10-ring2,N10 ring2 graph,state-loss,Local client state loss,rejoin-boundary,10,113533733611,113533733611,1757384,4137746,504265273,NaN,NaN,NaN,NaN,NaN,3,3,1,1,10,0.98825,0,0,0,0,NaN,NaN,2,0,1980,1795,5921,3775,33975,33975,0,0,3953,12,10291,10291,0,0,24,22,0,2,0,2,1,0.537559343161972,0.37505656022909,1,0,0
16045031,n10-ring2,N10 ring2 graph,owner-reconfiguration,Owner tuple reconfiguration,lease-fence-boundary,10,113533733611,113533733611,1757387,4135889,504082988,NaN,NaN,NaN,NaN,NaN,3,3,1,1,10,0.94075,0,0,0,0,222,221,NaN,5,2015,1902,5876,3917,35253,35253,0,0,3763,57,9825,9825,0,0,133,125,0,8,0,6,1,0.52750797828983,0.378487060185452,1,0,0
16045032,n5-6dof,N5 6-DOF graph,zero,Zero loss,native,5,30517470999,30517470999,1062147,556681,177409333,NaN,NaN,NaN,NaN,NaN,3,3,1,1,5,0.995,0,0,0,0,NaN,NaN,NaN,0,996,798,1987,1794,7176,7176,0,0,1990,4,4777,4777,0,0,8,6,0,2,0,2,1,0.486423159472949,0.48623549621698,1,0,0
16045032,n5-6dof,N5 6-DOF graph,data-erasure-5,DATA erasure 5%,data-separation,5,30517470999,30517470999,1718017,556681,177409333,NaN,NaN,NaN,NaN,NaN,3,3,1,1,5,0.995,0,0,0,0,NaN,NaN,NaN,0,996,798,1987,1794,7176,7176,0,0,1990,4,4777,4535,242,0,8,4,2,2,0,2,1,0.486423159472949,0.48623549621698,1,0,0
16045032,n5-6dof,N5 6-DOF graph,management-erasure-5,Management erasure 5%,control-loss,5,30517470999,30517470999,1386513,554703,177402522,NaN,NaN,NaN,NaN,NaN,3,3,1,1,6,0.994,0,0,0,0,NaN,NaN,NaN,0,997,795,1896,1792,7168,6823,345,0,1988,4,4772,4772,0,0,8,6,0,2,0,2,1,0.485922724123697,0.485735060867728,1,0,0
16045032,n5-6dof,N5 6-DOF graph,local-management,Local management reach,visibility-boundary,5,30517470999,30517470999,1061693,589377,137695735,NaN,NaN,NaN,NaN,NaN,3,3,0,1,NaN,0.3995,0,0,0,0,NaN,NaN,NaN,0,400,200,200,600,1600,1600,0,0,799,433,1998,1998,0,0,894,794,0,100,0,100,1,0.268733782548327,0.255222028118523,1,0,0
16045032,n5-6dof,N5 6-DOF graph,directed-grant-blackout,Directed GRANT blackout,grant-loss-witness,5,30517470999,20794332007,1160088,1042774,175959056,1,2,421,0,0,3,3,0,1,NaN,0.7955,0,0,0,0,NaN,NaN,NaN,0,1195,996,2186,2191,8764,8365,399,0,1591,162,3979,3979,0,0,324,322,0,2,0,2,1,0.46603041899093,0.46584275573496,1,0,0
16045032,n5-6dof,N5 6-DOF graph,state-loss,Local client state loss,rejoin-boundary,5,30517470999,30517470999,1062266,556657,177394327,NaN,NaN,NaN,NaN,NaN,3,3,1,1,5,0.994,0,0,0,0,NaN,NaN,2,0,996,799,1987,1795,7180,7180,0,0,1988,4,4773,4773,0,0,8,6,0,2,0,2,1,0.486110387379667,0.485922724123697,1,0,0
16045032,n5-6dof,N5 6-DOF graph,owner-reconfiguration,Owner tuple reconfiguration,lease-fence-boundary,5,30517470999,30517470999,1062269,556365,177307126,NaN,NaN,NaN,NaN,NaN,3,3,1,1,5,0.972,0,0,0,0,222,221,NaN,1,1006,813,1970,1819,7276,7276,0,0,1944,27,4677,4677,0,0,54,50,0,4,0,4,1,0.483670765052063,0.483107775284155,1,0,0
16045032,n10-ring2,N10 ring2 graph,zero,Zero loss,native,10,113363468407,113363468407,1756965,4137448,504292279,NaN,NaN,NaN,NaN,NaN,3,3,1,1,10,0.98875,0,0,0,0,NaN,NaN,NaN,0,1980,1794,5921,3774,33966,33966,0,0,3955,5,10295,10295,0,0,10,10,0,0,0,0,1,0.537010463168954,0.374507680236072,1,0,0
16045032,n10-ring2,N10 ring2 graph,data-erasure-5,DATA erasure 5%,data-separation,10,113363468407,113363468407,2412835,4137448,504292279,NaN,NaN,NaN,NaN,NaN,3,3,1,1,10,0.98875,0,0,0,0,NaN,NaN,NaN,0,1980,1794,5921,3774,33966,33966,0,0,3955,5,10295,9746,549,0,10,9,1,0,0,0,1,0.537010463168954,0.374507680236072,1,0,0
16045032,n10-ring2,N10 ring2 graph,management-erasure-5,Management erasure 5%,control-loss,10,113363468407,113363468407,2081331,4125406,504232849,NaN,NaN,NaN,NaN,NaN,3,3,1,1,11,0.988,0,0,0,0,NaN,NaN,NaN,0,1981,1786,5651,3767,33903,32226,1677,0,3952,5,10288,10288,0,0,10,10,0,0,0,0,1,0.536461583175936,0.374061715241745,1,0,0
16045032,n10-ring2,N10 ring2 graph,local-management,Local management reach,visibility-boundary,10,113363468407,113363468407,1746049,731185,382875129,NaN,NaN,NaN,NaN,NaN,3,3,0,1,NaN,0.19975,0,0,0,0,NaN,NaN,NaN,0,400,200,200,600,2400,2400,0,0,799,575,2798,2798,0,0,1301,1180,0,121,0,90,1,0.161988207939428,0.146756788133179,1,0,0
16045032,n10-ring2,N10 ring2 graph,directed-grant-blackout,Directed GRANT blackout,grant-loss-witness,10,113363468407,74545177331,1854906,4496447,501607650,1,2,421,0,0,3,3,0,1,NaN,0.889,0,0,0,0,NaN,NaN,NaN,0,2179,1989,6120,4168,37512,37113,399,0,3556,74,9497,9497,0,0,148,148,0,0,0,0,1,0.516564683429034,0.394816239977737,1,0,0
16045032,n10-ring2,N10 ring2 graph,state-loss,Local client state loss,rejoin-boundary,10,113363468407,113363468407,1757384,4137409,504265273,NaN,NaN,NaN,NaN,NaN,3,3,1,1,10,0.98825,0,0,0,0,NaN,NaN,2,0,1980,1795,5921,3775,33975,33975,0,0,3953,5,10291,10291,0,0,10,10,0,0,0,0,1,0.536838938171136,0.374541985235635,1,0,0
16045032,n10-ring2,N10 ring2 graph,owner-reconfiguration,Owner tuple reconfiguration,lease-fence-boundary,10,113363468407,113363468407,1757387,4135486,504082988,NaN,NaN,NaN,NaN,NaN,3,3,1,1,10,0.94075,0,0,0,0,222,221,NaN,5,2015,1902,5876,3917,35253,35253,0,0,3763,44,9825,9825,0,0,108,96,0,12,0,8,1,0.526170083306849,0.377354995199852,1,0,0
16045033,n5-6dof,N5 6-DOF graph,zero,Zero loss,native,5,30347681477,30347681477,1062147,556633,177409333,NaN,NaN,NaN,NaN,NaN,3,3,1,1,5,0.995,0,0,0,0,NaN,NaN,NaN,0,996,798,1987,1794,7176,7176,0,0,1990,4,4777,4777,0,0,9,9,0,0,0,0,1,0.486423159472949,0.486423159472949,1,0,0
16045033,n5-6dof,N5 6-DOF graph,data-erasure-5,DATA erasure 5%,data-separation,5,30347681477,30347681477,1718017,556633,177409333,NaN,NaN,NaN,NaN,NaN,3,3,1,1,5,0.995,0,0,0,0,NaN,NaN,NaN,0,996,798,1987,1794,7176,7176,0,0,1990,4,4777,4545,232,0,9,7,2,0,0,0,1,0.486423159472949,0.486423159472949,1,0,0
