seed,scenario,scenarioLabel,condition,conditionLabel,conditionKind,N,BASE_TRACE_HASH_EXACT,CONDITION_TRACE_HASH_EXACT,CONFIG_HASH,REALIZATION_HASH,SCHEDULE_STATE_HASH,BLACKOUT_OWNER,BLACKOUT_CLIENT,BLACKOUT_OWNER_LOCK_EXPIRY,BLACKOUT_CLIENT_GRANT_EXPIRY,BLACKOUT_CLIENT_FINAL_ACTIVE,RECONFIGURATION_TARGET_CLIENT,RECONFIGURATION_TARGET_SLOT,FINAL_ALL_CERTIFIED,FINAL_SCHEDULED_COLLISION_FREE,FIRST_ALL_CERTIFIED_FRAME,CERTIFIED_NODE_FRAME_FRACTION,FALSE_VALID_EDGE_FRAMES,OWNER_LOCK_VIOLATIONS,STALE_GRANT_ACCEPTS,FUTURE_GRANT_ACCEPTS,RECONFIGURATION_APPLIED_FRAME,RECONFIGURATION_RELEASE_FENCE,RECOVERY_FRAME,AUTOMATIC_RECOLOR_COUNT,STATUS_ATTEMPTS,GRANT_ATTEMPTS,GRANT_ENTRIES_ATTEMPTED,CONTROL_ATTEMPTS,MANAGEMENT_RECIPIENT_ATTEMPTS,MANAGEMENT_RECIPIENT_SUCCESS,MANAGEMENT_RECIPIENT_ERASURE,MANAGEMENT_RECIPIENT_COLLISION,SCHEDULED_ATTEMPTS,FALLBACK_ATTEMPTS,SCHEDULED_RECIPIENT_ATTEMPTS,SCHEDULED_RECIPIENT_SUCCESS,SCHEDULED_RECIPIENT_ERASURE,SCHEDULED_RECIPIENT_COLLISION,FALLBACK_RECIPIENT_ATTEMPTS,FALLBACK_RECIPIENT_SUCCESS,FALLBACK_RECIPIENT_ERASURE,FALLBACK_RECIPIENT_COLLISION,SCHEDULED_COLLISION_FRAMES,FALLBACK_COLLISION_FRAMES,MAX_FALLBACK_ATTEMPTS_PER_NODE_FRAME,OFFERED_UTILIZATION,CHANNEL_UTILIZATION,ACCOUNTING_CLOSES,FUTURE_RANDOM_READS,RECEIVER_TRUTH_READS
16045053,n5-6dof,N5 6-DOF graph,management-erasure-5,Management erasure 5%,control-loss,5,30508774332,30508774332,1386513,554561,177403324,NaN,NaN,NaN,NaN,NaN,3,3,1,1,5,0.994,0,0,0,0,NaN,NaN,NaN,0,997,788,1889,1785,7140,6781,359,0,1988,7,4772,4772,0,0,11,5,0,6,0,6,1,0.48604783296101,0.485484843193102,1,0,0
16045053,n5-6dof,N5 6-DOF graph,local-management,Local management reach,visibility-boundary,5,30508774332,30508774332,1061693,589525,137695735,NaN,NaN,NaN,NaN,NaN,3,3,0,1,NaN,0.3995,0,0,0,0,NaN,NaN,NaN,0,400,200,200,600,1600,1600,0,0,799,431,1998,1998,0,0,895,787,0,108,0,108,1,0.268358456036388,0.253908385326736,1,0,0
16045053,n5-6dof,N5 6-DOF graph,directed-grant-blackout,Directed GRANT blackout,grant-loss-witness,5,30508774332,20707330821,1160088,1042672,175959056,1,2,421,0,0,3,3,0,1,NaN,0.7955,0,0,0,0,NaN,NaN,NaN,0,1195,996,2186,2191,8764,8365,399,0,1591,153,3979,3979,0,0,303,297,0,6,0,6,1,0.464341449687204,0.463778459919296,1,0,0
16045053,n5-6dof,N5 6-DOF graph,state-loss,Local client state loss,rejoin-boundary,5,30508774332,30508774332,1062266,556819,177394327,NaN,NaN,NaN,NaN,NaN,3,3,1,1,5,0.994,0,0,0,0,NaN,NaN,2,0,996,799,1987,1795,7180,7180,0,0,1988,7,4773,4773,0,0,11,5,0,6,0,6,1,0.486673377147575,0.486110387379667,1,0,0
16045053,n5-6dof,N5 6-DOF graph,owner-reconfiguration,Owner tuple reconfiguration,lease-fence-boundary,5,30508774332,30508774332,1062269,556307,177307126,NaN,NaN,NaN,NaN,NaN,3,3,1,1,5,0.972,0,0,0,0,222,221,NaN,1,1006,813,1970,1819,7276,7276,0,0,1944,20,4677,4677,0,0,36,28,0,8,0,8,1,0.482357122260277,0.481606469236399,1,0,0
16045053,n10-ring2,N10 ring2 graph,zero,Zero loss,native,10,113233484236,113233484236,1756965,4137600,504292279,NaN,NaN,NaN,NaN,NaN,3,3,1,1,10,0.98875,0,0,0,0,NaN,NaN,NaN,0,1980,1794,5921,3774,33966,33966,0,0,3955,7,10295,10295,0,0,13,11,0,2,0,2,1,0.537216293166335,0.374610595234763,1,0,0
16045053,n10-ring2,N10 ring2 graph,data-erasure-5,DATA erasure 5%,data-separation,10,113233484236,113233484236,2412835,4137600,504292279,NaN,NaN,NaN,NaN,NaN,3,3,1,1,10,0.98875,0,0,0,0,NaN,NaN,NaN,0,1980,1794,5921,3774,33966,33966,0,0,3955,7,10295,9746,549,0,13,10,1,2,0,2,1,0.537216293166335,0.374610595234763,1,0,0
16045053,n10-ring2,N10 ring2 graph,management-erasure-5,Management erasure 5%,control-loss,10,113233484236,113233484236,2081331,4125193,504247842,NaN,NaN,NaN,NaN,NaN,3,3,1,1,11,0.98775,0,0,0,0,NaN,NaN,NaN,0,1981,1784,5613,3765,33885,32201,1684,0,3951,7,10285,10285,0,0,13,11,0,2,0,2,1,0.536495888175499,0.374096020241308,1,0,0
16045053,n10-ring2,N10 ring2 graph,local-management,Local management reach,visibility-boundary,10,113233484236,113233484236,1746049,733364,382875129,NaN,NaN,NaN,NaN,NaN,3,3,0,1,NaN,0.19975,0,0,0,0,NaN,NaN,NaN,0,400,200,200,600,2400,2400,0,0,799,597,2798,2798,0,0,1287,1119,0,168,0,125,1,0.164252337910627,0.145933468143652,1,0,0
16045053,n10-ring2,N10 ring2 graph,directed-grant-blackout,Directed GRANT blackout,grant-loss-witness,10,113233484236,74447464501,1854906,4496858,501607650,1,2,421,0,0,3,3,0,1,NaN,0.889,0,0,0,0,NaN,NaN,NaN,0,2179,1989,6120,4168,37512,37113,399,0,3556,83,9497,9497,0,0,165,163,0,2,0,2,1,0.517490918417252,0.395639559967264,1,0,0
16045053,n10-ring2,N10 ring2 graph,state-loss,Local client state loss,rejoin-boundary,10,113233484236,113233484236,1757384,4137561,504265273,NaN,NaN,NaN,NaN,NaN,3,3,1,1,10,0.98825,0,0,0,0,NaN,NaN,2,0,1980,1795,5921,3775,33975,33975,0,0,3953,7,10291,10291,0,0,13,11,0,2,0,2,1,0.537044768168517,0.374644900234326,1,0,0
16045053,n10-ring2,N10 ring2 graph,owner-reconfiguration,Owner tuple reconfiguration,lease-fence-boundary,10,113233484236,113233484236,1757387,4135293,504082988,NaN,NaN,NaN,NaN,NaN,3,3,1,1,10,0.94075,0,0,0,0,222,221,NaN,5,2015,1902,5876,3917,35253,35253,0,0,3763,43,9825,9825,0,0,92,86,0,6,0,4,1,0.526067168308158,0.377354995199852,1,0,0
16045054,n5-6dof,N5 6-DOF graph,zero,Zero loss,native,5,30354860734,30354860734,1062147,556655,177409333,NaN,NaN,NaN,NaN,NaN,3,3,1,1,5,0.995,0,0,0,0,NaN,NaN,NaN,0,996,798,1987,1794,7176,7176,0,0,1990,5,4777,4777,0,0,10,10,0,0,0,0,1,0.486610822728919,0.486423159472949,1,0,0
16045054,n5-6dof,N5 6-DOF graph,data-erasure-5,DATA erasure 5%,data-separation,5,30354860734,30354860734,1718017,556655,177409333,NaN,NaN,NaN,NaN,NaN,3,3,1,1,5,0.995,0,0,0,0,NaN,NaN,NaN,0,996,798,1987,1794,7176,7176,0,0,1990,5,4777,4550,227,0,10,10,0,0,0,0,1,0.486610822728919,0.486423159472949,1,0,0
16045054,n5-6dof,N5 6-DOF graph,management-erasure-5,Management erasure 5%,control-loss,5,30354860734,30354860734,1386513,554346,177385271,NaN,NaN,NaN,NaN,NaN,3,3,1,1,5,0.995,0,0,0,0,NaN,NaN,NaN,0,996,790,1892,1786,7144,6811,333,0,1990,5,4777,4777,0,0,10,10,0,0,0,0,1,0.486110387379667,0.485922724123697,1,0,0
16045054,n5-6dof,N5 6-DOF graph,local-management,Local management reach,visibility-boundary,5,30354860734,30354860734,1061693,588783,137695735,NaN,NaN,NaN,NaN,NaN,3,3,0,1,NaN,0.3995,0,0,0,0,NaN,NaN,NaN,0,400,200,200,600,1600,1600,0,0,799,430,1998,1998,0,0,910,832,0,78,0,78,1,0.268170792780418,0.255785017886431,1,0,0
16045054,n5-6dof,N5 6-DOF graph,directed-grant-blackout,Directed GRANT blackout,grant-loss-witness,5,30354860734,20682472085,1160088,1042374,175959056,1,2,421,0,0,3,3,0,1,NaN,0.7955,0,0,0,0,NaN,NaN,NaN,0,1195,996,2186,2191,8764,8365,399,0,1591,146,3979,3979,0,0,292,292,0,0,0,0,1,0.463027806895418,0.462840143639448,1,0,0
16045054,n5-6dof,N5 6-DOF graph,state-loss,Local client state loss,rejoin-boundary,5,30354860734,30354860734,1062266,556653,177394327,NaN,NaN,NaN,NaN,NaN,3,3,1,1,5,0.994,0,0,0,0,NaN,NaN,2,0,996,799,1987,1795,7180,7180,0,0,1988,6,4773,4773,0,0,12,12,0,0,0,0,1,0.486485713891606,0.486298050635636,1,0,0
16045054,n5-6dof,N5 6-DOF graph,owner-reconfiguration,Owner tuple reconfiguration,lease-fence-boundary,5,30354860734,30354860734,1062269,556229,177307126,NaN,NaN,NaN,NaN,NaN,3,3,1,1,5,0.972,0,0,0,0,222,221,NaN,1,1006,813,1970,1819,7276,7276,0,0,1944,23,4677,4677,0,0,47,45,0,2,0,2,1,0.482920112028185,0.482544785516246,1,0,0
16045054,n10-ring2,N10 ring2 graph,zero,Zero loss,native,10,113322151777,113322151777,1756965,4137559,504292279,NaN,NaN,NaN,NaN,NaN,3,3,1,1,10,0.98875,0,0,0,0,NaN,NaN,NaN,0,1980,1794,5921,3774,33966,33966,0,0,3955,8,10295,10295,0,0,15,15,0,0,0,0,1,0.537319208165026,0.374919340230835,1,0,0
16045054,n10-ring2,N10 ring2 graph,data-erasure-5,DATA erasure 5%,data-separation,10,113322151777,113322151777,2412835,4137559,504292279,NaN,NaN,NaN,NaN,NaN,3,3,1,1,10,0.98875,0,0,0,0,NaN,NaN,NaN,0,1980,1794,5921,3774,33966,33966,0,0,3955,8,10295,9720,575,0,15,15,0,0,0,0,1,0.537319208165026,0.374919340230835,1,0,0
16045054,n10-ring2,N10 ring2 graph,management-erasure-5,Management erasure 5%,control-loss,10,113322151777,113322151777,2081331,4124021,504220953,NaN,NaN,NaN,NaN,NaN,3,3,1,1,12,0.98775,0,0,0,0,NaN,NaN,NaN,0,1982,1783,5619,3765,33885,32238,1647,0,3951,9,10286,10286,0,0,16,16,0,0,0,0,1,0.536701718172881,0.37430185023869,1,0,0
16045054,n10-ring2,N10 ring2 graph,local-management,Local management reach,visibility-boundary,10,113322151777,113322151777,1746049,734020,382875129,NaN,NaN,NaN,NaN,NaN,3,3,0,1,NaN,0.19975,0,0,0,0,NaN,NaN,NaN,0,400,200,200,600,2400,2400,0,0,799,620,2798,2798,0,0,1357,1198,0,159,0,120,1,0.166619382880517,0.149020918104378,1,0,0
16045054,n10-ring2,N10 ring2 graph,directed-grant-blackout,Directed GRANT blackout,grant-loss-witness,10,113322151777,74497254646,1854906,4497409,501607650,1,2,421,0,0,3,3,0,1,NaN,0.889,0,0,0,0,NaN,NaN,NaN,0,2179,1989,6120,4168,37512,37113,399,0,3556,100,9497,9497,0,0,199,199,0,0,0,0,1,0.519240473394997,0.39759494494239,1,0,0
16045054,n10-ring2,N10 ring2 graph,state-loss,Local client state loss,rejoin-boundary,10,113322151777,113322151777,1757384,4137557,504265273,NaN,NaN,NaN,NaN,NaN,3,3,1,1,10,0.98825,0,0,0,0,NaN,NaN,2,0,1980,1795,5921,3775,33975,33975,0,0,3953,9,10291,10291,0,0,17,17,0,0,0,0,1,0.537250598165899,0.37505656022909,1,0,0
16045054,n10-ring2,N10 ring2 graph,owner-reconfiguration,Owner tuple reconfiguration,lease-fence-boundary,10,113322151777,113322151777,1757387,4135367,504082988,NaN,NaN,NaN,NaN,NaN,3,3,1,1,10,0.94075,0,0,0,0,222,221,NaN,5,2015,1902,5876,3917,35253,35253,0,0,3763,45,9825,9825,0,0,102,98,0,4,0,4,1,0.52627299830554,0.377560825197234,1,0,0
16045055,n5-6dof,N5 6-DOF graph,zero,Zero loss,native,5,30431378334,30431378334,1062147,556589,177409333,NaN,NaN,NaN,NaN,NaN,3,3,1,1,5,0.995,0,0,0,0,NaN,NaN,NaN,0,996,798,1987,1794,7176,7176,0,0,1990,2,4777,4777,0,0,4,4,0,0,0,0,1,0.48604783296101,0.48604783296101,1,0,0
16045055,n5-6dof,N5 6-DOF graph,data-erasure-5,DATA erasure 5%,data-separation,5,30431378334,30431378334,1718017,556589,177409333,NaN,NaN,NaN,NaN,NaN,3,3,1,1,5,0.995,0,0,0,0,NaN,NaN,NaN,0,996,798,1987,1794,7176,7176,0,0,1990,2,4777,4515,262,0,4,3,1,0,0,0,1,0.48604783296101,0.48604783296101,1,0,0
16045055,n5-6dof,N5 6-DOF graph,management-erasure-5,Management erasure 5%,control-loss,5,30431378334,30431378334,1386513,553794,177272596,NaN,NaN,NaN,NaN,NaN,3,3,1,1,6,0.9935,0,0,0,0,NaN,NaN,NaN,0,995,787,1891,1782,7128,6777,351,0,1987,2,4770,4770,0,0,4,4,0,0,0,0,1,0.484734190169224,0.484734190169224,1,0,0
16045055,n5-6dof,N5 6-DOF graph,local-management,Local management reach,visibility-boundary,5,30431378334,30431378334,1061693,588921,137695735,NaN,NaN,NaN,NaN,NaN,3,3,0,1,NaN,0.3995,0,0,0,0,NaN,NaN,NaN,0,400,200,200,600,1600,1600,0,0,799,421,1998,1998,0,0,905,813,0,92,0,92,1,0.266481823476693,0.253720722070767,1,0,0
16045055,n5-6dof,N5 6-DOF graph,directed-grant-blackout,Directed GRANT blackout,grant-loss-witness,5,30431378334,20790750559,1160088,1042374,175959056,1,2,421,0,0,3,3,0,1,NaN,0.7955,0,0,0,0,NaN,NaN,NaN,0,1195,996,2186,2191,8764,8365,399,0,1591,146,3979,3979,0,0,292,292,0,0,0,0,1,0.463027806895418,0.463027806895418,1,0,0
16045055,n5-6dof,N5 6-DOF graph,state-loss,Local client state loss,rejoin-boundary,5,30431378334,30431378334,1062266,556565,177394327,NaN,NaN,NaN,NaN,NaN,3,3,1,1,5,0.994,0,0,0,0,NaN,NaN,2,0,996,799,1987,1795,7180,7180,0,0,1988,2,4773,4773,0,0,4,4,0,0,0,0,1,0.485735060867728,0.485735060867728,1,0,0
16045055,n5-6dof,N5 6-DOF graph,owner-reconfiguration,Owner tuple reconfiguration,lease-fence-boundary,5,30431378334,30431378334,1062269,556055,177307126,NaN,NaN,NaN,NaN,NaN,3,3,1,1,5,0.972,0,0,0,0,222,221,NaN,1,1006,813,1970,1819,7276,7276,0,0,1944,14,4677,4677,0,0,28,24,0,4,0,3,1,0.48123114272446,0.480668152956551,1,0,0
16045055,n10-ring2,N10 ring2 graph,zero,Zero loss,native,10,113131226203,113131226203,1756965,4137596,504292279,NaN,NaN,NaN,NaN,NaN,3,3,1,1,10,0.98875,0,0,0,0,NaN,NaN,NaN,0,1980,1794,5921,3774,33966,33966,0,0,3955,9,10295,10295,0,0,18,18,0,0,0,0,1,0.537422123163717,0.374919340230835,1,0,0
16045055,n10-ring2,N10 ring2 graph,data-erasure-5,DATA erasure 5%,data-separation,10,113131226203,113131226203,2412835,4137596,504292279,NaN,NaN,NaN,NaN,NaN,3,3,1,1,10,0.98875,0,0,0,0,NaN,NaN,NaN,0,1980,1794,5921,3774,33966,33966,0,0,3955,9,10295,9778,517,0,18,17,1,0,0,0,1,0.537422123163717,0.374919340230835,1,0,0
16045055,n10-ring2,N10 ring2 graph,management-erasure-5,Management erasure 5%,control-loss,10,113131226203,113131226203,2081331,4126367,504254603,NaN,NaN,NaN,NaN,NaN,3,3,1,1,11,0.988,0,0,0,0,NaN,NaN,NaN,0,1981,1785,5643,3766,33894,32180,1714,0,3952,11,10288,10288,0,0,20,20,0,0,0,0,1,0.537044768168517,0.374644900234326,1,0,0
16045055,n10-ring2,N10 ring2 graph,local-management,Local management reach,visibility-boundary,10,113131226203,113131226203,1746049,735399,382875129,NaN,NaN,NaN,NaN,NaN,3,3,0,1,NaN,0.19975,0,0,0,0,NaN,NaN,NaN,0,400,200,200,600,2400,2400,0,0,799,652,2798,2798,0,0,1428,1263,0,165,0,125,1,0.169912662838624,0.150358813087359,1,0,0
16045055,n10-ring2,N10 ring2 graph,directed-grant-blackout,Directed GRANT blackout,grant-loss-witness,10,113131226203,74407099368,1854906,4496965,501607650,1,2,421,0,0,3,3,0,1,NaN,0.889,0,0,0,0,NaN,NaN,NaN,0,2179,1989,6120,4168,37512,37113,399,0,3556,88,9497,9497,0,0,176,176,0,0,0,0,1,0.518005493410707,0.396257049959409,1,0,0
16045055,n10-ring2,N10 ring2 graph,state-loss,Local client state loss,rejoin-boundary,10,113131226203,113131226203,1757384,4137594,504265273,NaN,NaN,NaN,NaN,NaN,3,3,1,1,10,0.98825,0,0,0,0,NaN,NaN,2,0,1980,1795,5921,3775,33975,33975,0,0,3953,10,10291,10291,0,0,20,20,0,0,0,0,1,0.53735351316459,0.37505656022909,1,0,0
16045055,n10-ring2,N10 ring2 graph,owner-reconfiguration,Owner tuple reconfiguration,lease-fence-boundary,10,113131226203,113131226203,1757387,4135782,504082988,NaN,NaN,NaN,NaN,NaN,3,3,1,1,10,0.94075,0,0,0,0,222,221,NaN,5,2015,1902,5876,3917,35253,35253,0,0,3763,52,9825,9825,0,0,125,113,0,12,0,8,1,0.526993403296376,0.377869570193307,1,0,0
16045056,n5-6dof,N5 6-DOF graph,zero,Zero loss,native,5,30362506212,30362506212,1062147,556611,177409333,NaN,NaN,NaN,NaN,NaN,3,3,1,1,5,0.995,0,0,0,0,NaN,NaN,NaN,0,996,798,1987,1794,7176,7176,0,0,1990,3,4777,4777,0,0,7,7,0,0,0,0,1,0.48623549621698,0.48623549621698,1,0,0
16045056,n5-6dof,N5 6-DOF graph,data-erasure-5,DATA erasure 5%,data-separation,5,30362506212,30362506212,1718017,556611,177409333,NaN,NaN,NaN,NaN,NaN,3,3,1,1,5,0.995,0,0,0,0,NaN,NaN,NaN,0,996,798,1987,1794,7176,7176,0,0,1990,3,4777,4532,245,0,7,7,0,0,0,0,1,0.48623549621698,0.48623549621698,1,0,0
16045056,n5-6dof,N5 6-DOF graph,management-erasure-5,Management erasure 5%,control-loss,5,30362506212,30362506212,1386513,554059,177366396,NaN,NaN,NaN,NaN,NaN,3,3,1,1,6,0.994,0,0,0,0,NaN,NaN,NaN,0,997,790,1886,1787,7148,6786,362,0,1988,3,4772,4772,0,0,7,7,0,0,0,0,1,0.485422288774445,0.485422288774445,1,0,0
16045056,n5-6dof,N5 6-DOF graph,local-management,Local management reach,visibility-boundary,5,30362506212,30362506212,1061693,590263,137695735,NaN,NaN,NaN,NaN,NaN,3,3,0,1,NaN,0.3995,0,0,0,0,NaN,NaN,NaN,0,400,200,200,600,1600,1600,0,0,799,458,1998,1998,0,0,942,828,0,114,0,114,1,0.273425363947564,0.257098660678218,1,0,0
16045056,n5-6dof,N5 6-DOF graph,directed-grant-blackout,Directed GRANT blackout,grant-loss-witness,5,30362506212,20675497683,1160088,1042356,175959056,1,2,421,0,0,3,3,0,1,NaN,0.7955,0,0,0,0,NaN,NaN,NaN,0,1195,996,2186,2191,8764,8365,399,0,1591,143,3979,3979,0,0,287,285,0,2,0,2,1,0.462464817127509,0.46227715387154,1,0,0
16045056,n5-6dof,N5 6-DOF graph,state-loss,Local client state loss,rejoin-boundary,5,30362506212,30362506212,1062266,556631,177394327,NaN,NaN,NaN,NaN,NaN,3,3,1,1,5,0.994,0,0,0,0,NaN,NaN,2,0,996,799,1987,1795,7180,7180,0,0,1988,5,4773,4773,0,0,11,11,0,0,0,0,1,0.486298050635636,0.486298050635636,1,0,0
16045056,n5-6dof,N5 6-DOF graph,owner-reconfiguration,Owner tuple reconfiguration,lease-fence-boundary,5,30362506212,30362506212,1062269,556325,177307126,NaN,NaN,NaN,NaN,NaN,3,3,1,1,5,0.972,0,0,0,0,222,221,NaN,1,1006,813,1970,1819,7276,7276,0,0,1944,23,4677,4677,0,0,44,38,0,6,0,6,1,0.482920112028185,0.482169459004307,1,0,0
16045056,n10-ring2,N10 ring2 graph,zero,Zero loss,native,10,113340369155,113340369155,1756965,4137900,504292279,NaN,NaN,NaN,NaN,NaN,3,3,1,1,10,0.98875,0,0,0,0,NaN,NaN,NaN,0,1980,1794,5921,3774,33966,33966,0,0,3955,13,10295,10295,0,0,31,23,0,8,0,4,1,0.537833783158481,0.375125170228217,1,0,0
16045056,n10-ring2,N10 ring2 graph,data-erasure-5,DATA erasure 5%,data-separation,10,113340369155,113340369155,2412835,4137900,504292279,NaN,NaN,NaN,NaN,NaN,3,3,1,1,10,0.98875,0,0,0,0,NaN,NaN,NaN,0,1980,1794,5921,3774,33966,33966,0,0,3955,13,10295,9775,520,0,31,22,1,8,0,4,1,0.537833783158481,0.375125170228217,1,0,0
16045056,n10-ring2,N10 ring2 graph,management-erasure-5,Management erasure 5%,control-loss,10,113340369155,113340369155,2081331,4123719,504079687,NaN,NaN,NaN,NaN,NaN,3,3,1,1,12,0.98625,0,0,0,0,NaN,NaN,NaN,0,1977,1776,5608,3753,33777,32118,1659,0,3945,13,10272,10272,0,0,31,23,0,8,0,4,1,0.536084228180736,0.373890190243927,1,0,0
16045056,n10-ring2,N10 ring2 graph,local-management,Local management reach,visibility-boundary,10,113340369155,113340369155,1746049,734055,382875129,NaN,NaN,NaN,NaN,NaN,3,3,0,1,NaN,0.19975,0,0,0,0,NaN,NaN,NaN,0,400,200,200,600,2400,2400,0,0,799,622,2798,2798,0,0,1355,1199,0,156,0,119,1,0.166825212877898,0.149123833103069,1,0,0
16045056,n10-ring2,N10 ring2 graph,directed-grant-blackout,Directed GRANT blackout,grant-loss-witness,10,113340369155,74687393401,1854906,4496973,501607650,1,2,421,0,0,3,3,0,1,NaN,0.889,0,0,0,0,NaN,NaN,NaN,0,2179,1989,6120,4168,37512,37113,399,0,3556,84,9497,9497,0,0,173,165,0,8,0,4,1,0.517593833415943,0.395536644968573,1,0,0
16045056,n10-ring2,N10 ring2 graph,state-loss,Local client state loss,rejoin-boundary,10,113340369155,113340369155,1757384,4137898,504265273,NaN,NaN,NaN,NaN,NaN,3,3,1,1,10,0.98825,0,0,0,0,NaN,NaN,2,0,1980,1795,5921,3775,33975,33975,0,0,3953,14,10291,10291,0,0,33,25,0,8,0,4,1,0.537765173159353,0.375262390226472,1,0,0
16045056,n10-ring2,N10 ring2 graph,owner-reconfiguration,Owner tuple reconfiguration,lease-fence-boundary,10,113340369155,113340369155,1757387,4135182,504082988,NaN,NaN,NaN,NaN,NaN,3,3,1,1,10,0.94075,0,0,0,0,222,221,NaN,5,2015,1902,5876,3917,35253,35253,0,0,3763,40,9825,9825,0,0,93,85,0,8,0,4,1,0.525758423312085,0.377149165202471,1,0,0
16045057,n5-6dof,N5 6-DOF graph,zero,Zero loss,native,5,30413079022,30413079022,1062147,556681,177409333,NaN,NaN,NaN,NaN,NaN,3,3,1,1,5,0.995,0,0,0,0,NaN,NaN,NaN,0,996,798,1987,1794,7176,7176,0,0,1990,4,4777,4777,0,0,9,7,0,2,0,2,1,0.486423159472949,0.48623549621698,1,0,0
16045057,n5-6dof,N5 6-DOF graph,data-erasure-5,DATA erasure 5%,data-separation,5,30413079022,30413079022,1718017,556681,177409333,NaN,NaN,NaN,NaN,NaN,3,3,1,1,5,0.995,0,0,0,0,NaN,NaN,NaN,0,996,798,1987,1794,7176,7176,0,0,1990,4,4777,4532,245,0,9,7,0,2,0,2,1,0.486423159472949,0.48623549621698,1,0,0
16045057,n5-6dof,N5 6-DOF graph,management-erasure-5,Management erasure 5%,control-loss,5,30413079022,30413079022,1386513,554315,177405727,NaN,NaN,NaN,NaN,NaN,3,3,1,1,6,0.9945,0,0,0,0,NaN,NaN,NaN,0,997,786,1884,1783,7132,6768,364,0,1989,5,4775,4775,0,0,11,9,0,2,0,2,1,0.485735060867728,0.485547397611758,1,0,0
16045057,n5-6dof,N5 6-DOF graph,local-management,Local management reach,visibility-boundary,5,30413079022,30413079022,1061693,589795,137695735,NaN,NaN,NaN,NaN,NaN,3,3,0,1,NaN,0.3995,0,0,0,0,NaN,NaN,NaN,0,400,200,200,600,1600,1600,0,0,799,452,1998,1998,0,0,937,837,0,100,0,100,1,0.272299384411747,0.258224640214035,1,0,0
16045057,n5-6dof,N5 6-DOF graph,directed-grant-blackout,Directed GRANT blackout,grant-loss-witness,5,30413079022,20711206877,1160088,1042224,175959056,1,2,421,0,0,3,3,0,1,NaN,0.7955,0,0,0,0,NaN,NaN,NaN,0,1195,996,2186,2191,8764,8365,399,0,1591,137,3979,3979,0,0,275,273,0,2,0,2,1,0.461338837591692,0.461151174335723,1,0,0
16045057,n5-6dof,N5 6-DOF graph,state-loss,Local client state loss,rejoin-boundary,5,30413079022,30413079022,1062266,556657,177394327,NaN,NaN,NaN,NaN,NaN,3,3,1,1,5,0.994,0,0,0,0,NaN,NaN,2,0,996,799,1987,1795,7180,7180,0,0,1988,4,4773,4773,0,0,9,7,0,2,0,2,1,0.486110387379667,0.485922724123697,1,0,0
16045057,n5-6dof,N5 6-DOF graph,owner-reconfiguration,Owner tuple reconfiguration,lease-fence-boundary,5,30413079022,30413079022,1062269,556391,177307126,NaN,NaN,NaN,NaN,NaN,3,3,1,1,5,0.972,0,0,0,0,222,221,NaN,1,1006,813,1970,1819,7276,7276,0,0,1944,26,4677,4677,0,0,52,46,0,6,0,6,1,0.483483101796094,0.482732448772216,1,0,0
16045057,n10-ring2,N10 ring2 graph,zero,Zero loss,native,10,113095437940,113095437940,1756965,4137789,504292279,NaN,NaN,NaN,NaN,NaN,3,3,1,1,10,0.98875,0,0,0,0,NaN,NaN,NaN,0,1980,1794,5921,3774,33966,33966,0,0,3955,10,10295,10295,0,0,22,16,0,6,0,4,1,0.537525038162408,0.374919340230835,1,0,0
16045057,n10-ring2,N10 ring2 graph,data-erasure-5,DATA erasure 5%,data-separation,10,113095437940,113095437940,2412835,4137789,504292279,NaN,NaN,NaN,NaN,NaN,3,3,1,1,10,0.98875,0,0,0,0,NaN,NaN,NaN,0,1980,1794,5921,3774,33966,33966,0,0,3955,10,10295,9784,511,0,22,14,2,6,0,4,1,0.537525038162408,0.374919340230835,1,0,0
16045057,n10-ring2,N10 ring2 graph,management-erasure-5,Management erasure 5%,control-loss,10,113095437940,113095437940,2081331,4125184,504262222,NaN,NaN,NaN,NaN,NaN,3,3,1,1,12,0.988,0,0,0,0,NaN,NaN,NaN,0,1982,1785,5591,3767,33903,32194,1709,0,3952,11,10289,10289,0,0,24,18,0,6,0,4,1,0.537079073168081,0.374576290235199,1,0,0
16045057,n10-ring2,N10 ring2 graph,local-management,Local management reach,visibility-boundary,10,113095437940,113095437940,1746049,733660,382875129,NaN,NaN,NaN,NaN,NaN,3,3,0,1,NaN,0.19975,0,0,0,0,NaN,NaN,NaN,0,400,200,200,600,2400,2400,0,0,799,605,2798,2798,0,0,1348,1172,0,176,0,125,1,0.165075657900154,0.148712173108306,1,0,0
16045057,n10-ring2,N10 ring2 graph,directed-grant-blackout,Directed GRANT blackout,grant-loss-witness,10,113095437940,74468445269,1854906,4497454,501607650,1,2,421,0,0,3,3,0,1,NaN,0.889,0,0,0,0,NaN,NaN,NaN,0,2179,1989,6120,4168,37512,37113,399,0,3556,97,9497,9497,0,0,196,190,0,6,0,4,1,0.518931728398924,0.397080369948936,1,0,0
