arm,kind,fault,seed,traceHash,decisionStateHash,finalDecisionStateHash,decisionStateMaxDifference,geometryHash,selectorHash,kernelTraceHash,kernelStateHash,scheduleHash,prefixScheduleHash,probePrefixScheduleHash,prefixStateExact,graphAdmissible,changedSenderEdges,nonincidentSenderEdges,affectedCount,changedSlotCount,candidateProper,prepareBytes,maxResponseBytes,protectedSlotFree,barrierClosed,motionAuthorized,graphActivationFrame,commitReady,allReactivated,reactivatedCount,finalSuppressedCount,prepareBudgetExhausted,commitBudgetExhausted,motionStartSec,motionLatencySec,motionGateExact,capsuleMaximumRatio,capsuleBoundSatisfied,criticalCapsuleMaximumRatio,criticalCapsuleBoundSatisfied,criticalCapsulePairChecks,criticalRadialMaximumRatio,criticalRadialBoundSatisfied,minimumOmittedEdgeMargin,radialConstructionPremise,radialTheoremCertified,maxCommandPairDeviation,maxLeaderPairDeviation,maxOtherPairDeviation,actualPhysicalSubset,actualSenderSubset,actualSubsetCheckSamples,emergencyEnabled,emergencyParallelMode,emergencyMappingExact,emergencySuppressedDemand,emergencyOpportunities,emergencyMinimumNodeOpportunities,emergencyMaximumNodeOpportunities,emergencyRecipientSuccess,emergencyRecipientErasure,emergencyRecipientCollision,kernelCollisionFrames,expectedCollisionRecipients,observedCollisionFrames,dataOutcomeMismatches,dataSkippedNoQueue,crossPlaneOverlaps,expectedDataSuccess,observedDataSuccess,expectedDataErasure,observedDataErasure,controlAttempts,expectedControlAttempts,controlBytes,controlAirtime,expectedControlAirtime,clockConflictFree,clockResidual,futureRandomReads,receiverTruthReads,RMSE,MISSION_RMSE,MINSEP,SAFEFAIL,DIVERGED,DATA_AIRTIME,MANAGEMENT_AIRTIME,TOTAL_COST
closure-response-blackout-emergency,closure,response-blackout,16094225,992331,12231241,12231241,0,1775237,610566,18432716796,50759416,656766466,303336446,303336446,1,1,3,1,4,1,1,48,56,1,1,1,30,0,0,0,4,0,0,6.23488910884435,0.234889108844352,1,0.981876514052617,1,0.981876514052617,1,9290,0.681284255927285,1,0.187066661483273,1,1,0.111745970484038,0.193007471551415,0.108006416545788,1,1,226,1,1,1,80,80,20,20,132,28,0,0,0,0,0,0,0,1013,1013,235,235,187,187,7464,0.238848,0.238848,1,8.88178419700125e-16,0,0,0.135510686097748,0.133732373629675,1.0322814464991,0,0,1.47455999999999,0.238848,0.163181714285713
closure-response-blackout-no-emergency,closure,response-blackout,16094225,992331,12231241,12231241,0,1775237,610566,18432716796,50759416,484972899,303336446,303336446,1,1,3,1,4,1,1,48,56,1,1,1,30,0,0,0,4,0,0,6.23488910884435,0.234889108844352,1,4.6347072169042,0,4.6347072169042,0,9290,3.36886487072704,0,0.0644109986835029,1,0,0.288090628336235,0.55590830650184,0.509817793859462,1,1,226,0,0,1,80,0,0,0,0,0,0,0,0,0,0,0,0,881,881,207,207,187,187,7464,0.238848,0.238848,1,8.88178419700125e-16,0,0,0.259931398545394,0.269441321317728,0.665781349779966,0,0,1.22879999999999,0.238848,0.139775999999999
closure-prepare-blackout-emergency,closure,prepare-blackout,16094225,992331,12231241,12231241,0,1775237,610566,18656986268,49758713,657290066,303336446,303336446,1,1,3,1,4,1,1,48,56,1,0,0,NaN,0,0,0,3,1,0,NaN,NaN,1,0.9813340248154,1,0.9813340248154,1,9718,0.68127902113724,1,0.155368109987618,1,1,0.0978982480102742,0.192871401012213,0.107946742729694,1,1,226,1,1,1,60,60,0,20,104,16,0,0,0,0,0,0,0,1012,1012,236,236,22,22,720,0.02304,0.02304,1,1.11022302462516e-16,0,0,0.131984662437902,0.141934563435878,1.05328330784277,0,0,1.47455999999999,0.02304,0.14262857142857
closure-commit-blackout-emergency,closure,commit-blackout,16094225,992331,12231241,12231241,0,1775237,610566,18611953609,51841438,656841806,303336446,303336446,1,1,3,1,4,1,1,48,56,1,1,1,30,1,0,1,3,0,1,6.23488910884435,0.234889108844352,1,0.980265203920274,1,0.980265203920274,1,9290,0.68130192401405,1,0.187066661483273,1,1,0.112860450552689,0.192833844279972,0.10782917243123,1,1,226,1,1,1,65,65,5,20,106,24,0,0,0,0,0,0,0,1009,1009,239,239,111,111,3750,0.12,0.12,1,8.88178419700125e-16,0,0,0.136001468886842,0.134285532394056,1.03304619349798,0,0,1.47455999999999,0.12,0.151862857142856
periodic-iid20,periodic,none,16094226,1456481,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.097947604617209,0.0945428388845288,1.06219494685215,0,0,2.70028799999998,0,0.257170285714283
closure-iid20-emergency,closure,none,16094226,1456481,14730954,14730954,0,1972473,610566,18633120113,50787947,656500806,303339246,303339246,1,1,3,1,4,1,1,48,56,1,1,1,33,1,1,4,0,0,0,6.87987763734549,0.879877637345492,1,0.93682990202231,1,0.93682990202231,1,9354,0.759731631651876,1,0.173995207148715,1,1,0.11448372230565,0.190226689222925,0.103051289222454,1,1,226,1,1,1,35,35,7,10,55,15,0,0,0,0,0,0,0,994,994,254,254,117,117,4112,0.131584,0.131584,1,4.44089209850063e-16,0,0,0.145229257662085,0.146402144760399,1.02667877228565,0,0,1.47455999999999,0.131584,0.152966095238094
closure-response-blackout-emergency,closure,response-blackout,16094226,1456481,14730954,14730954,0,1972473,610566,18385723621,50510092,656424645,303339246,303339246,1,1,3,1,4,1,1,48,56,1,1,1,33,0,0,0,4,0,0,6.87987763734549,0.879877637345492,1,0.956332374325459,1,0.956332374325459,1,9354,0.758166622542379,1,0.171975114901582,1,1,0.115482602838883,0.189747095236318,0.105196561175801,1,1,226,1,1,1,78,78,18,20,130,26,0,0,0,0,0,0,0,994,994,254,254,193,193,7690,0.24608,0.24608,1,4.44089209850063e-16,0,0,0.144734497819395,0.145857459785114,1.02589447908607,0,0,1.47455999999999,0.24608,0.163870476190475
closure-response-blackout-no-emergency,closure,response-blackout,16094226,1456481,14730954,14730954,0,1972473,610566,18385723621,50510092,487780598,303339246,303339246,1,1,3,1,4,1,1,48,56,1,1,1,33,0,0,0,4,0,0,6.87987763734549,0.879877637345492,1,4.18058368912151,0,4.18058368912151,0,9354,2.963564499525,0,0.0588222920441424,1,0,0.266773672023762,0.526822303036839,0.459864205803367,1,1,226,0,0,1,78,0,0,0,0,0,0,0,0,0,0,0,0,864,864,228,228,193,193,7690,0.24608,0.24608,1,4.44089209850063e-16,0,0,0.247291537266818,0.257275357078715,0.672438138102292,0,0,1.23494399999999,0.24608,0.141049904761904
closure-prepare-blackout-emergency,closure,prepare-blackout,16094226,1456481,14730954,14730954,0,1972473,610566,18604549259,49473204,656846229,303339246,303339246,1,1,3,1,4,1,1,48,56,1,0,0,NaN,0,0,0,3,1,0,NaN,NaN,1,0.947776177070883,1,0.947776177070883,1,9718,0.758140670943453,1,0.141929091433229,1,1,0.0979333312583687,0.19007879575148,0.104255379477797,1,1,226,1,1,1,58,58,0,20,97,19,0,0,0,0,0,0,0,992,992,256,256,19,19,648,0.020736,0.020736,1,4.44089209850063e-16,0,0,0.141924772605938,0.151903633395422,1.06155817611213,0,0,1.47455999999999,0.020736,0.142409142857142
closure-commit-blackout-emergency,closure,commit-blackout,16094226,1456481,14730954,14730954,0,1972473,610566,18564097955,51260026,656538473,303339246,303339246,1,1,3,1,4,1,1,48,56,1,1,1,33,1,0,1,3,0,1,6.87987763734549,0.879877637345492,1,0.967068175843303,1,0.967068175843303,1,9354,0.758165766809427,1,0.171121363297756,1,1,0.115733110503163,0.189742847758741,0.106377499342763,1,1,226,1,1,1,67,67,9,20,112,22,0,0,0,0,0,0,0,996,996,252,252,121,121,4224,0.135168,0.135168,1,4.44089209850063e-16,0,0,0.144607981136835,0.145717565517156,1.02454576658939,0,0,1.47455999999999,0.135168,0.153307428571428
periodic-iid20,periodic,none,16094227,897077,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0977135220140229,0.0948894665495292,1.06094170762414,0,0,2.70028799999998,0,0.257170285714283
closure-iid20-emergency,closure,none,16094227,897077,14627185,14627185,0,1746212,610566,18735411442,50887600,656862484,303381246,303381246,1,1,3,1,4,1,1,48,56,1,1,1,31,1,1,4,0,0,0,6.4498852850114,0.449885285011399,1,0.961891137428056,1,0.961891137428056,1,9312,0.760452723055093,1,0.184463824218139,1,1,0.12045764882829,0.201997138859892,0.100526412600439,1,1,226,1,1,1,32,32,8,8,56,8,0,0,0,0,0,0,0,1004,1004,244,244,120,120,4392,0.140544,0.140544,1,1.11022302462516e-16,0,0,0.143462078003551,0.1412707168182,1.05055338415383,0,0,1.47455999999999,0.140544,0.153819428571428
closure-response-blackout-emergency,closure,response-blackout,16094227,897077,14627185,14627185,0,1746212,610566,18488014950,51068488,657062873,303381246,303381246,1,1,3,1,4,1,1,48,56,1,1,1,31,0,0,0,4,0,0,6.4498852850114,0.449885285011399,1,0.961601447174477,1,0.961601447174477,1,9312,0.762590397044243,1,0.184463824218139,1,1,0.121184331737391,0.20193630390664,0.0994794761221537,1,1,226,1,1,1,79,79,19,20,131,27,0,0,0,0,0,0,0,1003,1003,245,245,190,190,7550,0.2416,0.2416,1,1.11022302462516e-16,0,0,0.143142197813327,0.140910369130795,1.05161866922822,0,0,1.47455999999999,0.2416,0.163443809523809
closure-response-blackout-no-emergency,closure,response-blackout,16094227,897077,14627185,14627185,0,1746212,610566,18488014950,51068488,486158383,303381246,303381246,1,1,3,1,4,1,1,48,56,1,1,1,31,0,0,0,4,0,0,6.4498852850114,0.449885285011399,1,4.67486820004627,0,4.67486820004627,0,9312,3.40243444504409,0,0.0624128519339624,1,0,0.278182880371838,0.536086009157238,0.51423550200509,1,1,226,0,0,1,79,0,0,0,0,0,0,0,0,0,0,0,0,872,872,218,218,190,190,7550,0.2416,0.2416,1,1.11022302462516e-16,0,0,0.253874109001469,0.262264419906552,0.670115641632933,0,0,1.23187199999999,0.2416,0.140330666666666
closure-prepare-blackout-emergency,closure,prepare-blackout,16094227,897077,14627185,14627185,0,1746212,610566,18713408928,49754237,657260528,303381246,303381246,1,1,3,1,4,1,1,48,56,1,0,0,NaN,0,0,0,3,1,0,NaN,NaN,1,0.963508839008677,1,0.963508839008677,1,9718,0.762624464452869,1,0.164066116807783,1,1,0.11380016046693,0.202336856191822,0.0997945839127209,1,1,226,1,1,1,59,59,0,20,98,20,0,0,0,0,0,0,0,1004,1004,244,244,22,22,720,0.02304,0.02304,1,1.11022302462516e-16,0,0,0.139694316928559,0.147764181037954,1.05456115998085,0,0,1.47455999999999,0.02304,0.14262857142857
closure-commit-blackout-emergency,closure,commit-blackout,16094227,897077,14627185,14627185,0,1746212,610566,18664757011,51364980,656465142,303381246,303381246,1,1,3,1,4,1,1,48,56,1,1,1,31,1,0,1,3,0,1,6.4498852850114,0.449885285011399,1,0.961555239657548,1,0.961555239657548,1,9312,0.762582799062208,1,0.184463824218139,1,1,0.120967730829375,0.201926600328085,0.0992155414364376,1,1,226,1,1,1,67,67,8,20,115,19,0,0,0,0,0,0,0,1006,1006,242,242,124,124,4504,0.144128,0.144128,1,1.11022302462516e-16,0,0,0.142281840355859,0.139939168589467,1.05626277455904,0,0,1.47455999999999,0.144128,0.154160761904761
periodic-iid20,periodic,none,16094228,1906509,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.101872137887063,0.0990398587418119,1.05244146508802,0,0,2.70028799999998,0,0.257170285714283
closure-iid20-emergency,closure,none,16094228,1906509,10286888,10286888,0,914739,610566,18743210411,50113943,656858243,303442846,303442846,1,1,3,1,4,1,1,48,56,1,1,1,43,1,0,2,2,0,0,9.02983939901596,3.02983939901596,1,1.22073468387215,0,1.22073468387215,0,9570,0.796572782115101,1,0.159986920085321,1,1,0.171151869261112,0.236768464833981,0.134280815225936,1,1,226,1,1,1,76,76,18,20,127,25,0,0,0,0,0,0,0,965,965,283,283,77,77,2998,0.0959359999999999,0.095936,1,4.44089209850063e-16,0,0,0.145582924463699,0.150848291277795,1.06441736531318,0,0,1.47455999999999,0.0959359999999999,0.149571047619047
closure-response-blackout-emergency,closure,response-blackout,16094228,1906509,10286888,10286888,0,914739,610566,18495813919,50062158,656512315,303442846,303442846,1,1,3,1,4,1,1,48,56,1,1,1,43,0,0,0,4,0,0,9.02983939901596,3.02983939901596,1,1.22073468387215,0,1.22073468387215,0,9570,0.796572782115101,1,0.159986920085321,1,1,0.171151869261112,0.236768464833981,0.134280815225936,1,1,226,1,1,1,78,78,19,20,130,26,0,0,0,0,0,0,0,965,965,283,283,98,98,3902,0.124864,0.124864,1,4.44089209850063e-16,0,0,0.145583193223606,0.150848579348964,1.06587925312505,0,0,1.47455999999999,0.124864,0.152326095238094
closure-response-blackout-no-emergency,closure,response-blackout,16094228,1906509,10286888,10286888,0,914739,610566,18495813919,50062158,487817697,303442846,303442846,1,1,3,1,4,1,1,48,56,1,1,1,43,0,0,0,4,0,0,9.02983939901596,3.02983939901596,1,4.5265600384352,0,4.5265600384352,0,9570,3.39557867116121,0,0.0610299838223178,1,0,0.289921708877322,0.545220239008357,0.497921604227872,1,1,226,0,0,1,78,0,0,0,0,0,0,0,0,0,0,0,0,835,835,257,257,98,98,3902,0.124864,0.124864,1,4.44089209850063e-16,0,0,0.261923749234235,0.278458788193057,0.675572558132169,0,0,1.23494399999999,0.124864,0.129505523809523
closure-prepare-blackout-emergency,closure,prepare-blackout,16094228,1906509,10286888,10286888,0,914739,610566,18718287188,49394133,656969985,303442846,303442846,1,1,3,1,4,1,1,48,56,1,0,0,NaN,0,0,0,3,1,0,NaN,NaN,1,1.22110772207611,0,1.22110772207611,0,9718,0.796550169229145,1,0.155482828442463,1,1,0.128067480940836,0.236768010571648,0.134321849428372,1,1,226,1,1,1,59,59,0,20,97,21,0,0,0,0,0,0,0,966,966,282,282,18,18,624,0.019968,0.019968,1,4.44089209850063e-16,0,0,0.144796100059843,0.151616516804699,1.067469204381,0,0,1.47455999999999,0.019968,0.142335999999999
closure-commit-blackout-emergency,closure,commit-blackout,16094228,1906509,10286888,10286888,0,914739,610566,18674515493,50114423,656376203,303442846,303442846,1,1,3,1,4,1,1,48,56,1,1,1,43,1,0,1,3,0,0,9.02983939901596,3.02983939901596,1,1.22073468387215,0,1.22073468387215,0,9570,0.796572782115101,1,0.159986920085321,1,1,0.171151869261112,0.236768464833981,0.134280815225936,1,1,226,1,1,1,77,77,19,20,128,26,0,0,0,0,0,0,0,964,964,284,284,77,77,2998,0.0959359999999999,0.095936,1,4.44089209850063e-16,0,0,0.145585539285142,0.150851093981773,1.06441736531318,0,0,1.47455999999999,0.0959359999999999,0.149571047619047
periodic-iid20,periodic,none,16094229,1049609,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.101452889885846,0.0972952646408691,1.06228085731114,0,0,2.70028799999998,0,0.257170285714283
closure-iid20-emergency,closure,none,16094229,1049609,14425778,14425778,0,1705677,610566,18782365202,51201379,655874791,303353246,303353246,1,1,3,1,4,1,1,48,56,1,1,1,33,1,1,4,0,0,0,6.87987763734549,0.879877637345492,1,0.848052504142743,1,0.848052504142743,1,9354,0.681866261756662,1,0.179803331979647,1,1,0.109656813700415,0.178091025869976,0.0932070466190809,1,1,226,1,1,1,32,32,7,9,51,13,0,0,0,0,0,0,0,1002,1002,246,246,118,118,3938,0.126016,0.126016,1,8.88178419700125e-16,0,0,0.136461502249806,0.13845183091929,1.03090314110149,0,0,1.47455999999999,0.126016,0.152435809523809
closure-response-blackout-emergency,closure,response-blackout,16094229,1049609,14425778,14425778,0,1705677,610566,18534968710,50582044,656307767,303353246,303353246,1,1,3,1,4,1,1,48,56,1,1,1,33,0,0,0,4,0,0,6.87987763734549,0.879877637345492,1,0.838644075461554,1,0.838644075461554,1,9354,0.690741186344015,1,0.179803331979647,1,1,0.115604800621387,0.176115255846926,0.0906730501210271,1,1,226,1,1,1,79,79,19,20,128,30,0,0,0,0,0,0,0,1004,1004,244,244,195,195,7706,0.246592,0.246592,1,8.88178419700125e-16,0,0,0.136459873848831,0.13846108231926,1.03860442337473,0,0,1.47455999999999,0.246592,0.163919238095237
closure-response-blackout-no-emergency,closure,response-blackout,16094229,1049609,14425778,14425778,0,1705677,610566,18534968710,50582044,485109514,303353246,303353246,1,1,3,1,4,1,1,48,56,1,1,1,33,0,0,0,4,0,0,6.87987763734549,0.879877637345492,1,4.58409075992187,0,4.58409075992187,0,9354,3.32390644816394,0,0.0773208799341651,1,0,0.306971650715887,0.551763452862796,0.504249983591406,1,1,226,0,0,1,79,0,0,0,0,0,0,0,0,0,0,0,0,876,876,214,214,195,195,7706,0.246592,0.246592,1,8.88178419700125e-16,0,0,0.245554318420296,0.256163279867903,0.665892643694263,0,0,1.23187199999999,0.246592,0.140806095238095
closure-prepare-blackout-emergency,closure,prepare-blackout,16094229,1049609,14425778,14425778,0,1705677,610566,18756683693,49758713,655972267,303353246,303353246,1,1,3,1,4,1,1,48,56,1,0,0,NaN,0,0,0,3,1,0,NaN,NaN,1,0.839114681711949,1,0.839114681711949,1,9718,0.690730763464608,1,0.143223142387238,1,1,0.0893270101165244,0.176214083159509,0.090768007500193,1,1,226,1,1,1,60,60,0,20,101,19,0,0,0,0,0,0,0,1009,1009,239,239,22,22,720,0.02304,0.02304,1,1.11022302462516e-16,0,0,0.131931941908399,0.142582301189923,1.07279689899077,0,0,1.47455999999999,0.02304,0.14262857142857
closure-commit-blackout-emergency,closure,commit-blackout,16094229,1049609,14425778,14425778,0,1705677,610566,18709018898,51678759,656055999,303353246,303353246,1,1,3,1,4,1,1,48,56,1,1,1,33,1,0,1,3,0,1,6.87987763734549,0.879877637345492,1,0.838618539513838,1,0.838618539513838,1,9354,0.69074303075523,1,0.179803331979647,1,1,0.115581878267334,0.176109893297906,0.0906678870145736,1,1,226,1,1,1,67,67,8,20,107,27,0,0,0,0,0,0,0,1004,1004,244,244,122,122,4050,0.1296,0.1296,1,8.88178419700125e-16,0,0,0.136531155875284,0.138539144967706,1.03851076647091,0,0,1.47455999999999,0.1296,0.152777142857142
periodic-iid20,periodic,none,16094230,1820466,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.100384739552541,0.0966504598721671,1.07083297846368,0,0,2.70028799999998,0,0.257170285714283
closure-iid20-emergency,closure,none,16094230,1820466,14494363,14494363,0,733781,610566,18729690914,51381362,656254728,303358846,303358846,1,1,3,1,4,1,1,48,56,1,1,1,31,1,1,4,0,0,0,6.4498852850114,0.449885285011399,1,0.932900150914663,1,0.932900150914663,1,9312,0.821704719170729,1,0.183003280862116,1,1,0.11124891431809,0.195909031692079,0.0763345593773723,1,1,226,1,1,1,31,31,7,9,52,10,0,0,0,0,0,0,0,1008,1008,240,240,113,113,3946,0.126272,0.126272,1,1.11022302462516e-16,0,0,0.140297453472641,0.138282942760827,1.022431523543,0,0,1.47455999999999,0.126272,0.152460190476189
closure-response-blackout-emergency,closure,response-blackout,16094230,1820466,14494363,14494363,0,733781,610566,18482294422,51099742,657005269,303358846,303358846,1,1,3,1,4,1,1,48,56,1,1,1,31,0,0,0,4,0,0,6.4498852850114,0.449885285011399,1,0.933625406528632,1,0.933625406528632,1,9312,0.815420640366834,1,0.188434963780645,1,1,0.113323742802714,0.196061335371013,0.0770785491155314,1,1,226,1,1,1,80,80,20,20,126,34,0,0,0,0,0,0,0,1004,1004,244,244,190,190,7558,0.241856,0.241856,1,1.11022302462516e-16,0,0,0.140673338834149,0.138707779120858,1.0236467575702,0,0,1.47455999999999,0.241856,0.163468190476189
closure-response-blackout-no-emergency,closure,response-blackout,16094230,1820466,14494363,14494363,0,733781,610566,18482294422,51099742,483441475,303358846,303358846,1,1,3,1,4,1,1,48,56,1,1,1,31,0,0,0,4,0,0,6.4498852850114,0.449885285011399,1,4.6124161456029,0,4.6124161456029,0,9312,3.48621207999321,0,0.0678172115835971,1,0,0.306234848598587,0.544582209573605,0.507365776016319,1,1,226,0,0,1,80,0,0,0,0,0,0,0,0,0,0,0,0,878,878,210,210,190,190,7558,0.241856,0.241856,1,1.11022302462516e-16,0,0,0.251728244860251,0.260260060727254,0.668184964183065,0,0,1.22879999999999,0.241856,0.140062476190475
closure-prepare-blackout-emergency,closure,prepare-blackout,16094230,1820466,14494363,14494363,0,733781,610566,18704364627,49758713,656585711,303358846,303358846,1,1,3,1,4,1,1,48,56,1,0,0,NaN,0,0,0,3,1,0,NaN,NaN,1,0.934099986733418,1,0.934099986733418,1,9718,0.815527433947511,1,0.13859109051388,1,1,0.102509526143379,0.196160997214018,0.0771924480612083,1,1,226,1,1,1,60,60,0,20,92,28,0,0,0,0,0,0,0,1004,1004,244,244,22,22,720,0.02304,0.02304,1,1.11022302462516e-16,0,0,0.137490047170184,0.145461372744506,1.06226350139502,0,0,1.47455999999999,0.02304,0.14262857142857
closure-commit-blackout-emergency,closure,commit-blackout,16094230,1820466,14494363,14494363,0,733781,610566,18658209818,51762449,656147615,303358846,303358846,1,1,3,1,4,1,1,48,56,1,1,1,31,1,0,1,3,0,1,6.4498852850114,0.449885285011399,1,0.933703872824028,1,0.933703872824028,1,9312,0.815392892423955,1,0.184031077668661,1,1,0.111252374922092,0.196077813293046,0.0770131821810634,1,1,226,1,1,1,67,67,7,20,108,26,0,0,0,0,0,0,0,1005,1005,243,243,116,116,4030,0.12896,0.12896,1,1.11022302462516e-16,0,0,0.139617365294695,0.137516630097271,1.01927178653609,0,0,1.47455999999999,0.12896,0.152716190476189
periodic-iid20,periodic,none,16094231,1257286,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.100008275306175,0.0965754619533356,1.06342743577707,0,0,2.70028799999998,0,0.257170285714283
closure-iid20-emergency,closure,none,16094231,1257286,13214467,13214467,0,1762021,591631,18746657054,47847385,657144226,303358846,303358846,1,1,1,1,3,1,1,44,56,1,1,1,30,1,1,3,0,0,0,6.23488910884435,0.234889108844352,1,1.0588196447519,0,1.0588196447519,0,9278,0.83315388957505,1,0.182754981103379,1,1,0.139597769349604,0.217251216775898,0.116470160922708,1,1,226,1,1,1,18,18,6,6,32,4,0,0,0,0,0,0,0,1000,1000,248,248,118,118,3874,0.123968,0.123968,1,8.88178419700125e-16,0,0,0.145921865236072,0.142391955585313,1.02681600180523,0,0,1.47455999999999,0.123968,0.152240761904761
closure-response-blackout-emergency,closure,response-blackout,16094231,1257286,13214467,13214467,0,1762021,591631,18498966854,47277039,657146825,303358846,303358846,1,1,1,1,3,1,1,44,56,1,1,1,30,0,0,0,3,0,0,6.23488910884435,0.234889108844352,1,1.06826112525694,0,1.06826112525694,0,9278,0.834040436614886,1,0.182754981103379,1,1,0.137271969156436,0.217199767046608,0.117508723778263,1,1,226,1,1,1,60,60,20,20,98,22,0,0,0,0,0,0,0,997,997,251,251,189,189,6920,0.22144,0.22144,1,8.88178419700125e-16,0,0,0.145563314155849,0.141982898244696,1.03597449081897,0,0,1.47455999999999,0.22144,0.161523809523809
closure-response-blackout-no-emergency,closure,response-blackout,16094231,1257286,13214467,13214467,0,1762021,591631,18498966854,47277039,520375894,303358846,303358846,1,1,1,1,3,1,1,44,56,1,1,1,30,0,0,0,3,0,0,6.23488910884435,0.234889108844352,1,4.00041837066132,0,4.00041837066132,0,9278,2.91327421201554,0,0.0803556448672165,1,0,0.255082791069455,0.498833104831647,0.440046020772745,1,1,226,0,0,1,60,0,0,0,0,0,0,0,0,0,0,0,0,899,899,229,229,189,189,6920,0.22144,0.22144,1,8.88178419700125e-16,0,0,0.232911756086417,0.23857149272292,0.694472778120812,0,0,1.29023999999999,0.22144,0.143969523809523
closure-prepare-blackout-emergency,closure,prepare-blackout,16094231,1257286,13214467,13214467,0,1762021,591631,18719683699,46338620,656739351,303358846,303358846,1,1,1,1,3,1,1,44,56,1,0,0,NaN,0,0,0,2,1,0,NaN,NaN,1,1.05902477739982,0,1.05902477739982,0,9492,0.834143226302224,1,0.150765529237317,1,1,0.124252287954923,0.217100607912579,0.11649272551398,1,1,226,1,1,1,40,40,0,20,65,15,0,0,0,0,0,0,0,996,996,252,252,15,15,520,0.01664,0.01664,1,1.11022302462516e-16,0,0,0.142916259261276,0.150281383009384,1.06281796541488,0,0,1.47455999999999,0.01664,0.142019047619047
