arm,kind,fault,seed,traceHash,decisionStateHash,finalDecisionStateHash,decisionStateMaxDifference,geometryHash,selectorHash,kernelTraceHash,kernelStateHash,scheduleHash,prefixScheduleHash,probePrefixScheduleHash,prefixStateExact,graphAdmissible,changedSenderEdges,nonincidentSenderEdges,affectedCount,changedSlotCount,candidateProper,prepareBytes,maxResponseBytes,protectedSlotFree,barrierClosed,motionAuthorized,graphActivationFrame,commitReady,allReactivated,reactivatedCount,finalSuppressedCount,prepareBudgetExhausted,commitBudgetExhausted,motionStartSec,motionLatencySec,motionGateExact,capsuleMaximumRatio,capsuleBoundSatisfied,criticalCapsuleMaximumRatio,criticalCapsuleBoundSatisfied,criticalCapsulePairChecks,criticalRadialMaximumRatio,criticalRadialBoundSatisfied,minimumOmittedEdgeMargin,radialConstructionPremise,radialTheoremCertified,maxCommandPairDeviation,maxLeaderPairDeviation,maxOtherPairDeviation,actualPhysicalSubset,actualSenderSubset,actualSubsetCheckSamples,emergencyEnabled,emergencyParallelMode,emergencyMappingExact,emergencySuppressedDemand,emergencyOpportunities,emergencyMinimumNodeOpportunities,emergencyMaximumNodeOpportunities,emergencyRecipientSuccess,emergencyRecipientErasure,emergencyRecipientCollision,kernelCollisionFrames,expectedCollisionRecipients,observedCollisionFrames,dataOutcomeMismatches,dataSkippedNoQueue,crossPlaneOverlaps,expectedDataSuccess,observedDataSuccess,expectedDataErasure,observedDataErasure,controlAttempts,expectedControlAttempts,controlBytes,controlAirtime,expectedControlAirtime,clockConflictFree,clockResidual,futureRandomReads,receiverTruthReads,RMSE,MISSION_RMSE,MINSEP,SAFEFAIL,DIVERGED,DATA_AIRTIME,MANAGEMENT_AIRTIME,TOTAL_COST
closure-response-blackout-emergency,closure,response-blackout,16094212,964512,15085702,15085702,0,1694107,610566,18496021554,50780112,657546326,303356046,303356046,1,1,3,1,4,1,1,48,56,1,1,1,33,0,0,0,4,0,0,6.87987763734549,0.879877637345492,1,0.946074076985814,1,0.946074076985814,1,9354,0.671251923447269,1,0.182676001685073,1,1,0.138976268780422,0.190548218787966,0.10406814846844,1,1,226,1,1,1,80,80,20,20,122,38,0,0,0,0,0,0,0,999,999,249,249,196,196,7760,0.24832,0.24832,1,4.44089209850063e-16,0,0,0.139059700924632,0.140168879194312,1.03935116673868,0,0,1.47455999999999,0.24832,0.164083809523809
closure-response-blackout-no-emergency,closure,response-blackout,16094212,964512,15085702,15085702,0,1694107,610566,18496021554,50780112,484662825,303356046,303356046,1,1,3,1,4,1,1,48,56,1,1,1,33,0,0,0,4,0,0,6.87987763734549,0.879877637345492,1,4.57374632523062,0,4.57374632523062,0,9354,3.29511093954563,0,0.0757625761034226,1,0,0.279302657589428,0.548664981059961,0.503112095775368,1,1,226,0,0,1,80,0,0,0,0,0,0,0,0,0,0,0,0,877,877,211,211,196,196,7760,0.24832,0.24832,1,4.44089209850063e-16,0,0,0.249291807586268,0.259644984913032,0.665360183299111,0,0,1.22879999999999,0.24832,0.140678095238095
closure-prepare-blackout-emergency,closure,prepare-blackout,16094212,964512,15085702,15085702,0,1694107,610566,18715957858,49666497,656934213,303356046,303356046,1,1,3,1,4,1,1,48,56,1,0,0,NaN,0,0,0,3,1,0,NaN,NaN,1,0.950086820422056,1,0.950086820422056,1,9718,0.660720961021232,1,0.156075002673148,1,1,0.101391049333561,0.191037499701697,0.104509550246426,1,1,226,1,1,1,60,60,0,20,91,29,0,0,0,0,0,0,0,993,993,255,255,21,21,696,0.022272,0.022272,1,4.44089209850063e-16,0,0,0.136367021952938,0.147664567737152,1.0390827735066,0,0,1.47455999999999,0.022272,0.142555428571428
closure-commit-blackout-emergency,closure,commit-blackout,16094212,964512,15085702,15085702,0,1694107,610566,18678783549,51527791,657136965,303356046,303356046,1,1,3,1,4,1,1,48,56,1,1,1,33,1,0,1,3,0,1,6.87987763734549,0.879877637345492,1,0.942284204923275,1,0.942284204923275,1,9354,0.693608263161917,1,0.182676001685073,1,1,0.142070241466453,0.190168927117665,0.10365126254156,1,1,226,1,1,1,67,67,7,20,104,30,0,0,0,0,0,0,0,1000,1000,248,248,115,115,3722,0.119104,0.119104,1,4.44089209850063e-16,0,0,0.140269684488136,0.141506220205968,1.02851016210128,0,0,1.47455999999999,0.119104,0.151777523809523
periodic-iid20,periodic,none,16094213,396984,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.10067304976714,0.0980377576960073,1.06334796722391,0,0,2.70028799999998,0,0.257170285714283
closure-iid20-emergency,closure,none,16094213,396984,15383836,15383836,0,1389519,610566,18727449482,50766503,656602247,303333646,303333646,1,1,3,1,4,1,1,48,56,1,1,1,31,1,1,4,0,0,0,6.4498852850114,0.449885285011399,1,0.904327082569706,1,0.904327082569706,1,9312,0.67095673927625,1,0.18893707313385,1,1,0.123602155382507,0.189012790174851,0.0994759790826677,1,1,226,1,1,1,26,26,6,7,39,13,0,0,0,0,0,0,0,1002,1002,246,246,112,112,3784,0.121088,0.121088,1,8.88178419700125e-16,0,0,0.14036811604311,0.140218365515559,1.03283260508551,0,0,1.47455999999999,0.121088,0.151966476190475
closure-response-blackout-emergency,closure,response-blackout,16094213,396984,15383836,15383836,0,1389519,610566,18480052990,50112227,656565621,303333646,303333646,1,1,3,1,4,1,1,48,56,1,1,1,31,0,0,0,4,0,0,6.4498852850114,0.449885285011399,1,0.893984962913387,1,0.893984962913387,1,9312,0.669243746159813,1,0.18893707313385,1,1,0.11919425790513,0.187736842211811,0.0980795031058447,1,1,226,1,1,1,80,80,20,20,121,39,0,0,0,0,0,0,0,999,999,249,249,191,191,7574,0.242368,0.242368,1,8.88178419700125e-16,0,0,0.140473286824985,0.140317829704171,1.03093960235403,0,0,1.47455999999999,0.242368,0.163516952380951
closure-response-blackout-no-emergency,closure,response-blackout,16094213,396984,15383836,15383836,0,1389519,610566,18480052990,50112227,483614870,303333646,303333646,1,1,3,1,4,1,1,48,56,1,1,1,31,0,0,0,4,0,0,6.4498852850114,0.449885285011399,1,4.85389884318671,0,4.85389884318671,0,9312,3.5600911526456,0,0.0602549652870721,1,0,0.319172682162812,0.564600402018154,0.533928872750538,1,1,226,0,0,1,80,0,0,0,0,0,0,0,0,0,0,0,0,878,878,210,210,191,191,7574,0.242368,0.242368,1,8.88178419700125e-16,0,0,0.249285160068954,0.258553358868342,0.663700477364321,0,0,1.22879999999999,0.242368,0.140111238095237
closure-prepare-blackout-emergency,closure,prepare-blackout,16094213,396984,15383836,15383836,0,1389519,610566,18704864201,49756475,656230613,303333646,303333646,1,1,3,1,4,1,1,48,56,1,0,0,NaN,0,0,0,3,1,0,NaN,NaN,1,0.895389988097172,1,0.895389988097172,1,9718,0.669247423804093,1,0.148837271847265,1,1,0.0952107034748739,0.188031897500406,0.0982826804162361,1,1,226,1,1,1,60,60,0,20,89,31,0,0,0,0,0,0,0,1000,1000,248,248,22,22,720,0.02304,0.02304,1,0,0,0,0.136465792852043,0.14712279440126,1.05808055218275,0,0,1.47455999999999,0.02304,0.14262857142857
closure-commit-blackout-emergency,closure,commit-blackout,16094213,396984,15383836,15383836,0,1389519,610566,18657420735,51253996,655978566,303333646,303333646,1,1,3,1,4,1,1,48,56,1,1,1,31,1,0,1,3,0,1,6.4498852850114,0.449885285011399,1,0.893897455410258,1,0.893897455410258,1,9312,0.669237669719503,1,0.18893707313385,1,1,0.119946508147544,0.187718465636154,0.0979656461189036,1,1,226,1,1,1,66,66,6,20,102,30,0,0,0,0,0,0,0,1000,1000,248,248,116,116,3896,0.124672,0.124672,1,8.88178419700125e-16,0,0,0.140284702983613,0.140109678901087,1.02950444104395,0,0,1.47455999999999,0.124672,0.152307809523809
periodic-iid20,periodic,none,16094214,232054,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0996878176530144,0.0966502846060365,1.05506157814528,0,0,2.70335999999998,0,0.257462857142855
closure-iid20-emergency,closure,none,16094214,232054,12973356,12973356,0,2021848,610566,18758958850,51133399,656612946,303372846,303372846,1,1,3,1,4,1,1,48,56,1,1,1,35,1,1,4,0,0,0,7.30986998967959,1.30986998967959,1,0.915851341585591,1,0.915851341585591,1,9398,0.70801368668168,1,0.179721237299246,1,1,0.131278180692719,0.192328781732974,0.0993436782813637,1,1,226,1,1,1,40,40,10,10,63,17,0,0,0,0,0,0,0,1007,1007,241,241,118,118,3964,0.126848,0.126848,1,8.88178419700125e-16,0,0,0.132659893662783,0.134125708713137,1.04822511211902,0,0,1.47455999999999,0.126848,0.152515047619047
closure-response-blackout-emergency,closure,response-blackout,16094214,232054,12973356,12973356,0,2021848,610566,18511562358,50705299,657006642,303372846,303372846,1,1,3,1,4,1,1,48,56,1,1,1,35,0,0,0,4,0,0,7.30986998967959,1.30986998967959,1,0.916197347000385,1,0.916197347000385,1,9398,0.708636793226156,1,0.179721237299246,1,1,0.130938573782495,0.192401442870081,0.0994203612635719,1,1,226,1,1,1,80,80,20,20,129,31,0,0,0,0,0,0,0,1004,1004,244,244,198,198,7742,0.247744,0.247744,1,8.88178419700125e-16,0,0,0.132266831880956,0.133693332903404,1.05489901761284,0,0,1.47455999999999,0.247744,0.164028952380951
closure-response-blackout-no-emergency,closure,response-blackout,16094214,232054,12973356,12973356,0,2021848,610566,18511562358,50705299,484463182,303372846,303372846,1,1,3,1,4,1,1,48,56,1,1,1,35,0,0,0,4,0,0,7.30986998967959,1.30986998967959,1,4.73514255046743,0,4.73514255046743,0,9398,3.40994547102997,0,0.0720168917976847,1,0,0.293587397016913,0.558352716603144,0.520865680551418,1,1,226,0,0,1,80,0,0,0,0,0,0,0,0,0,0,0,0,875,875,213,213,198,198,7742,0.247744,0.247744,1,8.88178419700125e-16,0,0,0.245269324059091,0.256333966235651,0.658242982424515,0,0,1.22879999999999,0.247744,0.140623238095237
closure-prepare-blackout-emergency,closure,prepare-blackout,16094214,232054,12973356,12973356,0,2021848,610566,18733390863,49567365,657216598,303372846,303372846,1,1,3,1,4,1,1,48,56,1,0,0,NaN,0,0,0,3,1,0,NaN,NaN,1,0.920040372154535,1,0.920040372154535,1,9718,0.708682083401439,1,0.14666136682802,1,1,0.101571120789384,0.193208478152452,0.100116222937333,1,1,226,1,1,1,60,60,0,20,96,24,0,0,0,0,0,0,0,1005,1005,243,243,20,20,672,0.021504,0.021504,1,1.11022302462516e-16,0,0,0.128690907099549,0.137162064956391,1.05770472708768,0,0,1.47455999999999,0.021504,0.142482285714285
closure-commit-blackout-emergency,closure,commit-blackout,16094214,232054,12973356,12973356,0,2021848,610566,18679516564,50660431,656972398,303372846,303372846,1,1,3,1,4,1,1,48,56,1,1,1,35,1,0,1,3,0,1,7.30986998967959,1.30986998967959,1,0.916063478565989,1,0.916063478565989,1,9398,0.708648638310014,1,0.179721237299246,1,1,0.131755149357058,0.192373330498858,0.0994548773351397,1,1,226,1,1,1,70,70,10,20,114,26,0,0,0,0,0,0,0,1005,1005,243,243,123,123,4104,0.131328,0.131328,1,8.88178419700125e-16,0,0,0.132644486064001,0.134109500220259,1.05210173094696,0,0,1.47455999999999,0.131328,0.152941714285713
periodic-iid20,periodic,none,16094215,890109,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.102087591043094,0.0985994225868356,1.06320773568472,0,0,2.70335999999998,0,0.257462857142855
closure-iid20-emergency,closure,none,16094215,890109,14862075,14862075,0,2209443,610566,18785051181,50720078,656945166,303420446,303420446,1,1,3,1,4,1,1,48,56,1,1,1,32,1,1,4,0,0,0,6.66488146117845,0.664881461178446,1,0.968863411234082,1,0.968863411234082,1,9334,0.729623869295714,1,0.184855478672459,1,1,0.123546310966442,0.199616904945693,0.106574975235749,1,1,226,1,1,1,31,31,6,9,48,14,0,0,0,0,0,0,0,965,965,283,283,117,117,4078,0.130496,0.130496,1,8.88178419700125e-16,0,0,0.139363108445248,0.13945417595289,1.02461036998505,0,0,1.47455999999999,0.130496,0.152862476190475
closure-response-blackout-emergency,closure,response-blackout,16094215,890109,14862075,14862075,0,2209443,610566,18537654689,50157501,656386962,303420446,303420446,1,1,3,1,4,1,1,48,56,1,1,1,32,0,0,0,4,0,0,6.66488146117845,0.664881461178446,1,0.957494187967876,1,0.957494187967876,1,9334,0.72985316776793,1,0.184855478672459,1,1,0.122609651532763,0.197323639562966,0.105324360676466,1,1,226,1,1,1,78,78,18,20,112,44,0,0,0,0,0,0,0,957,957,291,291,192,192,7590,0.24288,0.24288,1,8.88178419700125e-16,0,0,0.139259263748277,0.139339776688003,1.02786911805992,0,0,1.47455999999999,0.24288,0.163565714285713
closure-response-blackout-no-emergency,closure,response-blackout,16094215,890109,14862075,14862075,0,2209443,610566,18537654689,50157501,487313022,303420446,303420446,1,1,3,1,4,1,1,48,56,1,1,1,32,0,0,0,4,0,0,6.66488146117845,0.664881461178446,1,4.93265749319986,0,4.93265749319986,0,9334,3.68134063155812,0,0.0467606436454706,1,0,0.337420917162086,0.587968978017427,0.542592324251985,1,1,226,0,0,1,78,0,0,0,0,0,0,0,0,0,0,0,0,845,845,247,247,192,192,7590,0.24288,0.24288,1,8.88178419700125e-16,0,0,0.250722611288537,0.260475041852094,0.65035066688771,0,0,1.23494399999999,0.24288,0.140745142857142
closure-prepare-blackout-emergency,closure,prepare-blackout,16094215,890109,14862075,14862075,0,2209443,610566,18762295534,49477395,657119881,303420446,303420446,1,1,3,1,4,1,1,48,56,1,0,0,NaN,0,0,0,3,1,0,NaN,NaN,1,0.962564518858253,1,0.962564518858253,1,9718,0.729856654725935,1,0.139889066600873,1,1,0.102204948516964,0.19779184891891,0.105882097074408,1,1,226,1,1,1,58,58,0,20,81,35,0,0,0,0,0,0,0,958,958,290,290,19,19,648,0.020736,0.020736,1,4.44089209850063e-16,0,0,0.135824839763841,0.145263073892046,1.03071957789067,0,0,1.47455999999999,0.020736,0.142409142857142
closure-commit-blackout-emergency,closure,commit-blackout,16094215,890109,14862075,14862075,0,2209443,610566,18714268256,51201316,656454070,303420446,303420446,1,1,3,1,4,1,1,48,56,1,1,1,32,1,0,1,3,0,1,6.66488146117845,0.664881461178446,1,0.956375708943053,1,0.956375708943053,1,9334,0.72985488040507,1,0.184855478672459,1,1,0.122733536302739,0.197289654100351,0.105201327983736,1,1,226,1,1,1,66,66,8,20,97,35,0,0,0,0,0,0,0,961,961,287,287,121,121,4190,0.13408,0.13408,1,8.88178419700125e-16,0,0,0.139641301224507,0.139763479339078,1.02853700037379,0,0,1.47455999999999,0.13408,0.153203809523809
periodic-iid20,periodic,none,16094216,712388,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0985058843347468,0.0964151690337454,1.06464956245841,0,0,2.70028799999998,0,0.257170285714283
closure-iid20-emergency,closure,none,16094216,712388,13918300,13918300,0,2071738,591631,18773225625,47132254,656296691,303350446,303350446,1,1,1,1,3,1,1,44,56,1,1,1,30,1,1,3,0,0,0,6.23488910884435,0.234889108844352,1,0.923503201028469,1,0.923503201028469,1,9278,0.786173591489689,1,0.186133403360395,1,1,0.130705768563024,0.193935672215978,0.0888520031607681,1,1,226,1,1,1,15,15,5,5,26,4,0,0,0,0,0,0,0,1008,1008,240,240,116,116,3674,0.117568,0.117568,1,8.88178419700125e-16,0,0,0.136607510804904,0.133737681167762,1.03283549641496,0,0,1.47455999999999,0.117568,0.151631238095237
closure-response-blackout-emergency,closure,response-blackout,16094216,712388,13918300,13918300,0,2071738,591631,18525535425,46962273,656243867,303350446,303350446,1,1,1,1,3,1,1,44,56,1,1,1,30,0,0,0,3,0,0,6.23488910884435,0.234889108844352,1,0.926742429872199,1,0.926742429872199,1,9278,0.780568819622505,1,0.186133403360395,1,1,0.135173980239545,0.194615910273162,0.089337661443143,1,1,226,1,1,1,60,60,20,20,98,22,0,0,0,0,0,0,0,1009,1009,239,239,186,186,6832,0.218624,0.218624,1,8.88178419700125e-16,0,0,0.135147027410691,0.132081858232257,1.03126517562241,0,0,1.47455999999999,0.218624,0.161255619047618
closure-response-blackout-no-emergency,closure,response-blackout,16094216,712388,13918300,13918300,0,2071738,591631,18525535425,46962273,520458879,303350446,303350446,1,1,1,1,3,1,1,44,56,1,1,1,30,0,0,0,3,0,0,6.23488910884435,0.234889108844352,1,4.19764849386374,0,4.19764849386374,0,9278,3.11046282377208,0,0.0874808718907216,1,0,0.247796568760096,0.49317012333497,0.461741334325012,1,1,226,0,0,1,60,0,0,0,0,0,0,0,0,0,0,0,0,911,911,217,217,186,186,6832,0.218624,0.218624,1,8.88178419700125e-16,0,0,0.218510775560972,0.224113981301719,0.699503772451174,0,0,1.29023999999999,0.218624,0.143701333333333
closure-prepare-blackout-emergency,closure,prepare-blackout,16094216,712388,13918300,13918300,0,2071738,591631,18749993253,46425094,656446266,303350446,303350446,1,1,1,1,3,1,1,44,56,1,0,0,NaN,0,0,0,2,1,0,NaN,NaN,1,0.926765218280855,1,0.926765218280855,1,9492,0.780608591254061,1,0.151855443558859,1,1,0.105937902182162,0.19462069583898,0.0895662461431124,1,1,226,1,1,1,40,40,0,20,61,19,0,0,0,0,0,0,0,1005,1005,243,243,16,16,544,0.017408,0.017408,1,4.44089209850063e-16,0,0,0.132442795473515,0.141032116453729,1.06252095697738,0,0,1.47455999999999,0.017408,0.14209219047619
closure-commit-blackout-emergency,closure,commit-blackout,16094216,712388,13918300,13918300,0,2071738,591631,18726440157,47706254,655868856,303350446,303350446,1,1,1,1,3,1,1,44,56,1,1,1,30,1,0,1,2,0,1,6.23488910884435,0.234889108844352,1,0.926763370821941,1,0.926763370821941,1,9278,0.78057599679809,1,0.186133403360395,1,1,0.134416888566235,0.194620307872608,0.0893165774320416,1,1,226,1,1,1,45,45,5,20,74,16,0,0,0,0,0,0,0,1008,1008,240,240,121,121,3814,0.122048,0.122048,1,8.88178419700125e-16,0,0,0.135161371967274,0.132096999787577,1.03042231475776,0,0,1.47455999999999,0.122048,0.152057904761904
periodic-iid20,periodic,none,16094217,604084,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.101642700340675,0.0982094290021674,1.07425504647458,0,0,2.70028799999998,0,0.257170285714283
closure-iid20-emergency,closure,none,16094217,604084,13476125,13476125,0,1385010,610566,18745792099,51232801,656943065,303322446,303322446,1,1,3,1,4,1,1,48,56,1,1,1,33,1,1,4,0,0,0,6.87987763734549,0.879877637345492,1,0.873302329391709,1,0.873302329391709,1,9354,0.849146123082079,1,0.152677582795566,1,1,0.123832400043958,0.183393489172259,0.0824381135940738,1,1,226,1,1,1,39,39,9,10,57,21,0,0,0,0,0,0,0,1015,1015,233,233,126,126,4522,0.144704,0.144704,1,8.88178419700125e-16,0,0,0.133658548548052,0.134311194383676,1.0307120321563,0,0,1.47455999999999,0.144704,0.154215619047618
closure-response-blackout-emergency,closure,response-blackout,16094217,604084,13476125,13476125,0,1385010,610566,18498395607,50631716,657272737,303322446,303322446,1,1,3,1,4,1,1,48,56,1,1,1,33,0,0,0,4,0,0,6.87987763734549,0.879877637345492,1,0.869708367334281,1,0.869708367334281,1,9354,0.844785505727889,1,0.167746181720741,1,1,0.124167639901968,0.182638757140199,0.0817231554204877,1,1,226,1,1,1,79,79,19,20,120,38,0,0,0,0,0,0,0,1010,1010,238,238,197,197,7718,0.246976,0.246976,1,8.88178419700125e-16,0,0,0.134255673843361,0.13497137865874,1.03904594139752,0,0,1.47455999999999,0.246976,0.163955809523809
closure-response-blackout-no-emergency,closure,response-blackout,16094217,604084,13476125,13476125,0,1385010,610566,18498395607,50631716,486456172,303322446,303322446,1,1,3,1,4,1,1,48,56,1,1,1,33,0,0,0,4,0,0,6.87987763734549,0.879877637345492,1,4.58904889284475,0,4.58904889284475,0,9354,3.47336204749178,0,0.058782714668469,1,0,0.301724616764172,0.554458279877201,0.504795378212923,1,1,226,0,0,1,79,0,0,0,0,0,0,0,0,0,0,0,0,890,890,200,200,197,197,7718,0.246976,0.246976,1,8.88178419700125e-16,0,0,0.241864729611703,0.251804034285955,0.668339282382247,0,0,1.23187199999999,0.246976,0.140842666666666
closure-prepare-blackout-emergency,closure,prepare-blackout,16094217,604084,13476125,13476125,0,1385010,610566,18723094292,49569610,657105040,303322446,303322446,1,1,3,1,4,1,1,48,56,1,0,0,NaN,0,0,0,3,1,0,NaN,NaN,1,0.869708149872972,1,0.869708149872972,1,9718,0.844769129702019,1,0.150565644556746,1,1,0.0989621827817951,0.182638711473324,0.0825234329933994,1,1,226,1,1,1,59,59,0,20,90,28,0,0,0,0,0,0,0,1014,1014,234,234,20,20,672,0.021504,0.021504,1,4.44089209850063e-16,0,0,0.130611645721277,0.14017548777854,1.06592174236854,0,0,1.47455999999999,0.021504,0.142482285714285
closure-commit-blackout-emergency,closure,commit-blackout,16094217,604084,13476125,13476125,0,1385010,610566,18673937025,50759833,657302479,303322446,303322446,1,1,3,1,4,1,1,48,56,1,1,1,33,1,0,1,3,0,1,6.87987763734549,0.879877637345492,1,0.869704983140669,1,0.869704983140669,1,9354,0.84478032777074,1,0.165896583635037,1,1,0.123970078968274,0.18263804645954,0.0819510598541399,1,1,226,1,1,1,69,69,10,20,104,34,0,0,0,0,0,0,0,1012,1012,236,236,131,131,4662,0.149184,0.149184,1,8.88178419700125e-16,0,0,0.133918432666966,0.134598662371939,1.03677079622405,0,0,1.47455999999999,0.149184,0.154642285714285
periodic-iid20,periodic,none,16094218,746754,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.100555209421495,0.0971197414218196,1.06264212827927,0,0,2.70028799999998,0,0.257170285714283
closure-iid20-emergency,closure,none,16094218,746754,15663095,15663095,0,1508611,591631,18722053384,47135214,656713225,303384046,303384046,1,1,1,1,3,1,1,44,56,1,1,1,30,1,1,3,0,0,0,6.23488910884435,0.234889108844352,1,1.1059832652641,0,1.1059832652641,0,9278,0.865575571959768,1,0.159961315809075,1,1,0.146733438975955,0.228799032435859,0.121658159179051,1,1,226,1,1,1,24,24,6,9,41,7,0,0,0,0,0,0,0,987,987,261,261,121,121,3968,0.126976,0.126976,1,4.44089209850063e-16,0,0,0.150950343075983,0.146871247316397,1.03989126836208,0,0,1.47455999999999,0.126976,0.152527238095237
closure-response-blackout-emergency,closure,response-blackout,16094218,746754,15663095,15663095,0,1508611,591631,18474363184,47021075,656094109,303384046,303384046,1,1,1,1,3,1,1,44,56,1,1,1,30,0,0,0,3,0,0,6.23488910884435,0.234889108844352,1,1.11145777365078,0,1.11145777365078,0,9278,0.858163220937952,1,0.159961315809075,1,1,0.147612443778114,0.228804267663458,0.122260355101585,1,1,226,1,1,1,60,60,20,20,99,21,0,0,0,0,0,0,0,991,991,257,257,187,187,6848,0.219136,0.219136,1,4.44089209850063e-16,0,0,0.150054366047726,0.145848069266651,1.04198076657355,0,0,1.47455999999999,0.219136,0.16130438095238
closure-response-blackout-no-emergency,closure,response-blackout,16094218,746754,15663095,15663095,0,1508611,591631,18474363184,47021075,520114010,303384046,303384046,1,1,1,1,3,1,1,44,56,1,1,1,30,0,0,0,3,0,0,6.23488910884435,0.234889108844352,1,4.08194762919396,0,4.08194762919396,0,9278,2.99393091868369,0,0.0938715582645544,1,0,0.247703751691516,0.489120508905986,0.449014239211335,1,1,226,0,0,1,60,0,0,0,0,0,0,0,0,0,0,0,0,892,892,236,236,187,187,6848,0.219136,0.219136,1,4.44089209850063e-16,0,0,0.231686031514044,0.236483622034026,0.701869244504347,0,0,1.29023999999999,0.219136,0.143750095238094
closure-prepare-blackout-emergency,closure,prepare-blackout,16094218,746754,15663095,15663095,0,1508611,591631,18699558905,46338620,656086457,303384046,303384046,1,1,1,1,3,1,1,44,56,1,0,0,NaN,0,0,0,2,1,0,NaN,NaN,1,1.11258323077741,0,1.11258323077741,0,9492,0.858227544931762,1,0.154962925019188,1,1,0.143327417833023,0.22892389953004,0.122384155385515,1,1,226,1,1,1,40,40,0,20,65,15,0,0,0,0,0,0,0,989,989,259,259,15,15,520,0.01664,0.01664,1,4.44089209850063e-16,0,0,0.147175614862539,0.15357071492229,1.06318575090402,0,0,1.47455999999999,0.01664,0.142019047619047
