stage,seed,scenario,scenarioLabel,arm,role,method,methodLabel,feedbackMode,N,plant,macType,horizon,pAccess,historySize,RMSE,MINSEP,SAFEFAIL,DIVERGED,MEAN_TRUE_AOI,MEAN_EST_AOI,DATA_GENERATED,DATA_ATTEMPTED,DATA_DELIVERED,ACK_ATTEMPTED,ACK_ENTRIES_DELIVERED,DATA_RECIPIENT_ATTEMPTS,DATA_RECIPIENT_SUCCESS,DATA_RECIPIENT_LOSS,ACK_RECIPIENT_ATTEMPTS,ACK_RECIPIENT_SUCCESS,ACK_RECIPIENT_LOSS,TERMINAL_DATA_INFLIGHT,TERMINAL_ACK_INFLIGHT,COLLISION_FRAMES,MAX_QUEUE,MAX_HISTORY,ACK_STANDALONE,CHANNEL_UTIL,OFFERED_UTIL,DATA_AIRTIME,ACK_AIRTIME,PIGGYBACK_AIRTIME,ENERGY_PROXY_J,CONFIRMATION_EVENTS,STANDALONE_CONFIRMATION_EVENTS,PIGGYBACK_CONFIRMATION_EVENTS,NETWORK_RUNTIME_SEC,INVARIANT_VIOLATIONS,TRACE_HASH_EXACT,CHANNEL_STATE_HASH,CONFIG_HASH
development,16018003,n20-ring2,N20 ring2,selected-adaptive-scaled,actual,mac-aware-broadcast,Selected adaptive + scaled,adaptive,20,di,csma,12,0.05,32,0.192153633962509,0.433721639560367,0,0,0.153296560674887,0.292816353017521,3978,3411,1657,3,1927,7781,3439,4342,4263,1927,2336,0,0,1729,2,32,3,0.817666666666648,1.13741666666658,13.6439999999989,0.005,1.089792,2.72979999999979,1927,0,1927,5.0468192,0,10198614628310,339853806380,176416915
development,16018003,n20-ring2,N20 ring2,piggyback-scaled,shadow,causal-broadcast,Piggyback-only + scaled,piggyback,20,di,csma,12,0.05,32,0.192154403653599,0.433721271362053,0,0,0.153296560674887,0.292816353017521,3978,3412,1659,0,1928,7783,3441,4342,4262,1928,2334,0,0,1725,1,32,0,0.817666666666648,1.13733333333325,13.6479999999989,0,1.091072,2.72959999999979,1928,0,1928,2.2657398,0,10198614628310,339853806380,146600556
development,16018003,n5-aloha,N5 ALOHA,selected-adaptive-scaled,actual,mac-aware-broadcast,Selected adaptive + scaled,adaptive,5,6dof,aloha,12,0.2,32,0.0783830548924354,0.494489359513208,0,0,0.120055279159757,0.195013819789939,930,2135,419,326,427,3923,726,3197,1017,427,590,0,0,1805,2,32,326,0.48533333333335,0.745666666666625,8.5399999999995,0.408,0.154880000000002,1.7895999999999,427,258,169,4.194836,0,667021876844,21191023360,142096692
development,16018003,n5-aloha,N5 ALOHA,piggyback-scaled,shadow,causal-broadcast,Piggyback-only + scaled,piggyback,5,6dof,aloha,12,0.2,32,0.0881706859964859,0.470209542115904,0,0,0.129662797125484,0.298783858485351,1014,2371,446,0,343,4322,787,3535,1412,343,1069,0,0,1909,1,32,0,0.494916666666686,0.790333333333283,9.4839999999994,0,0.361472,1.89679999999988,343,0,343,2.8779505,0,667021876844,21191023360,112388455
development,16018004,n5-csma,N5 CSMA,selected-adaptive-scaled,actual,mac-aware-broadcast,Selected adaptive + scaled,adaptive,5,6dof,csma,12,0.2,32,0.0552498788724078,0.527818973997564,0,0,0.0741182974018794,0.143736871199558,709,862,666,60,733,1590,1173,417,983,733,250,0,0,167,2,32,60,0.269083333333312,0.29725,3.448,0.119,0.218368000000002,0.713400000000001,733,105,628,2.087519,0,666899222668,21208641420,141655140
development,16018004,n5-csma,N5 CSMA,piggyback-scaled,shadow,causal-broadcast,Piggyback-only + scaled,piggyback,5,6dof,csma,12,0.2,32,0.0542654187864092,0.530209365325787,0,0,0.0726257600884465,0.144101713653952,706,841,666,0,715,1545,1152,393,959,715,244,0,0,143,1,32,0,0.255666666666647,0.280333333333334,3.364,0,0.245504000000002,0.672800000000001,715,0,715,1.6281293,0,666899222668,21208641420,111946903
development,16018004,n10-ring2,N10 ring2,selected-adaptive-scaled,actual,mac-aware-broadcast,Selected adaptive + scaled,adaptive,10,di,csma,12,0.1,32,0.0896703932967622,0.511343748323591,0,0,0.0811845534233593,0.155508173418621,1553,1832,1352,81,1666,3975,2728,1247,2414,1666,748,0,0,462,2,32,81,0.546583333333367,0.624083333333303,7.32799999999964,0.161,0.570623999999998,1.49779999999993,1666,128,1538,3.0833545,0,2585762124397,84930588311,150605056
development,16018004,n10-ring2,N10 ring2,piggyback-scaled,shadow,causal-broadcast,Piggyback-only + scaled,piggyback,10,di,csma,12,0.1,32,0.0896017356569623,0.512513529314025,0,0,0.0800568585643212,0.151115849324804,1530,1785,1349,0,1678,3842,2740,1100,2388,1678,708,2,2,404,1,32,0,0.525250000000027,0.594999999999971,7.13999999999966,0,0.611327999999997,1.42799999999993,1678,0,1678,2.2094604,0,2585762124397,84930588311,121174262
development,16018004,n20-ring2,N20 ring2,selected-adaptive-scaled,actual,mac-aware-broadcast,Selected adaptive + scaled,adaptive,20,di,csma,12,0.05,32,0.195722626113261,0.442613090758536,0,0,0.148533419857236,0.286154012545966,3967,3401,1616,3,1913,8078,3562,4516,4396,1913,2483,0,0,1760,2,32,3,0.806916666666654,1.13399999999991,13.6039999999989,0.004,1.12409600000001,2.72159999999979,1913,4,1909,3.1674656,0,10200160902795,339915055300,176416917
development,16018004,n20-ring2,N20 ring2,piggyback-scaled,shadow,causal-broadcast,Piggyback-only + scaled,piggyback,20,di,csma,12,0.05,32,0.192841552175632,0.453930124990915,0,0,0.149290504001731,0.282411853774605,3977,3466,1595,0,1852,8198,3503,4695,4385,1852,2533,0,0,1847,1,32,0,0.81266666666665,1.15533333333324,13.8639999999989,0,1.12256000000001,2.77279999999978,1852,0,1852,1.8981057,0,10200160902795,339915055300,146600558
development,16018004,n5-aloha,N5 ALOHA,selected-adaptive-scaled,actual,mac-aware-broadcast,Selected adaptive + scaled,adaptive,5,6dof,aloha,12,0.2,32,0.08427993660484,0.486720881239773,0,0,0.121746821448314,0.212150359314538,962,2230,405,286,381,4156,709,3447,1078,381,697,0,0,1914,2,32,286,0.492000000000019,0.774666666666622,8.91999999999946,0.376,0.178432000000002,1.85919999999989,381,220,161,2.4262318,0,666899222668,21208641420,142096694
development,16018004,n5-aloha,N5 ALOHA,piggyback-scaled,shadow,causal-broadcast,Piggyback-only + scaled,piggyback,5,6dof,aloha,12,0.2,32,0.0863926525061538,0.477362317743688,0,0,0.135124378109453,0.29290215588723,1030,2360,433,0,324,4364,746,3618,1308,324,984,0,0,1896,1,32,0,0.494083333333353,0.786666666666617,9.4399999999994,0,0.334848000000001,1.88799999999988,324,0,324,1.9114025,0,666899222668,21208641420,112388457
development,16018005,n5-csma,N5 CSMA,selected-adaptive-scaled,actual,mac-aware-broadcast,Selected adaptive + scaled,adaptive,5,6dof,csma,12,0.2,32,0.0548667118724454,0.528401166607092,0,0,0.0727473742399115,0.142332780541736,710,848,664,56,720,1559,1150,409,967,720,247,0,0,156,2,32,56,0.265999999999979,0.291833333333334,3.392,0.11,0.216320000000002,0.700400000000001,720,101,619,2.0471347,0,667293432754,21201529190,141655142
development,16018005,n5-csma,N5 CSMA,piggyback-scaled,shadow,causal-broadcast,Piggyback-only + scaled,piggyback,5,6dof,csma,12,0.2,32,0.0533698395369308,0.530718921122114,0,0,0.0696627971254836,0.142830292979546,719,830,675,0,713,1531,1170,361,899,713,186,0,0,120,1,32,0,0.25599999999998,0.276666666666667,3.32,0,0.230144000000002,0.664000000000001,713,0,713,1.559125,0,667293432754,21201529190,111946905
development,16018005,n10-ring2,N10 ring2,selected-adaptive-scaled,actual,mac-aware-broadcast,Selected adaptive + scaled,adaptive,10,di,csma,12,0.1,32,0.0903630100229326,0.507837828456962,0,0,0.0808623548922055,0.149647003079839,1546,1880,1341,83,1705,4091,2705,1386,2454,1705,749,0,0,519,2,32,83,0.551333333333369,0.640333333333301,7.51999999999961,0.164,0.577023999999999,1.53679999999992,1705,147,1558,3.0297932,0,2586589868648,84945907456,150605058
development,16018005,n10-ring2,N10 ring2,piggyback-scaled,shadow,causal-broadcast,Piggyback-only + scaled,piggyback,10,di,csma,12,0.1,32,0.0902019899748682,0.509064122210679,0,0,0.0821321961620468,0.153375977256574,1518,1811,1359,0,1692,3954,2721,1231,2385,1692,691,2,2,422,1,32,0,0.528833333333362,0.603666666666637,7.24399999999965,0,0.610559999999998,1.44879999999993,1692,0,1692,2.2496526,0,2586589868648,84945907456,121174264
development,16018005,n20-ring2,N20 ring2,selected-adaptive-scaled,actual,mac-aware-broadcast,Selected adaptive + scaled,adaptive,20,di,csma,12,0.05,32,0.202518307867513,0.435254822495731,0,0,0.165617564352153,0.310774388924941,3961,3446,1614,0,1836,7877,3360,4517,4247,1836,2411,0,0,1805,1,32,0,0.816333333333317,1.14866666666658,13.7839999999989,0,1.087232,2.75679999999979,1836,0,1836,3.1468809,0,10201349865453,339976087263,176416919
development,16018005,n20-ring2,N20 ring2,piggyback-scaled,shadow,causal-broadcast,Piggyback-only + scaled,piggyback,20,di,csma,12,0.05,32,0.202518307867513,0.435254822495731,0,0,0.165617564352153,0.310774388924941,3961,3446,1614,0,1836,7877,3360,4517,4247,1836,2411,0,0,1805,1,32,0,0.816333333333317,1.14866666666658,13.7839999999989,0,1.087232,2.75679999999979,1836,0,1836,2.0177181,0,10201349865453,339976087263,146600560
development,16018005,n5-aloha,N5 ALOHA,selected-adaptive-scaled,actual,mac-aware-broadcast,Selected adaptive + scaled,adaptive,5,6dof,aloha,12,0.2,32,0.0678544968602417,0.51229305819983,0,0,0.0963957987838583,0.181824212271973,931,2155,439,341,416,4002,783,3219,1136,416,720,0,0,1832,2,32,341,0.489416666666685,0.754416666666625,8.61999999999949,0.433,0.178176000000002,1.8105999999999,416,239,177,2.4471549,0,667293432754,21201529190,142096696
development,16018005,n5-aloha,N5 ALOHA,piggyback-scaled,shadow,causal-broadcast,Piggyback-only + scaled,piggyback,5,6dof,aloha,12,0.2,32,0.0966386874996153,0.457758253838642,0,0,0.147075732448867,0.407716970702045,1037,2580,410,0,287,4780,719,4060,1393,287,1105,1,1,2148,1,32,0,0.532750000000032,0.859999999999942,10.3199999999993,0,0.356608,2.06399999999986,287,0,287,1.8364687,0,667293432754,21201529190,112388459
development,16018006,n5-csma,N5 CSMA,selected-adaptive-scaled,actual,mac-aware-broadcast,Selected adaptive + scaled,adaptive,5,6dof,csma,12,0.2,32,0.0540217654239145,0.530337466603384,0,0,0.0710447761194029,0.131962410171365,680,778,654,59,770,1433,1132,301,937,770,167,0,0,100,2,32,59,0.251666666666647,0.268666666666667,3.112,0.112,0.209152000000002,0.6448,770,104,666,1.9430702,0,667045593904,21201824418,141655144
development,16018006,n5-csma,N5 CSMA,piggyback-scaled,shadow,causal-broadcast,Piggyback-only + scaled,piggyback,5,6dof,csma,12,0.2,32,0.0528914788724365,0.531518762150797,0,0,0.0689110005527915,0.135986733001658,712,844,672,0,728,1553,1181,372,960,728,232,0,0,142,1,32,0,0.257333333333313,0.281333333333334,3.376,0,0.245760000000003,0.675200000000001,728,0,728,1.6203357,0,667045593904,21201824418,111946907
development,16018006,n10-ring2,N10 ring2,selected-adaptive-scaled,actual,mac-aware-broadcast,Selected adaptive + scaled,adaptive,10,di,csma,12,0.1,32,0.0904202864022875,0.511434179565266,0,0,0.0824543946932005,0.153527600094764,1549,1830,1367,87,1646,3975,2734,1241,2352,1646,706,0,0,455,2,32,87,0.547250000000033,0.62399999999997,7.31999999999964,0.168,0.551167999999999,1.49759999999993,1646,154,1492,3.0864629,0,2586111169929,84904446139,150605060
development,16018006,n10-ring2,N10 ring2,piggyback-scaled,shadow,causal-broadcast,Piggyback-only + scaled,piggyback,10,di,csma,12,0.1,32,0.0898757744123862,0.511121248232105,0,0,0.0795972518360577,0.154759535655058,1529,1845,1358,0,1667,3977,2707,1270,2431,1667,764,0,0,462,1,32,0,0.53500000000003,0.614999999999969,7.37999999999963,0,0.622335999999998,1.47599999999993,1667,0,1667,2.3051935,0,2586111169929,84904446139,121174266
development,16018006,n20-ring2,N20 ring2,selected-adaptive-scaled,actual,mac-aware-broadcast,Selected adaptive + scaled,adaptive,20,di,csma,12,0.05,32,0.209459587060105,0.414669927069296,0,0,0.161412502703873,0.326627730910664,3934,3429,1648,1,1900,7887,3504,4381,4310,1900,2408,2,2,1753,2,32,1,0.815916666666649,1.14316666666658,13.7159999999989,0.002,1.10284800000001,2.74359999999979,1900,2,1898,3.1331095,0,10196986605967,339847545757,176416921
development,16018006,n20-ring2,N20 ring2,piggyback-scaled,shadow,causal-broadcast,Piggyback-only + scaled,piggyback,20,di,csma,12,0.05,32,0.201004954152467,0.437233951650696,0,0,0.155011897036557,0.313080250919317,3905,3388,1676,0,1978,7765,3552,4211,4282,1978,2302,2,2,1686,1,32,0,0.814749999999984,1.12933333333325,13.551999999999,0,1.09619200000001,2.71039999999979,1978,0,1978,1.8477319,0,10196986605967,339847545757,146600562
development,16018006,n5-aloha,N5 ALOHA,selected-adaptive-scaled,actual,mac-aware-broadcast,Selected adaptive + scaled,adaptive,5,6dof,aloha,12,0.2,32,0.0807206409065232,0.491839216251365,0,0,0.108170259812051,0.205328911000553,937,2162,431,303,399,3944,769,3175,1137,399,738,0,0,1835,2,32,303,0.490750000000018,0.754583333333291,8.64799999999949,0.407,0.186368000000002,1.8109999999999,399,235,164,2.4203843,0,667045593904,21201824418,142096698
development,16018006,n5-aloha,N5 ALOHA,piggyback-scaled,shadow,causal-broadcast,Piggyback-only + scaled,piggyback,5,6dof,aloha,12,0.2,32,0.0812858351987922,0.485971773416144,0,0,0.0948700939745715,0.198606965174129,952,2094,478,0,408,3852,832,3020,1287,408,879,0,0,1590,1,32,0,0.46225000000001,0.69799999999996,8.37599999999952,0,0.329472000000002,1.6751999999999,408,0,408,1.8790479,0,667045593904,21201824418,112388461
development,16018007,n5-csma,N5 CSMA,selected-adaptive-scaled,actual,mac-aware-broadcast,Selected adaptive + scaled,adaptive,5,6dof,csma,12,0.2,32,0.0529558600869049,0.532889455706904,0,0,0.0707683803206191,0.141525704809287,718,829,677,68,733,1524,1190,334,963,733,230,0,0,126,2,32,68,0.266583333333312,0.28725,3.316,0.131,0.209408000000002,0.689400000000001,733,109,624,1.4996375,0,667329844865,21199191016,141655146
development,16018007,n5-csma,N5 CSMA,piggyback-scaled,shadow,causal-broadcast,Piggyback-only + scaled,piggyback,5,6dof,csma,12,0.2,32,0.0542636945134256,0.531505885368911,0,0,0.0723161967938087,0.140619126589276,724,842,685,0,728,1540,1191,349,944,728,216,0,0,125,1,32,0,0.25799999999998,0.280666666666667,3.368,0,0.241664000000002,0.673600000000001,728,0,728,1.2554996,0,667329844865,21199191016,111946909
development,16018007,n10-ring2,N10 ring2,selected-adaptive-scaled,actual,mac-aware-broadcast,Selected adaptive + scaled,adaptive,10,di,csma,12,0.1,32,0.0904755911420763,0.510750008682183,0,0,0.0801895285477375,0.150950011845534,1563,1899,1340,70,1678,4139,2705,1434,2510,1678,832,0,0,545,2,32,70,0.550083333333366,0.644416666666634,7.59599999999961,0.137,0.601855999999998,1.54659999999992,1678,107,1571,2.1638988,0,2586617670158,84878895905,150605062
development,16018007,n10-ring2,N10 ring2,piggyback-scaled,shadow,causal-broadcast,Piggyback-only + scaled,piggyback,10,di,csma,12,0.1,32,0.0890413215391535,0.511378514692326,0,0,0.0790855247571665,0.148443496801706,1546,1857,1357,0,1654,3977,2728,1249,2413,1654,759,0,0,468,1,32,0,0.536333333333364,0.618999999999969,7.42799999999963,0,0.617727999999998,1.48559999999993,1654,0,1654,1.9123357,0,2586617670158,84878895905,121174268
development,16018007,n20-ring2,N20 ring2,selected-adaptive-scaled,actual,mac-aware-broadcast,Selected adaptive + scaled,adaptive,20,di,csma,12,0.05,32,0.203778252916251,0.424386305495988,0,0,0.151319489508978,0.297815271468744,3978,3429,1629,1,1918,7939,3558,4381,4352,1918,2434,0,0,1763,2,32,1,0.812833333333319,1.14316666666658,13.7159999999989,0.002,1.11360000000001,2.74359999999979,1918,2,1916,2.4369085,0,10200593990881,339908353992,176416923
development,16018007,n20-ring2,N20 ring2,piggyback-scaled,shadow,causal-broadcast,Piggyback-only + scaled,piggyback,20,di,csma,12,0.05,32,0.196431327859045,0.439281476749838,0,0,0.146104261302186,0.280720311486048,3983,3417,1640,0,1958,7895,3535,4360,4352,1958,2394,0,0,1741,1,32,0,0.815999999999983,1.13899999999991,13.6679999999989,0,1.11411200000001,2.73359999999979,1958,0,1958,1.941188,0,10200593990881,339908353992,146600564
development,16018007,n5-aloha,N5 ALOHA,selected-adaptive-scaled,actual,mac-aware-broadcast,Selected adaptive + scaled,adaptive,5,6dof,aloha,12,0.2,32,0.0817028792591546,0.495566740488517,0,0,0.125605306799336,0.211177446102819,953,2240,424,325,394,4127,745,3382,1089,394,695,0,0,1922,2,32,325,0.49750000000002,0.779999999999955,8.95999999999946,0.4,0.175872000000002,1.87199999999989,394,225,169,2.0288613,0,667329844865,21199191016,142096700
development,16018007,n5-aloha,N5 ALOHA,piggyback-scaled,shadow,causal-broadcast,Piggyback-only + scaled,piggyback,5,6dof,aloha,12,0.2,32,0.0698051514220028,0.507158510741584,0,0,0.123051409618574,0.260552791597568,1005,2302,477,0,366,4233,839,3394,1439,366,1073,0,0,1811,1,32,0,0.483916666666684,0.767333333333286,9.20799999999943,0,0.368384000000001,1.84159999999989,366,0,366,1.4520366,0,667329844865,21199191016,112388463
development,16018008,n5-csma,N5 CSMA,selected-adaptive-scaled,actual,mac-aware-broadcast,Selected adaptive + scaled,adaptive,5,6dof,csma,12,0.2,32,0.0543472219483316,0.532997669167791,0,0,0.0740519624101712,0.136616915422885,713,837,680,55,746,1536,1167,369,964,746,218,0,0,142,2,32,55,0.263999999999979,0.287833333333334,3.348,0.106,0.216576000000002,0.690800000000001,746,105,641,1.5013766,0,667438850115,21189326553,141655148
development,16018008,n5-csma,N5 CSMA,piggyback-scaled,shadow,causal-broadcast,Piggyback-only + scaled,piggyback,5,6dof,csma,12,0.2,32,0.0533872190100492,0.530992434613417,0,0,0.0712548369264786,0.139004975124378,724,831,690,0,730,1560,1202,358,924,730,194,0,0,115,1,32,0,0.25699999999998,0.277,3.324,0,0.236544000000002,0.664800000000001,730,0,730,1.3092718,0,667438850115,21189326553,111946911
development,16018008,n10-ring2,N10 ring2,selected-adaptive-scaled,actual,mac-aware-broadcast,Selected adaptive + scaled,adaptive,10,di,csma,12,0.1,32,0.0914725461260649,0.509476261369292,0,0,0.0820895522388058,0.157493484956171,1551,1897,1338,80,1679,4144,2690,1452,2527,1679,846,2,2,553,2,32,80,0.553916666666702,0.645499999999967,7.58799999999961,0.158,0.599551999999999,1.54919999999992,1679,109,1570,2.1942374,0,2586094580513,84957906914,150605064
development,16018008,n10-ring2,N10 ring2,piggyback-scaled,shadow,causal-broadcast,Piggyback-only + scaled,piggyback,10,di,csma,12,0.1,32,0.0887337359363988,0.511694710931382,0,0,0.0802985074626865,0.15392087183132,1567,1881,1343,0,1598,4073,2652,1419,2389,1598,790,2,1,511,1,32,0,0.536416666666697,0.626999999999968,7.52399999999961,0,0.611583999999997,1.50479999999992,1598,0,1598,1.6741485,0,2586094580513,84957906914,121174270
development,16018008,n20-ring2,N20 ring2,selected-adaptive-scaled,actual,mac-aware-broadcast,Selected adaptive + scaled,adaptive,20,di,csma,12,0.05,32,0.188930947461649,0.440432893150796,0,0,0.143387410772227,0.276411421155094,3944,3372,1675,1,1979,8022,3662,4358,4308,1979,2329,2,0,1669,2,32,1,0.810583333333319,1.12416666666658,13.487999999999,0.002,1.10233600000001,2.69799999999979,1979,0,1979,2.5105528,0,10199898889621,339911685912,176416925
development,16018008,n20-ring2,N20 ring2,piggyback-scaled,shadow,causal-broadcast,Piggyback-only + scaled,piggyback,20,di,csma,12,0.05,32,0.188930947461649,0.440432893150796,0,0,0.143387410772227,0.276411421155094,3944,3373,1675,0,1980,8024,3662,4360,4309,1980,2329,2,0,1669,1,32,0,0.810583333333319,1.12433333333325,13.491999999999,0,1.10310400000001,2.69839999999979,1980,0,1980,1.834803,0,10199898889621,339911685912,146600566
development,16018008,n5-aloha,N5 ALOHA,selected-adaptive-scaled,actual,mac-aware-broadcast,Selected adaptive + scaled,adaptive,5,6dof,aloha,12,0.2,32,0.0759713568591713,0.507118152603527,0,0,0.111387506909895,0.188966279712548,910,2106,433,335,415,3937,760,3177,1072,415,657,0,0,1774,2,32,335,0.485000000000017,0.737333333333293,8.42399999999952,0.424,0.164352000000002,1.7695999999999,415,244,171,1.8004604,0,667438850115,21189326553,142096702
development,16018008,n5-aloha,N5 ALOHA,piggyback-scaled,shadow,causal-broadcast,Piggyback-only + scaled,piggyback,5,6dof,aloha,12,0.2,32,0.0897957799012971,0.478194947231404,0,0,0.143869541182974,0.337103372028745,1000,2347,440,0,327,4357,764,3593,1330,327,1003,0,0,1892,1,32,0,0.499583333333354,0.782333333333284,9.38799999999941,0,0.34048,1.87759999999988,327,0,327,1.5532529,0,667438850115,21189326553,112388465
development,16018009,n5-csma,N5 CSMA,selected-adaptive-scaled,actual,mac-aware-broadcast,Selected adaptive + scaled,adaptive,5,6dof,csma,12,0.2,32,0.0527902409716402,0.532870937359825,0,0,0.0704367053620784,0.136241017136539,708,812,683,53,741,1503,1176,327,936,741,195,0,0,112,2,32,53,0.260833333333312,0.279333333333334,3.248,0.104,0.209920000000002,0.670400000000001,741,95,646,1.5931846,0,667022686573,21200639408,141655150
development,16018009,n5-csma,N5 CSMA,piggyback-scaled,shadow,causal-broadcast,Piggyback-only + scaled,piggyback,5,6dof,csma,12,0.2,32,0.0537726524327653,0.531746336607598,0,0,0.0713875069098949,0.142476506357103,713,826,681,0,720,1520,1180,340,930,720,210,0,0,118,1,32,0,0.255333333333313,0.275333333333334,3.304,0,0.238080000000002,0.6608,720,0,720,1.2482031,0,667022686573,21200639408,111946913
development,16018009,n10-ring2,N10 ring2,selected-adaptive-scaled,actual,mac-aware-broadcast,Selected adaptive + scaled,adaptive,10,di,csma,12,0.1,32,0.090102698829224,0.513413766726794,0,0,0.082080075811419,0.152594171997157,1553,1909,1349,88,1667,4182,2698,1479,2459,1667,792,5,0,534,2,32,88,0.558916666666704,0.650666666666634,7.6359999999996,0.172,0.574975999999999,1.56159999999992,1667,154,1513,2.2668538,0,2586801466083,84904229612,150605066
development,16018009,n10-ring2,N10 ring2,piggyback-scaled,shadow,causal-broadcast,Piggyback-only + scaled,piggyback,10,di,csma,12,0.1,32,0.0904452801450207,0.508250464059784,0,0,0.0803743188817815,0.151911869225302,1558,1827,1366,0,1655,3946,2742,1199,2391,1655,736,5,0,411,1,32,0,0.536500000000031,0.60899999999997,7.30799999999964,0,0.612095999999998,1.46159999999993,1655,0,1655,1.8130286,0,2586801466083,84904229612,121174272
development,16018009,n20-ring2,N20 ring2,selected-adaptive-scaled,actual,mac-aware-broadcast,Selected adaptive + scaled,adaptive,20,di,csma,12,0.05,32,0.191183470343997,0.443150133742073,0,0,0.150445598096475,0.3004931862427,3968,3353,1672,1,1958,7963,3628,4333,4187,1958,2229,2,0,1652,1,32,1,0.810916666666652,1.11774999999991,13.411999999999,0.001,1.071616,2.68259999999979,1958,1,1957,2.5471877,0,10201048298221,339947001497,176416927
development,16018009,n20-ring2,N20 ring2,piggyback-scaled,shadow,causal-broadcast,Piggyback-only + scaled,piggyback,20,di,csma,12,0.05,32,0.203792638113706,0.429403526667937,0,0,0.160015141682891,0.3331689379191,3926,3374,1638,0,1904,7883,3555,4326,4285,1904,2381,2,0,1706,1,32,0,0.808416666666654,1.12466666666658,13.495999999999,0,1.09696000000001,2.69919999999979,1904,0,1904,1.8734539,0,10201048298221,339947001497,146600568
development,16018009,n5-aloha,N5 ALOHA,selected-adaptive-scaled,actual,mac-aware-broadcast,Selected adaptive + scaled,adaptive,5,6dof,aloha,12,0.2,32,0.0818657488940312,0.486623768833605,0,0,0.112360420121614,0.199889441680487,979,2242,448,316,395,4099,778,3321,1199,395,804,0,0,1898,2,32,316,0.512000000000025,0.781166666666621,8.96799999999946,0.406,0.201728000000003,1.87479999999989,395,241,154,1.8945305,0,667022686573,21200639408,142096704
development,16018009,n5-aloha,N5 ALOHA,piggyback-scaled,shadow,causal-broadcast,Piggyback-only + scaled,piggyback,5,6dof,aloha,12,0.2,32,0.0732318272329693,0.507850373489422,0,0,0.120199004975124,0.255013819789939,1015,2282,454,0,342,4194,781,3410,1316,342,974,3,0,1812,1,32,0,0.474916666666681,0.76066666666662,9.12799999999944,0,0.336896000000001,1.82559999999989,342,0,342,1.4502894,0,667022686573,21200639408,112388467
development,16018010,n5-csma,N5 CSMA,selected-adaptive-scaled,actual,mac-aware-broadcast,Selected adaptive + scaled,adaptive,5,6dof,csma,12,0.2,32,0.0550103022624098,0.530478632059164,0,0,0.0743615257048092,0.139458264234383,705,805,678,62,732,1490,1166,324,908,732,176,0,0,115,2,32,62,0.260333333333313,0.278166666666667,3.22,0.118,0.199168000000002,0.667600000000001,732,100,632,1.4258442,0,666717824011,21197638485,141655152
development,16018010,n5-csma,N5 CSMA,piggyback-scaled,shadow,causal-broadcast,Piggyback-only + scaled,piggyback,5,6dof,csma,12,0.2,32,0.0536055430112006,0.532538669553156,0,0,0.0711553344389165,0.14718629076838,714,834,678,0,699,1545,1182,363,907,699,208,0,0,125,1,32,0,0.256666666666646,0.278,3.336,0,0.232192000000002,0.667200000000001,699,0,699,1.278262,0,666717824011,21197638485,111946915
development,16018010,n10-ring2,N10 ring2,selected-adaptive-scaled,actual,mac-aware-broadcast,Selected adaptive + scaled,adaptive,10,di,csma,12,0.1,32,0.0916486524605936,0.505050116764864,0,0,0.082383321487799,0.152665245202559,1513,1829,1348,90,1687,3985,2710,1270,2422,1687,735,5,0,474,2,32,90,0.544833333333365,0.624333333333303,7.31599999999964,0.176,0.568831999999999,1.49839999999993,1687,144,1543,2.1110335,0,2585434716642,84900018711,150605068
development,16018010,n10-ring2,N10 ring2,piggyback-scaled,shadow,causal-broadcast,Piggyback-only + scaled,piggyback,10,di,csma,12,0.1,32,0.08939640394658,0.509665306316131,0,0,0.0811561241411987,0.153958777540867,1552,1883,1347,0,1635,4034,2690,1339,2454,1635,819,5,0,510,1,32,0,0.537916666666698,0.627666666666635,7.53199999999961,0,0.628223999999998,1.50639999999992,1635,0,1635,1.7441948,0,2585434716642,84900018711,121174274
development,16018010,n20-ring2,N20 ring2,selected-adaptive-scaled,actual,mac-aware-broadcast,Selected adaptive + scaled,adaptive,20,di,csma,12,0.05,32,0.210870788360284,0.41510650183471,0,0,0.167220419640927,0.305007570841445,3940,3466,1652,2,1953,8146,3434,4702,4257,1953,2304,10,0,1799,2,32,2,0.823249999999979,1.15566666666658,13.8639999999989,0.004,1.08851200000001,2.77359999999978,1953,0,1953,2.4752476,0,10199167534895,339855140192,176416929
development,16018010,n20-ring2,N20 ring2,piggyback-scaled,shadow,causal-broadcast,Piggyback-only + scaled,piggyback,20,di,csma,12,0.05,32,0.205622637149642,0.407401010113516,0,0,0.174166125892279,0.319115293099719,3992,3513,1618,0,1858,8176,3368,4808,4337,1858,2479,0,0,1879,1,32,0,0.823666666666646,1.17099999999991,14.0519999999989,0,1.11027200000001,2.81039999999978,1858,0,1858,1.9611078,0,10199167534895,339855140192,146600570
development,16018010,n5-aloha,N5 ALOHA,selected-adaptive-scaled,actual,mac-aware-broadcast,Selected adaptive + scaled,adaptive,5,6dof,aloha,12,0.2,32,0.0752835063135175,0.504562450569362,0,0,0.101558872305141,0.176384742951907,982,2286,400,322,377,4193,705,3488,998,377,621,0,0,1980,2,32,322,0.50316666666669,0.79641666666662,9.14399999999944,0.413,0.148736000000002,1.91139999999989,377,241,136,1.8782949,0,666717824011,21197638485,142096706
