seed,scenario,scenarioLabel,N,horizon,sourceReceiver,targetSender,actualSeq,actualGenTime,actualTime,actualFrameId,actualBytes,shadowSeq,shadowGenTime,shadowTime,leadSeconds,isEarlier,shadowEarlierOrEqual,censored,actualTraceHash,shadowTraceHash,actualChannelHash,shadowChannelHash
16018001,n10-ring2,N10 ring2,10,12,4,3,75,4.06,4.198,671,40,74,4.24,4.295,0.0969999999999995,1,0,0,2586664649596,2586664649596,84898085720,84898085720
16018001,n10-ring2,N10 ring2,10,12,4,5,60,4.16,4.198,671,40,59,4.16,4.295,0.0969999999999995,1,0,0,2586664649596,2586664649596,84898085720,84898085720
16018001,n10-ring2,N10 ring2,10,12,9,8,58,4.12,4.23,675,32,57,4.12,4.17,0,0,1,0,2586664649596,2586664649596,84898085720,84898085720
16018001,n10-ring2,N10 ring2,10,12,9,10,52,4.08,4.23,675,32,54,4.14,4.17,0,0,1,0,2586664649596,2586664649596,84898085720,84898085720
16018001,n10-ring2,N10 ring2,10,12,7,6,61,4.2,4.335,685,32,65,4.4,4.471,0.136,1,0,0,2586664649596,2586664649596,84898085720,84898085720
16018001,n10-ring2,N10 ring2,10,12,7,8,59,4.22,4.335,685,32,59,4.3,4.364,0.0289999999999999,1,0,0,2586664649596,2586664649596,84898085720,84898085720
16018001,n10-ring2,N10 ring2,10,12,8,1,89,4.62,4.687,724,40,93,4.82,4.867,0.18,1,0,0,2586664649596,2586664649596,84898085720,84898085720
16018001,n10-ring2,N10 ring2,10,12,8,7,64,4.56,4.687,724,40,68,4.66,4.749,0.0619999999999994,1,0,0,2586664649596,2586664649596,84898085720,84898085720
16018001,n10-ring2,N10 ring2,10,12,10,1,90,4.68,4.757,735,32,91,4.7,4.736,0,0,1,0,2586664649596,2586664649596,84898085720,84898085720
16018001,n10-ring2,N10 ring2,10,12,10,9,61,4.64,4.757,735,32,74,4.78,4.817,0.0600000000000005,1,0,0,2586664649596,2586664649596,84898085720,84898085720
16018001,n10-ring2,N10 ring2,10,12,5,4,82,5.12,5.165,785,32,83,5.14,5.231,0.0659999999999998,1,0,0,2586664649596,2586664649596,84898085720,84898085720
16018001,n10-ring2,N10 ring2,10,12,5,6,71,5.1,5.165,785,32,73,5.1,5.136,0,0,1,0,2586664649596,2586664649596,84898085720,84898085720
16018001,n10-ring2,N10 ring2,10,12,9,8,69,5.08,5.195,792,32,71,5.22,5.245,0.0499999999999998,1,0,0,2586664649596,2586664649596,84898085720,84898085720
16018001,n10-ring2,N10 ring2,10,12,5,4,89,5.68,5.731,854,32,90,5.68,5.733,0.00200000000000067,1,0,0,2586664649596,2586664649596,84898085720,84898085720
16018001,n10-ring2,N10 ring2,10,12,5,6,77,5.6,5.731,854,32,82,5.8,5.821,0.0899999999999999,1,0,0,2586664649596,2586664649596,84898085720,84898085720
16018001,n10-ring2,N10 ring2,10,12,7,6,85,6.24,6.367,938,32,87,6.26,6.316,0,0,1,0,2586664649596,2586664649596,84898085720,84898085720
16018001,n10-ring2,N10 ring2,10,12,7,8,84,6.24,6.367,938,32,87,6.34,6.409,0.0419999999999998,1,0,0,2586664649596,2586664649596,84898085720,84898085720
16018001,n10-ring2,N10 ring2,10,12,7,6,88,6.46,6.508,955,32,89,6.46,6.51,0.00199999999999978,1,0,0,2586664649596,2586664649596,84898085720,84898085720
16018001,n10-ring2,N10 ring2,10,12,7,8,88,6.48,6.508,955,32,90,6.52,6.572,0.0640000000000001,1,0,0,2586664649596,2586664649596,84898085720,84898085720
16018001,n10-ring2,N10 ring2,10,12,4,1,118,6.78,6.833,992,40,118,6.8,6.852,0.0190000000000001,1,0,0,2586664649596,2586664649596,84898085720,84898085720
16018001,n10-ring2,N10 ring2,10,12,10,1,120,6.9,6.943,1008,32,120,6.92,7.045,0.101999999999999,1,0,0,2586664649596,2586664649596,84898085720,84898085720
16018001,n10-ring2,N10 ring2,10,12,10,9,89,6.88,6.943,1008,32,100,6.88,6.924,0,0,1,0,2586664649596,2586664649596,84898085720,84898085720
16018001,n10-ring2,N10 ring2,10,12,8,1,120,6.9,6.948,1007,40,120,6.92,6.942,0,0,1,0,2586664649596,2586664649596,84898085720,84898085720
