seed,arm,kind,condition,dataLoss,controlLoss,traceHash,geometryHash,selectorHash,scheduleHash,kernelTraceHash,kernelStateHash,interferenceEventHash,RMSE,MINSEP,SAFEFAIL,DIVERGED,TOTAL_COST,DATA_AIRTIME,MANAGEMENT_AIRTIME,DATA_ATTEMPTS,DATA_RECIPIENT_SUCCESS,DATA_RECIPIENT_LOSS,COLLISION_FRAMES,BACKGROUND_COLLISION_FRAMES,graphAdmissible,graphLocalOnly,graphAddedEdges,graphRemovedEdges,oldSlot,newSlot,eventFrame,eligibleFrame,reacquired,firstReacquiredFrame,finalSuppressed,controlAttempts,controlBytes,controlAirtime,expectedControlAttempts,expectedControlAirtime,expectedDataSuccess,expectedDataErasure,expectedDataCollision,observedDataSuccess,observedDataErasure,observedDataCollision,dataOutcomeMismatches,dataSkippedNoQueue,crossPlaneOverlaps,clockConflictFree,clockResidual,futureRandomReads,receiverTruthReads,suppressionHash,reacquisitionHash,revokeBlackout,responseBlackout,geometryCoupledToPlant,emergencyEnabled,emergencySlot,emergencyOpportunities,emergencyExpectedSuccess,emergencyExpectedErasure,emergencyExpectedCollision,claimBackoffEnabled,claimDenseRetryFrames,claimMaxBackoffFrames,claimRetryAttemptLimit,claimOpportunityCount,claimScheduleHash,claimAttempts,lockProofAttempts,responseAttempts,retryBudgetExhausted,retryEntryFailureBound,retryUnionFailureBound
16088013,periodic-iid20,periodic,iid20,0.2,0,1043358,2364930,565053,NaN,NaN,NaN,593702,0.0831716898450162,0.503872820915049,0,0,0.255999999999998,3.07199999999997,0,1000,2078,522,0,0,NaN,NaN,NaN,NaN,NaN,NaN,45,48,NaN,NaN,NaN,0,NaN,0,0,0,NaN,NaN,NaN,0,0,0,0,0,0,NaN,NaN,0,0,NaN,NaN,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
16088013,migration-dense-iid20-emergency,migration,iid20,0.2,0.2,1043358,2364930,565053,1142938253,18689197385,143876604,593702,0.0847826597704174,0.501864234044406,0,0,0.237013333333331,2.67263999999998,0.17152,870,1809,453,0,0,1,1,1,0,7,9,45,48,1,50,0,191,5360,0.17152,191,0.17152,1809,453,0,1809,453,0,0,0,0,1,0,0,0,27645,27456,0,0,0,1,10,5,9,1,0,0,NaN,1,Inf,40,30145,3,180,7,0,1.04889763931541e-14,9.44007875383873e-14
16088013,migration-backoff-iid20-emergency,migration,iid20,0.2,0.2,1043358,2364930,565053,1143493214,18689197385,144100060,593702,0.0847826597704174,0.501864234044406,0,0,0.237013333333331,2.67263999999998,0.17152,870,1809,453,0,0,1,1,1,0,7,9,45,48,1,50,0,191,5360,0.17152,191,0.17152,1809,453,0,1809,453,0,0,0,0,1,0,0,0,27645,27456,0,0,0,1,10,5,9,1,0,1,6,8,10,10,27974,3,180,7,0,6.50276694672842e-05,0.000585249025205558
16088013,migration-dense-iid20-emergency-response-blackout,migration,iid20,0.2,0.2,1043358,2364930,565053,1143141325,18498873797,171885454,593702,0.0846116413347653,0.501864029849542,0,0,0.253098666666665,2.67263999999998,0.364544,870,1812,450,0,0,1,1,1,0,7,9,45,48,0,NaN,1,384,11392,0.364544,384,0.364544,1812,450,0,1812,450,0,0,0,0,1,0,0,0,30286,27405,0,1,0,1,10,43,71,15,0,0,NaN,1,Inf,40,30145,40,180,163,0,1.04889763931541e-14,9.44007875383873e-14
16088013,migration-backoff-iid20-emergency-response-blackout,migration,iid20,0.2,0.2,1043358,2364930,565053,1143648928,18498873797,149506668,593702,0.0846116413347653,0.501864029849542,0,0,0.240330666666665,2.67263999999998,0.211328,870,1812,450,0,0,1,1,1,0,7,9,45,48,0,NaN,1,231,6604,0.211328,231,0.211328,1812,450,0,1812,450,0,0,0,0,1,0,0,0,30286,27405,0,1,0,1,10,43,71,15,0,1,6,8,10,10,27974,10,180,40,1,6.50276694672842e-05,0.000585249025205558
16088013,migration-backoff-iid20-emergency-revoke-blackout,migration,iid20,0.2,0.2,1043358,2364930,565053,1143350858,18684462725,144100060,593702,0.0847826597704174,0.501864234044406,0,0,0.237013333333331,2.67263999999998,0.17152,870,1809,453,0,0,1,1,1,0,7,9,45,48,1,50,0,191,5360,0.17152,191,0.17152,1809,453,0,1809,453,0,0,0,0,1,0,0,0,27645,27456,1,0,0,1,10,5,9,1,0,1,6,8,10,10,27974,3,180,7,0,6.50276694672842e-05,0.000585249025205558
16088014,periodic-iid20,periodic,iid20,0.2,0,428315,2364930,565053,NaN,NaN,NaN,593702,0.083504194768412,0.508624536822392,0,0,0.255999999999998,3.07199999999997,0,1000,2090,510,0,0,NaN,NaN,NaN,NaN,NaN,NaN,45,48,NaN,NaN,NaN,0,NaN,0,0,0,NaN,NaN,NaN,0,0,0,0,0,0,NaN,NaN,0,0,NaN,NaN,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
16088014,migration-dense-iid20-emergency,migration,iid20,0.2,0.2,428315,2364930,565053,1142929579,18770050464,144361849,593702,0.0839390435892073,0.507863011982024,0,0,0.237125333333331,2.67263999999998,0.172864,870,1810,452,0,0,1,1,1,0,7,9,45,48,1,50,0,193,5402,0.172864,193,0.172864,1810,452,0,1810,452,0,0,0,0,1,0,0,0,27645,27456,0,0,0,1,10,5,8,2,0,0,NaN,1,Inf,40,30145,3,180,9,0,1.04889763931541e-14,9.44007875383873e-14
16088014,migration-backoff-iid20-emergency,migration,iid20,0.2,0.2,428315,2364930,565053,1142603645,18770050464,144585305,593702,0.0839390435892073,0.507863011982024,0,0,0.237125333333331,2.67263999999998,0.172864,870,1810,452,0,0,1,1,1,0,7,9,45,48,1,50,0,193,5402,0.172864,193,0.172864,1810,452,0,1810,452,0,0,0,0,1,0,0,0,27645,27456,0,0,0,1,10,5,8,2,0,1,6,8,10,10,27974,3,180,9,0,6.50276694672842e-05,0.000585249025205558
16088014,migration-dense-iid20-emergency-response-blackout,migration,iid20,0.2,0.2,428315,2364930,565053,1143059935,18571224927,171479385,593702,0.0838874525430441,0.507864093795313,0,0,0.252794666666665,2.67263999999998,0.360896,870,1806,456,0,0,1,1,1,0,7,9,45,48,0,NaN,1,380,11278,0.360896,380,0.360896,1806,456,0,1806,456,0,0,0,0,1,0,0,0,30286,27405,0,1,0,1,10,43,66,20,0,0,NaN,1,Inf,40,30145,40,180,159,0,1.04889763931541e-14,9.44007875383873e-14
16088014,migration-backoff-iid20-emergency-response-blackout,migration,iid20,0.2,0.2,428315,2364930,565053,1142644685,18571224927,150032073,593702,0.0838874525430441,0.507864093795313,0,0,0.240687999999998,2.67263999999998,0.215616,870,1806,456,0,0,1,1,1,0,7,9,45,48,0,NaN,1,235,6738,0.215616,235,0.215616,1806,456,0,1806,456,0,0,0,0,1,0,0,0,30286,27405,0,1,0,1,10,43,66,20,0,1,6,8,10,10,27974,10,180,44,1,6.50276694672842e-05,0.000585249025205558
16088014,migration-backoff-iid20-emergency-revoke-blackout,migration,iid20,0.2,0.2,428315,2364930,565053,1142885891,18764425517,144585305,593702,0.0839390435892073,0.507863011982024,0,0,0.237125333333331,2.67263999999998,0.172864,870,1810,452,0,0,1,1,1,0,7,9,45,48,1,50,0,193,5402,0.172864,193,0.172864,1810,452,0,1810,452,0,0,0,0,1,0,0,0,27645,27456,1,0,0,1,10,5,8,2,0,1,6,8,10,10,27974,3,180,9,0,6.50276694672842e-05,0.000585249025205558
16088015,periodic-iid20,periodic,iid20,0.2,0,456612,2364930,565053,NaN,NaN,NaN,593702,0.0869247282060918,0.497563219275163,0,0,0.255999999999998,3.07199999999997,0,1000,2062,538,0,0,NaN,NaN,NaN,NaN,NaN,NaN,45,48,NaN,NaN,NaN,0,NaN,0,0,0,NaN,NaN,NaN,0,0,0,0,0,0,NaN,NaN,0,0,NaN,NaN,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
16088015,migration-dense-iid20-emergency,migration,iid20,0.2,0.2,456612,2364930,565053,1142938214,18712834400,143897374,593702,0.0861213118514412,0.502202629295127,0,0,0.236981333333331,2.67263999999998,0.171136,870,1808,454,0,0,1,1,1,0,7,9,45,48,1,49,0,191,5348,0.171136,191,0.171136,1808,454,0,1808,454,0,0,0,0,1,0,0,0,27595,27455,0,0,0,1,10,4,5,3,0,0,NaN,1,Inf,40,30145,2,180,8,0,1.04889763931541e-14,9.44007875383873e-14
16088015,migration-backoff-iid20-emergency,migration,iid20,0.2,0.2,456612,2364930,565053,1143210033,18712834400,144120830,593702,0.0861213118514412,0.502202629295127,0,0,0.236981333333331,2.67263999999998,0.171136,870,1808,454,0,0,1,1,1,0,7,9,45,48,1,49,0,191,5348,0.171136,191,0.171136,1808,454,0,1808,454,0,0,0,0,1,0,0,0,27595,27455,0,0,0,1,10,4,5,3,0,1,6,8,10,10,27974,2,180,8,0,6.50276694672842e-05,0.000585249025205558
16088015,migration-dense-iid20-emergency-response-blackout,migration,iid20,0.2,0.2,456612,2364930,565053,1142994988,18523066190,172577137,593702,0.085256701978515,0.502226616190831,0,0,0.253263999999998,2.67263999999998,0.366528,870,1811,451,0,0,1,1,1,0,7,9,45,48,0,NaN,1,386,11454,0.366528,386,0.366528,1811,451,0,1811,451,0,0,0,0,1,0,0,0,30286,27405,0,1,0,1,10,43,67,19,0,0,NaN,1,Inf,40,30145,40,180,165,0,1.04889763931541e-14,9.44007875383873e-14
16088015,migration-backoff-iid20-emergency-response-blackout,migration,iid20,0.2,0.2,456612,2364930,565053,1142593987,18523066190,150384312,593702,0.085256701978515,0.502226616190831,0,0,0.240757333333331,2.67263999999998,0.216448,870,1811,451,0,0,1,1,1,0,7,9,45,48,0,NaN,1,236,6764,0.216448,236,0.216448,1811,451,0,1811,451,0,0,0,0,1,0,0,0,30286,27405,0,1,0,1,10,43,67,19,0,1,6,8,10,10,27974,10,180,45,1,6.50276694672842e-05,0.000585249025205558
16088015,migration-backoff-iid20-emergency-revoke-blackout,migration,iid20,0.2,0.2,456612,2364930,565053,1143148225,18707146054,144120830,593702,0.0861213118514412,0.502202629295127,0,0,0.236981333333331,2.67263999999998,0.171136,870,1808,454,0,0,1,1,1,0,7,9,45,48,1,49,0,191,5348,0.171136,191,0.171136,1808,454,0,1808,454,0,0,0,0,1,0,0,0,27595,27455,1,0,0,1,10,4,5,3,0,1,6,8,10,10,27974,2,180,8,0,6.50276694672842e-05,0.000585249025205558
16088016,periodic-iid20,periodic,iid20,0.2,0,702955,2364930,565053,NaN,NaN,NaN,593702,0.0803596779994948,0.508080084875487,0,0,0.255999999999998,3.07199999999997,0,1000,2101,499,0,0,NaN,NaN,NaN,NaN,NaN,NaN,45,48,NaN,NaN,NaN,0,NaN,0,0,0,NaN,NaN,NaN,0,0,0,0,0,0,NaN,NaN,0,0,NaN,NaN,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
16088016,migration-dense-iid20-emergency,migration,iid20,0.2,0.2,702955,2364930,565053,1142464504,18599154939,144255991,593702,0.0812698354389558,0.502894218163199,0,0,0.237098666666665,2.67263999999998,0.172544,870,1847,415,0,0,1,1,1,0,7,9,45,48,1,50,0,193,5392,0.172544,193,0.172544,1847,415,0,1847,415,0,0,0,0,1,0,0,0,27645,27456,0,0,0,1,10,5,10,0,0,0,NaN,1,Inf,40,30145,3,180,9,0,1.04889763931541e-14,9.44007875383873e-14
16088016,migration-backoff-iid20-emergency,migration,iid20,0.2,0.2,702955,2364930,565053,1142138570,18599154939,144479447,593702,0.0812698354389558,0.502894218163199,0,0,0.237098666666665,2.67263999999998,0.172544,870,1847,415,0,0,1,1,1,0,7,9,45,48,1,50,0,193,5392,0.172544,193,0.172544,1847,415,0,1847,415,0,0,0,0,1,0,0,0,27645,27456,0,0,0,1,10,5,10,0,0,1,6,8,10,10,27974,3,180,9,0,6.50276694672842e-05,0.000585249025205558
16088016,migration-dense-iid20-emergency-response-blackout,migration,iid20,0.2,0.2,702955,2364930,565053,1141892532,18400367571,170926245,593702,0.0818298607924253,0.502863558077539,0,0,0.252442666666665,2.67263999999998,0.356672,870,1836,426,0,0,1,1,1,0,7,9,45,48,0,NaN,1,378,11146,0.356672,378,0.356672,1836,426,0,1836,426,0,0,0,0,1,0,0,0,30286,27405,0,1,0,1,10,43,65,21,0,0,NaN,1,Inf,40,30145,40,180,157,0,1.04889763931541e-14,9.44007875383873e-14
16088016,migration-backoff-iid20-emergency-response-blackout,migration,iid20,0.2,0.2,702955,2364930,565053,1142802261,18400367571,149355501,593702,0.0818298607924253,0.502863558077539,0,0,0.240303999999998,2.67263999999998,0.211008,870,1836,426,0,0,1,1,1,0,7,9,45,48,0,NaN,1,231,6594,0.211008,231,0.211008,1836,426,0,1836,426,0,0,0,0,1,0,0,0,30286,27405,0,1,0,1,10,43,65,21,0,1,6,8,10,10,27974,10,180,40,1,6.50276694672842e-05,0.000585249025205558
16088016,migration-backoff-iid20-emergency-revoke-blackout,migration,iid20,0.2,0.2,702955,2364930,565053,1142705752,18592662540,144479447,593702,0.0812698354389558,0.502894218163199,0,0,0.237098666666665,2.67263999999998,0.172544,870,1847,415,0,0,1,1,1,0,7,9,45,48,1,50,0,193,5392,0.172544,193,0.172544,1847,415,0,1847,415,0,0,0,0,1,0,0,0,27645,27456,1,0,0,1,10,5,10,0,0,1,6,8,10,10,27974,3,180,9,0,6.50276694672842e-05,0.000585249025205558
16088017,periodic-iid20,periodic,iid20,0.2,0,333390,2364930,565053,NaN,NaN,NaN,593702,0.0818017172241146,0.499181455755388,0,0,0.255999999999998,3.07199999999997,0,1000,2101,499,0,0,NaN,NaN,NaN,NaN,NaN,NaN,45,48,NaN,NaN,NaN,0,NaN,0,0,0,NaN,NaN,NaN,0,0,0,0,0,0,NaN,NaN,0,0,NaN,NaN,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
16088017,migration-dense-iid20-emergency,migration,iid20,0.2,0.2,333390,2364930,565053,1143722348,18667035674,144735868,593702,0.0846966764856782,0.496576979292153,0,0,0.237274666666665,2.67263999999998,0.174656,870,1833,429,0,0,1,1,1,0,7,9,45,48,1,52,0,195,5458,0.174656,195,0.174656,1833,429,0,1833,429,0,0,0,0,1,0,0,0,27748,27458,0,0,0,1,10,7,10,4,0,0,NaN,1,Inf,40,30145,5,180,9,0,1.04889763931541e-14,9.44007875383873e-14
16088017,migration-backoff-iid20-emergency,migration,iid20,0.2,0.2,333390,2364930,565053,1143081803,18667035674,144959324,593702,0.0846966764856782,0.496576979292153,0,0,0.237274666666665,2.67263999999998,0.174656,870,1833,429,0,0,1,1,1,0,7,9,45,48,1,52,0,195,5458,0.174656,195,0.174656,1833,429,0,1833,429,0,0,0,0,1,0,0,0,27748,27458,0,0,0,1,10,7,10,4,0,1,6,8,10,10,27974,5,180,9,0,6.50276694672842e-05,0.000585249025205558
16088017,migration-dense-iid20-emergency-response-blackout,migration,iid20,0.2,0.2,333390,2364930,565053,1142857889,18467922064,171660645,593702,0.0845228524190902,0.496577485746989,0,0,0.252821333333331,2.67263999999998,0.361216,870,1833,429,0,0,1,1,1,0,7,9,45,48,0,NaN,1,380,11288,0.361216,380,0.361216,1833,429,0,1833,429,0,0,0,0,1,0,0,0,30286,27405,0,1,0,1,10,43,65,21,0,0,NaN,1,Inf,40,30145,40,180,159,0,1.04889763931541e-14,9.44007875383873e-14
16088017,migration-backoff-iid20-emergency-response-blackout,migration,iid20,0.2,0.2,333390,2364930,565053,1142988076,18467922064,149171080,593702,0.0845228524190902,0.496577485746989,0,0,0.240026666666665,2.67263999999998,0.20768,870,1833,429,0,0,1,1,1,0,7,9,45,48,0,NaN,1,227,6490,0.20768,227,0.20768,1833,429,0,1833,429,0,0,0,0,1,0,0,0,30286,27405,0,1,0,1,10,43,65,21,0,1,6,8,10,10,27974,10,180,36,1,6.50276694672842e-05,0.000585249025205558
16088017,migration-backoff-iid20-emergency-revoke-blackout,migration,iid20,0.2,0.2,333390,2364930,565053,1143277720,18661538521,144959324,593702,0.0846966764856782,0.496576979292153,0,0,0.237274666666665,2.67263999999998,0.174656,870,1833,429,0,0,1,1,1,0,7,9,45,48,1,52,0,195,5458,0.174656,195,0.174656,1833,429,0,1833,429,0,0,0,0,1,0,0,0,27748,27458,1,0,0,1,10,7,10,4,0,1,6,8,10,10,27974,5,180,9,0,6.50276694672842e-05,0.000585249025205558
16088018,periodic-iid20,periodic,iid20,0.2,0,844223,2364930,565053,NaN,NaN,NaN,593702,0.0836966086235254,0.505229028221385,0,0,0.255999999999998,3.07199999999997,0,1000,2074,526,0,0,NaN,NaN,NaN,NaN,NaN,NaN,45,48,NaN,NaN,NaN,0,NaN,0,0,0,NaN,NaN,NaN,0,0,0,0,0,0,NaN,NaN,0,0,NaN,NaN,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
16088018,migration-dense-iid20-emergency,migration,iid20,0.2,0.2,844223,2364930,565053,1142813991,18709744710,144724560,593702,0.0861348786938837,0.501267623989079,0,0,0.237274666666665,2.67263999999998,0.174656,870,1804,458,0,0,1,1,1,0,7,9,45,48,1,52,0,195,5458,0.174656,195,0.174656,1804,458,0,1804,458,0,0,0,0,1,0,0,0,27748,27458,0,0,0,1,10,7,13,1,0,0,NaN,1,Inf,40,30145,5,180,9,0,1.04889763931541e-14,9.44007875383873e-14
16088018,migration-backoff-iid20-emergency,migration,iid20,0.2,0.2,844223,2364930,565053,1143222019,18709744710,144948016,593702,0.0861348786938837,0.501267623989079,0,0,0.237274666666665,2.67263999999998,0.174656,870,1804,458,0,0,1,1,1,0,7,9,45,48,1,52,0,195,5458,0.174656,195,0.174656,1804,458,0,1804,458,0,0,0,0,1,0,0,0,27748,27458,0,0,0,1,10,7,13,1,0,1,6,8,10,10,27974,5,180,9,0,6.50276694672842e-05,0.000585249025205558
16088018,migration-dense-iid20-emergency-response-blackout,migration,iid20,0.2,0.2,844223,2364930,565053,1143190357,18515249000,172952865,593702,0.0855180449549484,0.501266901599225,0,0,0.253354666666665,2.67263999999998,0.367616,870,1810,452,0,0,1,1,1,0,7,9,45,48,0,NaN,1,385,11488,0.367616,385,0.367616,1810,452,0,1810,452,0,0,0,0,1,0,0,0,30286,27405,0,1,0,1,10,43,71,15,0,0,NaN,1,Inf,40,30145,40,180,164,0,1.04889763931541e-14,9.44007875383873e-14
16088018,migration-backoff-iid20-emergency-response-blackout,migration,iid20,0.2,0.2,844223,2364930,565053,1142808037,18515249000,149334760,593702,0.0855180449549484,0.501266901599225,0,0,0.240287999999998,2.67263999999998,0.210816,870,1810,452,0,0,1,1,1,0,7,9,45,48,0,NaN,1,230,6588,0.210816,230,0.210816,1810,452,0,1810,452,0,0,0,0,1,0,0,0,30286,27405,0,1,0,1,10,43,71,15,0,1,6,8,10,10,27974,10,180,39,1,6.50276694672842e-05,0.000585249025205558
16088018,migration-backoff-iid20-emergency-revoke-blackout,migration,iid20,0.2,0.2,844223,2364930,565053,1142452812,18706355350,144948016,593702,0.0861348786938837,0.501267623989079,0,0,0.237274666666665,2.67263999999998,0.174656,870,1804,458,0,0,1,1,1,0,7,9,45,48,1,52,0,195,5458,0.174656,195,0.174656,1804,458,0,1804,458,0,0,0,0,1,0,0,0,27748,27458,1,0,0,1,10,7,13,1,0,1,6,8,10,10,27974,5,180,9,0,6.50276694672842e-05,0.000585249025205558
16088019,periodic-iid20,periodic,iid20,0.2,0,1426841,2364930,565053,NaN,NaN,NaN,593702,0.0818831668309152,0.504904666974458,0,0,0.255999999999998,3.07199999999997,0,1000,2090,510,0,0,NaN,NaN,NaN,NaN,NaN,NaN,45,48,NaN,NaN,NaN,0,NaN,0,0,0,NaN,NaN,NaN,0,0,0,0,0,0,NaN,NaN,0,0,NaN,NaN,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
16088019,migration-dense-iid20-emergency,migration,iid20,0.2,0.2,1426841,2364930,565053,1142848205,18701261578,144751653,593702,0.0856248986029695,0.496493384827274,0,0,0.237205333333331,2.67263999999998,0.173824,870,1829,433,0,0,1,1,1,0,7,9,45,48,1,50,0,193,5432,0.173824,193,0.173824,1829,433,0,1829,433,0,0,0,0,1,0,0,0,27645,27456,0,0,0,1,10,5,6,4,0,0,NaN,1,Inf,40,30145,3,180,9,0,1.04889763931541e-14,9.44007875383873e-14
16088019,migration-backoff-iid20-emergency,migration,iid20,0.2,0.2,1426841,2364930,565053,1142522271,18701261578,144975109,593702,0.0856248986029695,0.496493384827274,0,0,0.237205333333331,2.67263999999998,0.173824,870,1829,433,0,0,1,1,1,0,7,9,45,48,1,50,0,193,5432,0.173824,193,0.173824,1829,433,0,1829,433,0,0,0,0,1,0,0,0,27645,27456,0,0,0,1,10,5,6,4,0,1,6,8,10,10,27974,3,180,9,0,6.50276694672842e-05,0.000585249025205558
16088019,migration-dense-iid20-emergency-response-blackout,migration,iid20,0.2,0.2,1426841,2364930,565053,1142604354,18501180938,171802944,593702,0.0842065483632373,0.496579069947278,0,0,0.253114666666665,2.67263999999998,0.364736,870,1831,431,0,0,1,1,1,0,7,9,45,48,0,NaN,1,385,11398,0.364736,385,0.364736,1831,431,0,1831,431,0,0,0,0,1,0,0,0,30286,27405,0,1,0,1,10,43,68,18,0,0,NaN,1,Inf,40,30145,40,180,164,0,1.04889763931541e-14,9.44007875383873e-14
16088019,migration-backoff-iid20-emergency-response-blackout,migration,iid20,0.2,0.2,1426841,2364930,565053,1142598003,18501180938,150464051,593702,0.0842065483632373,0.496579069947278,0,0,0.240783999999998,2.67263999999998,0.216768,870,1831,431,0,0,1,1,1,0,7,9,45,48,0,NaN,1,236,6774,0.216768,236,0.216768,1831,431,0,1831,431,0,0,0,0,1,0,0,0,30286,27405,0,1,0,1,10,43,68,18,0,1,6,8,10,10,27974,10,180,45,1,6.50276694672842e-05,0.000585249025205558
16088019,migration-backoff-iid20-emergency-revoke-blackout,migration,iid20,0.2,0.2,1426841,2364930,565053,1142520933,18695557188,144975109,593702,0.0856248986029695,0.496493384827274,0,0,0.237205333333331,2.67263999999998,0.173824,870,1829,433,0,0,1,1,1,0,7,9,45,48,1,50,0,193,5432,0.173824,193,0.173824,1829,433,0,1829,433,0,0,0,0,1,0,0,0,27645,27456,1,0,0,1,10,5,6,4,0,1,6,8,10,10,27974,3,180,9,0,6.50276694672842e-05,0.000585249025205558
16088020,periodic-iid20,periodic,iid20,0.2,0,803444,2364930,565053,NaN,NaN,NaN,593702,0.0811891520303958,0.506001412690555,0,0,0.255999999999998,3.07199999999997,0,1000,2075,525,0,0,NaN,NaN,NaN,NaN,NaN,NaN,45,48,NaN,NaN,NaN,0,NaN,0,0,0,NaN,NaN,NaN,0,0,0,0,0,0,NaN,NaN,0,0,NaN,NaN,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
16088020,migration-dense-iid20-emergency,migration,iid20,0.2,0.2,803444,2364930,565053,1142858784,18694074183,143596476,593702,0.0888544669639483,0.498629909357517,0,0,0.236911999999998,2.67263999999998,0.170304,870,1820,442,0,0,1,1,1,0,7,9,45,48,1,49,0,190,5322,0.170304,190,0.170304,1820,442,0,1820,442,0,0,0,0,1,0,0,0,27595,27455,0,0,0,1,10,4,5,3,0,0,NaN,1,Inf,40,30145,2,180,7,0,1.04889763931541e-14,9.44007875383873e-14
16088020,migration-backoff-iid20-emergency,migration,iid20,0.2,0.2,803444,2364930,565053,1143046764,18694074183,143819932,593702,0.0888544669639483,0.498629909357517,0,0,0.236911999999998,2.67263999999998,0.170304,870,1820,442,0,0,1,1,1,0,7,9,45,48,1,49,0,190,5322,0.170304,190,0.170304,1820,442,0,1820,442,0,0,0,0,1,0,0,0,27595,27455,0,0,0,1,10,4,5,3,0,1,6,8,10,10,27974,2,180,7,0,6.50276694672842e-05,0.000585249025205558
16088020,migration-dense-iid20-emergency-response-blackout,migration,iid20,0.2,0.2,803444,2364930,565053,1142790166,18498186717,172660720,593702,0.090014553989494,0.498629220539032,0,0,0.253519999999998,2.67263999999998,0.3696,870,1813,449,0,0,1,1,1,0,7,9,45,48,0,NaN,1,387,11550,0.3696,387,0.3696,1813,449,0,1813,449,0,0,0,0,1,0,0,0,30286,27405,0,1,0,1,10,43,61,25,0,0,NaN,1,Inf,40,30145,40,180,166,0,1.04889763931541e-14,9.44007875383873e-14
16088020,migration-backoff-iid20-emergency-response-blackout,migration,iid20,0.2,0.2,803444,2364930,565053,1142453444,18498186717,150287841,593702,0.090014553989494,0.498629220539032,0,0,0.240741333333331,2.67263999999998,0.216256,870,1813,449,0,0,1,1,1,0,7,9,45,48,0,NaN,1,235,6758,0.216256,235,0.216256,1813,449,0,1813,449,0,0,0,0,1,0,0,0,30286,27405,0,1,0,1,10,43,61,25,0,1,6,8,10,10,27974,10,180,44,1,6.50276694672842e-05,0.000585249025205558
16088020,migration-backoff-iid20-emergency-revoke-blackout,migration,iid20,0.2,0.2,803444,2364930,565053,1142151487,18689727579,143819932,593702,0.0888544669639483,0.498629909357517,0,0,0.236911999999998,2.67263999999998,0.170304,870,1820,442,0,0,1,1,1,0,7,9,45,48,1,49,0,190,5322,0.170304,190,0.170304,1820,442,0,1820,442,0,0,0,0,1,0,0,0,27595,27455,1,0,0,1,10,4,5,3,0,1,6,8,10,10,27974,2,180,7,0,6.50276694672842e-05,0.000585249025205558
