seed,N,condition,traceHash,selectorHash,stateHash,physicalChangeCount,senderChangeCount,nonincidentSenderChangeCount,initiatorIsChangedEndpoint,affectedCount,affectedHash,changedSlotCount,outsideUnchanged,candidateProper,prepareBytes,maxResponseBytes,barrierClosed,barrierFrame,motionAuthorized,activationFrame,commitReady,allReactivated,reactivatedCount,finalSuppressedCount,prepareBudgetExhausted,commitBudgetExhausted,edgeReceipts,requiredEdgeReceipts,actualSubsetUnion,collisionFrames,collisionEdges,controlAttempts,controlBytes,controlAirtime,attemptBound,byteBound,attemptBoundRatio,byteBoundRatio,recipientAttempts,recipientSuccess,recipientErasure,prepareAttempts,quietAttempts,claimAttempts,proofAttempts,responseAttempts,commitAttempts,revokeAttempts,futureRandomReads,receiverTruthReads
16091070,5,iid20,6076368165,46437,12607224,1,1,1,0,3,91,1,1,1,44,26,1,7,1,8,1,1,3,0,0,0,2,2,1,0,0,24,1078,0.034496,83,3656,0.289156626506024,0.294857768052516,96,71,25,3,5,9,0,3,1,3,0,0
16091070,5,prepare-blackout,975559516,46437,12335571,1,1,1,0,3,91,1,1,1,44,26,0,NaN,0,NaN,0,0,0,2,1,0,0,2,1,0,0,18,592,0.018944,83,3656,0.216867469879518,0.161925601750547,72,64,8,8,8,0,0,0,0,2,0,0
16091070,5,quiescent-blackout,975527116,46437,11748240,1,1,1,0,3,91,1,1,1,44,26,0,NaN,0,NaN,0,0,0,3,1,0,0,2,1,0,0,27,808,0.025856,83,3656,0.325301204819277,0.221006564551422,108,100,8,8,16,0,0,0,0,3,0,0
16091070,5,response-blackout,824640562,46437,12459415,1,1,1,0,3,91,1,1,1,44,26,1,5,1,6,0,0,0,3,0,0,0,2,1,0,0,56,2844,0.091008,83,3656,0.674698795180723,0.777899343544858,224,224,0,1,2,30,0,20,0,3,0,0
16091070,5,commit-blackout,974582026,46437,11775894,1,1,1,0,3,91,1,1,1,44,26,1,5,1,6,1,0,1,2,0,1,2,2,1,0,0,17,600,0.0192,83,3656,0.204819277108434,0.164113785557987,68,56,12,1,2,3,0,2,6,3,0,0
16091070,5,revoke-blackout,966271900,46437,12576772,1,1,1,0,3,91,1,1,1,44,26,1,5,1,6,1,1,3,0,0,0,2,2,1,0,0,12,460,0.01472,83,3656,0.144578313253012,0.12582056892779,48,36,12,1,2,3,0,2,1,3,0,0
16091070,5,incomplete-union,975743626,46437,12576772,1,1,1,0,3,91,1,1,1,44,26,1,5,1,6,1,1,3,0,0,0,2,2,0,53,53,12,460,0.01472,83,3656,0.144578313253012,0.12582056892779,48,48,0,1,2,3,0,2,1,3,0,0
16091071,5,nominal-zero,973354745,49231,12849189,2,2,2,0,4,143,2,1,1,48,26,1,5,1,6,1,1,4,0,0,0,3,3,1,0,0,16,610,0.01952,112,4884,0.142857142857143,0.124897624897625,64,64,0,1,3,4,0,3,1,4,0,0
16091071,5,iid20,6101946151,49231,13804966,2,2,2,0,4,143,2,1,1,48,26,1,7,1,8,1,1,4,0,0,0,3,3,1,0,0,28,1144,0.036608,112,4884,0.25,0.234234234234234,112,86,26,3,7,8,0,4,2,4,0,0
16091071,5,prepare-blackout,973280855,49231,12683422,2,2,2,0,4,143,2,1,1,48,26,0,NaN,0,NaN,0,0,0,3,1,0,0,3,1,0,0,27,840,0.02688,112,4884,0.241071428571429,0.171990171990172,108,100,8,8,16,0,0,0,0,3,0,0
16091071,5,quiescent-blackout,973248455,49231,13158164,2,2,2,0,4,143,2,1,1,48,26,0,NaN,0,NaN,0,0,0,4,1,0,0,3,1,0,0,36,1056,0.033792,112,4884,0.321428571428571,0.216216216216216,144,136,8,8,24,0,0,0,0,4,0,0
16091071,5,response-blackout,825072548,49231,13339791,2,2,2,0,4,143,2,1,1,48,26,1,5,1,6,0,0,0,4,0,0,0,3,1,0,0,78,3876,0.124032,112,4884,0.696428571428571,0.793611793611794,312,312,0,1,3,40,0,30,0,4,0,0
16091071,5,commit-blackout,971772275,49231,13081469,2,2,2,0,4,143,2,1,1,48,26,1,5,1,6,1,0,1,3,0,1,3,3,1,0,0,21,750,0.024,112,4884,0.1875,0.153562653562654,84,66,18,1,3,4,0,3,6,4,0,0
16091071,5,revoke-blackout,963993239,49231,12849189,2,2,2,0,4,143,2,1,1,48,26,1,5,1,6,1,1,4,0,0,0,3,3,1,0,0,16,610,0.01952,112,4884,0.142857142857143,0.124897624897625,64,48,16,1,3,4,0,3,1,4,0,0
16091071,5,incomplete-union,973486565,49231,12849189,2,2,2,0,4,143,2,1,1,48,26,1,5,1,6,1,1,4,0,0,0,3,3,0,53,53,16,610,0.01952,112,4884,0.142857142857143,0.124897624897625,64,64,0,1,3,4,0,3,1,4,0,0
16091072,5,nominal-zero,974742689,52286,14226939,3,3,3,0,5,210,3,1,1,52,26,1,5,1,6,1,1,5,0,0,0,4,4,1,0,0,20,760,0.02432,141,6112,0.141843971631206,0.12434554973822,80,80,0,1,4,5,0,4,1,5,0,0
16091072,5,iid20,6136271380,52286,14864894,3,3,3,0,5,210,3,1,1,52,26,1,6,1,7,1,1,5,0,0,0,4,4,1,0,0,36,1662,0.053184,141,6112,0.25531914893617,0.271924083769634,144,109,35,2,6,15,0,5,3,5,0,0
16091072,5,prepare-blackout,974668799,52286,14142606,3,3,3,0,5,210,3,1,1,52,26,0,NaN,0,NaN,0,0,0,4,1,0,0,4,1,0,0,36,1088,0.034816,141,6112,0.25531914893617,0.178010471204188,144,136,8,8,24,0,0,0,0,4,0,0
16091072,5,quiescent-blackout,974636399,52286,13582275,3,3,3,0,5,210,3,1,1,52,26,0,NaN,0,NaN,0,0,0,5,1,0,0,4,1,0,0,45,1304,0.041728,141,6112,0.319148936170213,0.213350785340314,180,172,8,8,32,0,0,0,0,5,0,0
16091072,5,response-blackout,826397602,52286,14378567,3,3,3,0,5,210,3,1,1,52,26,1,5,1,6,0,0,0,5,0,0,0,4,1,0,0,100,4908,0.157056,141,6112,0.709219858156028,0.803010471204188,400,400,0,1,4,50,0,40,0,5,0,0
16091072,5,commit-blackout,972625529,52286,14440624,3,3,3,0,5,210,3,1,1,52,26,1,5,1,6,1,0,1,4,0,1,4,4,1,0,0,25,900,0.0288,141,6112,0.177304964539007,0.147251308900524,100,76,24,1,4,5,0,4,6,5,0,0
16091072,5,revoke-blackout,965381183,52286,14226939,3,3,3,0,5,210,3,1,1,52,26,1,5,1,6,1,1,5,0,0,0,4,4,1,0,0,20,760,0.02432,141,6112,0.141843971631206,0.12434554973822,80,60,20,1,4,5,0,4,1,5,0,0
16091072,5,incomplete-union,974874509,52286,14226939,3,3,3,0,5,210,3,1,1,52,26,1,5,1,6,1,1,5,0,0,0,4,4,0,53,53,20,760,0.02432,141,6112,0.141843971631206,0.12434554973822,80,80,0,1,4,5,0,4,1,5,0,0
16091073,5,nominal-zero,975633406,46437,12576772,1,1,1,0,3,91,1,1,1,44,26,1,5,1,6,1,1,3,0,0,0,2,2,1,0,0,12,460,0.01472,83,3656,0.144578313253012,0.12582056892779,48,48,0,1,2,3,0,2,1,3,0,0
16091073,5,iid20,6055159256,46437,12006111,1,1,1,0,3,91,1,1,1,44,26,1,5,1,6,1,1,3,0,0,0,2,2,1,0,0,17,730,0.02336,83,3656,0.204819277108434,0.199671772428884,68,56,12,1,2,6,0,3,2,3,0,0
16091073,5,prepare-blackout,975559516,46437,12335571,1,1,1,0,3,91,1,1,1,44,26,0,NaN,0,NaN,0,0,0,2,1,0,0,2,1,0,0,18,592,0.018944,83,3656,0.216867469879518,0.161925601750547,72,64,8,8,8,0,0,0,0,2,0,0
16091073,5,quiescent-blackout,975527116,46437,11748240,1,1,1,0,3,91,1,1,1,44,26,0,NaN,0,NaN,0,0,0,3,1,0,0,2,1,0,0,27,808,0.025856,83,3656,0.325301204819277,0.221006564551422,108,100,8,8,16,0,0,0,0,3,0,0
16091073,5,response-blackout,824640562,46437,12459415,1,1,1,0,3,91,1,1,1,44,26,1,5,1,6,0,0,0,3,0,0,0,2,1,0,0,56,2844,0.091008,83,3656,0.674698795180723,0.777899343544858,224,224,0,1,2,30,0,20,0,3,0,0
16091073,5,commit-blackout,974582026,46437,11775894,1,1,1,0,3,91,1,1,1,44,26,1,5,1,6,1,0,1,2,0,1,2,2,1,0,0,17,600,0.0192,83,3656,0.204819277108434,0.164113785557987,68,56,12,1,2,3,0,2,6,3,0,0
16091073,5,revoke-blackout,966271900,46437,12576772,1,1,1,0,3,91,1,1,1,44,26,1,5,1,6,1,1,3,0,0,0,2,2,1,0,0,12,460,0.01472,83,3656,0.144578313253012,0.12582056892779,48,36,12,1,2,3,0,2,1,3,0,0
16091073,5,incomplete-union,975743626,46437,12576772,1,1,1,0,3,91,1,1,1,44,26,1,5,1,6,1,1,3,0,0,0,2,2,0,53,53,12,460,0.01472,83,3656,0.144578313253012,0.12582056892779,48,48,0,1,2,3,0,2,1,3,0,0
16091074,5,nominal-zero,973354745,49231,12849189,2,2,2,0,4,143,2,1,1,48,26,1,5,1,6,1,1,4,0,0,0,3,3,1,0,0,16,610,0.01952,112,4884,0.142857142857143,0.124897624897625,64,64,0,1,3,4,0,3,1,4,0,0
16091074,5,iid20,6087728935,49231,13541456,2,2,2,0,4,143,2,1,1,48,26,1,6,1,7,1,1,4,0,0,0,3,3,1,0,0,23,994,0.031808,112,4884,0.205357142857143,0.203521703521704,92,81,11,2,5,8,0,3,1,4,0,0
16091074,5,prepare-blackout,973280855,49231,12683422,2,2,2,0,4,143,2,1,1,48,26,0,NaN,0,NaN,0,0,0,3,1,0,0,3,1,0,0,27,840,0.02688,112,4884,0.241071428571429,0.171990171990172,108,100,8,8,16,0,0,0,0,3,0,0
16091074,5,quiescent-blackout,973248455,49231,13158164,2,2,2,0,4,143,2,1,1,48,26,0,NaN,0,NaN,0,0,0,4,1,0,0,3,1,0,0,36,1056,0.033792,112,4884,0.321428571428571,0.216216216216216,144,136,8,8,24,0,0,0,0,4,0,0
16091074,5,response-blackout,825072548,49231,13339791,2,2,2,0,4,143,2,1,1,48,26,1,5,1,6,0,0,0,4,0,0,0,3,1,0,0,78,3876,0.124032,112,4884,0.696428571428571,0.793611793611794,312,312,0,1,3,40,0,30,0,4,0,0
16091074,5,commit-blackout,971772275,49231,13081469,2,2,2,0,4,143,2,1,1,48,26,1,5,1,6,1,0,1,3,0,1,3,3,1,0,0,21,750,0.024,112,4884,0.1875,0.153562653562654,84,66,18,1,3,4,0,3,6,4,0,0
16091074,5,revoke-blackout,963993239,49231,12849189,2,2,2,0,4,143,2,1,1,48,26,1,5,1,6,1,1,4,0,0,0,3,3,1,0,0,16,610,0.01952,112,4884,0.142857142857143,0.124897624897625,64,48,16,1,3,4,0,3,1,4,0,0
16091074,5,incomplete-union,973486565,49231,12849189,2,2,2,0,4,143,2,1,1,48,26,1,5,1,6,1,1,4,0,0,0,3,3,0,53,53,16,610,0.01952,112,4884,0.142857142857143,0.124897624897625,64,64,0,1,3,4,0,3,1,4,0,0
16091075,5,nominal-zero,974742689,52286,14226939,3,3,3,0,5,210,3,1,1,52,26,1,5,1,6,1,1,5,0,0,0,4,4,1,0,0,20,760,0.02432,141,6112,0.141843971631206,0.12434554973822,80,80,0,1,4,5,0,4,1,5,0,0
16091075,5,iid20,6057197192,52286,14186490,3,3,3,0,5,210,3,1,1,52,26,1,6,1,7,1,1,5,0,0,0,4,4,1,0,0,31,1298,0.041536,141,6112,0.219858156028369,0.212369109947644,124,100,24,2,7,10,0,5,2,5,0,0
16091075,5,prepare-blackout,974668799,52286,14142606,3,3,3,0,5,210,3,1,1,52,26,0,NaN,0,NaN,0,0,0,4,1,0,0,4,1,0,0,36,1088,0.034816,141,6112,0.25531914893617,0.178010471204188,144,136,8,8,24,0,0,0,0,4,0,0
16091075,5,quiescent-blackout,974636399,52286,13582275,3,3,3,0,5,210,3,1,1,52,26,0,NaN,0,NaN,0,0,0,5,1,0,0,4,1,0,0,45,1304,0.041728,141,6112,0.319148936170213,0.213350785340314,180,172,8,8,32,0,0,0,0,5,0,0
16091075,5,response-blackout,826397602,52286,14378567,3,3,3,0,5,210,3,1,1,52,26,1,5,1,6,0,0,0,5,0,0,0,4,1,0,0,100,4908,0.157056,141,6112,0.709219858156028,0.803010471204188,400,400,0,1,4,50,0,40,0,5,0,0
16091075,5,commit-blackout,972625529,52286,14440624,3,3,3,0,5,210,3,1,1,52,26,1,5,1,6,1,0,1,4,0,1,4,4,1,0,0,25,900,0.0288,141,6112,0.177304964539007,0.147251308900524,100,76,24,1,4,5,0,4,6,5,0,0
16091075,5,revoke-blackout,965381183,52286,14226939,3,3,3,0,5,210,3,1,1,52,26,1,5,1,6,1,1,5,0,0,0,4,4,1,0,0,20,760,0.02432,141,6112,0.141843971631206,0.12434554973822,80,60,20,1,4,5,0,4,1,5,0,0
16091075,5,incomplete-union,974874509,52286,14226939,3,3,3,0,5,210,3,1,1,52,26,1,5,1,6,1,1,5,0,0,0,4,4,0,53,53,20,760,0.02432,141,6112,0.141843971631206,0.12434554973822,80,80,0,1,4,5,0,4,1,5,0,0
16091076,5,nominal-zero,975633406,46437,12576772,1,1,1,0,3,91,1,1,1,44,26,1,5,1,6,1,1,3,0,0,0,2,2,1,0,0,12,460,0.01472,83,3656,0.144578313253012,0.12582056892779,48,48,0,1,2,3,0,2,1,3,0,0
16091076,5,iid20,6049141423,46437,12741055,1,1,1,0,3,91,1,1,1,44,26,1,6,1,7,1,1,3,0,0,0,2,2,1,0,0,15,556,0.017792,83,3656,0.180722891566265,0.152078774617068,60,49,11,2,3,3,0,2,2,3,0,0
16091076,5,prepare-blackout,975559516,46437,12335571,1,1,1,0,3,91,1,1,1,44,26,0,NaN,0,NaN,0,0,0,2,1,0,0,2,1,0,0,18,592,0.018944,83,3656,0.216867469879518,0.161925601750547,72,64,8,8,8,0,0,0,0,2,0,0
16091076,5,quiescent-blackout,975527116,46437,11748240,1,1,1,0,3,91,1,1,1,44,26,0,NaN,0,NaN,0,0,0,3,1,0,0,2,1,0,0,27,808,0.025856,83,3656,0.325301204819277,0.221006564551422,108,100,8,8,16,0,0,0,0,3,0,0
16091076,5,response-blackout,824640562,46437,12459415,1,1,1,0,3,91,1,1,1,44,26,1,5,1,6,0,0,0,3,0,0,0,2,1,0,0,56,2844,0.091008,83,3656,0.674698795180723,0.777899343544858,224,224,0,1,2,30,0,20,0,3,0,0
16091076,5,commit-blackout,974582026,46437,11775894,1,1,1,0,3,91,1,1,1,44,26,1,5,1,6,1,0,1,2,0,1,2,2,1,0,0,17,600,0.0192,83,3656,0.204819277108434,0.164113785557987,68,56,12,1,2,3,0,2,6,3,0,0
16091076,5,revoke-blackout,966271900,46437,12576772,1,1,1,0,3,91,1,1,1,44,26,1,5,1,6,1,1,3,0,0,0,2,2,1,0,0,12,460,0.01472,83,3656,0.144578313253012,0.12582056892779,48,36,12,1,2,3,0,2,1,3,0,0
16091076,5,incomplete-union,975743626,46437,12576772,1,1,1,0,3,91,1,1,1,44,26,1,5,1,6,1,1,3,0,0,0,2,2,0,53,53,12,460,0.01472,83,3656,0.144578313253012,0.12582056892779,48,48,0,1,2,3,0,2,1,3,0,0
16091077,5,nominal-zero,973354745,49231,12849189,2,2,2,0,4,143,2,1,1,48,26,1,5,1,6,1,1,4,0,0,0,3,3,1,0,0,16,610,0.01952,112,4884,0.142857142857143,0.124897624897625,64,64,0,1,3,4,0,3,1,4,0,0
16091077,5,iid20,6083765492,49231,13542038,2,2,2,0,4,143,2,1,1,48,26,1,6,1,7,1,1,4,0,0,0,3,3,1,0,0,31,1570,0.05024,112,4884,0.276785714285714,0.321457821457821,124,93,31,2,5,16,0,3,1,4,0,0
16091077,5,prepare-blackout,973280855,49231,12683422,2,2,2,0,4,143,2,1,1,48,26,0,NaN,0,NaN,0,0,0,3,1,0,0,3,1,0,0,27,840,0.02688,112,4884,0.241071428571429,0.171990171990172,108,100,8,8,16,0,0,0,0,3,0,0
16091077,5,quiescent-blackout,973248455,49231,13158164,2,2,2,0,4,143,2,1,1,48,26,0,NaN,0,NaN,0,0,0,4,1,0,0,3,1,0,0,36,1056,0.033792,112,4884,0.321428571428571,0.216216216216216,144,136,8,8,24,0,0,0,0,4,0,0
16091077,5,response-blackout,825072548,49231,13339791,2,2,2,0,4,143,2,1,1,48,26,1,5,1,6,0,0,0,4,0,0,0,3,1,0,0,78,3876,0.124032,112,4884,0.696428571428571,0.793611793611794,312,312,0,1,3,40,0,30,0,4,0,0
16091077,5,commit-blackout,971772275,49231,13081469,2,2,2,0,4,143,2,1,1,48,26,1,5,1,6,1,0,1,3,0,1,3,3,1,0,0,21,750,0.024,112,4884,0.1875,0.153562653562654,84,66,18,1,3,4,0,3,6,4,0,0
16091077,5,revoke-blackout,963993239,49231,12849189,2,2,2,0,4,143,2,1,1,48,26,1,5,1,6,1,1,4,0,0,0,3,3,1,0,0,16,610,0.01952,112,4884,0.142857142857143,0.124897624897625,64,48,16,1,3,4,0,3,1,4,0,0
16091077,5,incomplete-union,973486565,49231,12849189,2,2,2,0,4,143,2,1,1,48,26,1,5,1,6,1,1,4,0,0,0,3,3,0,53,53,16,610,0.01952,112,4884,0.142857142857143,0.124897624897625,64,64,0,1,3,4,0,3,1,4,0,0
16091078,5,nominal-zero,974742689,52286,14226939,3,3,3,0,5,210,3,1,1,52,26,1,5,1,6,1,1,5,0,0,0,4,4,1,0,0,20,760,0.02432,141,6112,0.141843971631206,0.12434554973822,80,80,0,1,4,5,0,4,1,5,0,0
16091078,5,iid20,6092925280,52286,14030820,3,3,3,0,5,210,3,1,1,52,26,1,7,1,8,1,1,5,0,0,0,4,4,1,0,0,40,1778,0.056896,141,6112,0.283687943262411,0.290903141361257,160,134,26,3,11,15,0,5,1,5,0,0
16091078,5,prepare-blackout,974668799,52286,14142606,3,3,3,0,5,210,3,1,1,52,26,0,NaN,0,NaN,0,0,0,4,1,0,0,4,1,0,0,36,1088,0.034816,141,6112,0.25531914893617,0.178010471204188,144,136,8,8,24,0,0,0,0,4,0,0
16091078,5,quiescent-blackout,974636399,52286,13582275,3,3,3,0,5,210,3,1,1,52,26,0,NaN,0,NaN,0,0,0,5,1,0,0,4,1,0,0,45,1304,0.041728,141,6112,0.319148936170213,0.213350785340314,180,172,8,8,32,0,0,0,0,5,0,0
16091078,5,response-blackout,826397602,52286,14378567,3,3,3,0,5,210,3,1,1,52,26,1,5,1,6,0,0,0,5,0,0,0,4,1,0,0,100,4908,0.157056,141,6112,0.709219858156028,0.803010471204188,400,400,0,1,4,50,0,40,0,5,0,0
16091078,5,commit-blackout,972625529,52286,14440624,3,3,3,0,5,210,3,1,1,52,26,1,5,1,6,1,0,1,4,0,1,4,4,1,0,0,25,900,0.0288,141,6112,0.177304964539007,0.147251308900524,100,76,24,1,4,5,0,4,6,5,0,0
16091078,5,revoke-blackout,965381183,52286,14226939,3,3,3,0,5,210,3,1,1,52,26,1,5,1,6,1,1,5,0,0,0,4,4,1,0,0,20,760,0.02432,141,6112,0.141843971631206,0.12434554973822,80,60,20,1,4,5,0,4,1,5,0,0
16091078,5,incomplete-union,974874509,52286,14226939,3,3,3,0,5,210,3,1,1,52,26,1,5,1,6,1,1,5,0,0,0,4,4,0,53,53,20,760,0.02432,141,6112,0.141843971631206,0.12434554973822,80,80,0,1,4,5,0,4,1,5,0,0
16091079,5,nominal-zero,975633406,46437,12576772,1,1,1,0,3,91,1,1,1,44,26,1,5,1,6,1,1,3,0,0,0,2,2,1,0,0,12,460,0.01472,83,3656,0.144578313253012,0.12582056892779,48,48,0,1,2,3,0,2,1,3,0,0
16091079,5,iid20,6063566458,46437,11908575,1,1,1,0,3,91,1,1,1,44,26,1,5,1,6,1,1,3,0,0,0,2,2,1,0,0,15,676,0.021632,83,3656,0.180722891566265,0.184901531728665,60,52,8,1,2,6,0,2,1,3,0,0
16091079,5,prepare-blackout,975559516,46437,12335571,1,1,1,0,3,91,1,1,1,44,26,0,NaN,0,NaN,0,0,0,2,1,0,0,2,1,0,0,18,592,0.018944,83,3656,0.216867469879518,0.161925601750547,72,64,8,8,8,0,0,0,0,2,0,0
16091079,5,quiescent-blackout,975527116,46437,11748240,1,1,1,0,3,91,1,1,1,44,26,0,NaN,0,NaN,0,0,0,3,1,0,0,2,1,0,0,27,808,0.025856,83,3656,0.325301204819277,0.221006564551422,108,100,8,8,16,0,0,0,0,3,0,0
16091079,5,response-blackout,824640562,46437,12459415,1,1,1,0,3,91,1,1,1,44,26,1,5,1,6,0,0,0,3,0,0,0,2,1,0,0,56,2844,0.091008,83,3656,0.674698795180723,0.777899343544858,224,224,0,1,2,30,0,20,0,3,0,0
16091079,5,commit-blackout,974582026,46437,11775894,1,1,1,0,3,91,1,1,1,44,26,1,5,1,6,1,0,1,2,0,1,2,2,1,0,0,17,600,0.0192,83,3656,0.204819277108434,0.164113785557987,68,56,12,1,2,3,0,2,6,3,0,0
16091079,5,revoke-blackout,966271900,46437,12576772,1,1,1,0,3,91,1,1,1,44,26,1,5,1,6,1,1,3,0,0,0,2,2,1,0,0,12,460,0.01472,83,3656,0.144578313253012,0.12582056892779,48,36,12,1,2,3,0,2,1,3,0,0
16091079,5,incomplete-union,975743626,46437,12576772,1,1,1,0,3,91,1,1,1,44,26,1,5,1,6,1,1,3,0,0,0,2,2,0,53,53,12,460,0.01472,83,3656,0.144578313253012,0.12582056892779,48,48,0,1,2,3,0,2,1,3,0,0
16091080,5,nominal-zero,973354745,49231,12849189,2,2,2,0,4,143,2,1,1,48,26,1,5,1,6,1,1,4,0,0,0,3,3,1,0,0,16,610,0.01952,112,4884,0.142857142857143,0.124897624897625,64,64,0,1,3,4,0,3,1,4,0,0
16091080,5,iid20,6099661145,49231,13446364,2,2,2,0,4,143,2,1,1,48,26,1,6,1,7,1,1,4,0,0,0,3,3,1,0,0,21,946,0.030272,112,4884,0.1875,0.193693693693694,84,68,16,2,3,8,0,3,1,4,0,0
16091080,5,prepare-blackout,973280855,49231,12683422,2,2,2,0,4,143,2,1,1,48,26,0,NaN,0,NaN,0,0,0,3,1,0,0,3,1,0,0,27,840,0.02688,112,4884,0.241071428571429,0.171990171990172,108,100,8,8,16,0,0,0,0,3,0,0
16091080,5,quiescent-blackout,973248455,49231,13158164,2,2,2,0,4,143,2,1,1,48,26,0,NaN,0,NaN,0,0,0,4,1,0,0,3,1,0,0,36,1056,0.033792,112,4884,0.321428571428571,0.216216216216216,144,136,8,8,24,0,0,0,0,4,0,0
16091080,5,response-blackout,825072548,49231,13339791,2,2,2,0,4,143,2,1,1,48,26,1,5,1,6,0,0,0,4,0,0,0,3,1,0,0,78,3876,0.124032,112,4884,0.696428571428571,0.793611793611794,312,312,0,1,3,40,0,30,0,4,0,0
16091080,5,commit-blackout,971772275,49231,13081469,2,2,2,0,4,143,2,1,1,48,26,1,5,1,6,1,0,1,3,0,1,3,3,1,0,0,21,750,0.024,112,4884,0.1875,0.153562653562654,84,66,18,1,3,4,0,3,6,4,0,0
16091080,5,revoke-blackout,963993239,49231,12849189,2,2,2,0,4,143,2,1,1,48,26,1,5,1,6,1,1,4,0,0,0,3,3,1,0,0,16,610,0.01952,112,4884,0.142857142857143,0.124897624897625,64,48,16,1,3,4,0,3,1,4,0,0
16091080,5,incomplete-union,973486565,49231,12849189,2,2,2,0,4,143,2,1,1,48,26,1,5,1,6,1,1,4,0,0,0,3,3,0,53,53,16,610,0.01952,112,4884,0.142857142857143,0.124897624897625,64,64,0,1,3,4,0,3,1,4,0,0
16091081,5,nominal-zero,974742689,52286,14226939,3,3,3,0,5,210,3,1,1,52,26,1,5,1,6,1,1,5,0,0,0,4,4,1,0,0,20,760,0.02432,141,6112,0.141843971631206,0.12434554973822,80,80,0,1,4,5,0,4,1,5,0,0
16091081,5,iid20,6051550604,52286,14793331,3,3,3,0,5,210,3,1,1,52,26,1,10,1,11,1,1,5,0,0,0,4,4,1,0,0,42,1640,0.05248,141,6112,0.297872340425532,0.268324607329843,168,139,29,5,17,10,0,4,1,5,0,0
16091081,5,prepare-blackout,974668799,52286,14142606,3,3,3,0,5,210,3,1,1,52,26,0,NaN,0,NaN,0,0,0,4,1,0,0,4,1,0,0,36,1088,0.034816,141,6112,0.25531914893617,0.178010471204188,144,136,8,8,24,0,0,0,0,4,0,0
16091081,5,quiescent-blackout,974636399,52286,13582275,3,3,3,0,5,210,3,1,1,52,26,0,NaN,0,NaN,0,0,0,5,1,0,0,4,1,0,0,45,1304,0.041728,141,6112,0.319148936170213,0.213350785340314,180,172,8,8,32,0,0,0,0,5,0,0
16091081,5,response-blackout,826397602,52286,14378567,3,3,3,0,5,210,3,1,1,52,26,1,5,1,6,0,0,0,5,0,0,0,4,1,0,0,100,4908,0.157056,141,6112,0.709219858156028,0.803010471204188,400,400,0,1,4,50,0,40,0,5,0,0
16091081,5,commit-blackout,972625529,52286,14440624,3,3,3,0,5,210,3,1,1,52,26,1,5,1,6,1,0,1,4,0,1,4,4,1,0,0,25,900,0.0288,141,6112,0.177304964539007,0.147251308900524,100,76,24,1,4,5,0,4,6,5,0,0
16091081,5,revoke-blackout,965381183,52286,14226939,3,3,3,0,5,210,3,1,1,52,26,1,5,1,6,1,1,5,0,0,0,4,4,1,0,0,20,760,0.02432,141,6112,0.141843971631206,0.12434554973822,80,60,20,1,4,5,0,4,1,5,0,0
16091081,5,incomplete-union,974874509,52286,14226939,3,3,3,0,5,210,3,1,1,52,26,1,5,1,6,1,1,5,0,0,0,4,4,0,53,53,20,760,0.02432,141,6112,0.141843971631206,0.12434554973822,80,80,0,1,4,5,0,4,1,5,0,0
16091082,5,nominal-zero,975633406,46437,12576772,1,1,1,0,3,91,1,1,1,44,26,1,5,1,6,1,1,3,0,0,0,2,2,1,0,0,12,460,0.01472,83,3656,0.144578313253012,0.12582056892779,48,48,0,1,2,3,0,2,1,3,0,0
16091082,5,iid20,6100598458,46437,11955635,1,1,1,0,3,91,1,1,1,44,26,1,5,1,6,1,1,3,0,0,0,2,2,1,0,0,16,702,0.022464,83,3656,0.192771084337349,0.192013129102845,64,52,12,1,2,6,0,3,1,3,0,0
16091082,5,prepare-blackout,975559516,46437,12335571,1,1,1,0,3,91,1,1,1,44,26,0,NaN,0,NaN,0,0,0,2,1,0,0,2,1,0,0,18,592,0.018944,83,3656,0.216867469879518,0.161925601750547,72,64,8,8,8,0,0,0,0,2,0,0
16091082,5,quiescent-blackout,975527116,46437,11748240,1,1,1,0,3,91,1,1,1,44,26,0,NaN,0,NaN,0,0,0,3,1,0,0,2,1,0,0,27,808,0.025856,83,3656,0.325301204819277,0.221006564551422,108,100,8,8,16,0,0,0,0,3,0,0
16091082,5,response-blackout,824640562,46437,12459415,1,1,1,0,3,91,1,1,1,44,26,1,5,1,6,0,0,0,3,0,0,0,2,1,0,0,56,2844,0.091008,83,3656,0.674698795180723,0.777899343544858,224,224,0,1,2,30,0,20,0,3,0,0
16091082,5,commit-blackout,974582026,46437,11775894,1,1,1,0,3,91,1,1,1,44,26,1,5,1,6,1,0,1,2,0,1,2,2,1,0,0,17,600,0.0192,83,3656,0.204819277108434,0.164113785557987,68,56,12,1,2,3,0,2,6,3,0,0
16091082,5,revoke-blackout,966271900,46437,12576772,1,1,1,0,3,91,1,1,1,44,26,1,5,1,6,1,1,3,0,0,0,2,2,1,0,0,12,460,0.01472,83,3656,0.144578313253012,0.12582056892779,48,36,12,1,2,3,0,2,1,3,0,0
16091082,5,incomplete-union,975743626,46437,12576772,1,1,1,0,3,91,1,1,1,44,26,1,5,1,6,1,1,3,0,0,0,2,2,0,53,53,12,460,0.01472,83,3656,0.144578313253012,0.12582056892779,48,48,0,1,2,3,0,2,1,3,0,0
