N,interferenceMode,source,linkErasureProbability,parentPlanHash,currentPlanHash,planHashExact,repetitionExact,reliabilityExact,boundExact,durationExact,simulatorVersionHash,attempts,physicalBytes,offeredAirtimeSec,reservedDurationSec,attemptExact,byteExact,airtimeExact,deliveryExact,collisionRecipients,duplicateForwards,forbiddenReads
20,complete-interference-upper-bound,11,0.05,11154793,11154793,1,1,1,1,1,64297,40,3840,0.12288,0.238884640185607,1,1,1,1,0,0,0
20,complete-interference-upper-bound,11,0.2,11154793,11154793,1,1,1,1,1,64297,70,6720,0.21504,0.418048120324813,1,1,1,1,0,0,0
20,complete-interference-upper-bound,11,0.3,11154793,11154793,1,1,1,1,1,64297,90,8640,0.27648,0.537490440417617,1,1,1,1,0,0,0
20,complete-interference-upper-bound,12,0.05,11092301,11092301,1,1,1,1,1,64297,36,3456,0.110592,0.214996176167047,1,1,1,1,0,0,0
20,complete-interference-upper-bound,12,0.2,11092301,11092301,1,1,1,1,1,64297,63,6048,0.193536,0.376243308292332,1,1,1,1,0,0,0
20,complete-interference-upper-bound,12,0.3,11092301,11092301,1,1,1,1,1,64297,81,7776,0.248832,0.483741396375855,1,1,1,1,0,0,0
20,complete-interference-upper-bound,13,0.05,11159837,11159837,1,1,1,1,1,64297,40,3840,0.12288,0.238884640185607,1,1,1,1,0,0,0
20,complete-interference-upper-bound,13,0.2,11159837,11159837,1,1,1,1,1,64297,70,6720,0.21504,0.418048120324813,1,1,1,1,0,0,0
20,complete-interference-upper-bound,13,0.3,11159837,11159837,1,1,1,1,1,64297,90,8640,0.27648,0.537490440417617,1,1,1,1,0,0,0
20,complete-interference-upper-bound,14,0.05,11095173,11095173,1,1,1,1,1,64297,36,3456,0.110592,0.214996176167047,1,1,1,1,0,0,0
20,complete-interference-upper-bound,14,0.2,11095173,11095173,1,1,1,1,1,64297,63,6048,0.193536,0.376243308292332,1,1,1,1,0,0,0
20,complete-interference-upper-bound,14,0.3,11095173,11095173,1,1,1,1,1,64297,81,7776,0.248832,0.483741396375855,1,1,1,1,0,0,0
20,complete-interference-upper-bound,15,0.05,11164883,11164883,1,1,1,1,1,64297,40,3840,0.12288,0.238884640185607,1,1,1,1,0,0,0
20,complete-interference-upper-bound,15,0.2,11164883,11164883,1,1,1,1,1,64297,70,6720,0.21504,0.418048120324813,1,1,1,1,0,0,0
20,complete-interference-upper-bound,15,0.3,11164883,11164883,1,1,1,1,1,64297,90,8640,0.27648,0.537490440417617,1,1,1,1,0,0,0
20,complete-interference-upper-bound,16,0.05,11098041,11098041,1,1,1,1,1,64297,36,3456,0.110592,0.214996176167047,1,1,1,1,0,0,0
20,complete-interference-upper-bound,16,0.2,11098041,11098041,1,1,1,1,1,64297,63,6048,0.193536,0.376243308292332,1,1,1,1,0,0,0
20,complete-interference-upper-bound,16,0.3,11098041,11098041,1,1,1,1,1,64297,81,7776,0.248832,0.483741396375855,1,1,1,1,0,0,0
20,complete-interference-upper-bound,17,0.05,11169931,11169931,1,1,1,1,1,64297,40,3840,0.12288,0.238884640185607,1,1,1,1,0,0,0
20,complete-interference-upper-bound,17,0.2,11169931,11169931,1,1,1,1,1,64297,70,6720,0.21504,0.418048120324813,1,1,1,1,0,0,0
20,complete-interference-upper-bound,17,0.3,11169931,11169931,1,1,1,1,1,64297,90,8640,0.27648,0.537490440417617,1,1,1,1,0,0,0
20,complete-interference-upper-bound,18,0.05,11100905,11100905,1,1,1,1,1,64297,36,3456,0.110592,0.214996176167047,1,1,1,1,0,0,0
20,complete-interference-upper-bound,18,0.2,11100905,11100905,1,1,1,1,1,64297,63,6048,0.193536,0.376243308292332,1,1,1,1,0,0,0
20,complete-interference-upper-bound,18,0.3,11100905,11100905,1,1,1,1,1,64297,81,7776,0.248832,0.483741396375855,1,1,1,1,0,0,0
20,complete-interference-upper-bound,19,0.05,11176772,11176772,1,1,1,1,1,64297,40,3840,0.12288,0.238884640185607,1,1,1,1,0,0,0
20,complete-interference-upper-bound,19,0.2,11176772,11176772,1,1,1,1,1,64297,70,6720,0.21504,0.418048120324813,1,1,1,1,0,0,0
20,complete-interference-upper-bound,19,0.3,11176772,11176772,1,1,1,1,1,64297,90,8640,0.27648,0.537490440417617,1,1,1,1,0,0,0
20,complete-interference-upper-bound,20,0.05,11150800,11150800,1,1,1,1,1,64297,40,3840,0.12288,0.238884640185607,1,1,1,1,0,0,0
20,complete-interference-upper-bound,20,0.2,11150800,11150800,1,1,1,1,1,64297,70,6720,0.21504,0.418048120324813,1,1,1,1,0,0,0
20,complete-interference-upper-bound,20,0.3,11150800,11150800,1,1,1,1,1,64297,90,8640,0.27648,0.537490440417617,1,1,1,1,0,0,0
