seed,scenario,scenarioLabel,N,candidateOrdinal,decisionTime,node,nEntries,entryHash,pendingAge,localBusy,forced,queueDepth,preNetworkHash,preContextHash,physicalAdmitted,eligible,stratum,priority,selectionRank
16020057,n20-ring2,N20 ring2,20,2,8.7,2,1,2586385,0.100000000000001,0.749332846528258,0,0,1546973640,12128316253,1,1,b3-a2-e1-f0,1647601,1
16020065,n20-ring2,N20 ring2,20,1,8.423,6,2,2489709,0.0999999999999996,0.74890972898812,0,0,1550399955,12142497367,1,1,b3-a2-e2-f0,1647621,2
16020089,n20-ring2,N20 ring2,20,4,8.593,18,2,2584645,0.0999999999999996,0.747015865839576,0,0,1541394503,12135398329,1,1,b3-a2-e2-f0,1647705,3
16020101,n20-ring2,N20 ring2,20,2,8.175,18,2,2286202,0.100000000000001,0.749864430265838,0,0,1545250089,12122694142,1,1,b3-a2-e2-f0,1647733,4
16020181,n20-ring2,N20 ring2,20,2,8.374,2,2,2627593,0.0999999999999996,0.73478233044052,0,0,1568935745,12142377613,1,1,b3-a2-e2-f0,1647973,5
16020211,n20-ring2,N20 ring2,20,2,9.872,20,2,2125693,0.0999999999999996,0.739593224292146,0,0,1619886527,12135551004,1,1,b3-a2-e2-f0,1648063,6
16020238,n20-ring2,N20 ring2,20,3,10.438,20,2,2876137,0.0999999999999996,0.737382785235697,0,0,1597564275,12143755673,1,1,b3-a2-e2-f0,1648148,7
