cell,effect,armA,armB,metric,meanA,meanB,relativePct,difference,pairedTLo,pairedTHi,nPairs,nDropped,crossesZero
n5-hidden,access_scaling_given_guarded_adaptive,full-v2,guarded-adaptive,COLLISION_FRAMES,886,886,0,0,0,0,8,0,1
n5-hidden,access_scaling_given_guarded_adaptive,full-v2,guarded-adaptive,DATA_ATTEMPTED,1501.25,1501.25,0,0,0,0,8,0,1
n5-hidden,access_scaling_given_guarded_adaptive,full-v2,guarded-adaptive,ACK_ATTEMPTED,48.375,48.375,0,0,0,0,8,0,1
n5-hidden,adaptive_guard_given_scaled_access,full-v2,access-only,RMSE,0.0605695427487749,0.0610070214851845,-0.717095714164398,-0.0004374787364096,-0.00195521856610484,0.00108026109328565,8,0,1
n5-hidden,adaptive_guard_given_scaled_access,full-v2,access-only,MEAN_TRUE_AOI,0.0859038142620231,0.083680210060807,2.65726412445706,0.00222360420121614,-0.00283679458004992,0.00728400298248219,8,0,1
n5-hidden,adaptive_guard_given_scaled_access,full-v2,access-only,OFFERED_UTIL,0.508031249999982,0.511718749999986,-0.720610687023672,-0.00368750000000375,-0.0392403123429975,0.03186531234299,8,0,1
n5-hidden,adaptive_guard_given_scaled_access,full-v2,access-only,CHANNEL_UTIL,0.393624999999989,0.39703124999999,-0.857929948839285,-0.00340625000000101,-0.0229093678290662,0.0160968678290642,8,0,1
n5-hidden,adaptive_guard_given_scaled_access,full-v2,access-only,COLLISION_FRAMES,886,947.125,-6.45374158637983,-61.125,-178.80637289499,56.5563728949902,8,0,1
n5-hidden,adaptive_guard_given_scaled_access,full-v2,access-only,DATA_ATTEMPTED,1501.25,1400.875,7.16516462924958,100.375,-9.24073592432222,209.990735924322,8,0,1
n5-hidden,adaptive_guard_given_scaled_access,full-v2,access-only,ACK_ATTEMPTED,48.375,421.625,-88.5265342425141,-373.25,-395.68168257105,-350.81831742895,8,0,0
n5-hidden,full_v2_vs_hybrid,full-v2,frozen-hybrid,RMSE,0.0605695427487749,0.0610070214851845,-0.717095714164398,-0.0004374787364096,-0.00195521856610484,0.00108026109328565,8,0,1
n5-hidden,full_v2_vs_hybrid,full-v2,frozen-hybrid,MEAN_TRUE_AOI,0.0859038142620231,0.083680210060807,2.65726412445706,0.00222360420121614,-0.00283679458004992,0.00728400298248219,8,0,1
n5-hidden,full_v2_vs_hybrid,full-v2,frozen-hybrid,OFFERED_UTIL,0.508031249999982,0.511718749999986,-0.720610687023672,-0.00368750000000375,-0.0392403123429975,0.03186531234299,8,0,1
n5-hidden,full_v2_vs_hybrid,full-v2,frozen-hybrid,CHANNEL_UTIL,0.393624999999989,0.39703124999999,-0.857929948839285,-0.00340625000000101,-0.0229093678290662,0.0160968678290642,8,0,1
n5-hidden,full_v2_vs_hybrid,full-v2,frozen-hybrid,COLLISION_FRAMES,886,947.125,-6.45374158637983,-61.125,-178.80637289499,56.5563728949902,8,0,1
n5-hidden,full_v2_vs_hybrid,full-v2,frozen-hybrid,DATA_ATTEMPTED,1501.25,1400.875,7.16516462924958,100.375,-9.24073592432222,209.990735924322,8,0,1
n5-hidden,full_v2_vs_hybrid,full-v2,frozen-hybrid,ACK_ATTEMPTED,48.375,421.625,-88.5265342425141,-373.25,-395.68168257105,-350.81831742895,8,0,0
n10-ring2,adaptive_ack_vs_piggyback,adaptive-only,frozen-piggyback,RMSE,0.0861198192281701,0.0853176838121563,0.940174861966321,0.000802135416013814,-0.000669886924217437,0.00227415775624507,8,0,1
n10-ring2,adaptive_ack_vs_piggyback,adaptive-only,frozen-piggyback,MEAN_TRUE_AOI,0.076491945036721,0.0761377635631366,0.465185023842623,0.000354181473584422,-0.000825087544117827,0.00153345049128667,8,0,1
n10-ring2,adaptive_ack_vs_piggyback,adaptive-only,frozen-piggyback,OFFERED_UTIL,0.794010416666618,0.788333333333283,0.720137420719023,0.0056770833333345,-0.0217687951451008,0.0331229618117698,8,0,1
n10-ring2,adaptive_ack_vs_piggyback,adaptive-only,frozen-piggyback,CHANNEL_UTIL,0.607510416666721,0.594812500000051,2.13477636510133,0.0126979166666694,0.00461038278193993,0.0207854505513988,8,0,0
n10-ring2,adaptive_ack_vs_piggyback,adaptive-only,frozen-piggyback,COLLISION_FRAMES,1018.625,1033.25,-1.41543672876845,-14.625,-114.030602126638,84.780602126638,8,0,1
n10-ring2,adaptive_ack_vs_piggyback,adaptive-only,frozen-piggyback,DATA_ATTEMPTED,2338.75,2365,-1.10993657505285,-26.25,-110.041475260892,57.541475260892,8,0,1
n10-ring2,adaptive_ack_vs_piggyback,adaptive-only,frozen-piggyback,ACK_ATTEMPTED,88.125,0,NaN,88.125,81.2246613772909,95.0253386227091,8,0,0
n10-ring2,load_guard_given_adaptive,guarded-adaptive,adaptive-only,RMSE,0.0861459186835015,0.0861198192281701,0.0303059801626339,2.60994553313749e-05,-0.00119552763826006,0.00124772654892281,8,0,1
n10-ring2,load_guard_given_adaptive,guarded-adaptive,adaptive-only,MEAN_TRUE_AOI,0.0768911395403931,0.076491945036721,0.521877831032384,0.000399194503672127,-0.00130598624092802,0.00210437524827227,8,0,1
n10-ring2,load_guard_given_adaptive,guarded-adaptive,adaptive-only,OFFERED_UTIL,0.77441666666662,0.794010416666618,-2.46769432600845,-0.019593749999998,-0.038336621822828,-0.00085087817716803,8,0,0
n10-ring2,load_guard_given_adaptive,guarded-adaptive,adaptive-only,CHANNEL_UTIL,0.598041666666718,0.607510416666721,-1.55861525008171,-0.00946875000000234,-0.0174272523704873,-0.00151024762951734,8,0,0
n10-ring2,load_guard_given_adaptive,guarded-adaptive,adaptive-only,COLLISION_FRAMES,967.625,1018.625,-5.00674929439195,-51,-114.913629567166,12.9136295671665,8,0,1
n10-ring2,load_guard_given_adaptive,guarded-adaptive,adaptive-only,DATA_ATTEMPTED,2278.625,2338.75,-2.57081774452165,-60.125,-116.061587563623,-4.18841243637662,8,0,0
n10-ring2,load_guard_given_adaptive,guarded-adaptive,adaptive-only,ACK_ATTEMPTED,90.875,88.125,3.12056737588652,2.75,-6.13983264971966,11.6398326497197,8,0,1
n10-ring2,access_scaling_given_hybrid,access-only,frozen-hybrid,RMSE,0.0976877783819246,0.0919913893858122,6.19230673016764,0.0056963889961124,0.00347078458337198,0.00792199340885282,8,0,0
n10-ring2,access_scaling_given_hybrid,access-only,frozen-hybrid,MEAN_TRUE_AOI,0.0877606017531389,0.0815357735133854,7.63447499364398,0.0062248282397536,0.0036019606488331,0.00884769583067411,8,0,0
n10-ring2,access_scaling_given_hybrid,access-only,frozen-hybrid,OFFERED_UTIL,0.728124999999966,0.969791666666607,-24.9194414607938,-0.241666666666641,-0.275202912675394,-0.208130420657888,8,0,0
n10-ring2,access_scaling_given_hybrid,access-only,frozen-hybrid,CHANNEL_UTIL,0.618770833333387,0.712947916666711,-13.2095320193424,-0.094177083333324,-0.106401992919692,-0.0819521737469561,8,0,0
n10-ring2,access_scaling_given_hybrid,access-only,frozen-hybrid,COLLISION_FRAMES,871.875,1735.25,-49.7550785189454,-863.375,-979.862052012684,-746.887947987316,8,0,0
n10-ring2,access_scaling_given_hybrid,access-only,frozen-hybrid,DATA_ATTEMPTED,1914.75,2615.125,-26.7817025954782,-700.375,-804.22052700253,-596.52947299747,8,0,0
n10-ring2,access_scaling_given_hybrid,access-only,frozen-hybrid,ACK_ATTEMPTED,816.375,901.25,-9.41747572815534,-84.875,-104.330296686523,-65.4197033134766,8,0,0
n10-ring2,access_scaling_given_guarded_adaptive,full-v2,guarded-adaptive,RMSE,0.0911889810530974,0.0861459186835015,5.85409320216789,0.00504306236959594,0.00387585893640993,0.00621026580278195,8,0,0
n10-ring2,access_scaling_given_guarded_adaptive,full-v2,guarded-adaptive,MEAN_TRUE_AOI,0.0825657427149963,0.0768911395403931,7.38004821949889,0.00567460317460319,0.00404874192933083,0.00730046441987555,8,0,0
n10-ring2,access_scaling_given_guarded_adaptive,full-v2,guarded-adaptive,OFFERED_UTIL,0.655041666666633,0.77441666666662,-15.4148283654356,-0.119374999999987,-0.134090379993828,-0.104659620006147,8,0,0
n10-ring2,access_scaling_given_guarded_adaptive,full-v2,guarded-adaptive,CHANNEL_UTIL,0.562937500000038,0.598041666666718,-5.8698529924075,-0.0351041666666801,-0.0408213137551502,-0.0293870195782101,8,0,0
n10-ring2,access_scaling_given_guarded_adaptive,full-v2,guarded-adaptive,COLLISION_FRAMES,539,967.625,-44.2966025061362,-428.625,-478.915348964154,-378.334651035846,8,0,0
n10-ring2,access_scaling_given_guarded_adaptive,full-v2,guarded-adaptive,DATA_ATTEMPTED,1928.5,2278.625,-15.365626200011,-350.125,-390.614258570773,-309.635741429227,8,0,0
n10-ring2,access_scaling_given_guarded_adaptive,full-v2,guarded-adaptive,ACK_ATTEMPTED,74.625,90.875,-17.8817056396149,-16.25,-26.8790733735155,-5.6209266264845,8,0,0
n10-ring2,adaptive_guard_given_scaled_access,full-v2,access-only,RMSE,0.0911889810530974,0.0976877783819246,-6.65262066194112,-0.00649879732882719,-0.00790446427816399,-0.00509313037949039,8,0,0
n10-ring2,adaptive_guard_given_scaled_access,full-v2,access-only,MEAN_TRUE_AOI,0.0825657427149963,0.0877606017531389,-5.91935211742871,-0.00519485903814261,-0.00687976130501004,-0.00350995677127518,8,0,0
n10-ring2,adaptive_guard_given_scaled_access,full-v2,access-only,OFFERED_UTIL,0.655041666666633,0.728124999999966,-10.037195994278,-0.0730833333333335,-0.0837688803594583,-0.0623977863072087,8,0,0
n10-ring2,adaptive_guard_given_scaled_access,full-v2,access-only,CHANNEL_UTIL,0.562937500000038,0.618770833333387,-9.02326520992725,-0.0558333333333484,-0.061789531313393,-0.0498771353533037,8,0,0
n10-ring2,adaptive_guard_given_scaled_access,full-v2,access-only,COLLISION_FRAMES,539,871.875,-38.1792114695341,-332.875,-369.977318129782,-295.772681870218,8,0,0
n10-ring2,adaptive_guard_given_scaled_access,full-v2,access-only,DATA_ATTEMPTED,1928.5,1914.75,0.718109413761588,13.75,-23.0288127489409,50.5288127489409,8,0,1
n10-ring2,adaptive_guard_given_scaled_access,full-v2,access-only,ACK_ATTEMPTED,74.625,816.375,-90.8589802480478,-741.75,-763.499172478165,-720.000827521835,8,0,0
n10-ring2,full_v2_vs_hybrid,full-v2,frozen-hybrid,RMSE,0.0911889810530974,0.0919913893858122,-0.872264608755378,-0.000802408332714786,-0.00225907124121583,0.00065425457578626,8,0,1
n10-ring2,full_v2_vs_hybrid,full-v2,frozen-hybrid,MEAN_TRUE_AOI,0.0825657427149963,0.0815357735133854,1.26321141902443,0.00102996920161099,-0.0012267014839276,0.00328663988714958,8,0,1
n10-ring2,full_v2_vs_hybrid,full-v2,frozen-hybrid,OFFERED_UTIL,0.655041666666633,0.969791666666607,-32.4554242749725,-0.314749999999975,-0.351601738523704,-0.277898261476245,8,0,0
n10-ring2,full_v2_vs_hybrid,full-v2,frozen-hybrid,CHANNEL_UTIL,0.562937500000038,0.712947916666711,-21.0408661221742,-0.150010416666672,-0.162664363335884,-0.13735646999746,8,0,0
n10-ring2,full_v2_vs_hybrid,full-v2,frozen-hybrid,COLLISION_FRAMES,539,1735.25,-68.9381933438986,-1196.25,-1326.35250029867,-1066.14749970133,8,0,0
n10-ring2,full_v2_vs_hybrid,full-v2,frozen-hybrid,DATA_ATTEMPTED,1928.5,2615.125,-26.2559151092204,-686.625,-805.072999774724,-568.177000225276,8,0,0
n10-ring2,full_v2_vs_hybrid,full-v2,frozen-hybrid,ACK_ATTEMPTED,74.625,901.25,-91.7198335644938,-826.625,-853.485453951175,-799.764546048825,8,0,0
n20-ring2,adaptive_ack_vs_piggyback,adaptive-only,frozen-piggyback,RMSE,0.501570967457433,0.501570967457433,0,0,0,0,8,0,1
n20-ring2,adaptive_ack_vs_piggyback,adaptive-only,frozen-piggyback,MEAN_TRUE_AOI,0.491186999783689,0.491186999783689,0,0,0,0,8,0,1
n20-ring2,adaptive_ack_vs_piggyback,adaptive-only,frozen-piggyback,OFFERED_UTIL,2.86245833333356,2.86245833333356,-1.55142593580702e-14,-5.55111512312578e-17,-6.45004144204291e-05,6.45004144203181e-05,8,0,1
n20-ring2,adaptive_ack_vs_piggyback,adaptive-only,frozen-piggyback,CHANNEL_UTIL,0.977104166666561,0.977104166666561,0,0,0,0,8,0,1
n20-ring2,adaptive_ack_vs_piggyback,adaptive-only,frozen-piggyback,COLLISION_FRAMES,8072.875,8072.625,0.00309688608104551,0.25,-0.13700248653758,0.63700248653758,8,0,1
n20-ring2,adaptive_ack_vs_piggyback,adaptive-only,frozen-piggyback,DATA_ATTEMPTED,8587.25,8587.375,-0.00145562526383208,-0.125,-0.420578031449098,0.170578031449098,8,0,1
n20-ring2,adaptive_ack_vs_piggyback,adaptive-only,frozen-piggyback,ACK_ATTEMPTED,0.375,0,NaN,0.375,-0.0576819336797379,0.807681933679738,8,0,1
n20-ring2,load_guard_given_adaptive,guarded-adaptive,adaptive-only,RMSE,0.386789561718849,0.501570967457433,-22.8843799154553,-0.114781405738584,-0.131944546681264,-0.0976182647959032,8,0,0
n20-ring2,load_guard_given_adaptive,guarded-adaptive,adaptive-only,MEAN_TRUE_AOI,0.359762600043262,0.491186999783689,-26.7564898497526,-0.131424399740427,-0.1517958013421,-0.111052998138753,8,0,0
n20-ring2,load_guard_given_adaptive,guarded-adaptive,adaptive-only,OFFERED_UTIL,2.1452395833335,2.86245833333356,-25.0560415726578,-0.717218750000066,-0.761625539483147,-0.672811960516985,8,0,0
n20-ring2,load_guard_given_adaptive,guarded-adaptive,adaptive-only,CHANNEL_UTIL,0.803197916666658,0.977104166666561,-17.7981279716771,-0.173906249999903,-0.174838303306529,-0.172974196693277,8,0,0
n20-ring2,load_guard_given_adaptive,guarded-adaptive,adaptive-only,COLLISION_FRAMES,5677.5,8072.875,-29.6718950807488,-2395.375,-2554.77113284489,-2235.97886715511,8,0,0
n20-ring2,load_guard_given_adaptive,guarded-adaptive,adaptive-only,DATA_ATTEMPTED,6435.375,8587.25,-25.0589536813299,-2151.875,-2285.16234017777,-2018.58765982223,8,0,0
n20-ring2,load_guard_given_adaptive,guarded-adaptive,adaptive-only,ACK_ATTEMPTED,0.875,0.375,133.333333333333,0.5,-0.393743959118105,1.39374395911811,8,0,1
n20-ring2,access_scaling_given_hybrid,access-only,frozen-hybrid,RMSE,0.204330273173146,0.497757643678763,-58.9498472262508,-0.293427370505617,-0.308299569505146,-0.278555171506089,8,0,0
n20-ring2,access_scaling_given_hybrid,access-only,frozen-hybrid,MEAN_TRUE_AOI,0.161114536015575,0.519678780012978,-68.9972840508224,-0.358564243997403,-0.39009328863248,-0.327035199362325,8,0,0
n20-ring2,access_scaling_given_hybrid,access-only,frozen-hybrid,OFFERED_UTIL,1.15739583333325,2.85459375000024,-59.45497206623,-1.69719791666699,-1.71707646365034,-1.67731936968364,8,0,0
n20-ring2,access_scaling_given_hybrid,access-only,frozen-hybrid,CHANNEL_UTIL,0.82178124999998,0.978020833333227,-15.975077218014,-0.156239583333247,-0.160306424826977,-0.152172741839517,8,0,0
n20-ring2,access_scaling_given_hybrid,access-only,frozen-hybrid,COLLISION_FRAMES,1987.625,8156.25,-75.6306513409962,-6168.625,-6242.75853946185,-6094.49146053815,8,0,0
n20-ring2,access_scaling_given_hybrid,access-only,frozen-hybrid,DATA_ATTEMPTED,3373.875,8527.375,-60.4347762353596,-5153.5,-5213.06486679382,-5093.93513320618,8,0,0
n20-ring2,access_scaling_given_hybrid,access-only,frozen-hybrid,ACK_ATTEMPTED,314.25,135,132.777777777778,179.25,169.27013703251,189.22986296749,8,0,0
n20-ring2,access_scaling_given_guarded_adaptive,full-v2,guarded-adaptive,RMSE,0.242258023090256,0.386789561718849,-37.3669697771343,-0.144531538628593,-0.15834007484481,-0.130723002412375,8,0,0
n20-ring2,access_scaling_given_guarded_adaptive,full-v2,guarded-adaptive,MEAN_TRUE_AOI,0.198190028120269,0.359762600043262,-44.9108862076168,-0.161572571922993,-0.177452681832184,-0.145692462013802,8,0,0
n20-ring2,access_scaling_given_guarded_adaptive,full-v2,guarded-adaptive,OFFERED_UTIL,1.10698958333325,2.1452395833335,-48.3978576596515,-1.03825000000025,-1.06557920439092,-1.01092079560958,8,0,0
n20-ring2,access_scaling_given_guarded_adaptive,full-v2,guarded-adaptive,CHANNEL_UTIL,0.791249999999997,0.803197916666658,-1.48754328400724,-0.0119479166666609,-0.0135181352856437,-0.0103776980476781,8,0,0
n20-ring2,access_scaling_given_guarded_adaptive,full-v2,guarded-adaptive,COLLISION_FRAMES,1689,5677.5,-70.2509907529723,-3988.5,-4105.14642710693,-3871.85357289307,8,0,0
n20-ring2,access_scaling_given_guarded_adaptive,full-v2,guarded-adaptive,DATA_ATTEMPTED,3320.375,6435.375,-48.4043276421343,-3115,-3197.3651856069,-3032.6348143931,8,0,0
n20-ring2,access_scaling_given_guarded_adaptive,full-v2,guarded-adaptive,ACK_ATTEMPTED,1.25,0.875,42.8571428571429,0.375,-0.802022112121516,1.55202211212152,8,0,1
n20-ring2,adaptive_guard_given_scaled_access,full-v2,access-only,RMSE,0.242258023090256,0.204330273173146,18.5619826803494,0.0379277499171101,0.0348319430859646,0.0410235567482557,8,0,0
n20-ring2,adaptive_guard_given_scaled_access,full-v2,access-only,MEAN_TRUE_AOI,0.198190028120269,0.161114536015575,23.0118852225166,0.0370754921046943,0.0284344152832924,0.0457165689260961,8,0,0
n20-ring2,adaptive_guard_given_scaled_access,full-v2,access-only,OFFERED_UTIL,1.10698958333325,1.15739583333325,-4.35514355143583,-0.05040625,-0.06203377660896,-0.03877872339104,8,0,0
n20-ring2,adaptive_guard_given_scaled_access,full-v2,access-only,CHANNEL_UTIL,0.791249999999997,0.82178124999998,-3.71525269041897,-0.0305312499999826,-0.034822335695256,-0.0262401643047093,8,0,0
n20-ring2,adaptive_guard_given_scaled_access,full-v2,access-only,COLLISION_FRAMES,1689,1987.625,-15.024212313691,-298.625,-350.878337898936,-246.371662101064,8,0,0
n20-ring2,adaptive_guard_given_scaled_access,full-v2,access-only,DATA_ATTEMPTED,3320.375,3373.875,-1.58571375643733,-53.5,-88.9524695772802,-18.0475304227198,8,0,0
n20-ring2,adaptive_guard_given_scaled_access,full-v2,access-only,ACK_ATTEMPTED,1.25,314.25,-99.6022275258552,-313,-321.982015626265,-304.017984373735,8,0,0
n20-ring2,full_v2_vs_hybrid,full-v2,frozen-hybrid,RMSE,0.242258023090256,0.497757643678763,-51.3301249781305,-0.255499620588507,-0.271520358449912,-0.239478882727102,8,0,0
n20-ring2,full_v2_vs_hybrid,full-v2,frozen-hybrid,MEAN_TRUE_AOI,0.198190028120269,0.519678780012978,-61.8629746407348,-0.321488751892708,-0.359538948954657,-0.28343855483076,8,0,0
n20-ring2,full_v2_vs_hybrid,full-v2,frozen-hybrid,OFFERED_UTIL,1.10698958333325,2.85459375000024,-61.2207662357154,-1.74760416666699,-1.76448553036687,-1.73072280296711,8,0,0
n20-ring2,full_v2_vs_hybrid,full-v2,frozen-hybrid,CHANNEL_UTIL,0.791249999999997,0.978020833333227,-19.0968154222942,-0.18677083333323,-0.188339201727821,-0.185202464938639,8,0,0
n20-ring2,full_v2_vs_hybrid,full-v2,frozen-hybrid,COLLISION_FRAMES,1689,8156.25,-79.2919540229885,-6467.25,-6517.11528665939,-6417.38471334061,8,0,0
n20-ring2,full_v2_vs_hybrid,full-v2,frozen-hybrid,DATA_ATTEMPTED,3320.375,8527.375,-61.0621674313608,-5207,-5258.39027764929,-5155.60972235071,8,0,0
n20-ring2,full_v2_vs_hybrid,full-v2,frozen-hybrid,ACK_ATTEMPTED,1.25,135,-99.0740740740741,-133.75,-140.175484537705,-127.324515462295,8,0,0
