stage,seed,scenario,scenarioLabel,family,arm,pointIndex,parameterValue,method,methodLabel,feedbackMode,N,topology,plant,macType,pAccess,configuredPAccess,backgroundLoad,carrierSenseDensity,interferenceDensity,stationaryMeanDataLoss,stationaryMeanAckLoss,meanBadDurationDataSec,meanBadDurationAckSec,RMSE,MINSEP,SAFEFAIL,DIVERGED,ROLL_PEAK_DEG,PITCH_PEAK_DEG,SATURATION,CONTROL_EFFORT,MEAN_TRUE_AOI,P95_TRUE_AOI,P99_TRUE_AOI,MAX_TRUE_AOI,MEAN_EST_AOI,MEAN_AOI_GAP,DATA_GENERATED,DATA_ATTEMPTED,DATA_DELIVERED,ACK_ATTEMPTED,ACK_ENTRIES_DELIVERED,DATA_RECIPIENT_ATTEMPTS,DATA_RECIPIENT_SUCCESS,DATA_RECIPIENT_LOSS,ACK_RECIPIENT_ATTEMPTS,ACK_RECIPIENT_SUCCESS,ACK_RECIPIENT_LOSS,TERMINAL_ACTIVE_FRAMES,TERMINAL_DATA_INFLIGHT,TERMINAL_ACK_INFLIGHT,COLLISION_FRAMES,COLLISION_RATE,QUEUE_DROPS,SUPERSEDED,RETRIES,OBSOLETE_RETRY_DROPS,MAX_QUEUE,MAX_HISTORY,historySize,STALE_DATA_DISCARDED,STALE_ACK_DISCARDED,EXPIRED_HISTORY_ACK,ACK_BEFORE_ACCEPT,ACK_STANDALONE,ACK_ENTRIES_PIGGYBACKED,ACK_ENTRIES_TRANSFERRED,CHANNEL_UTIL,ADAPTIVE_ACK_PERMITTED,ADAPTIVE_ACK_DEFERRED,ADAPTIVE_ACK_FORCED,MEAN_LOCAL_BUSY,MAX_LOCAL_BUSY,LOAD_GUARD_BLOCKED,LOAD_GUARD_BLOCKED_BUSY,LOAD_GUARD_BLOCKED_QUEUE,LOAD_GUARD_BRANCH3,LOAD_GUARD_BRANCH4,OFFERED_UTIL,DATA_AIRTIME,ACK_AIRTIME,PIGGYBACK_AIRTIME,BACKGROUND_BUSY_TIME,BACKGROUND_COLLISION_FRAMES,ENERGY_PROXY_J,DATA_GOODPUT_HZ,RECIPIENT_GOODPUT_HZ,ACK_GOODPUT_HZ,MEAN_ACCESS_DELAY,P95_ACCESS_DELAY,MEAN_CONFIRM_DELAY,P95_CONFIRM_DELAY,JAIN_FRAME_GOODPUT,DATA_CHANNEL_ATTEMPTS,ACK_CHANNEL_ATTEMPTS,DATA_BAD_ATTEMPT_FRACTION,ACK_BAD_ATTEMPT_FRACTION,TRACE_DATA_BAD_FRACTION,TRACE_ACK_BAD_FRACTION,NETWORK_RUNTIME_SEC,INVARIANT_VIOLATIONS,TRACE_HASH_EXACT,CHANNEL_STATE_HASH,CHANNEL_MODEL_SIGNATURE,ESTIMATOR_HASH_EXACT,CONFIG_HASH
development,16016007,n5-csma,N5 CSMA,MAC-aware ablation,adaptive-only,3,NaN,mac-aware-broadcast,Adaptive ACK only,adaptive,5,ring2,6dof,csma,0.2,0.2,0,1,1,0.097,0.097,0.0277777777777778,0.0277777777777778,0.0540395843776286,0.529613635101402,0,0,9.63891160472782,12.4748528578977,0,1.0366552102827,0.0696738529574349,0.140000000000001,0.199999999999999,0.260000000000002,0.135732448866777,0.0660585959093422,695,816,662,70,745,1500,1150,350,955,745,210,0,0,0,131,0.147855530474041,0,2,123,0,2,32,32,0,0,0,0,70,805,2,0.262249999999979,70,0,0,0.22640447412272,0.267734084951545,0,0,0,0,0,0.283333333333334,3.264,0.136,0.206080000000002,0,0,0.680000000000001,55.1666666666667,95.8333333333333,62.0833333333333,0.00705079006772013,0.0209999999999999,0.0464362416107383,0.104,0.984309233429913,1782,150,0.102693602693603,0.106666666666667,0.101169805032495,0.0984202632894518,0.9165866,0,666804226529,21201733053,105363559,0,132555411
development,16016007,n5-csma,N5 CSMA,MAC-aware ablation,access-only,4,NaN,causal-broadcast,Access scaling only,hybrid,5,ring2,6dof,csma,0.2,0.2,0,1,1,0.097,0.097,0.0277777777777778,0.0277777777777778,0.0579853252550122,0.525425494255853,0,0,9.7382345300421,12.5200883295222,0,1.03664957486623,0.0781426202321723,0.16,0.220000000000001,0.319999999999999,0.122863460475401,0.0447208402432283,632,780,595,504,798,1426,1015,411,1048,798,250,0,0,0,230,0.179127725856698,0,1,149,0,2,32,32,0,0,0,0,504,373,0,0.288749999999975,0,0,0,0.260567054117175,0.350818491395604,0,0,0,0,0,0.3155,3.12,0.666,0.0954880000000002,0,0,0.757200000000001,49.5833333333333,84.5833333333333,66.5,0.00682476635514023,0.0219999999999998,0.0325401002506267,0.0529999999999999,0.986430571615654,1566,675,0.112388250319285,0.100740740740741,0.101169805032495,0.0984202632894518,0.945486199999999,0,666804226529,21201733053,105363559,0,132550415
development,16016007,n5-csma,N5 CSMA,MAC-aware ablation,guarded-adaptive,5,NaN,mac-aware-broadcast,Adaptive ACK + guard,adaptive,5,ring2,6dof,csma,0.2,0.2,0,1,1,0.097,0.097,0.0277777777777778,0.0277777777777778,0.0532512689792796,0.530784740068791,0,0,9.63891160472782,12.4748528578977,0,1.03665385734275,0.0706688778330569,0.140000000000001,0.199999999999999,0.24,0.138606965174129,0.0679380873410725,695,832,666,53,732,1517,1146,371,941,732,209,0,0,0,143,0.161581920903955,0,0,137,0,1,32,32,0,0,0,0,53,826,0,0.261083333333312,53,0,0,0.235987107949384,0.281898544166636,13,0,13,10,3,0.285916666666667,3.328,0.103,0.211456000000002,0,0,0.686200000000001,55.5,95.5,61,0.00735367231638425,0.0220000000000002,0.0456038251366121,0.104000000000001,0.987501391455351,1815,115,0.0991735537190083,0.0956521739130435,0.101169805032495,0.0984202632894518,0.9115292,0,666804226529,21201733053,105363559,0,132560455
development,16016007,n5-csma,N5 CSMA,MAC-aware ablation,full-v2,6,NaN,mac-aware-broadcast,Full MAC-aware v2,adaptive,5,ring2,6dof,csma,0.2,0.2,0,1,1,0.097,0.097,0.0277777777777778,0.0277777777777778,0.0532512689792796,0.530784740068791,0,0,9.63891160472782,12.4748528578977,0,1.03665385734275,0.0706688778330569,0.140000000000001,0.199999999999999,0.24,0.138606965174129,0.0679380873410725,695,832,666,53,732,1517,1146,371,941,732,209,0,0,0,143,0.161581920903955,0,0,137,0,1,32,32,0,0,0,0,53,826,0,0.261083333333312,53,0,0,0.235987107949384,0.281898544166636,13,0,13,10,3,0.285916666666667,3.328,0.103,0.211456000000002,0,0,0.686200000000001,55.5,95.5,61,0.00735367231638425,0.0220000000000002,0.0456038251366121,0.104000000000001,0.987501391455351,1815,115,0.0991735537190083,0.0956521739130435,0.101169805032495,0.0984202632894518,0.9318303,0,666804226529,21201733053,105363559,0,132547140
development,16016007,n5-aloha,N5 ALOHA,MAC-aware ablation,frozen-hybrid,1,NaN,causal-broadcast,Frozen hybrid,hybrid,5,ring2,6dof,aloha,0.2,0.2,0,1,1,0.097,0.097,0.0277777777777778,0.0277777777777778,0.0682437199846882,0.512507725634452,0,0,9.59906822202645,12.6750870922032,0,1.03628410648671,0.0997457158651187,0.239999999999998,0.359999999999999,0.5,0.170569375345495,0.0708236594803759,936,2138,434,336,429,3928,780,3148,1138,429,709,0,0,0,1808,0.730800323362975,0,36,1238,4,2,32,32,0,0,0,0,336,703,15,0.479416666666681,0,0,0,0.372878626331309,0.483800280490688,0,0,0,0,0,0.748499999999959,8.5519999999995,0.43,0.179968000000002,0,0,1.7963999999999,36.1666666666667,65,35.75,0.00928415521422803,0.0249999999999999,0.0347622377622379,0.056,0.973265126853718,4213,435,0.114170424875386,0.096551724137931,0.101169805032495,0.0984202632894518,1.0950166,0,666804226529,21201733053,105363559,0,132993911
development,16016007,n5-aloha,N5 ALOHA,MAC-aware ablation,frozen-piggyback,2,NaN,causal-broadcast,Frozen piggyback,piggyback,5,ring2,6dof,aloha,0.2,0.2,0,1,1,0.097,0.097,0.0277777777777778,0.0277777777777778,0.0698841258477759,0.506010766161826,0,0,9.60737129774884,12.8975728964711,0,1.03639714863781,0.115809839690437,0.34,0.460000000000001,0.6,0.258242122719735,0.142432283029298,1011,2341,456,0,380,4287,791,3496,1349,380,969,0,0,0,1870,0.798803929944468,0,38,1368,8,1,32,32,0,0,0,0,0,1349,5,0.489083333333352,0,0,0,0.400195651281574,0.541395814802214,0,0,0,0,0,0.780333333333284,9.36399999999941,0,0.345344,0,0,1.87279999999988,38,65.9166666666667,31.6666666666667,0.0100798803929945,0.0259999999999998,0.0487368421052633,0.0951999999999998,0.984778593417002,4783,0,0.116245034497178,0,0.101169805032495,0.0984202632894518,1.0774018,0,666804226529,21201733053,105363559,0,133002061
development,16016007,n5-aloha,N5 ALOHA,MAC-aware ablation,adaptive-only,3,NaN,mac-aware-broadcast,Adaptive ACK only,adaptive,5,ring2,6dof,aloha,0.2,0.2,0,1,1,0.097,0.097,0.0277777777777778,0.0277777777777778,0.0715954868907268,0.509162749035617,0,0,9.59906822202645,12.6750870922032,0,1.03642642815984,0.101271420674405,0.259999999999999,0.34,0.52,0.184090657822001,0.0828192371475954,961,2228,436,319,409,4109,780,3329,1163,409,754,0,0,0,1892,0.742834707499018,0,39,1306,5,2,32,32,0,0,0,0,319,773,9,0.493416666666687,319,19,0,0.389349240398517,0.517472534182317,0,0,0,0,0,0.774916666666622,8.91199999999946,0.387,0.197888000000003,0,0,1.85979999999989,36.3333333333333,65,34.0833333333333,0.00934511189634871,0.0249999999999999,0.0344180929095356,0.0560000000000006,0.960226296913674,4438,390,0.114015322217215,0.102564102564103,0.101169805032495,0.0984202632894518,1.1302809,0,666804226529,21201733053,105363559,0,132996011
development,16016007,n5-aloha,N5 ALOHA,MAC-aware ablation,access-only,4,NaN,causal-broadcast,Access scaling only,hybrid,5,ring2,6dof,aloha,0.2,0.2,0,1,1,0.097,0.097,0.0277777777777778,0.0277777777777778,0.0682437199846882,0.512507725634452,0,0,9.59906822202645,12.6750870922032,0,1.03628410648671,0.0997457158651187,0.239999999999998,0.359999999999999,0.5,0.170569375345495,0.0708236594803759,936,2138,434,336,429,3928,780,3148,1138,429,709,0,0,0,1808,0.730800323362975,0,36,1238,4,2,32,32,0,0,0,0,336,703,15,0.479416666666681,0,0,0,0.372878626331309,0.483800280490688,0,0,0,0,0,0.748499999999959,8.5519999999995,0.43,0.179968000000002,0,0,1.7963999999999,36.1666666666667,65,35.75,0.00928415521422803,0.0249999999999999,0.0347622377622379,0.056,0.973265126853718,4213,435,0.114170424875386,0.096551724137931,0.101169805032495,0.0984202632894518,1.1573771,0,666804226529,21201733053,105363559,0,132991015
development,16016007,n5-aloha,N5 ALOHA,MAC-aware ablation,guarded-adaptive,5,NaN,mac-aware-broadcast,Adaptive ACK + guard,adaptive,5,ring2,6dof,aloha,0.2,0.2,0,1,1,0.097,0.097,0.0277777777777778,0.0277777777777778,0.0752422232909201,0.497655435694338,0,0,9.60737129774884,12.893300065408,0,1.03637417721467,0.0925483692647871,0.219999999999999,0.319999999999999,0.44,0.150315091210613,0.0577667219458265,890,2037,440,312,438,3786,770,3016,1112,438,674,0,0,0,1683,0.716475095785441,0,2,1149,4,1,32,32,0,0,0,0,313,724,4,0.463750000000011,314,11,0,0.342160001738551,0.470724575207997,54,4,50,53,1,0.711083333333296,8.14799999999955,0.385,0.185344000000002,0,0,1.70659999999991,36.6666666666667,64.1666666666667,36.5,0.00941166453810137,0.0250000000000004,0.0338561643835618,0.0561500000000007,0.988158432013067,4044,388,0.108061325420376,0.105670103092784,0.101169805032495,0.0984202632894518,1.1193147,0,666804226529,21201733053,105363559,0,133001055
development,16016007,n5-aloha,N5 ALOHA,MAC-aware ablation,full-v2,6,NaN,mac-aware-broadcast,Full MAC-aware v2,adaptive,5,ring2,6dof,aloha,0.2,0.2,0,1,1,0.097,0.097,0.0277777777777778,0.0277777777777778,0.0752422232909201,0.497655435694338,0,0,9.60737129774884,12.893300065408,0,1.03637417721467,0.0925483692647871,0.219999999999999,0.319999999999999,0.44,0.150315091210613,0.0577667219458265,890,2037,440,312,438,3786,770,3016,1112,438,674,0,0,0,1683,0.716475095785441,0,2,1149,4,1,32,32,0,0,0,0,313,724,4,0.463750000000011,314,11,0,0.342160001738551,0.470724575207997,54,4,50,53,1,0.711083333333296,8.14799999999955,0.385,0.185344000000002,0,0,1.70659999999991,36.6666666666667,64.1666666666667,36.5,0.00941166453810137,0.0250000000000004,0.0338561643835618,0.0561500000000007,0.988158432013067,4044,388,0.108061325420376,0.105670103092784,0.101169805032495,0.0984202632894518,1.0890494,0,666804226529,21201733053,105363559,0,132987740
development,16016007,n5-background030,N5 30% background,MAC-aware ablation,frozen-hybrid,1,NaN,causal-broadcast,Frozen hybrid,hybrid,5,ring2,6dof,csma,0.2,0.2,0.3,1,1,0.097,0.097,0.0277777777777778,0.0277777777777778,0.0922176186071544,0.480753565085733,0,0,9.6993160302169,12.6806686623775,0,1.03655144341396,0.14375898286346,0.36,0.46,0.56,0.282266445550028,0.138507462686567,983,2015,434,180,387,3772,742,3030,1246,387,859,0,0,0,1611,0.733940774487472,0,177,1210,26,2,32,32,0,0,0,0,180,1024,132,0.745916666666691,0,0,0,0.734407952489896,0.797557478388098,0,0,0,0,0,0.690083333333296,8.05999999999956,0.221,0.262144000000003,3.61699999999965,1301,1.65619999999991,36.1666666666667,61.8333333333333,32.25,0.0179558086560366,0.046,0.0483746770025841,0.0878000000000002,0.99553911205074,4073,222,0.106309845322858,0.112612612612613,0.101169805032495,0.0984202632894518,1.1315553,0,666804226529,21201733053,105363559,0,133223573
development,16016007,n5-background030,N5 30% background,MAC-aware ablation,frozen-piggyback,2,NaN,causal-broadcast,Frozen piggyback,piggyback,5,ring2,6dof,csma,0.2,0.2,0.3,1,1,0.097,0.097,0.0277777777777778,0.0277777777777778,0.0871600387697433,0.488521577656886,0,0,9.6993160302169,12.6806686623775,0,1.03657110896095,0.13110005527916,0.32,0.46,0.6,0.316605859590934,0.185505804311775,1035,2118,454,0,332,3932,768,3164,1488,332,1156,0,0,0,1645,0.776676109537299,0,192,1276,24,1,32,32,0,0,0,0,0,1488,164,0.745500000000024,0,0,0,0.727356303850826,0.808979628275571,0,0,0,0,0,0.705999999999959,8.47199999999951,0,0.380928,3.61699999999965,1379,1.6943999999999,37.8333333333333,64,27.6666666666667,0.0187573182247404,0.0470000000000006,0.0593554216867471,0.1309,0.994144600395505,4434,0,0.111411817771764,0,0.101169805032495,0.0984202632894518,1.0958539,0,666804226529,21201733053,105363559,0,133231723
development,16016007,n5-background030,N5 30% background,MAC-aware ablation,adaptive-only,3,NaN,mac-aware-broadcast,Adaptive ACK only,adaptive,5,ring2,6dof,csma,0.2,0.2,0.3,1,1,0.097,0.097,0.0277777777777778,0.0277777777777778,0.085250166908386,0.494466394463122,0,0,9.6993160302169,12.6806686623775,0,1.0365647154814,0.130624654505251,0.32,0.44,0.56,0.356749585406302,0.226124930901051,1044,2114,456,10,340,3900,782,3118,1533,340,1193,0,0,0,1638,0.771186440677966,0,208,1280,23,2,32,32,0,0,0,0,10,1512,175,0.747500000000021,10,0,0,0.75187171116955,0.833633527580351,0,0,0,0,0,0.706249999999959,8.45599999999951,0.019,0.387071999999999,3.61699999999965,1357,1.6949999999999,38,65.1666666666667,28.3333333333333,0.0182264595103579,0.0449999999999999,0.0574441176470589,0.11405,0.994480845568894,4408,21,0.110934664246824,0.0476190476190476,0.101169805032495,0.0984202632894518,1.1206105,0,666804226529,21201733053,105363559,0,133225673
development,16016007,n5-background030,N5 30% background,MAC-aware ablation,access-only,4,NaN,causal-broadcast,Access scaling only,hybrid,5,ring2,6dof,csma,0.2,0.2,0.3,1,1,0.097,0.097,0.0277777777777778,0.0277777777777778,0.0922176186071544,0.480753565085733,0,0,9.6993160302169,12.6806686623775,0,1.03655144341396,0.14375898286346,0.36,0.46,0.56,0.282266445550028,0.138507462686567,983,2015,434,180,387,3772,742,3030,1246,387,859,0,0,0,1611,0.733940774487472,0,177,1210,26,2,32,32,0,0,0,0,180,1024,132,0.745916666666691,0,0,0,0.734407952489896,0.797557478388098,0,0,0,0,0,0.690083333333296,8.05999999999956,0.221,0.262144000000003,3.61699999999965,1301,1.65619999999991,36.1666666666667,61.8333333333333,32.25,0.0179558086560366,0.046,0.0483746770025841,0.0878000000000002,0.99553911205074,4073,222,0.106309845322858,0.112612612612613,0.101169805032495,0.0984202632894518,1.1180462,0,666804226529,21201733053,105363559,0,133220677
development,16016007,n5-background030,N5 30% background,MAC-aware ablation,guarded-adaptive,5,NaN,mac-aware-broadcast,Adaptive ACK + guard,adaptive,5,ring2,6dof,csma,0.2,0.2,0.3,1,1,0.097,0.097,0.0277777777777778,0.0277777777777778,0.0969723388534612,0.464839699532582,0,0,9.6993160302169,12.8672458158942,0,1.03650838295521,0.151409618573798,0.399999999999999,0.540000000000001,0.66,0.413665008291874,0.262255389718076,909,2134,453,13,281,3928,770,3158,1321,281,1040,0,0,0,1673,0.779226828132278,0,2,1228,19,1,32,32,0,0,0,0,13,1293,11,0.746583333333357,13,2,0,0.734135404279749,0.804170047349539,323,110,244,312,11,0.713333333333292,8.5359999999995,0.024,0.331008000000001,3.61699999999965,1403,1.7119999999999,37.75,64.1666666666667,23.4166666666667,0.0228206800186308,0.0590000000000011,0.0605622775800713,0.132000000000001,0.996426230304207,4377,28,0.108750285583733,0.178571428571429,0.101169805032495,0.0984202632894518,1.1452714,0,666804226529,21201733053,105363559,0,133230717
development,16016007,n5-background030,N5 30% background,MAC-aware ablation,full-v2,6,NaN,mac-aware-broadcast,Full MAC-aware v2,adaptive,5,ring2,6dof,csma,0.2,0.2,0.3,1,1,0.097,0.097,0.0277777777777778,0.0277777777777778,0.0969723388534612,0.464839699532582,0,0,9.6993160302169,12.8672458158942,0,1.03650838295521,0.151409618573798,0.399999999999999,0.540000000000001,0.66,0.413665008291874,0.262255389718076,909,2134,453,13,281,3928,770,3158,1321,281,1040,0,0,0,1673,0.779226828132278,0,2,1228,19,1,32,32,0,0,0,0,13,1293,11,0.746583333333357,13,2,0,0.734135404279749,0.804170047349539,323,110,244,312,11,0.713333333333292,8.5359999999995,0.024,0.331008000000001,3.61699999999965,1403,1.7119999999999,37.75,64.1666666666667,23.4166666666667,0.0228206800186308,0.0590000000000011,0.0605622775800713,0.132000000000001,0.996426230304207,4377,28,0.108750285583733,0.178571428571429,0.101169805032495,0.0984202632894518,1.091957,0,666804226529,21201733053,105363559,0,133217402
development,16016007,n5-hidden,N5 hidden terminals,MAC-aware ablation,frozen-hybrid,1,NaN,causal-broadcast,Frozen hybrid,hybrid,5,ring2,6dof,csma,0.2,0.2,0,0.6,1,0.097,0.097,0.0277777777777778,0.0277777777777778,0.0611015914894513,0.520298603955828,0,0,9.60937032170532,13.0159650766998,0,1.03661153589105,0.0855058043117744,0.199999999999999,0.26,0.34,0.166578220011056,0.0810724156992814,870,1597,522,390,548,2995,898,2097,1191,548,643,0,0,0,1170,0.588827377956719,0,100,827,18,2,32,32,0,0,0,0,390,677,52,0.428083333333333,0,0,0,0.231945533965071,0.359274410514268,0,0,0,0,0,0.574666666666645,6.38799999999974,0.508,0.173312000000002,0,0,1.37919999999995,43.5,74.8333333333333,45.6666666666667,0.00956869652742833,0.028,0.0345364963503651,0.058,0.987189334106224,3215,514,0.114463452566096,0.0972762645914397,0.101169805032495,0.0984202632894518,1.140503,0,666804226529,21201733053,105363559,0,133003861
development,16016007,n5-hidden,N5 hidden terminals,MAC-aware ablation,frozen-piggyback,2,NaN,causal-broadcast,Frozen piggyback,piggyback,5,ring2,6dof,csma,0.2,0.2,0,0.6,1,0.097,0.097,0.0277777777777778,0.0277777777777778,0.062663924028532,0.5174966918428,0,0,9.60937032170532,13.0159650766998,0,1.03662436281682,0.0831398562741846,0.18,0.26,0.34,0.175367606412382,0.0922277501381981,908,1633,568,0,524,3053,968,2085,1271,524,747,0,0,0,1047,0.641151255358236,0,84,809,22,1,32,32,0,0,0,0,0,1271,46,0.403583333333326,0,0,0,0.219610865448295,0.337655774515123,0,0,0,0,0,0.54433333333331,6.53199999999972,0,0.325376000000002,0,0,1.30639999999994,47.3333333333333,80.6666666666667,43.6666666666667,0.0103006736068586,0.0289999999999999,0.0496374045801528,0.10485,0.992841975688567,3493,0,0.112510735757229,0,0.101169805032495,0.0984202632894518,1.0351509,0,666804226529,21201733053,105363559,0,133012011
development,16016007,n5-hidden,N5 hidden terminals,MAC-aware ablation,adaptive-only,3,NaN,mac-aware-broadcast,Adaptive ACK only,adaptive,5,ring2,6dof,csma,0.2,0.2,0,0.6,1,0.097,0.097,0.0277777777777778,0.0277777777777778,0.0573495784302486,0.528513604353114,0,0,9.60937032170532,13.0159650766998,0,1.03668974886881,0.0863902708678827,0.200000000000001,0.279999999999999,0.4,0.166821448313985,0.0804311774461029,916,1558,594,38,552,2892,1013,1879,1279,552,727,0,0,0,941,0.589598997493734,0,90,732,27,2,32,32,0,0,0,0,38,1198,72,0.399583333333325,38,0,0,0.202110336886282,0.351739306578826,0,0,0,0,0,0.525333333333313,6.23199999999976,0.0720000000000001,0.306688000000002,0,0,1.26079999999995,49.5,84.4166666666667,46,0.0102268170426066,0.0289999999999999,0.0490670289855074,0.108,0.986319291085455,3322,81,0.111679711017459,0.0987654320987654,0.101169805032495,0.0984202632894518,1.0408297,0,666804226529,21201733053,105363559,0,133005961
development,16016007,n5-hidden,N5 hidden terminals,MAC-aware ablation,access-only,4,NaN,causal-broadcast,Access scaling only,hybrid,5,ring2,6dof,csma,0.2,0.2,0,0.6,1,0.097,0.097,0.0277777777777778,0.0277777777777778,0.0611015914894513,0.520298603955828,0,0,9.60937032170532,13.0159650766998,0,1.03661153589105,0.0855058043117744,0.199999999999999,0.26,0.34,0.166578220011056,0.0810724156992814,870,1597,522,390,548,2995,898,2097,1191,548,643,0,0,0,1170,0.588827377956719,0,100,827,18,2,32,32,0,0,0,0,390,677,52,0.428083333333333,0,0,0,0.231945533965071,0.359274410514268,0,0,0,0,0,0.574666666666645,6.38799999999974,0.508,0.173312000000002,0,0,1.37919999999995,43.5,74.8333333333333,45.6666666666667,0.00956869652742833,0.028,0.0345364963503651,0.058,0.987189334106224,3215,514,0.114463452566096,0.0972762645914397,0.101169805032495,0.0984202632894518,1.0868791,0,666804226529,21201733053,105363559,0,133000965
development,16016007,n5-hidden,N5 hidden terminals,MAC-aware ablation,guarded-adaptive,5,NaN,mac-aware-broadcast,Adaptive ACK + guard,adaptive,5,ring2,6dof,csma,0.2,0.2,0,0.6,1,0.097,0.097,0.0277777777777778,0.0277777777777778,0.0597228507707849,0.525936842808527,0,0,9.60937032170532,12.8493032750154,0,1.03660024647615,0.0978109452736317,0.26,0.440000000000001,0.539999999999999,0.18130458817026,0.0834936428966281,838,1540,593,51,553,2904,1008,1896,1252,553,699,0,0,0,929,0.583909490886235,0,0,702,11,2,32,32,0,0,0,0,51,1148,2,0.402916666666658,51,0,0,0.216690084180851,0.37873218151469,66,0,66,65,1,0.521166666666647,6.15999999999976,0.0940000000000001,0.293888000000002,0,0,1.25079999999995,49.4166666666667,84,46.0833333333333,0.0111489629164049,0.0329999999999999,0.0483688969258591,0.1114,0.988375001756679,3307,104,0.107045660719686,0.0961538461538462,0.101169805032495,0.0984202632894518,1.0728543,0,666804226529,21201733053,105363559,0,133011005
development,16016007,n5-hidden,N5 hidden terminals,MAC-aware ablation,full-v2,6,NaN,mac-aware-broadcast,Full MAC-aware v2,adaptive,5,ring2,6dof,csma,0.2,0.2,0,0.6,1,0.097,0.097,0.0277777777777778,0.0277777777777778,0.0597228507707849,0.525936842808527,0,0,9.60937032170532,12.8493032750154,0,1.03660024647615,0.0978109452736317,0.26,0.440000000000001,0.539999999999999,0.18130458817026,0.0834936428966281,838,1540,593,51,553,2904,1008,1896,1252,553,699,0,0,0,929,0.583909490886235,0,0,702,11,2,32,32,0,0,0,0,51,1148,2,0.402916666666658,51,0,0,0.216690084180851,0.37873218151469,66,0,66,65,1,0.521166666666647,6.15999999999976,0.0940000000000001,0.293888000000002,0,0,1.25079999999995,49.4166666666667,84,46.0833333333333,0.0111489629164049,0.0329999999999999,0.0483688969258591,0.1114,0.988375001756679,3307,104,0.107045660719686,0.0961538461538462,0.101169805032495,0.0984202632894518,1.0631272,0,666804226529,21201733053,105363559,0,132997690
development,16016007,n10-ring2,N10 ring2,MAC-aware ablation,frozen-hybrid,1,NaN,causal-broadcast,Frozen hybrid,hybrid,10,ring2,di,csma,0.2,0.2,0,1,1,0.097,0.097,0.0277777777777778,0.0277777777777778,0.088570030065775,0.511541082647843,0,0,NaN,NaN,NaN,NaN,0.0778820184790333,0.16,0.216000000000003,0.34,0.13740819710969,0.0595261786306564,1595,2532,1217,921,1552,5451,2480,2971,3203,1552,1651,0,0,0,1669,0.483347813495511,0,174,1112,20,2,32,32,0,0,0,0,923,1971,212,0.707083333333379,0,0,0,0.633131065050931,0.761396957626014,0,0,0,0,0,0.94466666666661,10.1279999999993,1.20799999999999,0.504575999999994,0,0,2.26719999999986,101.416666666667,206.666666666667,129.333333333333,0.0134850854329569,0.0379999999999998,0.042403350515464,0.0739999999999999,0.986557381417067,6004,1232,0.0944370419720187,0.0941558441558442,0.0983452757873688,0.0951758040326612,1.6112295,0,2585683641191,84875993050,410907084,0,141501867
development,16016007,n10-ring2,N10 ring2,MAC-aware ablation,frozen-piggyback,2,NaN,causal-broadcast,Frozen piggyback,piggyback,10,ring2,di,csma,0.2,0.2,0,1,1,0.097,0.097,0.0277777777777778,0.0277777777777778,0.0833750604934382,0.516943632016411,0,0,NaN,NaN,NaN,NaN,0.0752333570244017,0.16,0.219999999999999,0.300000000000001,0.146415541340914,0.0711821843165129,1544,2211,1299,0,1578,4798,2583,2215,2669,1578,1091,0,0,0,879,0.397557666214383,0,106,776,13,1,32,32,0,0,0,0,0,2669,116,0.574000000000045,0,0,0,0.509448995848928,0.588565331334461,0,0,0,0,0,0.736999999999956,8.84399999999947,0,0.683263999999998,0,0,1.76879999999989,108.25,215.25,131.5,0.0126232473993669,0.0350000000000001,0.0523168567807352,0.105,0.993120435056413,5514,0,0.0990206746463547,0,0.0983452757873688,0.0951758040326612,1.2710108,0,2585683641191,84875993050,410907084,0,141510017
development,16016007,n10-ring2,N10 ring2,MAC-aware ablation,adaptive-only,3,NaN,mac-aware-broadcast,Adaptive ACK only,adaptive,10,ring2,di,csma,0.2,0.2,0,1,1,0.097,0.097,0.0277777777777778,0.0277777777777778,0.0863088446088707,0.516505881357918,0,0,NaN,NaN,NaN,NaN,0.0766453447050461,0.16,0.220000000000001,0.34,0.145832741056622,0.0691873963515757,1578,2317,1320,79,1601,5008,2662,2344,2922,1601,1320,1,2,1,976,0.407345575959933,0,98,838,14,2,32,32,0,0,0,0,79,2746,119,0.605666666666721,79,13,0,0.531512697442107,0.605949646997391,0,0,0,0,0,0.785249999999952,9.26799999999942,0.155,0.702975999999998,0,0,1.88459999999988,110,221.833333333333,133.416666666667,0.0134941569282138,0.037,0.0523691442848221,0.105,0.988449930790351,5780,176,0.0941176470588235,0.125,0.0983452757873688,0.0951758040326612,1.4283303,0,2585683641191,84875993050,410907084,0,141503967
