stage,seed,scenario,scenarioLabel,family,arm,pointIndex,parameterValue,method,methodLabel,feedbackMode,N,topology,plant,macType,pAccess,configuredPAccess,backgroundLoad,carrierSenseDensity,interferenceDensity,stationaryMeanDataLoss,stationaryMeanAckLoss,meanBadDurationDataSec,meanBadDurationAckSec,RMSE,MINSEP,SAFEFAIL,DIVERGED,ROLL_PEAK_DEG,PITCH_PEAK_DEG,SATURATION,CONTROL_EFFORT,MEAN_TRUE_AOI,P95_TRUE_AOI,P99_TRUE_AOI,MAX_TRUE_AOI,MEAN_EST_AOI,MEAN_AOI_GAP,DATA_GENERATED,DATA_ATTEMPTED,DATA_DELIVERED,ACK_ATTEMPTED,ACK_ENTRIES_DELIVERED,DATA_RECIPIENT_ATTEMPTS,DATA_RECIPIENT_SUCCESS,DATA_RECIPIENT_LOSS,ACK_RECIPIENT_ATTEMPTS,ACK_RECIPIENT_SUCCESS,ACK_RECIPIENT_LOSS,TERMINAL_ACTIVE_FRAMES,TERMINAL_DATA_INFLIGHT,TERMINAL_ACK_INFLIGHT,COLLISION_FRAMES,COLLISION_RATE,QUEUE_DROPS,SUPERSEDED,RETRIES,OBSOLETE_RETRY_DROPS,MAX_QUEUE,MAX_HISTORY,historySize,STALE_DATA_DISCARDED,STALE_ACK_DISCARDED,EXPIRED_HISTORY_ACK,ACK_BEFORE_ACCEPT,ACK_STANDALONE,ACK_ENTRIES_PIGGYBACKED,ACK_ENTRIES_TRANSFERRED,CHANNEL_UTIL,ADAPTIVE_ACK_PERMITTED,ADAPTIVE_ACK_DEFERRED,ADAPTIVE_ACK_FORCED,MEAN_LOCAL_BUSY,MAX_LOCAL_BUSY,LOAD_GUARD_BLOCKED,LOAD_GUARD_BLOCKED_BUSY,LOAD_GUARD_BLOCKED_QUEUE,LOAD_GUARD_BRANCH3,LOAD_GUARD_BRANCH4,OFFERED_UTIL,DATA_AIRTIME,ACK_AIRTIME,PIGGYBACK_AIRTIME,BACKGROUND_BUSY_TIME,BACKGROUND_COLLISION_FRAMES,ENERGY_PROXY_J,DATA_GOODPUT_HZ,RECIPIENT_GOODPUT_HZ,ACK_GOODPUT_HZ,MEAN_ACCESS_DELAY,P95_ACCESS_DELAY,MEAN_CONFIRM_DELAY,P95_CONFIRM_DELAY,JAIN_FRAME_GOODPUT,DATA_CHANNEL_ATTEMPTS,ACK_CHANNEL_ATTEMPTS,DATA_BAD_ATTEMPT_FRACTION,ACK_BAD_ATTEMPT_FRACTION,TRACE_DATA_BAD_FRACTION,TRACE_ACK_BAD_FRACTION,NETWORK_RUNTIME_SEC,INVARIANT_VIOLATIONS,TRACE_HASH_EXACT,CHANNEL_STATE_HASH,CHANNEL_MODEL_SIGNATURE,ESTIMATOR_HASH_EXACT,CONFIG_HASH
development,16016002,n5-hidden,N5 hidden terminals,MAC-aware ablation,frozen-piggyback,2,NaN,causal-broadcast,Frozen piggyback,piggyback,5,ring2,6dof,csma,0.2,0.2,0,0.6,1,0.097,0.097,0.0277777777777778,0.0277777777777778,0.0619723539304286,0.519457952388589,0,0,9.47676167364873,12.5345610187225,0,1.03658421417719,0.0896738529574349,0.219999999999999,0.298400000000001,0.399999999999999,0.201050304035379,0.111376451077944,840,1400,609,0,601,2605,1051,1554,1323,601,722,0,0,0,762,0.544285714285714,0,48,608,10,1,32,32,0,0,0,0,0,1323,39,0.367333333333314,0,0,0,0.238008085864463,0.422520335876619,0,0,0,0,0,0.466666666666652,5.59999999999983,0,0.338688000000001,0,0,1.11999999999997,50.75,87.5833333333333,50.0833333333333,0.0103135714285716,0.0289999999999999,0.0485424292845259,0.105,0.984905660377358,3101,0,0.108674621089971,0,0.102659556740543,0.104439260123313,1.1786873,0,666479049865,21209666718,105363559,0,133012001
development,16016002,n5-hidden,N5 hidden terminals,MAC-aware ablation,adaptive-only,3,NaN,mac-aware-broadcast,Adaptive ACK only,adaptive,5,ring2,6dof,csma,0.2,0.2,0,0.6,1,0.097,0.097,0.0277777777777778,0.0277777777777778,0.0586782469747731,0.525832615285499,0,0,9.47676167364873,12.5345610187225,0,1.03649187744169,0.0812382531785516,0.180000000000001,0.26,0.34,0.172205638474295,0.0909673852957437,863,1451,589,51,602,2698,1027,1671,1248,602,646,0,0,0,849,0.565246338215712,0,71,659,15,2,32,32,0,0,0,0,51,1142,68,0.378583333333318,51,0,0,0.210592416460538,0.351312186917279,0,0,0,0,0,0.491749999999984,5.8039999999998,0.0970000000000001,0.292352000000002,0,0,1.18019999999996,49.0833333333333,85.5833333333333,50.1666666666667,0.00980426098535291,0.0290000000000016,0.0492906976744187,0.109000000000002,0.980404402933405,3128,106,0.115728900255754,0.0754716981132075,0.102659556740543,0.104439260123313,1.1080948,0,666479049865,21209666718,105363559,0,133005951
development,16016002,n5-hidden,N5 hidden terminals,MAC-aware ablation,access-only,4,NaN,causal-broadcast,Access scaling only,hybrid,5,ring2,6dof,csma,0.2,0.2,0,0.6,1,0.097,0.097,0.0277777777777778,0.0277777777777778,0.0627916546212965,0.517241549397459,0,0,9.47676167364873,12.5345610187225,0,1.03646255428541,0.0839800995024874,0.18,0.24,0.359999999999999,0.137722498618021,0.0537423991155335,874,1594,524,390,575,2918,922,1996,1339,575,764,0,0,0,1156,0.582661290322581,0,100,820,24,2,32,32,0,0,0,0,391,842,88,0.430250000000001,0,0,0,0.222727856489982,0.352823676864005,0,0,0,0,0,0.572499999999978,6.37599999999974,0.494,0.215552000000003,0,0,1.37399999999995,43.6666666666667,76.8333333333333,47.9166666666667,0.00990473790322585,0.0289999999999999,0.0367234782608697,0.0630000000000002,0.984672763134302,3226,497,0.110663360198388,0.106639839034205,0.102659556740543,0.104439260123313,1.2170569,0,666479049865,21209666718,105363559,0,133000955
development,16016002,n5-hidden,N5 hidden terminals,MAC-aware ablation,guarded-adaptive,5,NaN,mac-aware-broadcast,Adaptive ACK + guard,adaptive,5,ring2,6dof,csma,0.2,0.2,0,0.6,1,0.097,0.097,0.0277777777777778,0.0277777777777778,0.060622428114168,0.520500973723064,0,0,9.47676167364873,12.5345610187225,0,1.03652010631924,0.0875732448866777,0.200000000000001,0.279999999999999,0.44,0.171829740187949,0.0842564953012715,874,1658,593,39,529,3053,1026,2025,1331,529,802,1,2,0,1038,0.611667648791986,0,0,785,17,1,32,32,0,0,0,0,39,1253,8,0.421833333333331,39,0,0,0.224757684064274,0.417909190304843,94,0,94,92,2,0.558583333333309,6.63199999999971,0.071,0.320768000000001,0,0,1.34059999999994,49.4166666666667,85.5,44.0833333333333,0.012140836770772,0.0329999999999999,0.0498090737240077,0.108,0.97416441581827,3540,78,0.102824858757062,0.115384615384615,0.102659556740543,0.104439260123313,1.1290309,0,666479049865,21209666718,105363559,0,133010995
development,16016002,n5-hidden,N5 hidden terminals,MAC-aware ablation,full-v2,6,NaN,mac-aware-broadcast,Full MAC-aware v2,adaptive,5,ring2,6dof,csma,0.2,0.2,0,0.6,1,0.097,0.097,0.0277777777777778,0.0277777777777778,0.060622428114168,0.520500973723064,0,0,9.47676167364873,12.5345610187225,0,1.03652010631924,0.0875732448866777,0.200000000000001,0.279999999999999,0.44,0.171829740187949,0.0842564953012715,874,1658,593,39,529,3053,1026,2025,1331,529,802,1,2,0,1038,0.611667648791986,0,0,785,17,1,32,32,0,0,0,0,39,1253,8,0.421833333333331,39,0,0,0.224757684064274,0.417909190304843,94,0,94,92,2,0.558583333333309,6.63199999999971,0.071,0.320768000000001,0,0,1.34059999999994,49.4166666666667,85.5,44.0833333333333,0.012140836770772,0.0329999999999999,0.0498090737240077,0.108,0.97416441581827,3540,78,0.102824858757062,0.115384615384615,0.102659556740543,0.104439260123313,1.0864147,0,666479049865,21209666718,105363559,0,132997680
development,16016002,n10-ring2,N10 ring2,MAC-aware ablation,frozen-hybrid,1,NaN,causal-broadcast,Frozen hybrid,hybrid,10,ring2,di,csma,0.2,0.2,0,1,1,0.097,0.097,0.0277777777777778,0.0277777777777778,0.0919618907733568,0.509547121138538,0,0,NaN,NaN,NaN,NaN,0.0813788201847903,0.18,0.24,0.32,0.145951196398958,0.0645723762141675,1640,2702,1217,865,1474,5844,2432,3410,3196,1474,1720,1,2,2,1805,0.506027474067844,0,187,1250,17,2,32,32,0,0,0,0,866,2060,196,0.724833333333371,0,0,0,0.666375151504571,0.801790982473672,0,0,0,0,0,0.993749999999937,10.8079999999993,1.11699999999999,0.527359999999995,0,0,2.38499999999985,101.416666666667,202.666666666667,122.833333333333,0.0143330529857023,0.0390000000000001,0.0443100407055632,0.0790000000000003,0.987847076321775,6394,1136,0.101345010947764,0.090669014084507,0.102115480753208,0.1003316113981,1.7943981,0,2585774019424,84937001884,410907084,0,141501857
development,16016002,n10-ring2,N10 ring2,MAC-aware ablation,frozen-piggyback,2,NaN,causal-broadcast,Frozen piggyback,piggyback,10,ring2,di,csma,0.2,0.2,0,1,1,0.097,0.097,0.0277777777777778,0.0277777777777778,0.0830282448990365,0.517919201550522,0,0,NaN,NaN,NaN,NaN,0.0759393508647238,0.16,0.24,0.379999999999999,0.148017057569296,0.0720777067045726,1598,2321,1307,0,1570,5034,2609,2425,2874,1570,1304,0,0,0,981,0.422662645411461,0,142,865,20,1,32,32,0,0,0,0,0,2874,165,0.590000000000051,0,0,0,0.527077114322228,0.650520436139869,0,0,0,0,0,0.773666666666618,9.28399999999942,0,0.735743999999996,0,0,1.85679999999988,108.916666666667,217.416666666667,130.833333333333,0.0130224041361483,0.0369999999999999,0.0527305732484078,0.105550000000001,0.991536599664505,5813,0,0.105969378978152,0,0.102115480753208,0.1003316113981,1.4631924,0,2585774019424,84937001884,410907084,0,141510007
development,16016002,n10-ring2,N10 ring2,MAC-aware ablation,adaptive-only,3,NaN,mac-aware-broadcast,Adaptive ACK only,adaptive,10,ring2,di,csma,0.2,0.2,0,1,1,0.097,0.097,0.0277777777777778,0.0277777777777778,0.083941315696262,0.515757877457148,0,0,NaN,NaN,NaN,NaN,0.0740488036010423,0.16,0.219999999999999,0.279999999999999,0.143965884861407,0.0699170812603651,1579,2290,1312,77,1559,4962,2607,2355,2776,1559,1217,0,0,0,968,0.408956485002112,0,136,847,7,2,32,32,0,0,0,0,77,2598,134,0.600333333333385,77,12,0,0.531285402509489,0.618728293883758,0,0,0,0,0,0.775749999999953,9.15999999999944,0.149,0.665087999999999,0,0,1.86179999999989,109.333333333333,217.25,129.916666666667,0.012986903253063,0.0369999999999999,0.0517357280307891,0.109,0.993228241050615,5641,178,0.0990959049813863,0.106741573033708,0.102115480753208,0.1003316113981,1.5581731,0,2585774019424,84937001884,410907084,0,141503957
development,16016002,n10-ring2,N10 ring2,MAC-aware ablation,access-only,4,NaN,causal-broadcast,Access scaling only,hybrid,10,ring2,di,csma,0.1,0.1,0,1,1,0.097,0.097,0.0277777777777778,0.0277777777777778,0.0973052188951935,0.503350350008135,0,0,NaN,NaN,NaN,NaN,0.0894811656005684,0.199999999999999,0.26,0.42,0.160132669983416,0.0706515043828478,1556,1951,1264,810,1671,4223,2544,1679,2767,1671,1096,0,0,0,908,0.328866352770735,0,214,610,5,2,32,32,0,0,0,0,812,1684,271,0.628000000000056,0,0,0,0.610389480284543,0.722368611539503,0,0,0,0,0,0.738583333333298,7.80399999999958,1.059,0.431103999999999,0,0,1.77259999999992,105.333333333333,212,139.25,0.019289750090547,0.0540000000000003,0.0522387791741473,0.0979999999999994,0.989469251254103,4676,1083,0.107142857142857,0.109879963065559,0.102115480753208,0.1003316113981,1.673868,0,2585774019424,84937001884,410907084,0,141776404
development,16016002,n10-ring2,N10 ring2,MAC-aware ablation,guarded-adaptive,5,NaN,mac-aware-broadcast,Adaptive ACK + guard,adaptive,10,ring2,di,csma,0.2,0.2,0,1,1,0.097,0.097,0.0277777777777778,0.0277777777777778,0.0854768042652188,0.514462158115161,0,0,NaN,NaN,NaN,NaN,0.0768490878938639,0.16,0.220000000000001,0.300000000000001,0.150741530443023,0.0738924425491591,1483,2271,1316,84,1547,4914,2632,2280,2758,1547,1210,1,2,1,927,0.393630573248408,0,2,790,5,1,32,32,0,0,0,0,85,2558,5,0.602166666666721,85,18,0,0.52601553959364,0.617234835014695,266,154,141,254,12,0.770833333333287,9.08399999999944,0.166,0.654847999999997,0,0,1.84999999999989,109.666666666667,219.333333333333,128.916666666667,0.0149813163481954,0.046,0.0528862314156433,0.1087,0.98894256575416,5612,200,0.105131860299359,0.075,0.102115480753208,0.1003316113981,1.5263681,0,2585774019424,84937001884,410907084,0,141509001
development,16016002,n10-ring2,N10 ring2,MAC-aware ablation,full-v2,6,NaN,mac-aware-broadcast,Full MAC-aware v2,adaptive,10,ring2,di,csma,0.1,0.2,0,1,1,0.097,0.097,0.0277777777777778,0.0277777777777778,0.0912190066694347,0.510486140673505,0,0,NaN,NaN,NaN,NaN,0.082298033641317,0.18,0.24,0.34,0.152854773750296,0.070556740108979,1454,1951,1362,81,1665,4244,2741,1501,2503,1665,836,1,2,2,565,0.278051181102362,0,7,506,9,2,32,32,0,0,0,0,81,2320,26,0.56750000000004,81,2,0,0.512872896789375,0.59588866160844,303,16,290,292,11,0.663416666666632,7.80399999999958,0.157,0.593919999999998,0,0,1.59219999999992,113.5,228.416666666667,138.75,0.0226200787401575,0.0699999999999991,0.0600294294294295,0.116000000000001,0.989810793217156,4854,183,0.105067985166873,0.120218579234973,0.102115480753208,0.1003316113981,1.4949828,0,2585774019424,84937001884,410907084,0,141495686
development,16016002,n20-ring2,N20 ring2,MAC-aware ablation,frozen-hybrid,1,NaN,causal-broadcast,Frozen hybrid,hybrid,20,ring2,di,csma,0.2,0.2,0,1,1,0.097,0.097,0.0277777777777778,0.0277777777777778,0.503776402650538,0.209909254034488,1,0,NaN,NaN,NaN,NaN,0.519327276660177,1.44,1.94,2.56,3.71378542072247,3.19445814406233,3685,8530,504,142,173,19882,1035,18839,2548,173,2375,4,8,0,8136,0.938191881918819,0,1107,5963,103,2,32,32,0,0,0,0,142,2396,484,0.978583333333227,0,0,0,0.988542501918987,0.996340572388621,0,0,0,0,0,2.85600000000024,34.1200000000028,0.152,0.613375999999999,0,0,6.85440000000057,42,86.25,14.4166666666667,0.0257502306273063,0.0579999999999998,0.0793236994219655,0.1748,0.968196371398079,20391,152,0.100436467068805,0.105263157894737,0.0992861606398933,0.100246208965172,2.6473033,0,10200464007779,339896572699,1676201720,0,167313715
development,16016002,n20-ring2,N20 ring2,MAC-aware ablation,frozen-piggyback,2,NaN,causal-broadcast,Frozen piggyback,piggyback,20,ring2,di,csma,0.2,0.2,0,1,1,0.097,0.097,0.0277777777777778,0.0277777777777778,0.518362030882991,0.227501296191616,1,0,NaN,NaN,NaN,NaN,0.499530607830412,1.38,2.55099999999999,4,2.78891412502704,2.28938351719663,3665,8447,522,0,185,19708,1144,18554,3341,185,3156,5,10,0,7914,0.936900674795786,0,1092,5885,99,1,32,32,0,0,0,0,0,3341,641,0.975083333333228,0,0,0,0.986399340291208,0.997287859198594,0,0,0,0,0,2.81566666666692,33.788000000003,0,0.855296000000013,0,0,6.75760000000061,43.5,95.3333333333333,15.4166666666667,0.025384396827276,0.0570000000000004,0.080064864864865,0.175,0.970799486960239,20561,0,0.0982442488205826,0,0.0992861606398933,0.100246208965172,2.4747268,0,10200464007779,339896572699,1676201720,0,167321865
development,16016002,n20-ring2,N20 ring2,MAC-aware ablation,adaptive-only,3,NaN,mac-aware-broadcast,Adaptive ACK only,adaptive,20,ring2,di,csma,0.2,0.2,0,1,1,0.097,0.097,0.0277777777777778,0.0277777777777778,0.518362030882991,0.227501296191616,1,0,NaN,NaN,NaN,NaN,0.499530607830412,1.38,2.55099999999999,4,2.78891412502704,2.28938351719663,3665,8447,522,1,184,19708,1144,18554,3340,184,3156,5,10,0,7915,0.936908143939394,0,1092,5885,99,1,32,32,0,0,0,0,1,3339,641,0.975083333333228,1,2,0,0.986399340291208,0.997287859198594,0,0,0,0,0,2.81575000000025,33.788000000003,0.001,0.854784000000013,0,0,6.75780000000061,43.5,95.3333333333333,15.3333333333333,0.0253816287878789,0.0570000000000004,0.0792989130434785,0.17395,0.970799486960239,20561,1,0.0982442488205826,0,0.0992861606398933,0.100246208965172,2.5120576,0,10200464007779,339896572699,1676201720,0,167315815
development,16016002,n20-ring2,N20 ring2,MAC-aware ablation,access-only,4,NaN,causal-broadcast,Access scaling only,hybrid,20,ring2,di,csma,0.05,0.05,0,1,1,0.097,0.097,0.0277777777777778,0.0277777777777778,0.208809522579859,0.419262225331452,0,0,NaN,NaN,NaN,NaN,0.164291585550509,0.4,0.600000000000001,1.02,0.327958035907419,0.163666450356912,3961,3457,1503,317,1683,8043,3164,4879,4130,1683,2447,0,0,0,2107,0.558293587705352,0,2273,1782,76,2,32,32,0,0,0,0,319,3737,2893,0.82733333333331,0,0,0,0.834482242141542,0.885560044885181,0,0,0,0,0,1.18416666666658,13.8279999999989,0.382,0.956671999999996,0,0,2.84199999999978,125.25,263.666666666667,140.25,0.0292583465818761,0.0679999999999998,0.0937950089126561,0.2079,0.989569479853865,8844,393,0.0972410673903211,0.106870229007634,0.0992861606398933,0.100246208965172,1.8170014,0,10200464007779,339896572699,1676201720,0,167202697
development,16016002,n20-ring2,N20 ring2,MAC-aware ablation,guarded-adaptive,5,NaN,mac-aware-broadcast,Adaptive ACK + guard,adaptive,20,ring2,di,csma,0.2,0.2,0,1,1,0.097,0.097,0.0277777777777778,0.0277777777777778,0.403122188322501,0.253921874420815,1,0,NaN,NaN,NaN,NaN,0.371263248972529,1,1.38,1.72,1.44210036772659,1.07083711875406,2327,6480,703,0,450,15036,1505,13525,3524,450,3073,3,6,1,5764,0.889506172839506,0,1,4160,11,1,32,32,0,0,0,0,0,3524,9,0.802583333333325,0,42,0,0.8029653160491,0.851751437985817,4590,4451,980,4573,17,2.16000000000017,25.920000000002,0,0.902144000000013,0,0,5.1840000000004,58.5833333333333,125.416666666667,37.5,0.0314407407407408,0.0750000000000002,0.12296,0.20255,0.987667372796674,15863,0,0.0961356616024712,0,0.0992861606398933,0.100246208965172,1.8340519,0,10200464007779,339896572699,1676201720,0,167320859
development,16016002,n20-ring2,N20 ring2,MAC-aware ablation,full-v2,6,NaN,mac-aware-broadcast,Full MAC-aware v2,adaptive,20,ring2,di,csma,0.05,0.2,0,1,1,0.097,0.097,0.0277777777777778,0.0277777777777778,0.242163506579871,0.39773887368348,1,0,NaN,NaN,NaN,NaN,0.187717932078738,0.42,0.579999999999998,0.84,0.337607614103396,0.14988968202466,2019,3313,1622,2,1829,7683,3387,4286,3871,1829,2042,1,10,0,1667,0.502865761689291,0,129,1431,52,1,32,32,0,0,0,0,2,3867,294,0.790166666666665,2,58,0,0.795406155590256,0.820975584568641,5503,2886,4104,5477,26,1.10466666666658,13.251999999999,0.004,0.989951999999996,0,0,2.6511999999998,135.166666666667,282.25,152.416666666667,0.0659731523378583,0.177300000000001,0.129937670858393,0.2696,0.99347622500151,8460,4,0.100945626477541,0,0.0992861606398933,0.100246208965172,1.6801052,0,10200464007779,339896572699,1676201720,0,167307544
development,16016003,n5-csma,N5 CSMA,MAC-aware ablation,frozen-hybrid,1,NaN,causal-broadcast,Frozen hybrid,hybrid,5,ring2,6dof,csma,0.2,0.2,0,1,1,0.097,0.097,0.0277777777777778,0.0277777777777778,0.057233346471256,0.52755825581997,0,0,9.69535140866745,12.3380247984678,0,1.03664171183969,0.0796904367053619,0.16,0.220000000000001,0.34,0.115212824765063,0.0355223880597015,607,707,574,532,805,1314,995,319,1007,805,202,0,0,0,173,0.139628732849072,0,1,102,0,2,32,32,0,0,0,0,532,317,0,0.274249999999978,0,0,0,0.242019280144077,0.299536697648755,0,0,0,0,0,0.29275,2.828,0.685,0.0811520000000001,0,0,0.702600000000001,47.8333333333333,82.9166666666667,67.0833333333333,0.005860371267151,0.0190000000000001,0.0313875776397516,0.0500000000000002,0.987549081317627,1427,690,0.111422564821303,0.0956521739130435,0.102756207298784,0.100676553907682,1.1238969,0,666960701207,21202365970,105363559,0,132553303
development,16016003,n5-csma,N5 CSMA,MAC-aware ablation,frozen-piggyback,2,NaN,causal-broadcast,Frozen piggyback,piggyback,5,ring2,6dof,csma,0.2,0.2,0,1,1,0.097,0.097,0.0277777777777778,0.0277777777777778,0.052248368208215,0.53244429533195,0,0,9.69535140866745,12.3336769064082,0,1.03669115159767,0.0694416804864565,0.140000000000001,0.199999999999999,0.24,0.139137645107794,0.0696959646213378,717,844,685,0,734,1546,1179,367,969,734,235,0,0,0,132,0.156398104265403,0,2,129,0,1,32,32,0,0,0,0,0,969,3,0.258999999999979,0,0,0,0.225138219820716,0.290046477817113,0,0,0,0,0,0.281333333333334,3.376,0,0.248064000000002,0,0,0.675200000000001,57.0833333333333,98.25,61.1666666666667,0.00712914691943135,0.0220000000000002,0.0454604904632154,0.09835,0.987603001378614,1917,0,0.101721439749609,0,0.102756207298784,0.100676553907682,0.9846422,0,666960701207,21202365970,105363559,0,132561453
development,16016003,n5-csma,N5 CSMA,MAC-aware ablation,adaptive-only,3,NaN,mac-aware-broadcast,Adaptive ACK only,adaptive,5,ring2,6dof,csma,0.2,0.2,0,1,1,0.097,0.097,0.0277777777777778,0.0277777777777778,0.0547752400805871,0.530349143645245,0,0,9.69535140866745,12.3336769064082,0,1.03669029420648,0.0729242675511331,0.16,0.219999999999999,0.260000000000002,0.138220011055832,0.0652957435046987,696,800,663,76,746,1464,1142,322,936,746,190,0,0,0,115,0.131278538812785,0,0,104,0,2,32,32,0,0,0,0,76,778,0,0.259833333333312,76,0,0,0.228258099917165,0.278659128321271,0,0,0,0,0,0.2785,3.2,0.142,0.199168000000002,0,0,0.668400000000001,55.25,95.1666666666667,62.1666666666667,0.00671689497716902,0.0199999999999996,0.044593833780161,0.10175,0.990678491339967,1759,158,0.11085844229676,0.0886075949367089,0.102756207298784,0.100676553907682,1.0626583,0,666960701207,21202365970,105363559,0,132555403
development,16016003,n5-csma,N5 CSMA,MAC-aware ablation,access-only,4,NaN,causal-broadcast,Access scaling only,hybrid,5,ring2,6dof,csma,0.2,0.2,0,1,1,0.097,0.097,0.0277777777777778,0.0277777777777778,0.057233346471256,0.52755825581997,0,0,9.69535140866745,12.3380247984678,0,1.03664171183969,0.0796904367053619,0.16,0.220000000000001,0.34,0.115212824765063,0.0355223880597015,607,707,574,532,805,1314,995,319,1007,805,202,0,0,0,173,0.139628732849072,0,1,102,0,2,32,32,0,0,0,0,532,317,0,0.274249999999978,0,0,0,0.242019280144077,0.299536697648755,0,0,0,0,0,0.29275,2.828,0.685,0.0811520000000001,0,0,0.702600000000001,47.8333333333333,82.9166666666667,67.0833333333333,0.005860371267151,0.0190000000000001,0.0313875776397516,0.0500000000000002,0.987549081317627,1427,690,0.111422564821303,0.0956521739130435,0.102756207298784,0.100676553907682,1.0151366,0,666960701207,21202365970,105363559,0,132550407
development,16016003,n5-csma,N5 CSMA,MAC-aware ablation,guarded-adaptive,5,NaN,mac-aware-broadcast,Adaptive ACK + guard,adaptive,5,ring2,6dof,csma,0.2,0.2,0,1,1,0.097,0.097,0.0277777777777778,0.0277777777777778,0.0538331579928965,0.532380463250971,0,0,9.69535140866745,12.3336769064082,0,1.03667554219811,0.0715533443891652,0.159999999999998,0.200000000000001,0.379999999999999,0.143714759535655,0.0721614151464898,709,825,675,62,734,1520,1152,368,954,734,220,0,0,0,125,0.140924464487035,0,0,116,0,1,32,32,0,0,0,0,62,822,0,0.264416666666645,62,0,0,0.23403747809177,0.291987348860473,14,0,14,9,5,0.285083333333334,3.3,0.121,0.210432000000002,0,0,0.684200000000001,56.25,96,61.1666666666667,0.00720631341600909,0.0220000000000002,0.0450640326975478,0.103999999999999,0.985891873762564,1835,132,0.114986376021798,0.106060606060606,0.102756207298784,0.100676553907682,1.0061516,0,666960701207,21202365970,105363559,0,132560447
development,16016003,n5-csma,N5 CSMA,MAC-aware ablation,full-v2,6,NaN,mac-aware-broadcast,Full MAC-aware v2,adaptive,5,ring2,6dof,csma,0.2,0.2,0,1,1,0.097,0.097,0.0277777777777778,0.0277777777777778,0.0538331579928965,0.532380463250971,0,0,9.69535140866745,12.3336769064082,0,1.03667554219811,0.0715533443891652,0.159999999999998,0.200000000000001,0.379999999999999,0.143714759535655,0.0721614151464898,709,825,675,62,734,1520,1152,368,954,734,220,0,0,0,125,0.140924464487035,0,0,116,0,1,32,32,0,0,0,0,62,822,0,0.264416666666645,62,0,0,0.23403747809177,0.291987348860473,14,0,14,9,5,0.285083333333334,3.3,0.121,0.210432000000002,0,0,0.684200000000001,56.25,96,61.1666666666667,0.00720631341600909,0.0220000000000002,0.0450640326975478,0.103999999999999,0.985891873762564,1835,132,0.114986376021798,0.106060606060606,0.102756207298784,0.100676553907682,0.9246018,0,666960701207,21202365970,105363559,0,132547132
development,16016003,n5-aloha,N5 ALOHA,MAC-aware ablation,frozen-hybrid,1,NaN,causal-broadcast,Frozen hybrid,hybrid,5,ring2,6dof,aloha,0.2,0.2,0,1,1,0.097,0.097,0.0277777777777778,0.0277777777777778,0.0764302224616785,0.495763243645316,0,0,9.60473053794781,12.4348890382449,0,1.03643608776434,0.105052515201769,0.26,0.4,0.66,0.224754007739082,0.119701492537314,936,2140,447,353,416,3950,787,3163,1095,416,679,0,0,0,1820,0.730044123545929,0,42,1246,9,2,32,32,0,0,0,0,353,648,8,0.495333333333353,0,0,0,0.42709397248491,0.524144824351084,0,0,0,0,0,0.750166666666625,8.5599999999995,0.442,0.165888000000002,0,0,1.8003999999999,37.25,65.5833333333333,34.6666666666667,0.00892940232651432,0.0249999999999999,0.0334110576923078,0.0542500000000001,0.961244076684386,4180,447,0.104066985645933,0.0782997762863535,0.102756207298784,0.100676553907682,1.4363533,0,666960701207,21202365970,105363559,0,132993903
development,16016003,n5-aloha,N5 ALOHA,MAC-aware ablation,frozen-piggyback,2,NaN,causal-broadcast,Frozen piggyback,piggyback,5,ring2,6dof,aloha,0.2,0.2,0,1,1,0.097,0.097,0.0277777777777778,0.0277777777777778,0.108752288342055,0.45045707428606,0,0,9.61522993311779,12.4348890382449,0,1.03650034312007,0.116871199557767,0.3,0.518400000000003,0.880000000000001,0.28702045328911,0.170149253731344,997,2248,457,0,347,4162,779,3380,1326,347,978,2,3,1,1767,0.786032028469751,0,50,1302,7,1,32,32,0,0,0,0,0,1326,13,0.47391666666668,0,0,0,0.401096675591191,0.5135987222699,0,0,0,0,0,0.749333333333288,8.99199999999945,0,0.339456000000001,0,0,1.79839999999989,38.0833333333333,64.9166666666667,28.9166666666667,0.00986788256227768,0.0250000000000001,0.0471959654178676,0.1041,0.978284188584678,4630,0,0.109935205183585,0,0.102756207298784,0.100676553907682,1.200712,0,666960701207,21202365970,105363559,0,133002053
development,16016003,n5-aloha,N5 ALOHA,MAC-aware ablation,adaptive-only,3,NaN,mac-aware-broadcast,Adaptive ACK only,adaptive,5,ring2,6dof,aloha,0.2,0.2,0,1,1,0.097,0.097,0.0277777777777778,0.0277777777777778,0.0867225792863412,0.479076298613228,0,0,9.60473053794781,12.4348890382449,0,1.03648678443557,0.121315644002211,0.319999999999999,0.459999999999999,0.6,0.207396351575456,0.086080707573245,987,2345,402,283,348,4258,709,3549,1095,348,747,0,0,0,2046,0.778538812785388,0,53,1411,9,2,32,32,0,0,0,0,283,739,12,0.505083333333356,283,9,0,0.39098422033619,0.523288176776376,0,0,0,0,0,0.811166666666618,9.37999999999941,0.354,0.189184000000003,0,0,1.94679999999988,33.5,59.0833333333333,29,0.00948173515981744,0.0250000000000001,0.0346637931034484,0.0566500000000006,0.970827826504866,4535,356,0.102976846747519,0.0842696629213483,0.102756207298784,0.100676553907682,1.2443727,0,666960701207,21202365970,105363559,0,132996003
