scenario,scenarioLabel,arm,methodLabel,armKind,n,meanRMSE,meanTrueAoI,meanOfferedUtil,meanChannelUtil,meanGoodputHz,meanManagementUtil,meanFallbackOpportunities,safeFailures
n10-ring2-zero-loss,N10 ring2 zero-loss,elcs-mission-affine-clock,ELCS-F mission guard / affine clock,candidate-clock-composition,30,0.0508632477190068,0.0653884424033677,0.376908799999998,0.271964698439837,92.7888888888889,0.0918186666666675,9.13333333333333,0
n10-ring2-zero-loss,N10 ring2 zero-loss,elcs-mission-zero-clock,ELCS-F mission guard / zero clock,clock-paired-reference,30,0.0508667204092932,0.0655453501722157,0.376908799999998,0.264482133333311,92.7888888888889,0.0918186666666675,9.13333333333333,0
n5-6dof-zero-loss,N5 6-DOF zero-loss,elcs-mission-affine-clock,ELCS-F mission guard / affine clock,candidate-clock-composition,30,0.0301145048901515,0.0409530127142069,0.350737066666666,0.350623629113597,87.7638888888889,0.0810666666666681,3.66666666666667,0
n5-6dof-zero-loss,N5 6-DOF zero-loss,elcs-mission-zero-clock,ELCS-F mission guard / zero clock,clock-paired-reference,30,0.0301467695821986,0.0409452736318409,0.350737066666666,0.350617599999978,87.7638888888889,0.0810666666666681,3.66666666666667,0
