candidate,reference,nPairs,relativeRmse,rmseDelta,rmseCiLo,rmseCiHi,relativeCost,costDelta,costCiLo,costCiHi
migration-iid20-no-emergency,periodic-iid20,20,0.0500977218152487,0.00416827215902543,0.00298497708401177,0.00537646754348252,-0.0790020833333326,-0.0202245333333329,-0.0203151999999996,-0.0201471999999996
migration-iid20-emergency,migration-iid20-no-emergency,20,-0.0195089754822169,-0.00170452066162003,-0.00238718362812033,-0.00113140751971098,0.00570033862725894,0.00134399999999999,0.00116479999999999,0.00154879999999998
migration-iid20-emergency-response-blackout,migration-iid20-no-emergency-response-blackout,20,-0.531416290746435,-0.0971319870189635,-0.0987981092332783,-0.0957448897780092,0.0455357231498625,0.0110079999999999,0.0110079999999999,0.0110079999999999
migration-iid20-emergency-response-blackout,periodic-iid20,20,0.0293818452868924,0.00244465263593819,0.00118806453605091,0.0036917409880568,-0.0126864583333324,-0.00324773333333299,-0.00348746666666632,-0.00302133333333298
migration-iid20-emergency-revoke-blackout,migration-iid20-emergency,20,0,0,0,0,0,0,0,0
