seed,arm,kind,condition,dataLoss,controlLoss,traceHash,geometryHash,selectorHash,scheduleHash,kernelTraceHash,kernelStateHash,interferenceEventHash,RMSE,MINSEP,SAFEFAIL,DIVERGED,TOTAL_COST,DATA_AIRTIME,MANAGEMENT_AIRTIME,DATA_ATTEMPTS,DATA_RECIPIENT_SUCCESS,DATA_RECIPIENT_LOSS,COLLISION_FRAMES,BACKGROUND_COLLISION_FRAMES,graphAdmissible,graphLocalOnly,graphAddedEdges,graphRemovedEdges,oldSlot,newSlot,eventFrame,eligibleFrame,reacquired,firstReacquiredFrame,finalSuppressed,controlAttempts,controlBytes,controlAirtime,expectedControlAttempts,expectedControlAirtime,expectedDataSuccess,expectedDataErasure,expectedDataCollision,observedDataSuccess,observedDataErasure,observedDataCollision,dataOutcomeMismatches,dataSkippedNoQueue,crossPlaneOverlaps,clockConflictFree,clockResidual,futureRandomReads,receiverTruthReads,suppressionHash,reacquisitionHash,revokeBlackout,responseBlackout,geometryCoupledToPlant,emergencyEnabled,emergencySlot,emergencyOpportunities,emergencyExpectedSuccess,emergencyExpectedErasure,emergencyExpectedCollision
16087002,migration-iid20-emergency-response-blackout,migration,iid20,0.2,0.2,491661,2364930,565053,1142856915,18433989566,168684356,593702,0.0861594815827445,0.48214100365388,0,0,0.253301333333331,2.67263999999998,0.366976,870,1830,432,0,0,1,1,1,0,7,9,45,48,0,NaN,1,385,11468,0.366976,385,0.366976,1830,432,0,1830,432,0,0,0,0,1,0,0,0,30286,27405,0,1,0,1,10,43,69,17,0
16087002,migration-iid20-no-emergency-response-blackout,migration,iid20,0.2,0.2,491661,2364930,565053,1093976142,18433989566,168684356,593702,0.182650331611171,0.170458971253316,1,0,0.242293333333331,2.54054399999998,0.366976,827,1761,415,0,0,1,1,1,0,7,9,45,48,0,NaN,1,385,11468,0.366976,385,0.366976,1761,415,0,1761,415,0,0,0,0,1,0,0,0,30286,27405,0,1,0,0,NaN,NaN,NaN,NaN,NaN
16087003,periodic-iid20,periodic,iid20,0.2,0,705269,2364930,565053,NaN,NaN,NaN,593702,0.0816020337057216,0.507857298886357,0,0,0.255999999999998,3.07199999999997,0,1000,2088,512,0,0,NaN,NaN,NaN,NaN,NaN,NaN,45,48,NaN,NaN,NaN,0,NaN,0,0,0,NaN,NaN,NaN,0,0,0,0,0,0,NaN,NaN,0,0,NaN,NaN,0,0,0,0,NaN,NaN,NaN,NaN,NaN
16087003,migration-iid20-no-emergency,migration,iid20,0.2,0.2,705269,2364930,565053,1137051894,18636575080,139842966,593702,0.0822141046687412,0.507379531382717,0,0,0.235845333333331,2.66035199999998,0.169792,866,1812,442,0,0,1,1,1,0,7,9,45,48,1,49,0,189,5306,0.169792,189,0.169792,1812,442,0,1812,442,0,0,0,0,1,0,0,0,27595,27455,0,0,0,0,NaN,NaN,NaN,NaN,NaN
16087003,migration-iid20-emergency,migration,iid20,0.2,0.2,705269,2364930,565053,1142256021,18636575080,139842966,593702,0.081696349878266,0.507433388629632,0,0,0.236869333333331,2.67263999999998,0.169792,870,1818,444,0,0,1,1,1,0,7,9,45,48,1,49,0,189,5306,0.169792,189,0.169792,1818,444,0,1818,444,0,0,0,0,1,0,0,0,27595,27455,0,0,0,1,10,4,6,2,0
16087003,migration-iid20-emergency-revoke-blackout,migration,iid20,0.2,0.2,705269,2364930,565053,1142801159,18631930362,139842966,593702,0.081696349878266,0.507433388629632,0,0,0.236869333333331,2.67263999999998,0.169792,870,1818,444,0,0,1,1,1,0,7,9,45,48,1,49,0,189,5306,0.169792,189,0.169792,1818,444,0,1818,444,0,0,0,0,1,0,0,0,27595,27455,1,0,0,1,10,4,6,2,0
16087003,migration-iid20-emergency-response-blackout,migration,iid20,0.2,0.2,705269,2364930,565053,1142181877,18438361015,169819120,593702,0.0812130233274215,0.507442656345049,0,0,0.253797333333331,2.67263999999998,0.372928,870,1828,434,0,0,1,1,1,0,7,9,45,48,0,NaN,1,391,11654,0.372928,391,0.372928,1828,434,0,1828,434,0,0,0,0,1,0,0,0,30286,27405,0,1,0,1,10,43,73,13,0
16087003,migration-iid20-no-emergency-response-blackout,migration,iid20,0.2,0.2,705269,2364930,565053,1092885514,18438361015,169819120,593702,0.179113045034771,0.165612637597688,1,0,0.242789333333331,2.54054399999998,0.372928,827,1755,421,0,0,1,1,1,0,7,9,45,48,0,NaN,1,391,11654,0.372928,391,0.372928,1755,421,0,1755,421,0,0,0,0,1,0,0,0,30286,27405,0,1,0,0,NaN,NaN,NaN,NaN,NaN
16087004,periodic-iid20,periodic,iid20,0.2,0,1800034,2364930,565053,NaN,NaN,NaN,593702,0.0833178916062483,0.504354017001732,0,0,0.255999999999998,3.07199999999997,0,1000,2049,551,0,0,NaN,NaN,NaN,NaN,NaN,NaN,45,48,NaN,NaN,NaN,0,NaN,0,0,0,NaN,NaN,NaN,0,0,0,0,0,0,NaN,NaN,0,0,NaN,NaN,0,0,0,0,NaN,NaN,NaN,NaN,NaN
16087004,migration-iid20-no-emergency,migration,iid20,0.2,0.2,1800034,2364930,565053,1131950052,18761580454,140385141,593702,0.0875991309110801,0.504180147370354,0,0,0.235562666666665,2.64806399999998,0.178688,862,1790,456,0,0,1,1,1,0,7,9,45,48,1,53,0,199,5584,0.178688,199,0.178688,1790,456,0,1790,456,0,0,0,0,1,0,0,0,27801,27459,0,0,0,0,NaN,NaN,NaN,NaN,NaN
16087004,migration-iid20-emergency,migration,iid20,0.2,0.2,1800034,2364930,565053,1142865075,18761580454,140385141,593702,0.0829142050415698,0.504442178159334,0,0,0.237610666666665,2.67263999999998,0.178688,870,1803,459,0,0,1,1,1,0,7,9,45,48,1,53,0,199,5584,0.178688,199,0.178688,1803,459,0,1803,459,0,0,0,0,1,0,0,0,27801,27459,0,0,0,1,10,8,13,3,0
16087004,migration-iid20-emergency-revoke-blackout,migration,iid20,0.2,0.2,1800034,2364930,565053,1142340170,18755176855,140385141,593702,0.0829142050415698,0.504442178159334,0,0,0.237610666666665,2.67263999999998,0.178688,870,1803,459,0,0,1,1,1,0,7,9,45,48,1,53,0,199,5584,0.178688,199,0.178688,1803,459,0,1803,459,0,0,0,0,1,0,0,0,27801,27459,1,0,0,1,10,8,13,3,0
16087004,migration-iid20-emergency-response-blackout,migration,iid20,0.2,0.2,1800034,2364930,565053,1142517646,18555110440,166190125,593702,0.0827891206241096,0.504431194035685,0,0,0.252533333333331,2.67263999999998,0.35776,870,1801,461,0,0,1,1,1,0,7,9,45,48,0,NaN,1,377,11180,0.35776,377,0.35776,1801,461,0,1801,461,0,0,0,0,1,0,0,0,30286,27405,0,1,0,1,10,43,68,18,0
16087004,migration-iid20-no-emergency-response-blackout,migration,iid20,0.2,0.2,1800034,2364930,565053,1092964813,18555110440,166190125,593702,0.189720985514356,0.185611952463682,1,0,0.241525333333331,2.54054399999998,0.35776,827,1733,443,0,0,1,1,1,0,7,9,45,48,0,NaN,1,377,11180,0.35776,377,0.35776,1733,443,0,1733,443,0,0,0,0,1,0,0,0,30286,27405,0,1,0,0,NaN,NaN,NaN,NaN,NaN
16087005,periodic-iid20,periodic,iid20,0.2,0,764531,2364930,565053,NaN,NaN,NaN,593702,0.0816156541896164,0.505238916517282,0,0,0.255999999999998,3.07199999999997,0,1000,2077,523,0,0,NaN,NaN,NaN,NaN,NaN,NaN,45,48,NaN,NaN,NaN,0,NaN,0,0,0,NaN,NaN,NaN,0,0,0,0,0,0,NaN,NaN,0,0,NaN,NaN,0,0,0,0,NaN,NaN,NaN,NaN,NaN
16087005,migration-iid20-no-emergency,migration,iid20,0.2,0.2,764531,2364930,565053,1135339726,18764240768,139717354,593702,0.0892246054467853,0.487931426724476,0,0,0.235829333333331,2.65727999999998,0.172672,865,1802,450,0,0,1,1,1,0,7,9,45,48,1,50,0,192,5396,0.172672,192,0.172672,1802,450,0,1802,450,0,0,0,0,1,0,0,0,27645,27456,0,0,0,0,NaN,NaN,NaN,NaN,NaN
16087005,migration-iid20-emergency,migration,iid20,0.2,0.2,764531,2364930,565053,1142994965,18764240768,139717354,593702,0.0878599780356933,0.488005674047841,0,0,0.237109333333331,2.67263999999998,0.172672,870,1812,450,0,0,1,1,1,0,7,9,45,48,1,50,0,192,5396,0.172672,192,0.172672,1812,450,0,1812,450,0,0,0,0,1,0,0,0,27645,27456,0,0,0,1,10,5,10,0,0
16087005,migration-iid20-emergency-revoke-blackout,migration,iid20,0.2,0.2,764531,2364930,565053,1142505977,18758778919,139717354,593702,0.0878599780356933,0.488005674047841,0,0,0.237109333333331,2.67263999999998,0.172672,870,1812,450,0,0,1,1,1,0,7,9,45,48,1,50,0,192,5396,0.172672,192,0.172672,1812,450,0,1812,450,0,0,0,0,1,0,0,0,27645,27456,1,0,0,1,10,5,10,0,0
16087005,migration-iid20-emergency-response-blackout,migration,iid20,0.2,0.2,764531,2364930,565053,1143174380,18560299932,167747602,593702,0.0886224260799029,0.487977169958201,0,0,0.253098666666665,2.67263999999998,0.364544,870,1808,454,0,0,1,1,1,0,7,9,45,48,0,NaN,1,384,11392,0.364544,384,0.364544,1808,454,0,1808,454,0,0,0,0,1,0,0,0,30286,27405,0,1,0,1,10,43,71,15,0
16087005,migration-iid20-no-emergency-response-blackout,migration,iid20,0.2,0.2,764531,2364930,565053,1093608656,18560299932,167747602,593702,0.183176195120576,0.172991745257822,1,0,0.242090666666665,2.54054399999998,0.364544,827,1737,439,0,0,1,1,1,0,7,9,45,48,0,NaN,1,384,11392,0.364544,384,0.364544,1737,439,0,1737,439,0,0,0,0,1,0,0,0,30286,27405,0,1,0,0,NaN,NaN,NaN,NaN,NaN
16087006,periodic-iid20,periodic,iid20,0.2,0,1417834,2364930,565053,NaN,NaN,NaN,593702,0.0832375406169921,0.508446736844994,0,0,0.255999999999998,3.07199999999997,0,1000,2081,519,0,0,NaN,NaN,NaN,NaN,NaN,NaN,45,48,NaN,NaN,NaN,0,NaN,0,0,0,NaN,NaN,NaN,0,0,0,0,0,0,NaN,NaN,0,0,NaN,NaN,0,0,0,0,NaN,NaN,NaN,NaN,NaN
16087006,migration-iid20-no-emergency,migration,iid20,0.2,0.2,1417834,2364930,565053,1136772368,18762593419,139840057,593702,0.0870139792061443,0.506934572336112,0,0,0.235845333333331,2.66035199999998,0.169792,866,1799,455,0,0,1,1,1,0,7,9,45,48,1,49,0,189,5306,0.169792,189,0.169792,1799,455,0,1799,455,0,0,0,0,1,0,0,0,27595,27455,0,0,0,0,NaN,NaN,NaN,NaN,NaN
16087006,migration-iid20-emergency,migration,iid20,0.2,0.2,1417834,2364930,565053,1142279785,18762593419,139840057,593702,0.0865538547566501,0.50698287835043,0,0,0.236869333333331,2.67263999999998,0.169792,870,1804,458,0,0,1,1,1,0,7,9,45,48,1,49,0,189,5306,0.169792,189,0.169792,1804,458,0,1804,458,0,0,0,0,1,0,0,0,27595,27455,0,0,0,1,10,4,5,3,0
16087006,migration-iid20-emergency-revoke-blackout,migration,iid20,0.2,0.2,1417834,2364930,565053,1142044708,18757019148,139840057,593702,0.0865538547566501,0.50698287835043,0,0,0.236869333333331,2.67263999999998,0.169792,870,1804,458,0,0,1,1,1,0,7,9,45,48,1,49,0,189,5306,0.169792,189,0.169792,1804,458,0,1804,458,0,0,0,0,1,0,0,0,27595,27455,1,0,0,1,10,4,5,3,0
16087006,migration-iid20-emergency-response-blackout,migration,iid20,0.2,0.2,1417834,2364930,565053,1142153373,18552054278,168400088,593702,0.0865737635985762,0.506986129045237,0,0,0.253247999999998,2.67263999999998,0.366336,870,1804,458,0,0,1,1,1,0,7,9,45,48,0,NaN,1,385,11448,0.366336,385,0.366336,1804,458,0,1804,458,0,0,0,0,1,0,0,0,30286,27405,0,1,0,1,10,43,68,18,0
16087006,migration-iid20-no-emergency-response-blackout,migration,iid20,0.2,0.2,1417834,2364930,565053,1093228906,18552054278,168400088,593702,0.182020048197773,0.16593297489746,1,0,0.242239999999998,2.54054399999998,0.366336,827,1736,440,0,0,1,1,1,0,7,9,45,48,0,NaN,1,385,11448,0.366336,385,0.366336,1736,440,0,1736,440,0,0,0,0,1,0,0,0,30286,27405,0,1,0,0,NaN,NaN,NaN,NaN,NaN
16087007,periodic-iid20,periodic,iid20,0.2,0,1324544,2364930,565053,NaN,NaN,NaN,593702,0.0864728339924569,0.493811938788131,0,0,0.255999999999998,3.07199999999997,0,1000,2040,560,0,0,NaN,NaN,NaN,NaN,NaN,NaN,45,48,NaN,NaN,NaN,0,NaN,0,0,0,NaN,NaN,NaN,0,0,0,0,0,0,NaN,NaN,0,0,NaN,NaN,0,0,0,0,NaN,NaN,NaN,NaN,NaN
16087007,migration-iid20-no-emergency,migration,iid20,0.2,0.2,1324544,2364930,565053,1135387482,18677804141,140475661,593702,0.0855451102114382,0.503588512451948,0,0,0.235551999999998,2.65420799999998,0.172416,864,1802,448,0,0,1,1,1,0,7,9,45,48,1,51,0,192,5388,0.172416,192,0.172416,1802,448,0,1802,448,0,0,0,0,1,0,0,0,27696,27457,0,0,0,0,NaN,NaN,NaN,NaN,NaN
16087007,migration-iid20-emergency,migration,iid20,0.2,0.2,1324544,2364930,565053,1143605937,18677804141,140475661,593702,0.0839989537577434,0.50371755642332,0,0,0.237087999999998,2.67263999999998,0.172416,870,1809,453,0,0,1,1,1,0,7,9,45,48,1,51,0,192,5388,0.172416,192,0.172416,1809,453,0,1809,453,0,0,0,0,1,0,0,0,27696,27457,0,0,0,1,10,6,7,5,0
16087007,migration-iid20-emergency-revoke-blackout,migration,iid20,0.2,0.2,1324544,2364930,565053,1142887403,18672530825,140475661,593702,0.0839989537577434,0.50371755642332,0,0,0.237087999999998,2.67263999999998,0.172416,870,1809,453,0,0,1,1,1,0,7,9,45,48,1,51,0,192,5388,0.172416,192,0.172416,1809,453,0,1809,453,0,0,0,0,1,0,0,0,27696,27457,1,0,0,1,10,6,7,5,0
16087007,migration-iid20-emergency-response-blackout,migration,iid20,0.2,0.2,1324544,2364930,565053,1142779636,18473595316,165109024,593702,0.0831550063990984,0.503695640890051,0,0,0.252053333333331,2.67263999999998,0.352,870,1812,450,0,0,1,1,1,0,7,9,45,48,0,NaN,1,372,11000,0.352,372,0.352,1812,450,0,1812,450,0,0,0,0,1,0,0,0,30286,27405,0,1,0,1,10,43,66,20,0
16087007,migration-iid20-no-emergency-response-blackout,migration,iid20,0.2,0.2,1324544,2364930,565053,1093757393,18473595316,165109024,593702,0.178269086560914,0.167327401747569,1,0,0.241045333333331,2.54054399999998,0.352,827,1746,430,0,0,1,1,1,0,7,9,45,48,0,NaN,1,372,11000,0.352,372,0.352,1746,430,0,1746,430,0,0,0,0,1,0,0,0,30286,27405,0,1,0,0,NaN,NaN,NaN,NaN,NaN
16087008,periodic-iid20,periodic,iid20,0.2,0,534602,2364930,565053,NaN,NaN,NaN,593702,0.0852335121109663,0.492950033813745,0,0,0.255999999999998,3.07199999999997,0,1000,2084,516,0,0,NaN,NaN,NaN,NaN,NaN,NaN,45,48,NaN,NaN,NaN,0,NaN,0,0,0,NaN,NaN,NaN,0,0,0,0,0,0,NaN,NaN,0,0,NaN,NaN,0,0,0,0,NaN,NaN,NaN,NaN,NaN
16087008,migration-iid20-no-emergency,migration,iid20,0.2,0.2,534602,2364930,565053,1135073347,18617531528,140360314,593702,0.0894092092415676,0.491895608679183,0,0,0.235525333333331,2.65420799999998,0.172096,864,1787,463,0,0,1,1,1,0,7,9,45,48,1,51,0,192,5378,0.172096,192,0.172096,1787,463,0,1787,463,0,0,0,0,1,0,0,0,27696,27457,0,0,0,0,NaN,NaN,NaN,NaN,NaN
16087008,migration-iid20-emergency,migration,iid20,0.2,0.2,534602,2364930,565053,1142968822,18617531528,140360314,593702,0.0870553102801825,0.492074513820892,0,0,0.237061333333331,2.67263999999998,0.172096,870,1797,465,0,0,1,1,1,0,7,9,45,48,1,51,0,192,5378,0.172096,192,0.172096,1797,465,0,1797,465,0,0,0,0,1,0,0,0,27696,27457,0,0,0,1,10,6,10,2,0
16087008,migration-iid20-emergency-revoke-blackout,migration,iid20,0.2,0.2,534602,2364930,565053,1143380679,18612508825,140360314,593702,0.0870553102801825,0.492074513820892,0,0,0.237061333333331,2.67263999999998,0.172096,870,1797,465,0,0,1,1,1,0,7,9,45,48,1,51,0,192,5378,0.172096,192,0.172096,1797,465,0,1797,465,0,0,0,0,1,0,0,0,27696,27457,1,0,0,1,10,6,10,2,0
16087008,migration-iid20-emergency-response-blackout,migration,iid20,0.2,0.2,534602,2364930,565053,1143378034,18431162764,163751994,593702,0.0868203919934485,0.492076052993554,0,0,0.251530666666665,2.67263999999998,0.345728,870,1798,464,0,0,1,1,1,0,7,9,45,48,0,NaN,1,366,10804,0.345728,366,0.345728,1798,464,0,1798,464,0,0,0,0,1,0,0,0,30286,27405,0,1,0,1,10,43,68,18,0
16087008,migration-iid20-no-emergency-response-blackout,migration,iid20,0.2,0.2,534602,2364930,565053,1094118171,18431162764,163751994,593702,0.181568083738789,0.167986726193892,1,0,0.240522666666665,2.54054399999998,0.345728,827,1730,446,0,0,1,1,1,0,7,9,45,48,0,NaN,1,366,10804,0.345728,366,0.345728,1730,446,0,1730,446,0,0,0,0,1,0,0,0,30286,27405,0,1,0,0,NaN,NaN,NaN,NaN,NaN
16087009,periodic-iid20,periodic,iid20,0.2,0,1772452,2364930,565053,NaN,NaN,NaN,593702,0.085726476212801,0.505365163166659,0,0,0.255999999999998,3.07199999999997,0,1000,2051,549,0,0,NaN,NaN,NaN,NaN,NaN,NaN,45,48,NaN,NaN,NaN,0,NaN,0,0,0,NaN,NaN,NaN,0,0,0,0,0,0,NaN,NaN,0,0,NaN,NaN,0,0,0,0,NaN,NaN,NaN,NaN,NaN
16087009,migration-iid20-no-emergency,migration,iid20,0.2,0.2,1772452,2364930,565053,1129245662,18760640662,140708816,593702,0.0895769349500456,0.509167928923097,0,0,0.235189333333331,2.64191999999998,0.180352,860,1814,428,0,0,1,1,1,0,7,9,45,48,1,55,0,202,5636,0.180352,202,0.180352,1814,428,0,1814,428,0,0,0,0,1,0,0,0,27910,27461,0,0,0,0,NaN,NaN,NaN,NaN,NaN
16087009,migration-iid20-emergency,migration,iid20,0.2,0.2,1772452,2364930,565053,1141916455,18760640662,140708816,593702,0.0834332490003281,0.509390990912536,0,0,0.237749333333331,2.67263999999998,0.180352,870,1829,433,0,0,1,1,1,0,7,9,45,48,1,55,0,202,5636,0.180352,202,0.180352,1829,433,0,1829,433,0,0,0,0,1,0,0,0,27910,27461,0,0,0,1,10,10,15,5,0
16087009,migration-iid20-emergency-revoke-blackout,migration,iid20,0.2,0.2,1772452,2364930,565053,1142950081,18755383376,140708816,593702,0.0834332490003281,0.509390990912536,0,0,0.237749333333331,2.67263999999998,0.180352,870,1829,433,0,0,1,1,1,0,7,9,45,48,1,55,0,202,5636,0.180352,202,0.180352,1829,433,0,1829,433,0,0,0,0,1,0,0,0,27910,27461,1,0,0,1,10,10,15,5,0
16087009,migration-iid20-emergency-response-blackout,migration,iid20,0.2,0.2,1772452,2364930,565053,1142706333,18556880569,167575609,593702,0.0832861933527476,0.509390622718677,0,0,0.252842666666665,2.67263999999998,0.361472,870,1832,430,0,0,1,1,1,0,7,9,45,48,0,NaN,1,383,11296,0.361472,383,0.361472,1832,430,0,1832,430,0,0,0,0,1,0,0,0,30286,27405,0,1,0,1,10,43,68,18,0
16087009,migration-iid20-no-emergency-response-blackout,migration,iid20,0.2,0.2,1772452,2364930,565053,1092941625,18556880569,167575609,593702,0.181335374557023,0.166589741577083,1,0,0.241834666666665,2.54054399999998,0.361472,827,1764,412,0,0,1,1,1,0,7,9,45,48,0,NaN,1,383,11296,0.361472,383,0.361472,1764,412,0,1764,412,0,0,0,0,1,0,0,0,30286,27405,0,1,0,0,NaN,NaN,NaN,NaN,NaN
16087010,periodic-iid20,periodic,iid20,0.2,0,551052,2364930,565053,NaN,NaN,NaN,593702,0.0783202136527523,0.515194768018961,0,0,0.255999999999998,3.07199999999997,0,1000,2111,489,0,0,NaN,NaN,NaN,NaN,NaN,NaN,45,48,NaN,NaN,NaN,0,NaN,0,0,0,NaN,NaN,NaN,0,0,0,0,0,0,NaN,NaN,0,0,NaN,NaN,0,0,0,0,NaN,NaN,NaN,NaN,NaN
16087010,migration-iid20-no-emergency,migration,iid20,0.2,0.2,551052,2364930,565053,1135045795,18790521191,140283508,593702,0.0861624226324536,0.507747785098519,0,0,0.235743999999998,2.65420799999998,0.17472,864,1816,434,0,0,1,1,1,0,7,9,45,48,1,51,0,194,5460,0.17472,194,0.17472,1816,434,0,1816,434,0,0,0,0,1,0,0,0,27696,27457,0,0,0,0,NaN,NaN,NaN,NaN,NaN
16087010,migration-iid20-emergency,migration,iid20,0.2,0.2,551052,2364930,565053,1143028025,18790521191,140283508,593702,0.0833382082024599,0.507909255498801,0,0,0.237279999999998,2.67263999999998,0.17472,870,1827,435,0,0,1,1,1,0,7,9,45,48,1,51,0,194,5460,0.17472,194,0.17472,1827,435,0,1827,435,0,0,0,0,1,0,0,0,27696,27457,0,0,0,1,10,6,11,1,0
16087010,migration-iid20-emergency-revoke-blackout,migration,iid20,0.2,0.2,551052,2364930,565053,1143200918,18785720143,140283508,593702,0.0833382082024599,0.507909255498801,0,0,0.237279999999998,2.67263999999998,0.17472,870,1827,435,0,0,1,1,1,0,7,9,45,48,1,51,0,194,5460,0.17472,194,0.17472,1827,435,0,1827,435,0,0,0,0,1,0,0,0,27696,27457,1,0,0,1,10,6,11,1,0
16087010,migration-iid20-emergency-response-blackout,migration,iid20,0.2,0.2,551052,2364930,565053,1143340382,18597881108,167828215,593702,0.0827524992556249,0.507913250436021,0,0,0.253125333333331,2.67263999999998,0.364864,870,1828,434,0,0,1,1,1,0,7,9,45,48,0,NaN,1,384,11402,0.364864,384,0.364864,1828,434,0,1828,434,0,0,0,0,1,0,0,0,30286,27405,0,1,0,1,10,43,73,13,0
16087010,migration-iid20-no-emergency-response-blackout,migration,iid20,0.2,0.2,551052,2364930,565053,1093914895,18597881108,167828215,593702,0.184957754202117,0.174694648141383,1,0,0.242117333333331,2.54054399999998,0.364864,827,1755,421,0,0,1,1,1,0,7,9,45,48,0,NaN,1,384,11402,0.364864,384,0.364864,1755,421,0,1755,421,0,0,0,0,1,0,0,0,30286,27405,0,1,0,0,NaN,NaN,NaN,NaN,NaN
