seed,arm,kind,condition,dataLoss,controlLoss,traceHash,geometryHash,selectorHash,scheduleHash,kernelTraceHash,kernelStateHash,interferenceEventHash,RMSE,MINSEP,SAFEFAIL,DIVERGED,TOTAL_COST,DATA_AIRTIME,MANAGEMENT_AIRTIME,DATA_ATTEMPTS,DATA_RECIPIENT_SUCCESS,DATA_RECIPIENT_LOSS,COLLISION_FRAMES,BACKGROUND_COLLISION_FRAMES,graphAdmissible,graphLocalOnly,graphAddedEdges,graphRemovedEdges,oldSlot,newSlot,eventFrame,eligibleFrame,reacquired,firstReacquiredFrame,finalSuppressed,controlAttempts,controlBytes,controlAirtime,expectedControlAttempts,expectedControlAirtime,expectedDataSuccess,expectedDataErasure,expectedDataCollision,observedDataSuccess,observedDataErasure,observedDataCollision,dataOutcomeMismatches,dataSkippedNoQueue,crossPlaneOverlaps,clockConflictFree,clockResidual,futureRandomReads,receiverTruthReads,suppressionHash,reacquisitionHash,revokeBlackout,responseBlackout,geometryCoupledToPlant,emergencyEnabled,emergencySlot,emergencyOpportunities,emergencyExpectedSuccess,emergencyExpectedErasure,emergencyExpectedCollision
16087011,periodic-iid20,periodic,iid20,0.2,0,735438,2364930,565053,NaN,NaN,NaN,593702,0.0814896184390134,0.511156292889312,0,0,0.255999999999998,3.07199999999997,0,1000,2091,509,0,0,NaN,NaN,NaN,NaN,NaN,NaN,45,48,NaN,NaN,NaN,0,NaN,0,0,0,NaN,NaN,NaN,0,0,0,0,0,0,NaN,NaN,0,0,NaN,NaN,0,0,0,0,NaN,NaN,NaN,NaN,NaN
16087011,migration-iid20-no-emergency,migration,iid20,0.2,0.2,735438,2364930,565053,1137009386,18587565508,140039650,593702,0.0893684394730247,0.499314434234265,0,0,0.235887999999998,2.66035199999998,0.170304,866,1775,479,0,0,1,1,1,0,7,9,45,48,1,49,0,190,5322,0.170304,190,0.170304,1775,479,0,1775,479,0,0,0,0,1,0,0,0,27595,27455,0,0,0,0,NaN,NaN,NaN,NaN,NaN
16087011,migration-iid20-emergency,migration,iid20,0.2,0.2,735438,2364930,565053,1142454633,18587565508,140039650,593702,0.0883923954807553,0.499377813676673,0,0,0.236911999999998,2.67263999999998,0.170304,870,1782,480,0,0,1,1,1,0,7,9,45,48,1,49,0,190,5322,0.170304,190,0.170304,1782,480,0,1782,480,0,0,0,0,1,0,0,0,27595,27455,0,0,0,1,10,4,7,1,0
16087011,migration-iid20-emergency-revoke-blackout,migration,iid20,0.2,0.2,735438,2364930,565053,1142068223,18582186534,140039650,593702,0.0883923954807553,0.499377813676673,0,0,0.236911999999998,2.67263999999998,0.170304,870,1782,480,0,0,1,1,1,0,7,9,45,48,1,49,0,190,5322,0.170304,190,0.170304,1782,480,0,1782,480,0,0,0,0,1,0,0,0,27595,27455,1,0,0,1,10,4,7,1,0
16087011,migration-iid20-emergency-response-blackout,migration,iid20,0.2,0.2,735438,2364930,565053,1142708803,18388195333,166712551,593702,0.088369848846366,0.499377449154515,0,0,0.252410666666665,2.67263999999998,0.356288,870,1782,480,0,0,1,1,1,0,7,9,45,48,0,NaN,1,376,11134,0.356288,376,0.356288,1782,480,0,1782,480,0,0,0,0,1,0,0,0,30286,27405,0,1,0,1,10,43,67,19,0
16087011,migration-iid20-no-emergency-response-blackout,migration,iid20,0.2,0.2,735438,2364930,565053,1092810145,18388195333,166712551,593702,0.189771465299112,0.176326604700335,1,0,0.241402666666665,2.54054399999998,0.356288,827,1715,461,0,0,1,1,1,0,7,9,45,48,0,NaN,1,376,11134,0.356288,376,0.356288,1715,461,0,1715,461,0,0,0,0,1,0,0,0,30286,27405,0,1,0,0,NaN,NaN,NaN,NaN,NaN
16087012,periodic-iid20,periodic,iid20,0.2,0,1048172,2364930,565053,NaN,NaN,NaN,593702,0.0831937222287095,0.509877255852785,0,0,0.255999999999998,3.07199999999997,0,1000,2044,556,0,0,NaN,NaN,NaN,NaN,NaN,NaN,45,48,NaN,NaN,NaN,0,NaN,0,0,0,NaN,NaN,NaN,0,0,0,0,0,0,NaN,NaN,0,0,NaN,NaN,0,0,0,0,NaN,NaN,NaN,NaN,NaN
16087012,migration-iid20-no-emergency,migration,iid20,0.2,0.2,1048172,2364930,565053,1136376880,18777125889,140693030,593702,0.0832821311623156,0.508772307513506,0,0,0.235818666666665,2.65727999999998,0.172544,865,1781,471,0,0,1,1,1,0,7,9,45,48,1,50,0,193,5392,0.172544,193,0.172544,1781,471,0,1781,471,0,0,0,0,1,0,0,0,27645,27456,0,0,0,0,NaN,NaN,NaN,NaN,NaN
16087012,migration-iid20-emergency,migration,iid20,0.2,0.2,1048172,2364930,565053,1143470426,18777125889,140693030,593702,0.0823476305933936,0.508826477276585,0,0,0.237098666666665,2.67263999999998,0.172544,870,1789,473,0,0,1,1,1,0,7,9,45,48,1,50,0,193,5392,0.172544,193,0.172544,1789,473,0,1789,473,0,0,0,0,1,0,0,0,27645,27456,0,0,0,1,10,5,8,2,0
16087012,migration-iid20-emergency-revoke-blackout,migration,iid20,0.2,0.2,1048172,2364930,565053,1143287976,18770880242,140693030,593702,0.0823476305933936,0.508826477276585,0,0,0.237098666666665,2.67263999999998,0.172544,870,1789,473,0,0,1,1,1,0,7,9,45,48,1,50,0,193,5392,0.172544,193,0.172544,1789,473,0,1789,473,0,0,0,0,1,0,0,0,27645,27456,1,0,0,1,10,5,8,2,0
16087012,migration-iid20-emergency-response-blackout,migration,iid20,0.2,0.2,1048172,2364930,565053,1144040415,18575996072,164924179,593702,0.083704006079318,0.508779319904709,0,0,0.251775999999998,2.67263999999998,0.348672,870,1781,481,0,0,1,1,1,0,7,9,45,48,0,NaN,1,368,10896,0.348672,368,0.348672,1781,481,0,1781,481,0,0,0,0,1,0,0,0,30286,27405,0,1,0,1,10,43,62,24,0
16087012,migration-iid20-no-emergency-response-blackout,migration,iid20,0.2,0.2,1048172,2364930,565053,1094073988,18575996072,164924179,593702,0.177272097506025,0.168641094050335,1,0,0.240767999999998,2.54054399999998,0.348672,827,1719,457,0,0,1,1,1,0,7,9,45,48,0,NaN,1,368,10896,0.348672,368,0.348672,1719,457,0,1719,457,0,0,0,0,1,0,0,0,30286,27405,0,1,0,0,NaN,NaN,NaN,NaN,NaN
16087013,periodic-iid20,periodic,iid20,0.2,0,868138,2364930,565053,NaN,NaN,NaN,593702,0.0817985762205109,0.503444318858243,0,0,0.255999999999998,3.07199999999997,0,1000,2072,528,0,0,NaN,NaN,NaN,NaN,NaN,NaN,45,48,NaN,NaN,NaN,0,NaN,0,0,0,NaN,NaN,NaN,0,0,0,0,0,0,NaN,NaN,0,0,NaN,NaN,0,0,0,0,NaN,NaN,NaN,NaN,NaN
16087013,migration-iid20-no-emergency,migration,iid20,0.2,0.2,868138,2364930,565053,1137903917,18711158692,139842966,593702,0.0866147754631172,0.505220588127436,0,0,0.235845333333331,2.66035199999998,0.169792,866,1784,470,0,0,1,1,1,0,7,9,45,48,1,49,0,189,5306,0.169792,189,0.169792,1784,470,0,1784,470,0,0,0,0,1,0,0,0,27595,27455,0,0,0,0,NaN,NaN,NaN,NaN,NaN
16087013,migration-iid20-emergency,migration,iid20,0.2,0.2,868138,2364930,565053,1142475433,18711158692,139842966,593702,0.0859527580304958,0.505272928832497,0,0,0.236869333333331,2.67263999999998,0.169792,870,1788,474,0,0,1,1,1,0,7,9,45,48,1,49,0,189,5306,0.169792,189,0.169792,1788,474,0,1788,474,0,0,0,0,1,0,0,0,27595,27455,0,0,0,1,10,4,4,4,0
16087013,migration-iid20-emergency-revoke-blackout,migration,iid20,0.2,0.2,868138,2364930,565053,1142884814,18706387934,139842966,593702,0.0859527580304958,0.505272928832497,0,0,0.236869333333331,2.67263999999998,0.169792,870,1788,474,0,0,1,1,1,0,7,9,45,48,1,49,0,189,5306,0.169792,189,0.169792,1788,474,0,1788,474,0,0,0,0,1,0,0,0,27595,27455,1,0,0,1,10,4,4,4,0
16087013,migration-iid20-emergency-response-blackout,migration,iid20,0.2,0.2,868138,2364930,565053,1142885783,18509124852,166530230,593702,0.0862780833815796,0.505278741021936,0,0,0.252586666666665,2.67263999999998,0.3584,870,1793,469,0,0,1,1,1,0,7,9,45,48,0,NaN,1,377,11200,0.3584,377,0.3584,1793,469,0,1793,469,0,0,0,0,1,0,0,0,30286,27405,0,1,0,1,10,43,69,17,0
16087013,migration-iid20-no-emergency-response-blackout,migration,iid20,0.2,0.2,868138,2364930,565053,1093841498,18509124852,166530230,593702,0.181625496279298,0.166714851440375,1,0,0.241578666666665,2.54054399999998,0.3584,827,1724,452,0,0,1,1,1,0,7,9,45,48,0,NaN,1,377,11200,0.3584,377,0.3584,1724,452,0,1724,452,0,0,0,0,1,0,0,0,30286,27405,0,1,0,0,NaN,NaN,NaN,NaN,NaN
16087014,periodic-iid20,periodic,iid20,0.2,0,821078,2364930,565053,NaN,NaN,NaN,593702,0.0821096909699345,0.506541331392068,0,0,0.255999999999998,3.07199999999997,0,1000,2097,503,0,0,NaN,NaN,NaN,NaN,NaN,NaN,45,48,NaN,NaN,NaN,0,NaN,0,0,0,NaN,NaN,NaN,0,0,0,0,0,0,NaN,NaN,0,0,NaN,NaN,0,0,0,0,NaN,NaN,NaN,NaN,NaN
16087014,migration-iid20-no-emergency,migration,iid20,0.2,0.2,821078,2364930,565053,1137506225,18670233218,139827599,593702,0.0875719899294652,0.501842062511363,0,0,0.235845333333331,2.66035199999998,0.169792,866,1817,437,0,0,1,1,1,0,7,9,45,48,1,49,0,189,5306,0.169792,189,0.169792,1817,437,0,1817,437,0,0,0,0,1,0,0,0,27595,27455,0,0,0,0,NaN,NaN,NaN,NaN,NaN
16087014,migration-iid20-emergency,migration,iid20,0.2,0.2,821078,2364930,565053,1142472744,18670233218,139827599,593702,0.0867827902024193,0.501924412165881,0,0,0.236869333333331,2.67263999999998,0.169792,870,1823,439,0,0,1,1,1,0,7,9,45,48,1,49,0,189,5306,0.169792,189,0.169792,1823,439,0,1823,439,0,0,0,0,1,0,0,0,27595,27455,0,0,0,1,10,4,6,2,0
16087014,migration-iid20-emergency-revoke-blackout,migration,iid20,0.2,0.2,821078,2364930,565053,1143182331,18665511917,139827599,593702,0.0867827902024193,0.501924412165881,0,0,0.236869333333331,2.67263999999998,0.169792,870,1823,439,0,0,1,1,1,0,7,9,45,48,1,49,0,189,5306,0.169792,189,0.169792,1823,439,0,1823,439,0,0,0,0,1,0,0,0,27595,27455,1,0,0,1,10,4,6,2,0
16087014,migration-iid20-emergency-response-blackout,migration,iid20,0.2,0.2,821078,2364930,565053,1142723054,18474638820,166324457,593702,0.0876692982256904,0.501894566996724,0,0,0.252325333333331,2.67263999999998,0.355264,870,1815,447,0,0,1,1,1,0,7,9,45,48,0,NaN,1,374,11102,0.355264,374,0.355264,1815,447,0,1815,447,0,0,0,0,1,0,0,0,30286,27405,0,1,0,1,10,43,64,22,0
16087014,migration-iid20-no-emergency-response-blackout,migration,iid20,0.2,0.2,821078,2364930,565053,1092970852,18474638820,166324457,593702,0.183557878706511,0.170191682693454,1,0,0.241317333333331,2.54054399999998,0.355264,827,1751,425,0,0,1,1,1,0,7,9,45,48,0,NaN,1,374,11102,0.355264,374,0.355264,1751,425,0,1751,425,0,0,0,0,1,0,0,0,30286,27405,0,1,0,0,NaN,NaN,NaN,NaN,NaN
16087015,periodic-iid20,periodic,iid20,0.2,0,950341,2364930,565053,NaN,NaN,NaN,593702,0.0859430829926892,0.505440518982352,0,0,0.255999999999998,3.07199999999997,0,1000,2052,548,0,0,NaN,NaN,NaN,NaN,NaN,NaN,45,48,NaN,NaN,NaN,0,NaN,0,0,0,NaN,NaN,NaN,0,0,0,0,0,0,NaN,NaN,0,0,NaN,NaN,0,0,0,0,NaN,NaN,NaN,NaN,NaN
16087015,migration-iid20-no-emergency,migration,iid20,0.2,0.2,950341,2364930,565053,1137913398,18759106862,140206579,593702,0.0862424540494116,0.503326903740822,0,0,0.235930666666665,2.66035199999998,0.170816,866,1793,461,0,0,1,1,1,0,7,9,45,48,1,49,0,191,5338,0.170816,191,0.170816,1793,461,0,1793,461,0,0,0,0,1,0,0,0,27595,27455,0,0,0,0,NaN,NaN,NaN,NaN,NaN
16087015,migration-iid20-emergency,migration,iid20,0.2,0.2,950341,2364930,565053,1143049924,18759106862,140206579,593702,0.0855860895896705,0.503356244903291,0,0,0.236954666666665,2.67263999999998,0.170816,870,1799,463,0,0,1,1,1,0,7,9,45,48,1,49,0,191,5338,0.170816,191,0.170816,1799,463,0,1799,463,0,0,0,0,1,0,0,0,27595,27455,0,0,0,1,10,4,6,2,0
16087015,migration-iid20-emergency-revoke-blackout,migration,iid20,0.2,0.2,950341,2364930,565053,1142681700,18755324157,140206579,593702,0.0855860895896705,0.503356244903291,0,0,0.236954666666665,2.67263999999998,0.170816,870,1799,463,0,0,1,1,1,0,7,9,45,48,1,49,0,191,5338,0.170816,191,0.170816,1799,463,0,1799,463,0,0,0,0,1,0,0,0,27595,27455,1,0,0,1,10,4,6,2,0
16087015,migration-iid20-emergency-response-blackout,migration,iid20,0.2,0.2,950341,2364930,565053,1143711412,18556898677,167581309,593702,0.086040251349936,0.503344777932839,0,0,0.253082666666665,2.67263999999998,0.364352,870,1799,463,0,0,1,1,1,0,7,9,45,48,0,NaN,1,383,11386,0.364352,383,0.364352,1799,463,0,1799,463,0,0,0,0,1,0,0,0,30286,27405,0,1,0,1,10,43,66,20,0
16087015,migration-iid20-no-emergency-response-blackout,migration,iid20,0.2,0.2,950341,2364930,565053,1093924637,18556898677,167581309,593702,0.180023832937322,0.168073121816613,1,0,0.242074666666665,2.54054399999998,0.364352,827,1733,443,0,0,1,1,1,0,7,9,45,48,0,NaN,1,383,11386,0.364352,383,0.364352,1733,443,0,1733,443,0,0,0,0,1,0,0,0,30286,27405,0,1,0,0,NaN,NaN,NaN,NaN,NaN
16087016,periodic-iid20,periodic,iid20,0.2,0,808641,2364930,565053,NaN,NaN,NaN,593702,0.0848160508943752,0.501885287620112,0,0,0.255999999999998,3.07199999999997,0,1000,2070,530,0,0,NaN,NaN,NaN,NaN,NaN,NaN,45,48,NaN,NaN,NaN,0,NaN,0,0,0,NaN,NaN,NaN,0,0,0,0,0,0,NaN,NaN,0,0,NaN,NaN,0,0,0,0,NaN,NaN,NaN,NaN,NaN
16087016,migration-iid20-no-emergency,migration,iid20,0.2,0.2,808641,2364930,565053,1133239975,18791385188,141368788,593702,0.0932624407431723,0.489919690790303,0,0,0.235770666666665,2.65113599999998,0.178112,863,1762,486,0,0,1,1,1,0,7,9,45,48,1,52,0,198,5566,0.178112,198,0.178112,1762,486,0,1762,486,0,0,0,0,1,0,0,0,27748,27458,0,0,0,0,NaN,NaN,NaN,NaN,NaN
16087016,migration-iid20-emergency,migration,iid20,0.2,0.2,808641,2364930,565053,1142563885,18791385188,141368788,593702,0.0906765972063868,0.490099141665726,0,0,0.237562666666665,2.67263999999998,0.178112,870,1775,487,0,0,1,1,1,0,7,9,45,48,1,52,0,198,5566,0.178112,198,0.178112,1775,487,0,1775,487,0,0,0,0,1,0,0,0,27748,27458,0,0,0,1,10,7,13,1,0
16087016,migration-iid20-emergency-revoke-blackout,migration,iid20,0.2,0.2,808641,2364930,565053,1142814394,18787223425,141368788,593702,0.0906765972063868,0.490099141665726,0,0,0.237562666666665,2.67263999999998,0.178112,870,1775,487,0,0,1,1,1,0,7,9,45,48,1,52,0,198,5566,0.178112,198,0.178112,1775,487,0,1775,487,0,0,0,0,1,0,0,0,27748,27458,1,0,0,1,10,7,13,1,0
16087016,migration-iid20-emergency-response-blackout,migration,iid20,0.2,0.2,808641,2364930,565053,1143189178,18585106354,167394097,593702,0.0904396037171577,0.490096031202651,0,0,0.252794666666665,2.67263999999998,0.360896,870,1782,480,0,0,1,1,1,0,7,9,45,48,0,NaN,1,380,11278,0.360896,380,0.360896,1782,480,0,1782,480,0,0,0,0,1,0,0,0,30286,27405,0,1,0,1,10,43,77,9,0
16087016,migration-iid20-no-emergency-response-blackout,migration,iid20,0.2,0.2,808641,2364930,565053,1093267831,18585106354,167394097,593702,0.188002156616596,0.175417886155836,1,0,0.241786666666665,2.54054399999998,0.360896,827,1705,471,0,0,1,1,1,0,7,9,45,48,0,NaN,1,380,11278,0.360896,380,0.360896,1705,471,0,1705,471,0,0,0,0,1,0,0,0,30286,27405,0,1,0,0,NaN,NaN,NaN,NaN,NaN
16087017,periodic-iid20,periodic,iid20,0.2,0,643210,2364930,565053,NaN,NaN,NaN,593702,0.0815207586260155,0.499179342878964,0,0,0.255999999999998,3.07199999999997,0,1000,2111,489,0,0,NaN,NaN,NaN,NaN,NaN,NaN,45,48,NaN,NaN,NaN,0,NaN,0,0,0,NaN,NaN,NaN,0,0,0,0,0,0,NaN,NaN,0,0,NaN,NaN,0,0,0,0,NaN,NaN,NaN,NaN,NaN
16087017,migration-iid20-no-emergency,migration,iid20,0.2,0.2,643210,2364930,565053,1139022525,18660730382,139675728,593702,0.0858419955979972,0.504662863793492,0,0,0.236026666666665,2.66342399999998,0.168896,867,1809,447,0,0,1,1,1,0,7,9,45,48,1,48,0,188,5278,0.168896,188,0.168896,1809,447,0,1809,447,0,0,0,0,1,0,0,0,27546,27454,0,0,0,0,NaN,NaN,NaN,NaN,NaN
16087017,migration-iid20-emergency,migration,iid20,0.2,0.2,643210,2364930,565053,1143410860,18660730382,139675728,593702,0.0852302921111173,0.504725785675614,0,0,0.236794666666665,2.67263999999998,0.168896,870,1815,447,0,0,1,1,1,0,7,9,45,48,1,48,0,188,5278,0.168896,188,0.168896,1815,447,0,1815,447,0,0,0,0,1,0,0,0,27546,27454,0,0,0,1,10,3,6,0,0
16087017,migration-iid20-emergency-revoke-blackout,migration,iid20,0.2,0.2,643210,2364930,565053,1143360644,18654443166,139675728,593702,0.0852302921111173,0.504725785675614,0,0,0.236794666666665,2.67263999999998,0.168896,870,1815,447,0,0,1,1,1,0,7,9,45,48,1,48,0,188,5278,0.168896,188,0.168896,1815,447,0,1815,447,0,0,0,0,1,0,0,0,27546,27454,1,0,0,1,10,3,6,0,0
16087017,migration-iid20-emergency-response-blackout,migration,iid20,0.2,0.2,643210,2364930,565053,1143280220,18457820172,167591683,593702,0.0848424692797873,0.50472527997918,0,0,0.253055999999998,2.67263999999998,0.364032,870,1817,445,0,0,1,1,1,0,7,9,45,48,0,NaN,1,383,11376,0.364032,383,0.364032,1817,445,0,1817,445,0,0,0,0,1,0,0,0,30286,27405,0,1,0,1,10,43,74,12,0
16087017,migration-iid20-no-emergency-response-blackout,migration,iid20,0.2,0.2,643210,2364930,565053,1093916160,18457820172,167591683,593702,0.187177401276736,0.171509741324254,1,0,0.242047999999998,2.54054399999998,0.364032,827,1743,433,0,0,1,1,1,0,7,9,45,48,0,NaN,1,383,11376,0.364032,383,0.364032,1743,433,0,1743,433,0,0,0,0,1,0,0,0,30286,27405,0,1,0,0,NaN,NaN,NaN,NaN,NaN
16087018,periodic-iid20,periodic,iid20,0.2,0,1020697,2364930,565053,NaN,NaN,NaN,593702,0.0841102295082458,0.506581269517888,0,0,0.255999999999998,3.07199999999997,0,1000,2077,523,0,0,NaN,NaN,NaN,NaN,NaN,NaN,45,48,NaN,NaN,NaN,0,NaN,0,0,0,NaN,NaN,NaN,0,0,0,0,0,0,NaN,NaN,0,0,NaN,NaN,0,0,0,0,NaN,NaN,NaN,NaN,NaN
16087018,migration-iid20-no-emergency,migration,iid20,0.2,0.2,1020697,2364930,565053,1138204486,18761156142,140451304,593702,0.0870930667203423,0.495143672910935,0,0,0.235983999999998,2.66035199999998,0.171456,866,1775,479,0,0,1,1,1,0,7,9,45,48,1,49,0,191,5358,0.171456,191,0.171456,1775,479,0,1775,479,0,0,0,0,1,0,0,0,27595,27455,0,0,0,0,NaN,NaN,NaN,NaN,NaN
16087018,migration-iid20-emergency,migration,iid20,0.2,0.2,1020697,2364930,565053,1143403223,18761156142,140451304,593702,0.0863531121544061,0.495148344681738,0,0,0.237007999999998,2.67263999999998,0.171456,870,1782,480,0,0,1,1,1,0,7,9,45,48,1,49,0,191,5358,0.171456,191,0.171456,1782,480,0,1782,480,0,0,0,0,1,0,0,0,27595,27455,0,0,0,1,10,4,7,1,0
16087018,migration-iid20-emergency-revoke-blackout,migration,iid20,0.2,0.2,1020697,2364930,565053,1143474169,18756502412,140451304,593702,0.0863531121544061,0.495148344681738,0,0,0.237007999999998,2.67263999999998,0.171456,870,1782,480,0,0,1,1,1,0,7,9,45,48,1,49,0,191,5358,0.171456,191,0.171456,1782,480,0,1782,480,0,0,0,0,1,0,0,0,27595,27455,1,0,0,1,10,4,7,1,0
16087018,migration-iid20-emergency-response-blackout,migration,iid20,0.2,0.2,1020697,2364930,565053,1143118231,18561225026,167504850,593702,0.0864275643666918,0.495135450313026,0,0,0.253045333333331,2.67263999999998,0.363904,870,1773,489,0,0,1,1,1,0,7,9,45,48,0,NaN,1,384,11372,0.363904,384,0.363904,1773,489,0,1773,489,0,0,0,0,1,0,0,0,30286,27405,0,1,0,1,10,43,64,22,0
16087018,migration-iid20-no-emergency-response-blackout,migration,iid20,0.2,0.2,1020697,2364930,565053,1094364671,18561225026,167504850,593702,0.179854357603762,0.171341972194423,1,0,0.242037333333331,2.54054399999998,0.363904,827,1709,467,0,0,1,1,1,0,7,9,45,48,0,NaN,1,384,11372,0.363904,384,0.363904,1709,467,0,1709,467,0,0,0,0,1,0,0,0,30286,27405,0,1,0,0,NaN,NaN,NaN,NaN,NaN
16087019,periodic-iid20,periodic,iid20,0.2,0,883899,2364930,565053,NaN,NaN,NaN,593702,0.080413311714271,0.509198690433478,0,0,0.255999999999998,3.07199999999997,0,1000,2065,535,0,0,NaN,NaN,NaN,NaN,NaN,NaN,45,48,NaN,NaN,NaN,0,NaN,0,0,0,NaN,NaN,NaN,0,0,0,0,0,0,NaN,NaN,0,0,NaN,NaN,0,0,0,0,NaN,NaN,NaN,NaN,NaN
16087019,migration-iid20-no-emergency,migration,iid20,0.2,0.2,883899,2364930,565053,1136977561,18662288307,140261167,593702,0.0862653074936168,0.49872042765932,0,0,0.235941333333331,2.66035199999998,0.170944,866,1809,445,0,0,1,1,1,0,7,9,45,48,1,49,0,190,5342,0.170944,190,0.170944,1809,445,0,1809,445,0,0,0,0,1,0,0,0,27595,27455,0,0,0,0,NaN,NaN,NaN,NaN,NaN
16087019,migration-iid20-emergency,migration,iid20,0.2,0.2,883899,2364930,565053,1143232815,18662288307,140261167,593702,0.0854450735430821,0.498793461702276,0,0,0.236965333333331,2.67263999999998,0.170944,870,1816,446,0,0,1,1,1,0,7,9,45,48,1,49,0,190,5342,0.170944,190,0.170944,1816,446,0,1816,446,0,0,0,0,1,0,0,0,27595,27455,0,0,0,1,10,4,7,1,0
16087019,migration-iid20-emergency-revoke-blackout,migration,iid20,0.2,0.2,883899,2364930,565053,1142650283,18655975475,140261167,593702,0.0854450735430821,0.498793461702276,0,0,0.236965333333331,2.67263999999998,0.170944,870,1816,446,0,0,1,1,1,0,7,9,45,48,1,49,0,190,5342,0.170944,190,0.170944,1816,446,0,1816,446,0,0,0,0,1,0,0,0,27595,27455,1,0,0,1,10,4,7,1,0
16087019,migration-iid20-emergency-response-blackout,migration,iid20,0.2,0.2,883899,2364930,565053,1143241374,18469573326,167209209,593702,0.084444088973922,0.498824888680207,0,0,0.252997333333331,2.67263999999998,0.363328,870,1823,439,0,0,1,1,1,0,7,9,45,48,0,NaN,1,381,11354,0.363328,381,0.363328,1823,439,0,1823,439,0,0,0,0,1,0,0,0,30286,27405,0,1,0,1,10,43,71,15,0
16087019,migration-iid20-no-emergency-response-blackout,migration,iid20,0.2,0.2,883899,2364930,565053,1093444540,18469573326,167209209,593702,0.181688156854444,0.167802678281949,1,0,0.241989333333331,2.54054399999998,0.363328,827,1752,424,0,0,1,1,1,0,7,9,45,48,0,NaN,1,381,11354,0.363328,381,0.363328,1752,424,0,1752,424,0,0,0,0,1,0,0,0,30286,27405,0,1,0,0,NaN,NaN,NaN,NaN,NaN
16087020,periodic-iid20,periodic,iid20,0.2,0,779563,2364930,565053,NaN,NaN,NaN,593702,0.0828557090322336,0.503275653026972,0,0,0.255999999999998,3.07199999999997,0,1000,2054,546,0,0,NaN,NaN,NaN,NaN,NaN,NaN,45,48,NaN,NaN,NaN,0,NaN,0,0,0,NaN,NaN,NaN,0,0,0,0,0,0,NaN,NaN,0,0,NaN,NaN,0,0,0,0,NaN,NaN,NaN,NaN,NaN
16087020,migration-iid20-no-emergency,migration,iid20,0.2,0.2,779563,2364930,565053,1136122141,18788352526,140075745,593702,0.0851972948610255,0.507026029080331,0,0,0.235914666666665,2.65727999999998,0.173696,865,1807,445,0,0,1,1,1,0,7,9,45,48,1,50,0,194,5428,0.173696,194,0.173696,1807,445,0,1807,445,0,0,0,0,1,0,0,0,27645,27456,0,0,0,0,NaN,NaN,NaN,NaN,NaN
16087020,migration-iid20-emergency,migration,iid20,0.2,0.2,779563,2364930,565053,1142639334,18788352526,140075745,593702,0.0828704736485901,0.507198438926528,0,0,0.237194666666665,2.67263999999998,0.173696,870,1815,447,0,0,1,1,1,0,7,9,45,48,1,50,0,194,5428,0.173696,194,0.173696,1815,447,0,1815,447,0,0,0,0,1,0,0,0,27645,27456,0,0,0,1,10,5,8,2,0
16087020,migration-iid20-emergency-revoke-blackout,migration,iid20,0.2,0.2,779563,2364930,565053,1142689140,18780833513,140075745,593702,0.0828704736485901,0.507198438926528,0,0,0.237194666666665,2.67263999999998,0.173696,870,1815,447,0,0,1,1,1,0,7,9,45,48,1,50,0,194,5428,0.173696,194,0.173696,1815,447,0,1815,447,0,0,0,0,1,0,0,0,27645,27456,1,0,0,1,10,5,8,2,0
16087020,migration-iid20-emergency-response-blackout,migration,iid20,0.2,0.2,779563,2364930,565053,1142721117,18588912947,166269699,593702,0.0832471993641911,0.507187338762861,0,0,0.252549333333331,2.67263999999998,0.357952,870,1814,448,0,0,1,1,1,0,7,9,45,48,0,NaN,1,378,11186,0.357952,378,0.357952,1814,448,0,1814,448,0,0,0,0,1,0,0,0,30286,27405,0,1,0,1,10,43,67,19,0
16087020,migration-iid20-no-emergency-response-blackout,migration,iid20,0.2,0.2,779563,2364930,565053,1093158594,18588912947,166269699,593702,0.179983375571098,0.163331320536596,1,0,0.241541333333331,2.54054399999998,0.357952,827,1747,429,0,0,1,1,1,0,7,9,45,48,0,NaN,1,378,11186,0.357952,378,0.357952,1747,429,0,1747,429,0,0,0,0,1,0,0,0,30286,27405,0,1,0,0,NaN,NaN,NaN,NaN,NaN
