point,plant,N,topology,scenario,method,RMSEmean,RMSEstd,minSep,safeFailCount,safeEligibleCount,safeFailRate,safeRule,DATA,ACK,Total_w010,Total_w025,Total_w050,airtime,broadcast,AoI,estimatedAoI,saturation,effort,estError,diverged,evaluable,connected,dominated_w_0_10,dominated_w_0_25,dominated_w_0_50,dominated_airtime,dominated_broadcast,sourceExperiment,sourceTag
NOMINAL,6dof,5,ring2,Stressed,State-event,0.257606190687206,0.00852721997298155,0.271128686202419,12,50,0.24,all seeds,42.552,0,42.552,42.552,42.552,2042.496,25.5,0.426704632152588,NaN,0,1.01533245549292,NaN,0,50,50,0,0,0,0,0,EXP09A,exp09a-locked
NOMINAL,6dof,5,ring2,Stressed,Causal-v3,0.118809092660972,0.000842845483318617,0.449627004809521,0,50,0,all seeds,182.939333333333,109.606666666667,193.9,210.341,237.742666666667,11411.648,219.468,0.189645231607629,0.309558038147137,0,1.01532944419119,NaN,0,50,50,0,1,1,1,1,EXP09A,exp09a-locked
ACK,6dof,5,ring2,Moderate,P10,0.0975524984549388,0.000843542752969589,0.476995707219272,0,50,0,all seeds,99.6666666666667,0,99.6666666666667,99.6666666666667,99.6666666666667,4784,59.8,0.154794477747502,NaN,0,1.01533926615193,NaN,0,50,50,0,0,0,0,0,EXP07B,exp07b-locked
ACK,6dof,5,ring2,Moderate,P20,0.0752539172223279,0.000283429790207082,0.504548007887639,0,50,0,all seeds,199.666666666667,0,199.666666666667,199.666666666667,199.666666666667,9584,119.8,0.118112588555858,NaN,0,1.0153516855899,NaN,0,50,50,0,0,0,0,0,EXP07B,exp07b-locked
ACK,6dof,5,ring2,Moderate,State-event,0.169350228555524,0.0041974985588536,0.384135824179233,0,50,0,all seeds,43.246,0,43.246,43.246,43.246,2075.808,25.9526666666667,0.273683633060854,NaN,0,1.01532381135406,NaN,0,50,50,0,0,0,0,0,EXP07B,exp07b-locked
ACK,6dof,5,ring2,Moderate,Causal-v3,0.0878238610352533,0.000523972012501547,0.488865086429823,0,50,0,all seeds,139.644,111.567333333333,150.800733333333,167.535833333333,195.427666666667,9380.528,234.092,0.13923255222525,0.228771026339691,0,1.01535103810996,NaN,0,50,50,0,0,0,0,1,EXP07B,exp07b-locked
ACK,6dof,5,ring2,Stressed,P10,0.147653567367204,0.00202573728694418,0.414234067260315,0,50,0,all seeds,99.6666666666667,0,99.6666666666667,99.6666666666667,99.6666666666667,4784,59.8,0.237037711171662,NaN,0,1.01531437723263,NaN,0,50,50,0,0,0,0,0,EXP07B,exp07b-locked
ACK,6dof,5,ring2,Stressed,P20,0.1121247761703,0.00067400181138289,0.458260884036726,0,50,0,all seeds,199.666666666667,0,199.666666666667,199.666666666667,199.666666666667,9584,119.8,0.178676984559491,NaN,0,1.01531614433179,NaN,0,50,50,0,0,0,0,0,EXP07B,exp07b-locked
ACK,6dof,5,ring2,Stressed,State-event,0.257606190687206,0.00852721997298155,0.271128686202419,12,50,0.24,all seeds,42.552,0,42.552,42.552,42.552,2042.496,25.5,0.426704632152588,NaN,0,1.01533245549292,NaN,0,50,50,0,0,0,0,0,EXP07B,exp07b-locked
ACK,6dof,5,ring2,Stressed,Causal-v3,0.118809092660972,0.000842845483318617,0.449627004809521,0,50,0,all seeds,182.939333333333,109.606666666667,193.9,210.341,237.742666666667,11411.648,219.468,0.189645231607629,0.320682288828336,0,1.01532944419119,NaN,0,50,50,0,1,1,1,1,EXP07B,exp07b-locked
MISMATCH,6dof,5,ring2,Moderate,P10,0.733044517606759,0.0191548640813746,0.654268358541837,0,50,0,all seeds,99.6666666666667,0,99.6666666666667,99.6666666666667,99.6666666666667,4784,59.8,0.154794477747502,NaN,0,1.22124276332354,NaN,0,50,50,0,0,0,0,0,EXP09B,exp09b-locked-partial
MISMATCH,6dof,5,ring2,Moderate,P20,0.729422917755541,0.0177076151596052,0.657928756762303,0,50,0,all seeds,199.666666666667,0,199.666666666667,199.666666666667,199.666666666667,9584,119.8,0.118112588555858,NaN,0,1.22125148831188,NaN,0,50,50,0,0,0,0,0,EXP09B,exp09b-locked-partial
MISMATCH,6dof,5,ring2,Moderate,State-event,0.749404717880584,0.0239137886798552,0.63939384424557,0,50,0,all seeds,41.352,0,41.352,41.352,41.352,1984.896,24.76,0.279399164396004,NaN,0,1.22121093270125,NaN,0,50,50,0,0,0,0,0,EXP09B,exp09b-locked-partial
MISMATCH,6dof,5,ring2,Moderate,Causal-v3,0.731708545872482,0.0185834846597913,0.65516215264856,0,50,0,all seeds,132.332,105.703333333333,142.902333333333,158.757833333333,185.183666666667,8888.816,222.489333333333,0.141890753860127,0.221339782016349,0,1.22123537664303,NaN,0,50,50,0,0,0,0,0,EXP09B,exp09b-locked-partial
MISMATCH,6dof,5,ring2,Stressed,P10,0.743408890342951,0.0223221003018456,0.64551296000625,0,50,0,all seeds,99.6666666666667,0,99.6666666666667,99.6666666666667,99.6666666666667,4784,59.8,0.237037711171662,NaN,0,1.22124096374311,NaN,0,50,50,0,0,0,0,0,EXP09B,exp09b-locked-partial
MISMATCH,6dof,5,ring2,Stressed,P20,0.735714486623625,0.0200455410187431,0.651595258309462,0,50,0,all seeds,199.666666666667,0,199.666666666667,199.666666666667,199.666666666667,9584,119.8,0.178676984559491,NaN,0,1.22122857338492,NaN,0,50,50,0,0,0,0,0,EXP09B,exp09b-locked-partial
MISMATCH,6dof,5,ring2,Stressed,State-event,0.778599464733518,0.0312555930739303,0.621342784810707,0,50,0,all seeds,40.6193333333333,0,40.6193333333333,40.6193333333333,40.6193333333333,1949.728,24.296,0.440556693914623,NaN,0,1.22124387196393,NaN,0,50,50,0,0,0,0,0,EXP09B,exp09b-locked-partial
MISMATCH,6dof,5,ring2,Stressed,Causal-v3,0.737192605093719,0.0205906085448306,0.649825849417189,0,50,0,all seeds,178.306666666667,106.830666666667,188.989733333333,205.014333333333,231.722,11122.656,213.47,0.190874732061762,0.311089918256128,0,1.22122297779422,NaN,0,50,50,0,0,0,0,0,EXP09B,exp09b-locked-partial
ESTIMATOR,6dof,5,ring2,Moderate,P10,0.093089941977933,0.00527359394231058,0.463431370385027,0,50,0,all seeds,99.6666666666667,0,99.6666666666667,99.6666666666667,99.6666666666667,4784,59.8,0.154794477747502,NaN,0,1.01854768867794,0.0533853001675642,0,50,50,0,0,0,0,0,EXP09C,exp09c-locked-partial
ESTIMATOR,6dof,5,ring2,Moderate,P20,0.0684263295957742,0.00367429905576803,0.497556988267045,0,50,0,all seeds,199.666666666667,0,199.666666666667,199.666666666667,199.666666666667,9584,119.8,0.118112588555858,NaN,0,1.01834690753571,0.0533932774692967,0,50,50,0,0,0,0,0,EXP09C,exp09c-locked-partial
ESTIMATOR,6dof,5,ring2,Moderate,State-event,0.0880768467784106,0.00273017540445259,0.485349101387523,0,50,0,all seeds,280.064,0,280.064,280.064,280.064,13443.072,183.894666666667,0.16937093551317,NaN,0,1.01815834625002,0.0533882057000447,0,50,50,1,1,1,1,1,EXP09C,exp09c-locked-partial
ESTIMATOR,6dof,5,ring2,Moderate,Causal-v3,0.0691815529780249,0.00282155613544397,0.500655897697896,0,50,0,all seeds,227.592666666667,181.792666666667,245.771933333333,273.040833333333,318.489,15287.472,343.331333333333,0.122710626702997,0.19734391462307,0,1.01825077225915,0.053397809962088,0,50,50,1,1,1,1,1,EXP09C,exp09c-locked-partial
ESTIMATOR,6dof,5,ring2,Stressed,P10,0.141187210903129,0.00648010729997344,0.404038196179802,0,50,0,all seeds,99.6666666666667,0,99.6666666666667,99.6666666666667,99.6666666666667,4784,59.8,0.237037711171662,NaN,0,1.01854167995036,0.0533527024818719,0,50,50,0,0,0,0,0,EXP09C,exp09c-locked-partial
ESTIMATOR,6dof,5,ring2,Stressed,P20,0.105037217041571,0.00401450927920529,0.450040012122884,0,50,0,all seeds,199.666666666667,0,199.666666666667,199.666666666667,199.666666666667,9584,119.8,0.178676984559491,NaN,0,1.01855532151902,0.0533720771060814,0,50,50,0,0,0,0,0,EXP09C,exp09c-locked-partial
ESTIMATOR,6dof,5,ring2,Stressed,State-event,0.139019148559567,0.00682159020428871,0.420500406373039,0,50,0,all seeds,280.157333333333,0,280.157333333333,280.157333333333,280.157333333333,13447.552,183.951333333333,0.259723015440509,NaN,0,1.01839920497755,0.0533655780726953,0,50,50,1,1,1,1,1,EXP09C,exp09c-locked-partial
ESTIMATOR,6dof,5,ring2,Stressed,Causal-v3,0.100670898208212,0.00413222041907605,0.458270957104589,0,50,0,all seeds,249.162666666667,149.4,264.102666666667,286.512666666667,323.862666666667,15545.408,303.325333333333,0.174019763851044,0.290023115349679,0,1.01844179201862,0.0533776854779007,0,50,50,0,0,0,0,0,EXP09C,exp09c-locked-partial
LINK,di,20,ring2,Moderate,P10,1.06550220599917,0.0733204755839726,0.294505543748507,9,49,0.183673469387755,EXP08B connected-seed denominator,478.4,0,478.4,478.4,478.4,22963.2,209.3,3.45453486981532,NaN,NaN,NaN,NaN,0,50,49,0,0,0,0,0,EXP08B,exp08b-locked-partial
LINK,di,20,ring2,Moderate,P20,1.06383289366579,0.0736317165821072,0.296327524204025,9,49,0.183673469387755,EXP08B connected-seed denominator,958.4,0,958.4,958.4,958.4,46003.2,419.3,3.42423013169846,NaN,NaN,NaN,NaN,0,50,49,0,0,0,0,0,EXP08B,exp08b-locked-partial
LINK,di,20,ring2,Moderate,State-event,1.08162326017324,0.0713471487813425,0.280118286048816,10,49,0.204081632653061,EXP08B connected-seed denominator,536.424666666667,0,536.424666666667,536.424666666667,536.424666666667,25748.384,420.926666666667,3.63081917196488,NaN,NaN,NaN,NaN,0,50,49,1,1,1,1,1,EXP08B,exp08b-locked-partial
LINK,di,20,ring2,Moderate,Causal-v3,1.06559131213145,0.0733972510204787,0.295033342376156,9,49,0.183673469387755,EXP08B connected-seed denominator,485.373333333333,321.121333333333,517.485466666667,565.653666666667,645.934,31004.832,678.024,3.46677648349985,4.20564239208365,NaN,NaN,NaN,0,50,49,0,0,0,0,0,EXP08B,exp08b-locked-partial
LINK,di,20,ring2,Stressed,P10,1.07073476146223,0.0724293091823356,0.289934068103879,9,49,0.183673469387755,EXP08B connected-seed denominator,478.4,0,478.4,478.4,478.4,22963.2,209.3,3.52158913866182,NaN,NaN,NaN,NaN,0,50,49,0,0,0,0,0,EXP08B,exp08b-locked-partial
LINK,di,20,ring2,Stressed,P20,1.06676009410792,0.073118176543218,0.293535189324226,9,49,0.183673469387755,EXP08B connected-seed denominator,958.4,0,958.4,958.4,958.4,46003.2,419.3,3.47424217378141,NaN,NaN,NaN,NaN,0,50,49,0,0,0,0,0,EXP08B,exp08b-locked-partial
LINK,di,20,ring2,Stressed,State-event,1.10704898445507,0.0688503660873076,0.250224849381898,24,49,0.489795918367347,EXP08B connected-seed denominator,534.278666666667,0,534.278666666667,534.278666666667,534.278666666667,25645.376,419.829333333333,3.80151404026642,NaN,NaN,NaN,NaN,0,50,49,1,1,1,1,1,EXP08B,exp08b-locked-partial
LINK,di,20,ring2,Stressed,Causal-v3,1.06944668560293,0.072950666948805,0.292437804224178,9,49,0.183673469387755,EXP08B connected-seed denominator,585.922666666667,301.188,616.041466666667,661.219666666667,736.516666666667,35352.8,542.335333333333,3.53063720859824,4.30634198575461,NaN,NaN,NaN,0,50,49,0,0,0,0,0,EXP08B,exp08b-locked-partial
NODE,di,20,ring2,Moderate,P10,0.215633716223576,0.00694275476950168,0.294150795466838,9,50,0.18,EXP08C matched no-fault eligibility,471.940666666667,0,471.940666666667,471.940666666667,471.940666666667,22653.152,207.46,0.210192907962458,NaN,NaN,NaN,NaN,0,50,50,0,0,0,0,0,EXP08C,exp08c-locked-partial
NODE,di,20,ring2,Moderate,P20,0.177041312181147,0.0072793988191366,0.309320286207562,9,50,0.18,EXP08C matched no-fault eligibility,945.476666666667,0,945.476666666667,945.476666666667,945.476666666667,45382.88,415.616666666667,0.172703012412958,NaN,NaN,NaN,NaN,0,50,50,0,0,0,0,0,EXP08C,exp08c-locked-partial
NODE,di,20,ring2,Moderate,State-event,0.338782063039162,0.00604751663169174,0.227399289766114,16,34,0.470588235294118,EXP08C matched no-fault eligibility,189.960666666667,0,189.960666666667,189.960666666667,189.960666666667,9118.112,85.9746666666667,0.333793066908871,NaN,NaN,NaN,NaN,0,50,50,0,0,0,0,0,EXP08C,exp08c-locked-partial
NODE,di,20,ring2,Moderate,Causal-v3,0.199747220474625,0.00708662825667814,0.301816972522795,9,50,0.18,EXP08C matched no-fault eligibility,626.055333333333,499.253333333333,675.980666666667,750.868666666667,875.682,42032.736,998.355333333334,0.195631849833485,0.282090826521364,NaN,NaN,NaN,0,50,50,0,0,0,0,1,EXP08C,exp08c-locked-partial
NODE,di,20,ring2,Stressed,P10,0.299815060043114,0.00645127937873275,0.252626386319996,11,50,0.22,EXP08C matched no-fault eligibility,471.940666666667,0,471.940666666667,471.940666666667,471.940666666667,22653.152,207.46,0.292882394792613,NaN,NaN,NaN,NaN,0,50,50,0,0,0,0,0,EXP08C,exp08c-locked-partial
NODE,di,20,ring2,Stressed,P20,0.240309039703773,0.00677053154971681,0.28507230297076,9,50,0.18,EXP08C matched no-fault eligibility,945.476666666667,0,945.476666666667,945.476666666667,945.476666666667,45382.88,415.616666666667,0.234073115349682,NaN,NaN,NaN,NaN,0,50,50,0,0,0,0,0,EXP08C,exp08c-locked-partial
NODE,di,20,ring2,Stressed,State-event,0.484985478793348,0.00793070314620813,0.087676057619599,0,0,NaN,EXP08C matched no-fault eligibility,178.398666666667,0,178.398666666667,178.398666666667,178.398666666667,8563.136,80.0993333333333,0.506525264910687,NaN,NaN,NaN,NaN,0,50,50,0,0,0,0,0,EXP08C,exp08c-locked-partial
NODE,di,20,ring2,Stressed,Causal-v3,0.252241893785959,0.00688138057076182,0.278191100356014,9,50,0.18,EXP08C matched no-fault eligibility,829.610666666667,495.819333333333,879.1926,953.5655,1077.52033333333,51720.976,894.732,0.246494467151075,0.374687222142522,NaN,NaN,NaN,0,50,50,0,0,1,1,1,EXP08C,exp08c-locked-partial
N20REF,di,20,ring2,Moderate,P10,0.178878180064658,0.000809883668916618,0.403292785204199,0,50,0,all seeds,478.4,0,478.4,478.4,478.4,22963.2,209.3,0.154942945806842,NaN,NaN,NaN,NaN,0,50,50,0,0,0,0,0,EXP08C,exp08c-locked-partial
N20REF,di,20,ring2,Moderate,P20,0.137318447172221,0.000257403176483824,0.448733722923375,0,50,0,all seeds,958.4,0,958.4,958.4,958.4,46003.2,419.3,0.118167355434454,NaN,NaN,NaN,NaN,0,50,50,0,0,0,0,0,EXP08C,exp08c-locked-partial
N20REF,di,20,ring2,Moderate,State-event,0.311097124603608,0.00363777848505503,0.252175490452761,16,50,0.32,all seeds,192.054666666667,0,192.054666666667,192.054666666667,192.054666666667,9218.624,83.16,0.278470950650923,NaN,NaN,NaN,NaN,0,50,50,0,0,0,0,0,EXP08C,exp08c-locked-partial
N20REF,di,20,ring2,Moderate,Causal-v3,0.162515126407726,0.000354953915331156,0.420455736817261,0,50,0,all seeds,633.484666666667,505.226666666667,684.007333333333,759.791333333333,886.098,42532.704,988.017333333333,0.140954435361792,0.220043807065366,NaN,NaN,NaN,0,50,50,0,0,0,0,1,EXP08C,exp08c-locked-partial
N20REF,di,20,ring2,Stressed,P10,0.267778907281414,0.00126031327430297,0.303152223413657,0,50,0,all seeds,478.4,0,478.4,478.4,478.4,22963.2,209.3,0.236309014532243,NaN,NaN,NaN,NaN,0,50,50,0,0,0,0,0,EXP08C,exp08c-locked-partial
N20REF,di,20,ring2,Stressed,P20,0.205395112690231,0.000601553773254437,0.374706742586075,0,50,0,all seeds,958.4,0,958.4,958.4,958.4,46003.2,419.3,0.178753860127157,NaN,NaN,NaN,NaN,0,50,50,0,0,0,0,0,EXP08C,exp08c-locked-partial
N20REF,di,20,ring2,Stressed,State-event,0.461164457635382,0.0065363686858503,0.0937648705962827,50,50,1,all seeds,180.839333333333,0,180.839333333333,180.839333333333,180.839333333333,8680.288,77.41,0.44685789433848,NaN,NaN,NaN,NaN,0,50,50,0,0,0,0,0,EXP08C,exp08c-locked-partial
N20REF,di,20,ring2,Stressed,Causal-v3,0.217793609763292,0.00101356648845723,0.360725061950852,0,50,0,all seeds,839.677333333333,502.037333333333,889.881066666667,965.186666666667,1090.696,52353.408,868.318666666667,0.190026581895247,0.310004407476431,NaN,NaN,NaN,0,50,50,0,0,1,1,1,EXP08C,exp08c-locked-partial
SCALE,di,50,ring2,Moderate,P10,0.193063348701282,0.000502016405117823,0.402509685317528,0,50,0,all seeds,1225.9,0,1225.9,1225.9,1225.9,58843.2,508.3,0.154970455535618,NaN,NaN,NaN,NaN,0,50,50,0,0,0,0,0,EXP06A,-
SCALE,di,50,ring2,Moderate,P20,0.148416708334955,0.000195139393811736,0.448892410247269,0,50,0,all seeds,2455.9,0,2455.9,2455.9,2455.9,117883.2,1018.3,0.118160182539155,NaN,NaN,NaN,NaN,0,50,50,0,0,0,0,0,EXP06A,-
SCALE,di,50,ring2,Moderate,State-event,0.33487066909781,0.00181699333204412,0.255410895180121,19,50,0.38,all seeds,485.005333333333,0,485.005333333333,485.005333333333,485.005333333333,23280.256,197.632,0.279172350339307,NaN,NaN,NaN,NaN,0,50,50,0,0,0,0,0,EXP06A,-
SCALE,di,50,ring2,Moderate,Causal-v3,0.175342482164829,0.000291643115240647,0.42143856028182,0,50,0,all seeds,1619.398,1292.01,1748.599,1942.4005,2265.403,108739.344,2459.11133333333,0.140634081359887,0.219703553355946,NaN,NaN,NaN,0,50,50,0,0,0,0,1,EXP06A,-
SCALE,di,50,ring2,Stressed,P10,0.288212417232573,0.000998125086565078,0.302582987717849,0,50,0,all seeds,1225.9,0,1225.9,1225.9,1225.9,58843.2,508.3,0.236573875929495,NaN,NaN,NaN,NaN,0,50,50,0,0,0,0,0,EXP06A,-
SCALE,di,50,ring2,Stressed,P20,0.221568523015471,0.000406394021452251,0.374582182526078,0,50,0,all seeds,2455.9,0,2455.9,2455.9,2455.9,117883.2,1018.3,0.178799040044896,NaN,NaN,NaN,NaN,0,50,50,0,0,0,0,0,EXP06A,-
SCALE,di,50,ring2,Stressed,State-event,0.495178092474231,0.00449130748580602,0.0864387499944871,50,50,1,all seeds,451.634666666667,0,451.634666666667,451.634666666667,451.634666666667,21678.464,180.808,0.452446742429277,NaN,NaN,NaN,NaN,0,50,50,0,0,0,0,0,EXP06A,-
SCALE,di,50,ring2,Stressed,Causal-v3,0.234685822804316,0.000514639654813538,0.361809081442146,0,50,0,all seeds,2139.49266666667,1279.16666666667,2267.40933333333,2459.28433333333,2779.076,133395.648,2163.254,0.189989688605333,0.310049583866245,NaN,NaN,NaN,0,50,50,0,0,1,1,1,EXP06A,-
